regime,policy,n,auc_per_token_mean,auc_per_token_mc95_lo,auc_per_token_mc95_hi,final_quality_mean,final_quality_mc95_lo,final_quality_mc95_hi,useful_gradient_fraction_mean,useful_gradient_fraction_mc95_lo,useful_gradient_fraction_mc95_hi,useful_groups_per_1k_rollouts_mean,useful_groups_per_1k_rollouts_mc95_lo,useful_groups_per_1k_rollouts_mc95_hi,observed_contrast_fraction_mean,observed_contrast_fraction_mc95_lo,observed_contrast_fraction_mc95_hi,false_contrast_fraction_mean,false_contrast_fraction_mc95_lo,false_contrast_fraction_mc95_hi,all_wrong_fraction_mean,all_wrong_fraction_mc95_lo,all_wrong_fraction_mc95_hi,all_correct_fraction_mean,all_correct_fraction_mc95_lo,all_correct_fraction_mc95_hi,generated_tokens_mean,generated_tokens_mc95_lo,generated_tokens_mc95_hi,training_flops_mean,training_flops_mc95_lo,training_flops_mc95_hi,updates_mean,updates_mc95_lo,updates_mc95_hi,expanded_groups_mean,expanded_groups_mc95_lo,expanded_groups_mc95_hi,retired_groups_mean,retired_groups_mc95_lo,retired_groups_mc95_hi,auc_regret_vs_best_tested,final_quality_regret_vs_best_tested
compute_constrained,boundary_aware,96,0.5483423991362572,0.5385361837601496,0.557671440110868,0.8130170723628725,0.8045713838273241,0.8214426319328028,0.9341821364524602,0.9239479437081569,0.9425692963752665,113.5329258294753,111.88874421296296,114.89076967592592,0.9415548247573811,0.9319383725229521,0.9511608837793252,0.007830013522818506,0.0043962961779280265,0.011702154010779963,0.0048403534266405306,0.002362669816893089,0.008387025523765539,0.05360482181597839,0.0436586422543701,0.06151651060052894,3538944.0,3538944.0,3538944.0,4.81296384e+16,4.81296384e+16,4.81296384e+16,35.479166666666664,35.0,36.0,47.9375,35.0,64.75,90.07291666666667,73.0,103.625,0.003364486586594384,0.001078424859435878
compute_constrained,failure_only,96,0.5490343021138129,0.5422427496201695,0.556832617960772,0.8112699332512662,0.8031861016431617,0.819948488980083,0.9312491972430751,0.918493849243708,0.9419264929268564,113.29782744984568,111.55418113425925,114.55620659722221,0.9386561053231214,0.9270428829304803,0.9490602625298329,0.007893581507294105,0.005033447997083208,0.011164933837429112,0.004352870542723216,0.0017738365017415754,0.008514586142646118,0.056991024134155244,0.04664448614032654,0.06980990711102743,3538944.0,3538944.0,3538944.0,4.81296384e+16,4.81296384e+16,4.81296384e+16,35.572916666666664,35.0,36.0,46.125,32.375,59.0,0.0,0.0,0.0,0.002672583609038659,0.0028255639710421665
compute_constrained,full_triage,96,0.5490142252851062,0.5408144329530093,0.5585138872163619,0.8128953128416567,0.8058554643005154,0.8223432704638576,0.9347774942103108,0.9252450316853148,0.9459165395423809,113.58115113811728,112.00629340277779,115.3247974537037,0.9417908739767152,0.9313477141358746,0.9512575647993533,0.007445177452147245,0.0027454652996845427,0.011337741546850974,0.0045433976963399755,0.001189767995240928,0.007756062951496388,0.05366572832694464,0.0425644247219846,0.0648554649537423,3538944.0,3538944.0,3538944.0,4.81296384e+16,4.81296384e+16,4.81296384e+16,35.46875,35.0,36.0,48.302083333333336,33.125,62.625,90.14583333333333,71.25,109.25,0.002692660437745298,0.0012001843806516144
compute_constrained,stateful_bandit_diagnostic,96,0.5489304093159514,0.5417372032414175,0.5563380461547018,0.8140954972223083,0.806022677875333,0.8233408115002876,0.9347867252523235,0.9250334423305588,0.9460041592394534,113.63163700810185,112.44032118055556,115.25245949074073,0.9420833376832469,0.9321968094109682,0.9516488413547237,0.00774264380634936,0.003783711273234467,0.01267639867544569,0.004740288915062021,0.0017812088417778764,0.008422344841551079,0.0531763734016911,0.043010983192403617,0.06366207675103334,3538944.0,3538944.0,3538944.0,4.81296384e+16,4.81296384e+16,4.81296384e+16,35.520833333333336,35.0,36.0,47.5625,32.125,62.625,89.375,72.0,107.0,0.0027764764069001524,0.0
compute_constrained,static_g16,96,0.40540223900454514,0.3980893943811596,0.41075268937449494,0.5854610308590426,0.5762076520315391,0.5926747083337476,0.9892698688271606,0.9814814814814815,0.9942129629629629,61.829366801697525,61.342592592592595,62.13831018518518,0.9909095293209876,0.9849537037037037,0.9953703703703703,0.0016548311210077711,0.0,0.004670852462949432,0.008644386574074073,0.003472222222222222,0.015046296296296295,0.0004460841049382716,0.0,0.0023148148148148147,3538944.0,3538944.0,3538944.0,4.81296384e+16,4.81296384e+16,4.81296384e+16,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1463046467183064,0.2286344663632658
compute_constrained,static_g8,96,0.5517068857228515,0.5442859097145182,0.5577258457215224,0.8089154464783014,0.8028869313099877,0.8148614310356157,0.9069311824845679,0.892650462962963,0.9168113425925926,113.366397810571,111.58130787037037,114.60141782407408,0.9137610918209876,0.8999565972222222,0.9241898148148148,0.007472637216766287,0.0037831021437578815,0.011740004566794946,0.02892312885802469,0.020833333333333332,0.04050925925925926,0.05731577932098766,0.04709201388888889,0.06980613425925926,3538944.0,3538944.0,3538944.0,4.81296384e+16,4.81296384e+16,4.81296384e+16,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005180050744006959
compute_constrained,symmetric_zvf,96,0.5472812980802176,0.5399707771604106,0.5551259440428008,0.8086950188940607,0.7988818788218855,0.8147493527445915,0.974785844619125,0.967005594851577,0.9809361409069897,112.85400390625,111.31004050925927,114.52907986111111,0.9826864027429671,0.9738499822778828,0.988490798520235,0.00803900789655095,0.0038259220710129206,0.012070207999199693,0.004865966251677056,0.0014804158266628002,0.008780935732243872,0.012447631005355772,0.007511205308240139,0.017448106220230113,3538944.0,3538944.0,3538944.0,4.81296384e+16,4.81296384e+16,4.81296384e+16,33.958333333333336,33.0,34.0,127.55208333333333,107.375,144.0,0.0,0.0,0.0,0.004425587642633899,0.005400478328247638
distribution_shift,boundary_aware,96,0.739390195653001,0.734278048061817,0.7449825337786586,0.929471021685046,0.9260239865151528,0.9327311471232519,0.780181405113254,0.7703566730423133,0.7895264886164624,96.96096591848544,95.84263392857143,98.00889756944444,0.7970251728217422,0.7882868594988155,0.8065059758086931,0.021129835956734986,0.017221195112762353,0.0272970788973712,0.0005173455803706843,0.0,0.0012493753123438282,0.2024574815978871,0.1928048993734901,0.2113702858357598,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,84.0,84.0,84.0,23.21875,14.0,34.0,811.6145833333334,771.75,848.125,0.0001232892156557419,0.0002624182741245429
distribution_shift,failure_only,96,0.7348664874073757,0.7287917527998146,0.7401765662949111,0.9217635334306801,0.9178341281852974,0.9260193024824178,0.7687040352831275,0.758982724731471,0.776515077817372,95.54779214203042,94.42816840277779,96.54792906746032,0.7866077806159835,0.7785244437125294,0.7949460757110592,0.022758372624939748,0.018095313466510193,0.027490546246171317,0.0004444270516237865,0.0,0.001153712755730132,0.2129477923323928,0.20462692789439818,0.2213199675396489,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,84.0,84.0,84.0,22.666666666666668,13.0,34.0,0.0,0.0,0.0,0.004646997461281055,0.0079699065284905
distribution_shift,full_triage,96,0.7395134848686568,0.7340651986140959,0.7446131977647369,0.9297334399591706,0.9268055414661894,0.9325909265027088,0.7817025376421546,0.772882501242379,0.7901833909624314,97.16926049933863,96.03639632936508,98.35766989087301,0.7986624121959359,0.7908150548354935,0.8073952682268385,0.021233522256218374,0.01638528414273296,0.02512555742493136,0.0005120608954127133,0.0,0.0012487906907539493,0.20082552690865127,0.19207417534691412,0.2087799102691924,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,84.0,84.0,84.0,22.427083333333332,13.375,33.875,805.2291666666666,770.0,837.625,0.0,0.0
distribution_shift,stateful_bandit_diagnostic,96,0.7391091147959473,0.7344914676350898,0.7433522348428455,0.9291830795270473,0.926431227976812,0.9320848406155102,0.7807306902148886,0.771417131784276,0.790871327590325,97.03233506944446,95.91238839285714,98.21428571428571,0.7976852511248218,0.7885562416314503,0.8077711875790062,0.021251247264336647,0.0171115641832597,0.026025929341984163,0.0005303039072631346,0.0,0.0012498440623146044,0.20178444496791512,0.1916869143577799,0.21116790732748966,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,84.0,84.0,84.0,23.09375,13.375,33.0,808.9375,768.5,847.0,0.0004043700727094368,0.0005503604321233091
distribution_shift,static_g16,96,0.6026217208879054,0.5957185172707078,0.6086104225367086,0.8090733808018626,0.8030628821618964,0.8157088970526766,0.9855479083994708,0.9808407738095237,0.9900793650793651,61.59674427496693,61.30254836309524,61.879960317460316,0.9875682043650794,0.9826388888888888,0.992373511904762,0.0020455471640825596,0.0005016933330110814,0.004512413376713339,0.0008628885582010582,0.0,0.002294146825396825,0.011568907076719577,0.006634424603174603,0.01667906746031746,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1368917639807513,0.12066005915730793
distribution_shift,static_g8,96,0.7350826821097941,0.7304574001079251,0.7399278980676123,0.9216138718143329,0.9178642943440243,0.9256133436994586,0.7636692915013228,0.7537202380952381,0.7734375,95.45866143766534,94.21502976190476,96.6796875,0.7813430059523809,0.7724454365079365,0.790984623015873,0.022618418776348653,0.018294575319702598,0.026629775061079497,0.005892960482804232,0.003720238095238095,0.008742559523809524,0.2127640335648148,0.20203993055555555,0.2220362103174603,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004430802758862651,0.008119568144837719
distribution_shift,symmetric_zvf,96,0.7334288933678735,0.7283124609237092,0.7378841409648125,0.9176612490418581,0.9135813413212834,0.9216869335763109,0.9010923732967099,0.8941820259241096,0.9080105633802817,94.89384403935186,93.71899801587301,96.06352306547619,0.9229251273923774,0.9162401452160979,0.9299829368583805,0.02365111843598371,0.01910479831009696,0.028687143761874603,0.00061327407686251,0.0,0.0014785448770716428,0.07646159853076004,0.06965473253018992,0.0832412590846592,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,71.01041666666667,70.0,72.0,635.1354166666666,608.75,672.0,0.0,0.0,0.0,0.006084591500783221,0.012072190917312486
mostly_correct,boundary_aware,96,0.9331555304825759,0.9313529502120131,0.934726064818393,0.9562629865121274,0.9544904172088624,0.9576709304364797,0.4244326636904762,0.41331845238095233,0.43681795634920634,53.05408296130952,51.664806547619044,54.60224454365079,0.4682823867394181,0.45554315476190477,0.4814608134920635,0.09362729279498098,0.08289158656086248,0.10479199578725645,0.0,0.0,0.0,0.531717613260582,0.5185391865079365,0.5444568452380952,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,84.0,84.0,84.0,0.0,0.0,0.0,2143.8854166666665,2090.75,2195.25,0.00031405618750923736,0.0002718438460809214
mostly_correct,failure_only,96,0.9310650602257294,0.9287659592231461,0.9329179695380436,0.9532753556526362,0.9510957361518956,0.9550643269579727,0.4124658978174603,0.39973958333333337,0.4242311507936508,51.55823722718254,49.96744791666667,53.02889384920635,0.4572689318783069,0.4436693948412698,0.4693390376984127,0.09797708976100715,0.08427391286453328,0.11010978023322128,0.0,0.0,0.0,0.5427310681216931,0.5306609623015872,0.5563306051587301,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002404526444355737,0.003259474705572085
mostly_correct,full_triage,96,0.9334695866700852,0.9314504625682042,0.9351791257017552,0.9565348303582083,0.9550680823059002,0.9577366477379196,0.4263909556878307,0.4156746031746032,0.4366319444444444,53.298869460978835,51.9593253968254,54.57899305555556,0.47028201471560854,0.46025545634920634,0.48062375992063494,0.09331064675132057,0.08003447898484624,0.10449091560751013,0.0,0.0,0.0,0.5297179852843915,0.5193762400793651,0.5397445436507937,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,84.0,84.0,84.0,0.0,0.0,0.0,2135.8229166666665,2094.125,2176.25,0.0,0.0
mostly_correct,stateful_bandit_diagnostic,96,0.9334008213422571,0.9318299748889605,0.9350474013997478,0.9563579168903079,0.9549396320587674,0.9575673783591415,0.4246961805555556,0.41328745039682535,0.43644593253968256,53.087022569444436,51.66093129960318,54.555741567460316,0.46877066798941797,0.45656622023809523,0.4813058035714286,0.09400458353271302,0.08114814581865398,0.1076316089286109,0.0,0.0,0.0,0.531229332010582,0.5186941964285714,0.5434337797619048,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,84.0,84.0,84.0,0.0,0.0,0.0,2141.9166666666665,2091.375,2191.125,6.876532782806866e-05,0.00017691346790038587
mostly_correct,static_g16,96,0.9237509187753833,0.9219568103166328,0.9259811339418877,0.9463132612825341,0.9445127611377859,0.9482129526439895,0.6754092261904763,0.6579861111111112,0.6935763888888888,42.21307663690476,41.12413194444444,43.34852430555555,0.7231729497354498,0.7055431547619048,0.7408854166666667,0.06605322323484512,0.05367394005169435,0.07697335222941562,0.0,0.0,0.0,0.27682705026455023,0.25911458333333337,0.29445684523809523,8257536.0,8257536.0,8257536.0,1.123024896e+17,1.123024896e+17,1.123024896e+17,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009718667894701882,0.010221569075674175
