tag,block,framework,model_short,status,started_at,finished_at,returncode,result_json,command
audit_trl_qwen3-32b_G2_easy_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:09:59.893206+00:00,2026-06-14T16:09:59.973676+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_easy_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G2_easy_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_easy_s123.json"
audit_trl_qwen3-32b_G4_easy_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:09:59.897831+00:00,2026-06-14T16:09:59.974896+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_easy_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G4_easy_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_easy_s123.json"
audit_trl_qwen3-32b_G2_hard_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:09:59.896562+00:00,2026-06-14T16:09:59.975976+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_hard_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G2_hard_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_hard_s123.json"
audit_trl_qwen3-32b_G4_medium_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:09:59.971509+00:00,2026-06-14T16:10:00.047065+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_medium_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G4_medium_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_medium_s123.json"
audit_trl_qwen3-32b_G4_hard_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:09:59.973894+00:00,2026-06-14T16:10:00.050967+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_hard_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G4_hard_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_hard_s123.json"
audit_trl_qwen3-32b_G8_easy_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:09:59.975004+00:00,2026-06-14T16:10:00.053021+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_easy_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G8_easy_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_easy_s123.json"
audit_trl_qwen3-32b_G8_medium_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:09:59.976095+00:00,2026-06-14T16:10:00.053088+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_medium_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G8_medium_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_medium_s123.json"
audit_trl_qwen3-32b_G8_hard_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.047131+00:00,2026-06-14T16:10:00.123896+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_hard_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G8_hard_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_hard_s123.json"
audit_trl_qwen3-32b_G16_easy_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.051026+00:00,2026-06-14T16:10:00.126394+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_easy_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G16_easy_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_easy_s123.json"
audit_trl_qwen3-32b_G16_hard_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.053099+00:00,2026-06-14T16:10:00.129814+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_hard_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G16_hard_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_hard_s123.json"
audit_trl_qwen3-32b_G16_medium_s123,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.053063+00:00,2026-06-14T16:10:00.129883+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_medium_s123.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G16_medium_s123 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 123 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_medium_s123.json"
audit_trl_qwen3-32b_G2_easy_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.123977+00:00,2026-06-14T16:10:00.203444+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_easy_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G2_easy_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_easy_s456.json"
audit_trl_qwen3-32b_G2_medium_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.126546+00:00,2026-06-14T16:10:00.204820+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_medium_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G2_medium_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_medium_s456.json"
audit_trl_qwen3-32b_G2_hard_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.129847+00:00,2026-06-14T16:10:00.206818+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_hard_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G2_hard_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_hard_s456.json"
audit_trl_qwen3-32b_G4_easy_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.129896+00:00,2026-06-14T16:10:00.208198+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_easy_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G4_easy_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_easy_s456.json"
audit_trl_qwen3-32b_G8_easy_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.206891+00:00,2026-06-14T16:10:00.282857+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_easy_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G8_easy_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_easy_s456.json"
audit_trl_qwen3-32b_G4_hard_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.204954+00:00,2026-06-14T16:10:00.282971+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_hard_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G4_hard_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_hard_s456.json"
audit_trl_qwen3-32b_G8_medium_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.208267+00:00,2026-06-14T16:10:00.284385+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_medium_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G8_medium_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_medium_s456.json"
audit_trl_qwen3-32b_G4_medium_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.203539+00:00,2026-06-14T16:10:00.286379+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_medium_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G4_medium_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_medium_s456.json"
audit_trl_qwen3-32b_G16_easy_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.282987+00:00,2026-06-14T16:10:00.363452+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_easy_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G16_easy_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_easy_s456.json"
audit_trl_qwen3-32b_G8_hard_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.282938+00:00,2026-06-14T16:10:00.363542+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_hard_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G8_hard_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_hard_s456.json"
audit_trl_qwen3-32b_G16_medium_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.284498+00:00,2026-06-14T16:10:00.363593+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_medium_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G16_medium_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_medium_s456.json"
audit_trl_qwen3-32b_G16_hard_s456,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.286466+00:00,2026-06-14T16:10:00.365558+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_hard_s456.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G16_hard_s456 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 456 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_hard_s456.json"
audit_trl_qwen3-32b_G4_easy_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.365681+00:00,2026-06-14T16:10:00.441013+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_easy_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G4_easy_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_easy_s789.json"
audit_trl_qwen3-32b_G2_hard_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.363604+00:00,2026-06-14T16:10:00.443681+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_hard_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G2_hard_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_hard_s789.json"
audit_trl_qwen3-32b_G2_easy_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.363512+00:00,2026-06-14T16:10:00.443743+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_easy_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G2_easy_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_easy_s789.json"
audit_trl_qwen3-32b_G2_medium_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.363563+00:00,2026-06-14T16:10:00.443788+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_medium_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G2_medium_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 2 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G2_medium_s789.json"
audit_trl_qwen3-32b_G8_easy_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.443765+00:00,2026-06-14T16:10:00.517408+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_easy_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G8_easy_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_easy_s789.json"
audit_trl_qwen3-32b_G8_medium_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.443793+00:00,2026-06-14T16:10:00.517526+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_medium_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G8_medium_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_medium_s789.json"
audit_trl_qwen3-32b_G4_medium_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.441136+00:00,2026-06-14T16:10:00.521047+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_medium_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G4_medium_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_medium_s789.json"
audit_trl_qwen3-32b_G4_hard_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.443724+00:00,2026-06-14T16:10:00.522081+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_hard_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G4_hard_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 4 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G4_hard_s789.json"
audit_trl_qwen3-32b_G8_hard_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.517496+00:00,2026-06-14T16:10:00.595153+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_hard_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G8_hard_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 8 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G8_hard_s789.json"
audit_trl_qwen3-32b_G16_easy_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.517539+00:00,2026-06-14T16:10:00.595283+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_easy_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G16_easy_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty easy --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_easy_s789.json"
audit_trl_qwen3-32b_G16_hard_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.522202+00:00,2026-06-14T16:10:00.597985+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_hard_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G16_hard_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty hard --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_hard_s789.json"
audit_trl_qwen3-32b_G16_medium_s789,audit,TRL,qwen3-32b,failed,2026-06-14T16:10:00.521101+00:00,2026-06-14T16:10:00.599853+00:00,2,/Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_medium_s789.json,"python3 /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/cell_runner.py --tag audit_trl_qwen3-32b_G16_medium_s789 --model ""Qwen/Qwen3-32B"" --task gsm8k --loss importance_sampling --seed 789 --group-size 16 --lr 1e-05 --steps 30 --rank 32 --difficulty medium --clip-low 0.2 --clip-high 0.2 --importance-level token --dynamic-sampling false --out /Users/arvind/Developer/tinker-rl-lab/experiments/tinker-runs/results/audit_trl_qwen3-32b_G16_medium_s789.json"
