ablation	delta_ece_K2_mean	delta_ece_K2_ci_low	delta_ece_K2_ci_high	ci_excl_zero	n_boot_used
full_minus_Vmean	-0.005979793669935316	-0.041936456503346535	0.02722935997880996	False	2000
full_minus_Vstd	-0.00886353291321546	-0.039980914093554004	0.021504377313889555	False	2000
full_minus_Vmax	-0.015573015978485344	-0.04567216546647257	0.012582638148218363	False	2000
full_minus_Vmin	-0.004196870138570665	-0.03793969586119054	0.028692377047613245	False	2000
full_plus_Vmean_only	-0.02048898234087974	-0.053857967870309935	0.012281758717261254	False	2000
full_plus_Vstd_only	-0.009070067606400702	-0.04128095645643781	0.021485837605781863	False	2000
full_plus_Vmax_only	0.002613617131300269	-0.03154233214631689	0.036517092361114854	False	2000
full_plus_Vmin_only	-0.014520495599545538	-0.04711281134001898	0.016595509280450567	False	2000
