rate_pct	n_actionable	n_total	D10_rate	wilson_lo	wilson_hi
0.05	15	20	0.75	0.5313	0.8881
0.1	15	20	0.75	0.5313	0.8881
0.5	16	20	0.8	0.584	0.9193
1.0	16	20	0.8	0.584	0.9193
1.44	16	20	0.8	0.584	0.9193
