metric	point	ci_lo	ci_hi
H_bits_item13	4.6449682053662205	3.1633638287474115	4.8927738974546395
delta_rho_v21_minus_v2stack	0.055916512139877625	0.049687117587465246	0.062331439997955485
H_bits_uplift_v2.1_minus_v2	4.6449682053662205	3.663336974434646	4.652969714635862
badge_uplift_per_cell_item13	20.0	20.0	20.0
