entry_id	framework	openness	loss_form_kl_leaves_count	decontamination_leaves_count	total_redflag_leaves	notes_chars_added
zvf130_cppo	worktree-zvf130-batch	open	7	2	9	602
zvf130_es	worktree-zvf130-batch	open	7	2	9	602
zvf130_mcgrpo	worktree-zvf130-batch	open	7	2	9	602
zvf130_ngrpo	worktree-zvf130-batch	open	7	2	9	602
zvf130_scafgrpo	worktree-zvf130-batch	open	7	2	9	602
