fset	c	seed	threshold	cost_per_tx	flagged_frac
20raw	100	179	0.0300	0.878400	0.8784
20raw	100	179	0.0400	0.824000	0.8240
20raw	100	179	0.0500	0.767800	0.7678
20raw	100	179	0.0600	0.711400	0.7114
20raw	100	179	0.0700	0.656000	0.6560
20raw	100	179	0.0800	0.605800	0.6058
20raw	100	179	0.0900	0.555300	0.5553
20raw	100	179	0.1000	0.510900	0.5109
20raw	100	179	0.1100	0.467200	0.4672
20raw	100	179	0.1200	0.426800	0.4268
20raw	100	179	0.1300	0.391000	0.3910
20raw	100	179	0.1400	0.358200	0.3582
20raw	100	179	0.1500	0.327700	0.3277
20raw	100	179	0.1600	0.301600	0.3016
20raw	100	179	0.1700	0.277100	0.2771
20raw	100	179	0.1800	0.253000	0.2530
20raw	100	179	0.1900	0.232900	0.2329
20raw	100	179	0.2000	0.211600	0.2116
20raw	100	179	0.2100	0.196900	0.1969
20raw	100	179	0.2200	0.181600	0.1816
20raw	100	179	0.2300	0.167800	0.1678
20raw	100	179	0.2400	0.155300	0.1553
20raw	100	179	0.2500	0.143200	0.1432
20raw	100	179	0.2600	0.131500	0.1315
20raw	100	179	0.2700	0.121100	0.1211
20raw	100	179	0.2800	0.111900	0.1119
20raw	100	179	0.2900	0.103800	0.1038
20raw	100	179	0.3000	0.094400	0.0944
20raw	100	179	0.3100	0.084800	0.0848
20raw	100	179	0.3200	0.078100	0.0781
20raw	100	179	0.3300	0.071500	0.0715
20raw	100	179	0.3400	0.066300	0.0663
20raw	100	179	0.3500	0.062100	0.0621
20raw	100	179	0.3600	0.058100	0.0581
20raw	100	179	0.3700	0.054600	0.0546
20raw	100	179	0.3800	0.051300	0.0513
20raw	100	179	0.3900	0.047900	0.0479
20raw	100	179	0.4000	0.044200	0.0442
20raw	100	179	0.4100	0.040800	0.0408
20raw	100	179	0.4200	0.047000	0.0370
20raw	100	179	0.4300	0.044500	0.0345
20raw	100	179	0.4400	0.042100	0.0321
20raw	100	179	0.4500	0.039500	0.0295
20raw	100	179	0.4600	0.037600	0.0276
20raw	100	179	0.4700	0.035800	0.0258
20raw	100	179	0.4800	0.034000	0.0240
20raw	100	179	0.4900	0.033000	0.0230
20raw	100	179	0.5000	0.032200	0.0222
20raw	100	179	0.5100	0.041100	0.0211
20raw	100	179	0.5200	0.050200	0.0202
20raw	100	179	0.5300	0.048900	0.0189
20raw	100	179	0.5400	0.047400	0.0174
20raw	100	179	0.5500	0.056800	0.0168
20raw	100	179	0.5600	0.055500	0.0155
20raw	100	179	0.5700	0.054000	0.0140
20raw	100	179	0.5800	0.053100	0.0131
20raw	100	179	0.5900	0.052200	0.0122
20raw	100	179	0.6000	0.071100	0.0111
20raw	100	179	0.6100	0.080000	0.0100
20raw	100	179	0.6200	0.089600	0.0096
20raw	100	179	0.6300	0.088900	0.0089
20raw	100	179	0.6400	0.088500	0.0085
20raw	100	179	0.6500	0.118100	0.0081
20raw	100	179	0.6600	0.137900	0.0079
20raw	100	179	0.6700	0.157000	0.0070
20raw	100	179	0.6800	0.186600	0.0066
20raw	100	179	0.6900	0.186000	0.0060
20raw	100	179	0.7000	0.205700	0.0057
20raw	100	179	0.7100	0.255200	0.0052
20raw	100	179	0.7200	0.324400	0.0044
20raw	100	179	0.7300	0.334100	0.0041
20raw	100	179	0.7400	0.343800	0.0038
20raw	100	179	0.7500	0.383200	0.0032
20raw	100	179	0.7600	0.392800	0.0028
20raw	100	179	0.7700	0.402500	0.0025
20raw	100	179	0.7800	0.432200	0.0022
20raw	100	179	0.7900	0.492100	0.0021
20raw	100	179	0.8000	0.541800	0.0018
20raw	100	179	0.8100	0.541400	0.0014
20raw	100	179	0.8200	0.581100	0.0011
20raw	100	179	0.8300	0.600800	0.0008
20raw	100	179	0.8400	0.630700	0.0007
20raw	100	179	0.8500	0.700700	0.0007
20raw	100	179	0.8600	0.720600	0.0006
20raw	100	179	0.8700	0.760500	0.0005
20raw	100	179	0.8800	0.820500	0.0005
20raw	100	179	0.8900	0.850500	0.0005
20raw	100	179	0.9000	0.900400	0.0004
20raw	100	179	0.9100	0.940200	0.0002
20raw	100	179	0.9200	0.950100	0.0001
20raw	100	179	0.9300	1.010100	0.0001
20raw	100	179	0.9400	1.090100	0.0001
20raw	100	179	0.9500	1.110100	0.0001
20raw	100	179	0.9600	1.160000	0.0000
20raw	100	179	0.9700	1.270000	0.0000
20raw	100	179	0.9800	1.360000	0.0000
20raw	100	179	0.9900	1.440000	0.0000
20raw	100	179	1.0000	1.440000	0.0000
20raw	1000	179	0.0100	0.969800	0.9698
20raw	1000	179	0.0200	0.929600	0.9296
20raw	1000	179	0.0300	0.878400	0.8784
20raw	1000	179	0.0400	0.824000	0.8240
20raw	1000	179	0.0500	0.767800	0.7678
20raw	1000	179	0.0600	0.711400	0.7114
20raw	1000	179	0.0700	0.656000	0.6560
20raw	1000	179	0.0800	0.605800	0.6058
20raw	1000	179	0.0900	0.555300	0.5553
20raw	1000	179	0.1000	0.510900	0.5109
20raw	1000	179	0.1100	0.467200	0.4672
20raw	1000	179	0.1200	0.426800	0.4268
20raw	1000	179	0.1300	0.391000	0.3910
20raw	1000	179	0.1400	0.358200	0.3582
20raw	1000	179	0.1500	0.327700	0.3277
20raw	1000	179	0.1600	0.301600	0.3016
20raw	1000	179	0.1700	0.277100	0.2771
20raw	1000	179	0.1800	0.253000	0.2530
20raw	1000	179	0.1900	0.232900	0.2329
20raw	1000	179	0.2000	0.211600	0.2116
20raw	1000	179	0.2100	0.196900	0.1969
20raw	1000	179	0.2200	0.181600	0.1816
20raw	1000	179	0.2300	0.167800	0.1678
20raw	1000	179	0.2400	0.155300	0.1553
20raw	1000	179	0.2500	0.143200	0.1432
20raw	1000	179	0.2600	0.131500	0.1315
20raw	1000	179	0.2700	0.121100	0.1211
20raw	1000	179	0.2800	0.111900	0.1119
20raw	1000	179	0.2900	0.103800	0.1038
20raw	1000	179	0.3000	0.094400	0.0944
20raw	1000	179	0.3100	0.084800	0.0848
20raw	1000	179	0.3200	0.078100	0.0781
20raw	1000	179	0.3300	0.071500	0.0715
20raw	1000	179	0.3400	0.066300	0.0663
20raw	1000	179	0.3500	0.062100	0.0621
20raw	1000	179	0.3600	0.058100	0.0581
20raw	1000	179	0.3700	0.054600	0.0546
20raw	1000	179	0.3800	0.051300	0.0513
20raw	1000	179	0.3900	0.047900	0.0479
20raw	1000	179	0.4000	0.044200	0.0442
20raw	1000	179	0.4100	0.040800	0.0408
20raw	1000	179	0.4200	0.137000	0.0370
20raw	1000	179	0.4300	0.134500	0.0345
20raw	1000	179	0.4400	0.132100	0.0321
20raw	1000	179	0.4500	0.129500	0.0295
20raw	1000	179	0.4600	0.127600	0.0276
20raw	1000	179	0.4700	0.125800	0.0258
20raw	1000	179	0.4800	0.124000	0.0240
20raw	1000	179	0.4900	0.123000	0.0230
20raw	1000	179	0.5000	0.122200	0.0222
20raw	1000	179	0.5100	0.221100	0.0211
20raw	1000	179	0.5200	0.320200	0.0202
20raw	1000	179	0.5300	0.318900	0.0189
20raw	1000	179	0.5400	0.317400	0.0174
20raw	1000	179	0.5500	0.416800	0.0168
20raw	1000	179	0.5600	0.415500	0.0155
20raw	1000	179	0.5700	0.414000	0.0140
20raw	1000	179	0.5800	0.413100	0.0131
20raw	1000	179	0.5900	0.412200	0.0122
20raw	1000	179	0.6000	0.611100	0.0111
20raw	1000	179	0.6100	0.710000	0.0100
20raw	1000	179	0.6200	0.809600	0.0096
20raw	1000	179	0.6300	0.808900	0.0089
20raw	1000	179	0.6400	0.808500	0.0085
20raw	1000	179	0.6500	1.108100	0.0081
20raw	1000	179	0.6600	1.307900	0.0079
20raw	1000	179	0.6700	1.507000	0.0070
20raw	1000	179	0.6800	1.806600	0.0066
20raw	1000	179	0.6900	1.806000	0.0060
20raw	1000	179	0.7000	2.005700	0.0057
20raw	1000	179	0.7100	2.505200	0.0052
20raw	1000	179	0.7200	3.204400	0.0044
20raw	1000	179	0.7300	3.304100	0.0041
20raw	1000	179	0.7400	3.403800	0.0038
20raw	1000	179	0.7500	3.803200	0.0032
20raw	1000	179	0.7600	3.902800	0.0028
20raw	1000	179	0.7700	4.002500	0.0025
20raw	1000	179	0.7800	4.302200	0.0022
20raw	1000	179	0.7900	4.902100	0.0021
20raw	1000	179	0.8000	5.401800	0.0018
20raw	1000	179	0.8100	5.401400	0.0014
20raw	1000	179	0.8200	5.801100	0.0011
20raw	1000	179	0.8300	6.000800	0.0008
20raw	1000	179	0.8400	6.300700	0.0007
20raw	1000	179	0.8500	7.000700	0.0007
20raw	1000	179	0.8600	7.200600	0.0006
20raw	1000	179	0.8700	7.600500	0.0005
20raw	1000	179	0.8800	8.200500	0.0005
20raw	1000	179	0.8900	8.500500	0.0005
20raw	1000	179	0.9000	9.000400	0.0004
20raw	1000	179	0.9100	9.400200	0.0002
20raw	1000	179	0.9200	9.500100	0.0001
20raw	1000	179	0.9300	10.100100	0.0001
20raw	1000	179	0.9400	10.900100	0.0001
20raw	1000	179	0.9500	11.100100	0.0001
20raw	1000	179	0.9600	11.600000	0.0000
20raw	1000	179	0.9700	12.700000	0.0000
20raw	1000	179	0.9800	13.600000	0.0000
20raw	1000	179	0.9900	14.400000	0.0000
20raw	1000	179	1.0000	14.400000	0.0000
20raw	1	316	0.0100	0.963800	0.9638
20raw	1	316	0.0200	0.921600	0.9216
20raw	1	316	0.0300	0.870800	0.8708
20raw	1	316	0.0400	0.815500	0.8155
20raw	1	316	0.0500	0.756200	0.7562
20raw	1	316	0.0600	0.704100	0.7041
20raw	1	316	0.0700	0.649100	0.6491
20raw	1	316	0.0800	0.596400	0.5964
20raw	1	316	0.0900	0.550300	0.5503
20raw	1	316	0.1000	0.507600	0.5076
20raw	1	316	0.1100	0.465600	0.4656
20raw	1	316	0.1200	0.427900	0.4279
20raw	1	316	0.1300	0.394800	0.3948
20raw	1	316	0.1400	0.363800	0.3638
20raw	1	316	0.1500	0.333300	0.3333
20raw	1	316	0.1600	0.306800	0.3068
20raw	1	316	0.1700	0.279900	0.2799
20raw	1	316	0.1800	0.257700	0.2577
20raw	1	316	0.1900	0.237500	0.2375
20raw	1	316	0.2000	0.218700	0.2187
20raw	1	316	0.2100	0.200500	0.2005
20raw	1	316	0.2200	0.184900	0.1849
20raw	1	316	0.2300	0.170000	0.1700
20raw	1	316	0.2400	0.156400	0.1564
20raw	1	316	0.2500	0.142100	0.1421
20raw	1	316	0.2600	0.131400	0.1314
20raw	1	316	0.2700	0.119000	0.1190
20raw	1	316	0.2800	0.109200	0.1092
20raw	1	316	0.2900	0.100000	0.1000
20raw	1	316	0.3000	0.093600	0.0936
20raw	1	316	0.3100	0.086300	0.0863
20raw	1	316	0.3200	0.080100	0.0801
20raw	1	316	0.3300	0.071600	0.0716
20raw	1	316	0.3400	0.066200	0.0662
20raw	1	316	0.3500	0.061500	0.0615
20raw	1	316	0.3600	0.057000	0.0570
20raw	1	316	0.3700	0.053300	0.0533
20raw	1	316	0.3800	0.049100	0.0491
20raw	1	316	0.3900	0.045000	0.0450
20raw	1	316	0.4000	0.041700	0.0417
20raw	1	316	0.4100	0.039100	0.0391
20raw	1	316	0.4200	0.036400	0.0364
20raw	1	316	0.4300	0.032700	0.0327
20raw	1	316	0.4400	0.030400	0.0303
20raw	1	316	0.4500	0.028500	0.0284
20raw	1	316	0.4600	0.026600	0.0264
20raw	1	316	0.4700	0.024800	0.0246
20raw	1	316	0.4800	0.023200	0.0230
20raw	1	316	0.4900	0.021700	0.0215
20raw	1	316	0.5000	0.020300	0.0201
20raw	1	316	0.5100	0.018700	0.0184
20raw	1	316	0.5200	0.017900	0.0176
20raw	1	316	0.5300	0.017000	0.0167
20raw	1	316	0.5400	0.016100	0.0158
20raw	1	316	0.5500	0.015900	0.0156
20raw	1	316	0.5600	0.015600	0.0151
20raw	1	316	0.5700	0.014400	0.0139
20raw	1	316	0.5800	0.013600	0.0131
20raw	1	316	0.5900	0.012400	0.0119
20raw	1	316	0.6000	0.012200	0.0117
20raw	1	316	0.6100	0.011300	0.0107
20raw	1	316	0.6200	0.010400	0.0096
20raw	1	316	0.6300	0.009800	0.0088
20raw	1	316	0.6400	0.009000	0.0079
20raw	1	316	0.6500	0.008500	0.0073
20raw	1	316	0.6600	0.008000	0.0066
20raw	1	316	0.6700	0.007500	0.0060
20raw	1	316	0.6800	0.007600	0.0058
20raw	1	316	0.6900	0.007600	0.0056
20raw	1	316	0.7000	0.007400	0.0053
20raw	1	316	0.7100	0.007300	0.0049
20raw	1	316	0.7200	0.007700	0.0049
20raw	1	316	0.7300	0.007300	0.0042
20raw	1	316	0.7400	0.006800	0.0036
20raw	1	316	0.7500	0.006700	0.0032
20raw	1	316	0.7600	0.006700	0.0028
20raw	1	316	0.7700	0.006700	0.0025
20raw	1	316	0.7800	0.006600	0.0022
20raw	1	316	0.7900	0.006500	0.0020
20raw	1	316	0.8000	0.006200	0.0015
20raw	1	316	0.8100	0.006300	0.0012
20raw	1	316	0.8200	0.006400	0.0011
20raw	1	316	0.8300	0.006400	0.0009
20raw	1	316	0.8400	0.007000	0.0008
20raw	1	316	0.8500	0.007100	0.0005
20raw	1	316	0.8600	0.007600	0.0005
20raw	1	316	0.8700	0.007900	0.0003
20raw	1	316	0.8800	0.008300	0.0002
20raw	1	316	0.8900	0.008800	0.0002
20raw	1	316	0.9000	0.009500	0.0002
20raw	1	316	0.9100	0.009800	0.0002
20raw	1	316	0.9200	0.010000	0.0002
20raw	1	316	0.9300	0.010000	0.0000
20raw	1	316	0.9400	0.010300	0.0000
20raw	1	316	0.9500	0.011100	0.0000
20raw	1	316	0.9600	0.012000	0.0000
20raw	1	316	0.9700	0.012600	0.0000
20raw	1	316	0.9800	0.013400	0.0000
20raw	1	316	0.9900	0.014300	0.0000
20raw	1	316	1.0000	0.014400	0.0000
20raw	10	316	0.0100	0.963800	0.9638
20raw	10	316	0.0200	0.921600	0.9216
20raw	10	316	0.0300	0.870800	0.8708
20raw	10	316	0.0400	0.815500	0.8155
20raw	10	316	0.0500	0.756200	0.7562
20raw	10	316	0.0600	0.704100	0.7041
20raw	10	316	0.0700	0.649100	0.6491
20raw	10	316	0.0800	0.596400	0.5964
20raw	10	316	0.0900	0.550300	0.5503
20raw	10	316	0.1000	0.507600	0.5076
20raw	10	316	0.1100	0.465600	0.4656
20raw	10	316	0.1200	0.427900	0.4279
20raw	10	316	0.1300	0.394800	0.3948
20raw	10	316	0.1400	0.363800	0.3638
20raw	10	316	0.1500	0.333300	0.3333
20raw	10	316	0.1600	0.306800	0.3068
20raw	10	316	0.1700	0.279900	0.2799
20raw	10	316	0.1800	0.257700	0.2577
20raw	10	316	0.1900	0.237500	0.2375
20raw	10	316	0.2000	0.218700	0.2187
20raw	10	316	0.2100	0.200500	0.2005
20raw	10	316	0.2200	0.184900	0.1849
20raw	10	316	0.2300	0.170000	0.1700
20raw	10	316	0.2400	0.156400	0.1564
20raw	10	316	0.2500	0.142100	0.1421
20raw	10	316	0.2600	0.131400	0.1314
20raw	10	316	0.2700	0.119000	0.1190
20raw	10	316	0.2800	0.109200	0.1092
20raw	10	316	0.2900	0.100000	0.1000
20raw	10	316	0.3000	0.093600	0.0936
20raw	10	316	0.3100	0.086300	0.0863
20raw	10	316	0.3200	0.080100	0.0801
20raw	10	316	0.3300	0.071600	0.0716
20raw	10	316	0.3400	0.066200	0.0662
20raw	10	316	0.3500	0.061500	0.0615
20raw	10	316	0.3600	0.057000	0.0570
20raw	10	316	0.3700	0.053300	0.0533
20raw	10	316	0.3800	0.049100	0.0491
20raw	10	316	0.3900	0.045000	0.0450
20raw	10	316	0.4000	0.041700	0.0417
20raw	10	316	0.4100	0.039100	0.0391
20raw	10	316	0.4200	0.036400	0.0364
20raw	10	316	0.4300	0.032700	0.0327
20raw	10	316	0.4400	0.031300	0.0303
20raw	10	316	0.4500	0.029400	0.0284
20raw	10	316	0.4600	0.028400	0.0264
20raw	10	316	0.4700	0.026600	0.0246
20raw	10	316	0.4800	0.025000	0.0230
20raw	10	316	0.4900	0.023500	0.0215
20raw	10	316	0.5000	0.022100	0.0201
20raw	10	316	0.5100	0.021400	0.0184
20raw	10	316	0.5200	0.020600	0.0176
20raw	10	316	0.5300	0.019700	0.0167
20raw	10	316	0.5400	0.018800	0.0158
20raw	10	316	0.5500	0.018600	0.0156
20raw	10	316	0.5600	0.020100	0.0151
20raw	10	316	0.5700	0.018900	0.0139
20raw	10	316	0.5800	0.018100	0.0131
20raw	10	316	0.5900	0.016900	0.0119
20raw	10	316	0.6000	0.016700	0.0117
20raw	10	316	0.6100	0.016700	0.0107
20raw	10	316	0.6200	0.017600	0.0096
20raw	10	316	0.6300	0.018800	0.0088
20raw	10	316	0.6400	0.018900	0.0079
20raw	10	316	0.6500	0.019300	0.0073
20raw	10	316	0.6600	0.020600	0.0066
20raw	10	316	0.6700	0.021000	0.0060
20raw	10	316	0.6800	0.023800	0.0058
20raw	10	316	0.6900	0.025600	0.0056
20raw	10	316	0.7000	0.026300	0.0053
20raw	10	316	0.7100	0.028900	0.0049
20raw	10	316	0.7200	0.032900	0.0049
20raw	10	316	0.7300	0.035200	0.0042
20raw	10	316	0.7400	0.035600	0.0036
20raw	10	316	0.7500	0.038200	0.0032
20raw	10	316	0.7600	0.041800	0.0028
20raw	10	316	0.7700	0.044500	0.0025
20raw	10	316	0.7800	0.046200	0.0022
20raw	10	316	0.7900	0.047000	0.0020
20raw	10	316	0.8000	0.048500	0.0015
20raw	10	316	0.8100	0.052200	0.0012
20raw	10	316	0.8200	0.054100	0.0011
20raw	10	316	0.8300	0.055900	0.0009
20raw	10	316	0.8400	0.062800	0.0008
20raw	10	316	0.8500	0.066500	0.0005
20raw	10	316	0.8600	0.071500	0.0005
20raw	10	316	0.8700	0.076300	0.0003
20raw	10	316	0.8800	0.081200	0.0002
20raw	10	316	0.8900	0.086200	0.0002
20raw	10	316	0.9000	0.093200	0.0002
20raw	10	316	0.9100	0.096200	0.0002
20raw	10	316	0.9200	0.098200	0.0002
20raw	10	316	0.9300	0.100000	0.0000
20raw	10	316	0.9400	0.103000	0.0000
20raw	10	316	0.9500	0.111000	0.0000
20raw	10	316	0.9600	0.120000	0.0000
20raw	10	316	0.9700	0.126000	0.0000
20raw	10	316	0.9800	0.134000	0.0000
20raw	10	316	0.9900	0.143000	0.0000
20raw	10	316	1.0000	0.144000	0.0000
20raw	100	316	0.0100	0.963800	0.9638
20raw	100	316	0.0200	0.921600	0.9216
20raw	100	316	0.0300	0.870800	0.8708
20raw	100	316	0.0400	0.815500	0.8155
20raw	100	316	0.0500	0.756200	0.7562
20raw	100	316	0.0600	0.704100	0.7041
20raw	100	316	0.0700	0.649100	0.6491
20raw	100	316	0.0800	0.596400	0.5964
20raw	100	316	0.0900	0.550300	0.5503
20raw	100	316	0.1000	0.507600	0.5076
20raw	100	316	0.1100	0.465600	0.4656
20raw	100	316	0.1200	0.427900	0.4279
20raw	100	316	0.1300	0.394800	0.3948
20raw	100	316	0.1400	0.363800	0.3638
20raw	100	316	0.1500	0.333300	0.3333
20raw	100	316	0.1600	0.306800	0.3068
20raw	100	316	0.1700	0.279900	0.2799
20raw	100	316	0.1800	0.257700	0.2577
20raw	100	316	0.1900	0.237500	0.2375
20raw	100	316	0.2000	0.218700	0.2187
20raw	100	316	0.2100	0.200500	0.2005
20raw	100	316	0.2200	0.184900	0.1849
20raw	100	316	0.2300	0.170000	0.1700
20raw	100	316	0.2400	0.156400	0.1564
20raw	100	316	0.2500	0.142100	0.1421
20raw	100	316	0.2600	0.131400	0.1314
20raw	100	316	0.2700	0.119000	0.1190
20raw	100	316	0.2800	0.109200	0.1092
20raw	100	316	0.2900	0.100000	0.1000
20raw	100	316	0.3000	0.093600	0.0936
20raw	100	316	0.3100	0.086300	0.0863
20raw	100	316	0.3200	0.080100	0.0801
20raw	100	316	0.3300	0.071600	0.0716
20raw	100	316	0.3400	0.066200	0.0662
20raw	100	316	0.3500	0.061500	0.0615
20raw	100	316	0.3600	0.057000	0.0570
20raw	100	316	0.3700	0.053300	0.0533
20raw	100	316	0.3800	0.049100	0.0491
20raw	100	316	0.3900	0.045000	0.0450
20raw	100	316	0.4000	0.041700	0.0417
20raw	100	316	0.4100	0.039100	0.0391
20raw	100	316	0.4200	0.036400	0.0364
20raw	100	316	0.4300	0.032700	0.0327
20raw	100	316	0.4400	0.040300	0.0303
20raw	100	316	0.4500	0.038400	0.0284
20raw	100	316	0.4600	0.046400	0.0264
20raw	100	316	0.4700	0.044600	0.0246
20raw	100	316	0.4800	0.043000	0.0230
20raw	100	316	0.4900	0.041500	0.0215
20raw	100	316	0.5000	0.040100	0.0201
20raw	100	316	0.5100	0.048400	0.0184
20raw	100	316	0.5200	0.047600	0.0176
20raw	100	316	0.5300	0.046700	0.0167
20raw	100	316	0.5400	0.045800	0.0158
20raw	100	316	0.5500	0.045600	0.0156
20raw	100	316	0.5600	0.065100	0.0151
20raw	100	316	0.5700	0.063900	0.0139
20raw	100	316	0.5800	0.063100	0.0131
20raw	100	316	0.5900	0.061900	0.0119
20raw	100	316	0.6000	0.061700	0.0117
20raw	100	316	0.6100	0.070700	0.0107
20raw	100	316	0.6200	0.089600	0.0096
20raw	100	316	0.6300	0.108800	0.0088
20raw	100	316	0.6400	0.117900	0.0079
20raw	100	316	0.6500	0.127300	0.0073
20raw	100	316	0.6600	0.146600	0.0066
20raw	100	316	0.6700	0.156000	0.0060
20raw	100	316	0.6800	0.185800	0.0058
20raw	100	316	0.6900	0.205600	0.0056
20raw	100	316	0.7000	0.215300	0.0053
20raw	100	316	0.7100	0.244900	0.0049
20raw	100	316	0.7200	0.284900	0.0049
20raw	100	316	0.7300	0.314200	0.0042
20raw	100	316	0.7400	0.323600	0.0036
20raw	100	316	0.7500	0.353200	0.0032
20raw	100	316	0.7600	0.392800	0.0028
20raw	100	316	0.7700	0.422500	0.0025
20raw	100	316	0.7800	0.442200	0.0022
20raw	100	316	0.7900	0.452000	0.0020
20raw	100	316	0.8000	0.471500	0.0015
20raw	100	316	0.8100	0.511200	0.0012
20raw	100	316	0.8200	0.531100	0.0011
20raw	100	316	0.8300	0.550900	0.0009
20raw	100	316	0.8400	0.620800	0.0008
20raw	100	316	0.8500	0.660500	0.0005
20raw	100	316	0.8600	0.710500	0.0005
20raw	100	316	0.8700	0.760300	0.0003
20raw	100	316	0.8800	0.810200	0.0002
20raw	100	316	0.8900	0.860200	0.0002
20raw	100	316	0.9000	0.930200	0.0002
20raw	100	316	0.9100	0.960200	0.0002
20raw	100	316	0.9200	0.980200	0.0002
20raw	100	316	0.9300	1.000000	0.0000
20raw	100	316	0.9400	1.030000	0.0000
20raw	100	316	0.9500	1.110000	0.0000
20raw	100	316	0.9600	1.200000	0.0000
20raw	100	316	0.9700	1.260000	0.0000
20raw	100	316	0.9800	1.340000	0.0000
20raw	100	316	0.9900	1.430000	0.0000
20raw	100	316	1.0000	1.440000	0.0000
20raw	1000	316	0.0100	0.963800	0.9638
20raw	1000	316	0.0200	0.921600	0.9216
20raw	1000	316	0.0300	0.870800	0.8708
20raw	1000	316	0.0400	0.815500	0.8155
20raw	1000	316	0.0500	0.756200	0.7562
20raw	1000	316	0.0600	0.704100	0.7041
20raw	1000	316	0.0700	0.649100	0.6491
20raw	1000	316	0.0800	0.596400	0.5964
20raw	1000	316	0.0900	0.550300	0.5503
20raw	1000	316	0.1000	0.507600	0.5076
20raw	1000	316	0.1100	0.465600	0.4656
20raw	1000	316	0.1200	0.427900	0.4279
20raw	1000	316	0.1300	0.394800	0.3948
20raw	1000	316	0.1400	0.363800	0.3638
20raw	1000	316	0.1500	0.333300	0.3333
20raw	1000	316	0.1600	0.306800	0.3068
20raw	1000	316	0.1700	0.279900	0.2799
20raw	1000	316	0.1800	0.257700	0.2577
20raw	1000	316	0.1900	0.237500	0.2375
20raw	1000	316	0.2000	0.218700	0.2187
20raw	1000	316	0.2100	0.200500	0.2005
20raw	1000	316	0.2200	0.184900	0.1849
20raw	1000	316	0.2300	0.170000	0.1700
20raw	1000	316	0.2400	0.156400	0.1564
20raw	1000	316	0.2500	0.142100	0.1421
20raw	1000	316	0.2600	0.131400	0.1314
20raw	1000	316	0.2700	0.119000	0.1190
20raw	1000	316	0.2800	0.109200	0.1092
20raw	1000	316	0.2900	0.100000	0.1000
20raw	1000	316	0.3000	0.093600	0.0936
20raw	1000	316	0.3100	0.086300	0.0863
20raw	1000	316	0.3200	0.080100	0.0801
20raw	1000	316	0.3300	0.071600	0.0716
20raw	1000	316	0.3400	0.066200	0.0662
20raw	1000	316	0.3500	0.061500	0.0615
20raw	1000	316	0.3600	0.057000	0.0570
20raw	1000	316	0.3700	0.053300	0.0533
20raw	1000	316	0.3800	0.049100	0.0491
20raw	1000	316	0.3900	0.045000	0.0450
20raw	1000	316	0.4000	0.041700	0.0417
20raw	1000	316	0.4100	0.039100	0.0391
20raw	1000	316	0.4200	0.036400	0.0364
20raw	1000	316	0.4300	0.032700	0.0327
20raw	1000	316	0.4400	0.130300	0.0303
20raw	1000	316	0.4500	0.128400	0.0284
20raw	1000	316	0.4600	0.226400	0.0264
20raw	1000	316	0.4700	0.224600	0.0246
20raw	1000	316	0.4800	0.223000	0.0230
20raw	1000	316	0.4900	0.221500	0.0215
20raw	1000	316	0.5000	0.220100	0.0201
20raw	1000	316	0.5100	0.318400	0.0184
20raw	1000	316	0.5200	0.317600	0.0176
20raw	1000	316	0.5300	0.316700	0.0167
20raw	1000	316	0.5400	0.315800	0.0158
20raw	1000	316	0.5500	0.315600	0.0156
20raw	1000	316	0.5600	0.515100	0.0151
20raw	1000	316	0.5700	0.513900	0.0139
20raw	1000	316	0.5800	0.513100	0.0131
20raw	1000	316	0.5900	0.511900	0.0119
20raw	1000	316	0.6000	0.511700	0.0117
20raw	1000	316	0.6100	0.610700	0.0107
20raw	1000	316	0.6200	0.809600	0.0096
20raw	1000	316	0.6300	1.008800	0.0088
20raw	1000	316	0.6400	1.107900	0.0079
20raw	1000	316	0.6500	1.207300	0.0073
20raw	1000	316	0.6600	1.406600	0.0066
20raw	1000	316	0.6700	1.506000	0.0060
20raw	1000	316	0.6800	1.805800	0.0058
20raw	1000	316	0.6900	2.005600	0.0056
20raw	1000	316	0.7000	2.105300	0.0053
20raw	1000	316	0.7100	2.404900	0.0049
20raw	1000	316	0.7200	2.804900	0.0049
20raw	1000	316	0.7300	3.104200	0.0042
20raw	1000	316	0.7400	3.203600	0.0036
20raw	1000	316	0.7500	3.503200	0.0032
20raw	1000	316	0.7600	3.902800	0.0028
20raw	1000	316	0.7700	4.202500	0.0025
20raw	1000	316	0.7800	4.402200	0.0022
20raw	1000	316	0.7900	4.502000	0.0020
20raw	1000	316	0.8000	4.701500	0.0015
20raw	1000	316	0.8100	5.101200	0.0012
20raw	1000	316	0.8200	5.301100	0.0011
20raw	1000	316	0.8300	5.500900	0.0009
20raw	1000	316	0.8400	6.200800	0.0008
20raw	1000	316	0.8500	6.600500	0.0005
20raw	1000	316	0.8600	7.100500	0.0005
20raw	1000	316	0.8700	7.600300	0.0003
20raw	1000	316	0.8800	8.100200	0.0002
20raw	1000	316	0.8900	8.600200	0.0002
20raw	1000	316	0.9000	9.300200	0.0002
20raw	1000	316	0.9100	9.600200	0.0002
20raw	1000	316	0.9200	9.800200	0.0002
20raw	1000	316	0.9300	10.000000	0.0000
20raw	1000	316	0.9400	10.300000	0.0000
20raw	1000	316	0.9500	11.100000	0.0000
20raw	1000	316	0.9600	12.000000	0.0000
20raw	1000	316	0.9700	12.600000	0.0000
20raw	1000	316	0.9800	13.400000	0.0000
20raw	1000	316	0.9900	14.300000	0.0000
20raw	1000	316	1.0000	14.400000	0.0000
