controller	method	step	fired	zvf_obs	Gstar	zvf_target	cost_ratio	delta_z	net_benefit
DUALFORMER_AUTO_d4	areal	12	1	0.8125	12	0.8132	1.5000	-0.0007	-0.2507
DUALFORMER_AUTO_d4	areal	13	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	14	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	15	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	16	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	17	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	18	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	19	1	0.7500	12	0.7540	1.5000	-0.0040	-0.2540
DUALFORMER_AUTO_d4	areal	20	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	21	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	22	1	0.8125	12	0.8377	1.5000	-0.0252	-0.2752
DUALFORMER_AUTO_d4	areal	23	1	0.8125	12	0.8273	1.5000	-0.0148	-0.2648
DUALFORMER_AUTO_d4	areal	24	1	0.8750	12	0.8896	1.5000	-0.0146	-0.2646
DUALFORMER_AUTO_d4	areal	25	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	26	1	0.8750	12	0.8772	1.5000	-0.0022	-0.2522
DUALFORMER_AUTO_d4	areal	27	1	0.9375	12	0.9395	1.5000	-0.0020	-0.2520
DUALFORMER_AUTO_d4	areal	28	1	0.8750	12	0.8878	1.5000	-0.0128	-0.2628
DUALFORMER_AUTO_d4	areal	29	1	0.8125	12	0.8377	1.5000	-0.0252	-0.2752
DUALFORMER_AUTO_d4	areal	30	1	0.7500	12	0.7774	1.5000	-0.0274	-0.2774
DUALFORMER_AUTO_d4	areal	31	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	32	1	0.7500	12	0.7650	1.5000	-0.0150	-0.2650
DUALFORMER_AUTO_d4	areal	33	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	34	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	35	1	0.8125	12	0.8397	1.5000	-0.0272	-0.2772
DUALFORMER_AUTO_d4	areal	36	1	0.7500	12	0.7774	1.5000	-0.0274	-0.2774
DUALFORMER_AUTO_d4	areal	37	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d4	areal	38	1	0.8125	12	0.8273	1.5000	-0.0148	-0.2648
DUALFORMER_AUTO_d4	areal	39	1	0.7500	12	0.7668	1.5000	-0.0168	-0.2668
DUALFORMER_AUTO_d8	grpo	0	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	1	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	2	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	3	1	0.7500	16	0.7660	2.0000	-0.0160	-0.5160
DUALFORMER_AUTO_d8	grpo	4	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	5	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	6	1	0.8125	16	0.8205	2.0000	-0.0080	-0.5080
DUALFORMER_AUTO_d8	grpo	7	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	8	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	9	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	10	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	11	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	12	1	0.8125	16	0.8138	2.0000	-0.0013	-0.5013
DUALFORMER_AUTO_d8	grpo	13	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	14	1	0.7500	16	0.7654	2.0000	-0.0154	-0.5154
DUALFORMER_AUTO_d8	grpo	15	1	0.7500	16	0.7574	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	grpo	16	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	17	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	18	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	19	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	20	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	21	1	0.7500	16	0.7648	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	grpo	22	1	0.7500	16	0.7581	2.0000	-0.0081	-0.5081
DUALFORMER_AUTO_d8	grpo	23	1	0.8750	16	0.8830	2.0000	-0.0080	-0.5080
DUALFORMER_AUTO_d8	grpo	24	1	0.8125	16	0.8346	2.0000	-0.0221	-0.5221
DUALFORMER_AUTO_d8	grpo	25	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	26	1	0.8125	16	0.8279	2.0000	-0.0154	-0.5154
DUALFORMER_AUTO_d8	grpo	27	1	0.9375	16	0.9375	2.0000	-0.0000	-0.5000
DUALFORMER_AUTO_d8	grpo	28	1	0.8125	16	0.8273	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	grpo	29	1	0.8125	16	0.8273	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	grpo	30	1	0.8125	16	0.8279	2.0000	-0.0154	-0.5154
DUALFORMER_AUTO_d8	grpo	31	1	0.7500	16	0.7728	2.0000	-0.0228	-0.5228
DUALFORMER_AUTO_d8	grpo	32	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	33	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	34	1	0.8750	16	0.8830	2.0000	-0.0080	-0.5080
DUALFORMER_AUTO_d8	grpo	35	1	0.9375	16	0.9381	2.0000	-0.0006	-0.5006
DUALFORMER_AUTO_d8	grpo	36	1	0.8125	16	0.8273	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	grpo	37	1	0.7500	16	0.7586	2.0000	-0.0086	-0.5086
DUALFORMER_AUTO_d8	grpo	38	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	grpo	39	1	0.7500	16	0.7581	2.0000	-0.0081	-0.5081
DUALFORMER_AUTO_d8	aero	0	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	1	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	2	1	0.8125	16	0.8346	2.0000	-0.0221	-0.5221
DUALFORMER_AUTO_d8	aero	3	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	4	1	0.7500	16	0.7506	2.0000	-0.0006	-0.5006
DUALFORMER_AUTO_d8	aero	5	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	6	1	0.7500	16	0.7519	2.0000	-0.0019	-0.5019
DUALFORMER_AUTO_d8	aero	7	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	8	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	9	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	10	1	0.7500	16	0.7593	2.0000	-0.0093	-0.5093
DUALFORMER_AUTO_d8	aero	11	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	12	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	13	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	14	1	0.7500	16	0.7648	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	aero	15	1	0.8125	16	0.8199	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	aero	16	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	17	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	18	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	19	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	20	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	21	1	0.8125	16	0.8273	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	aero	22	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	23	1	0.8125	16	0.8211	2.0000	-0.0086	-0.5086
DUALFORMER_AUTO_d8	aero	24	1	0.8125	16	0.8346	2.0000	-0.0221	-0.5221
DUALFORMER_AUTO_d8	aero	25	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	26	1	0.8750	16	0.8757	2.0000	-0.0007	-0.5007
DUALFORMER_AUTO_d8	aero	27	1	0.9375	16	0.9375	2.0000	-0.0000	-0.5000
DUALFORMER_AUTO_d8	aero	28	1	0.8125	16	0.8273	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	aero	29	1	0.8750	16	0.8763	2.0000	-0.0013	-0.5013
DUALFORMER_AUTO_d8	aero	30	1	0.8125	16	0.8279	2.0000	-0.0154	-0.5154
DUALFORMER_AUTO_d8	aero	31	1	0.8125	16	0.8279	2.0000	-0.0154	-0.5154
DUALFORMER_AUTO_d8	aero	32	1	0.7500	16	0.7580	2.0000	-0.0080	-0.5080
DUALFORMER_AUTO_d8	aero	33	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	34	1	0.8750	16	0.8824	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	aero	35	1	0.8125	16	0.8205	2.0000	-0.0080	-0.5080
DUALFORMER_AUTO_d8	aero	36	1	0.8125	16	0.8211	2.0000	-0.0086	-0.5086
DUALFORMER_AUTO_d8	aero	37	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	38	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	aero	39	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	0	1	0.7500	16	0.7513	2.0000	-0.0013	-0.5013
DUALFORMER_AUTO_d8	gift	1	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	2	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	3	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	4	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	5	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	6	1	0.7500	16	0.7581	2.0000	-0.0081	-0.5081
DUALFORMER_AUTO_d8	gift	7	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	8	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	9	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	10	1	0.7500	16	0.7721	2.0000	-0.0221	-0.5221
DUALFORMER_AUTO_d8	gift	11	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	12	1	0.7500	16	0.7587	2.0000	-0.0087	-0.5087
DUALFORMER_AUTO_d8	gift	13	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	14	1	0.8125	16	0.8199	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	gift	15	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	16	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	17	1	0.7500	16	0.7500	2.0000	-0.0000	-0.5000
DUALFORMER_AUTO_d8	gift	18	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	19	1	0.7500	16	0.7654	2.0000	-0.0154	-0.5154
DUALFORMER_AUTO_d8	gift	20	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	gift	21	1	0.7500	16	0.7581	2.0000	-0.0081	-0.5081
DUALFORMER_AUTO_d8	gift	22	1	0.8750	16	0.8824	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	gift	23	1	0.8750	16	0.8824	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	gift	24	1	0.8750	16	0.8898	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	gift	25	1	0.7500	16	0.7513	2.0000	-0.0013	-0.5013
DUALFORMER_AUTO_d8	gift	26	1	0.8125	16	0.8273	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	gift	27	1	0.9375	16	0.9381	2.0000	-0.0006	-0.5006
DUALFORMER_AUTO_d8	gift	28	1	0.8750	16	0.8830	2.0000	-0.0080	-0.5080
DUALFORMER_AUTO_d8	gift	29	1	0.9375	16	0.9375	2.0000	-0.0000	-0.5000
DUALFORMER_AUTO_d8	gift	30	1	0.8750	16	0.8756	2.0000	-0.0006	-0.5006
DUALFORMER_AUTO_d8	gift	31	1	0.9375	16	0.9449	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	gift	32	1	0.7500	16	0.7648	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	gift	33	1	0.9375	16	0.9449	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	gift	34	1	1.0000	16	1.0000	2.0000	0.0000	-0.5000
DUALFORMER_AUTO_d8	gift	35	1	0.9375	16	0.9449	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	gift	36	1	0.9375	16	0.9375	2.0000	-0.0000	-0.5000
DUALFORMER_AUTO_d8	gift	37	1	0.8750	16	0.8824	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	gift	38	1	0.9375	16	0.9375	2.0000	-0.0000	-0.5000
DUALFORMER_AUTO_d8	gift	39	1	0.8125	16	0.8132	2.0000	-0.0007	-0.5007
DUALFORMER_AUTO_d8	areal	0	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	1	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	2	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	3	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	4	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	5	1	0.7500	16	0.7648	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	areal	6	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	7	1	0.8750	16	0.8898	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	areal	8	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	9	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	10	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	11	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	12	1	0.8125	16	0.8126	2.0000	-0.0001	-0.5001
DUALFORMER_AUTO_d8	areal	13	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	14	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	15	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	16	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	17	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	18	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	19	1	0.7500	16	0.7513	2.0000	-0.0013	-0.5013
DUALFORMER_AUTO_d8	areal	20	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	21	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	22	1	0.8125	16	0.8273	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	areal	23	1	0.8125	16	0.8205	2.0000	-0.0080	-0.5080
DUALFORMER_AUTO_d8	areal	24	1	0.8750	16	0.8830	2.0000	-0.0080	-0.5080
DUALFORMER_AUTO_d8	areal	25	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	26	1	0.8750	16	0.8757	2.0000	-0.0007	-0.5007
DUALFORMER_AUTO_d8	areal	27	1	0.9375	16	0.9381	2.0000	-0.0006	-0.5006
DUALFORMER_AUTO_d8	areal	28	1	0.8750	16	0.8824	2.0000	-0.0074	-0.5074
DUALFORMER_AUTO_d8	areal	29	1	0.8125	16	0.8273	2.0000	-0.0148	-0.5148
DUALFORMER_AUTO_d8	areal	30	1	0.7500	16	0.7654	2.0000	-0.0154	-0.5154
DUALFORMER_AUTO_d8	areal	31	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	32	1	0.7500	16	0.7581	2.0000	-0.0081	-0.5081
DUALFORMER_AUTO_d8	areal	33	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	34	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	35	1	0.8125	16	0.8279	2.0000	-0.0154	-0.5154
DUALFORMER_AUTO_d8	areal	36	1	0.7500	16	0.7654	2.0000	-0.0154	-0.5154
DUALFORMER_AUTO_d8	areal	37	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
DUALFORMER_AUTO_d8	areal	38	1	0.8125	16	0.8205	2.0000	-0.0080	-0.5080
DUALFORMER_AUTO_d8	areal	39	1	0.7500	16	0.7587	2.0000	-0.0087	-0.5087
ADAPTIVE_GSTAR	grpo	0	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	1	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	2	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	3	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	4	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	5	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	6	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	7	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	8	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	9	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	10	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	11	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	12	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	13	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	14	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	15	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	16	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	17	0	0.5000	8	0.5000	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	18	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	19	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	20	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	21	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	22	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	23	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	24	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	25	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	26	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	27	1	0.9375	64	0.9375	8.0000	0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	28	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	29	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	30	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	31	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	32	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	33	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	34	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	35	1	0.9375	64	0.9375	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	36	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	37	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	grpo	38	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	grpo	39	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	0	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	1	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	2	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	3	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	4	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	5	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	6	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	7	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	8	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	9	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	10	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	11	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	12	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	13	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	14	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	15	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	16	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	17	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	18	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	19	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	20	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	21	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	22	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	23	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	24	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	25	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	26	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	27	1	0.9375	64	0.9375	8.0000	0.0000	-3.5000
ADAPTIVE_GSTAR	aero	28	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	29	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	30	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	31	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	32	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	33	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	34	1	0.8750	64	0.8750	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	35	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	36	1	0.8125	64	0.8125	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	aero	37	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	38	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	aero	39	0	0.6250	8	0.6250	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	0	1	0.7500	64	0.7500	8.0000	-0.0000	-3.5000
ADAPTIVE_GSTAR	gift	1	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	2	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	3	0	0.5625	8	0.5625	1.0000	0.0000	0.0000
ADAPTIVE_GSTAR	gift	4	0	0.6875	8	0.6875	1.0000	0.0000	0.0000
