method	metric	point	lo	hi	excludes_zero
grpo	savings_frac	0.4515625	0.440625	0.46171875	True
grpo	savings_rollouts	7.225	7.05	7.3875	True
aero	savings_frac	0.453125	0.44161184210526316	0.46381578947368424	True
aero	savings_rollouts	7.25	7.065789473684211	7.421052631578948	True
gift	savings_frac	0.46153846153846156	0.45252403846153844	0.47055288461538464	True
gift	savings_rollouts	7.384615384615385	7.240384615384615	7.528846153846154	True
areal	savings_frac	0.453125	0.4411764705882353	0.4641544117647059	True
areal	savings_rollouts	7.25	7.0588235294117645	7.426470588235294	True
