seed	rate_pct	tier	cost_llm	fset	n_test	n_pos	n_llm_grad	caught_xgb	k_top	cpd_xgb	cpd_grad	cppr_xgb	cppr_grad	acd
20260708	0.05	frontier_gpt4	0.03	24full	9861	5	89	5	197	0.0001	0.0003698610688571139	0.19722	0.7294400000000001	3.6986106885711387
20260708	0.05	frontier_gpt4	0.03	20raw	9861	5	97	5	197	0.0001	0.0003941182435858432	0.19722	0.77728	3.941182435858432
20260708	0.05	frontier_gpt4	0.03	20raw+minmax	9861	5	89	5	197	0.0001	0.0003698610688571139	0.19722	0.7294400000000001	3.6986106885711387
20260708	0.05	frontier_gpt4	0.03	20raw+stat	9861	5	94	5	197	0.0001	0.0003850218030625697	0.19722	0.75934	3.850218030625697
20260710	1.44	cheap_heuristic	0.0001	24full	10000	144	101	134	200	0.0001	0.0001	0.007462686567164179	0.007462686567164179	1.0
20260710	1.44	cheap_heuristic	0.0001	20raw	10000	144	91	135	200	0.0001	0.0001	0.007407407407407408	0.007407407407407408	1.0
20260710	1.44	cheap_heuristic	0.0001	20raw+minmax	10000	144	100	134	200	0.0001	0.0001	0.007462686567164179	0.007462686567164179	1.0
20260710	1.44	cheap_heuristic	0.0001	20raw+stat	10000	144	107	135	200	0.0001	0.0001	0.007407407407407408	0.007407407407407408	1.0
20260710	1.44	small_open	0.0006	24full	10000	144	101	134	200	0.0001	0.00010505	0.007462686567164179	0.00783955223880597	1.0505
20260710	1.44	small_open	0.0006	20raw	10000	144	91	135	200	0.0001	0.00010455000000000001	0.007407407407407408	0.007744444444444445	1.0455
20260710	1.44	small_open	0.0006	20raw+minmax	10000	144	100	134	200	0.0001	0.000105	0.007462686567164179	0.00783582089552239	1.05
20260710	1.44	small_open	0.0006	20raw+stat	10000	144	107	135	200	0.0001	0.00010535000000000001	0.007407407407407408	0.007803703703703704	1.0535
20260710	1.44	iter120_default	0.001	24full	10000	144	101	134	200	0.0001	0.00010909	0.007462686567164179	0.008141044776119403	1.0909
20260710	1.44	iter120_default	0.001	20raw	10000	144	91	135	200	0.0001	0.00010819	0.007407407407407408	0.008014074074074075	1.0819
20260710	1.44	iter120_default	0.001	20raw+minmax	10000	144	100	134	200	0.0001	0.000109	0.007462686567164179	0.008134328358208955	1.09
20260710	1.44	iter120_default	0.001	20raw+stat	10000	144	107	135	200	0.0001	0.00010963	0.007407407407407408	0.008120740740740741	1.0963
20260710	1.44	mid_tier	0.005	24full	10000	144	101	134	200	0.0001	0.00014948999999999998	0.007462686567164179	0.01115597014925373	1.4948999999999997
20260710	1.44	mid_tier	0.005	20raw	10000	144	91	135	200	0.0001	0.00014459	0.007407407407407408	0.01071037037037037	1.4459
20260710	1.44	mid_tier	0.005	20raw+minmax	10000	144	100	134	200	0.0001	0.000149	0.007462686567164179	0.011119402985074626	1.4899999999999998
20260710	1.44	mid_tier	0.005	20raw+stat	10000	144	107	135	200	0.0001	0.00015243	0.007407407407407408	0.011291111111111111	1.5243
20260710	1.44	frontier_gpt4	0.03	24full	10000	144	101	134	200	0.0001	0.00040198999999999996	0.007462686567164179	0.02999925373134328	4.0199
20260710	1.44	frontier_gpt4	0.03	20raw	10000	144	91	135	200	0.0001	0.00037209	0.007407407407407408	0.02756222222222222	3.7209
20260710	1.44	frontier_gpt4	0.03	20raw+minmax	10000	144	100	134	200	0.0001	0.000399	0.007462686567164179	0.029776119402985073	3.9899999999999998
20260710	1.44	frontier_gpt4	0.03	20raw+stat	10000	144	107	135	200	0.0001	0.00041993	0.007407407407407408	0.031105925925925926	4.1993
20260710	1.0	cheap_heuristic	0.0001	24full	9956	100	90	98	199	0.0001	0.0001	0.010159183673469388	0.010159183673469388	1.0
20260710	1.0	cheap_heuristic	0.0001	20raw	9956	100	81	98	199	0.0001	0.0001	0.010159183673469388	0.010159183673469388	1.0
20260710	1.0	cheap_heuristic	0.0001	20raw+minmax	9956	100	85	96	199	0.0001	0.0001	0.010370833333333334	0.010370833333333334	1.0
20260710	1.0	cheap_heuristic	0.0001	20raw+stat	9956	100	90	96	199	0.0001	0.0001	0.010370833333333334	0.010370833333333334	1.0
20260710	1.0	small_open	0.0006	24full	9956	100	90	98	199	0.0001	0.00010451988750502209	0.010159183673469388	0.010618367346938775	1.0451988750502208
20260710	1.0	small_open	0.0006	20raw	9956	100	81	98	199	0.0001	0.0001040678987545199	0.010159183673469388	0.010572448979591836	1.040678987545199
20260710	1.0	small_open	0.0006	20raw+minmax	9956	100	85	96	199	0.0001	0.00010426878264363199	0.010370833333333334	0.010813541666666667	1.0426878264363197
20260710	1.0	small_open	0.0006	20raw+stat	9956	100	90	96	199	0.0001	0.00010451988750502209	0.010370833333333334	0.010839583333333333	1.0451988750502208
20260710	1.0	iter120_default	0.001	24full	9956	100	90	98	199	0.0001	0.00010813579750903977	0.010159183673469388	0.010985714285714286	1.0813579750903977
20260710	1.0	iter120_default	0.001	20raw	9956	100	81	98	199	0.0001	0.0001073222177581358	0.010159183673469388	0.010903061224489795	1.073222177581358
20260710	1.0	iter120_default	0.001	20raw+minmax	9956	100	85	96	199	0.0001	0.00010768380875853758	0.010370833333333334	0.011167708333333333	1.0768380875853758
20260710	1.0	iter120_default	0.001	20raw+stat	9956	100	90	96	199	0.0001	0.00010813579750903977	0.010370833333333334	0.011214583333333333	1.0813579750903977
20260710	1.0	mid_tier	0.005	24full	9956	100	90	98	199	0.0001	0.00014429489754921656	0.010159183673469388	0.014659183673469389	1.4429489754921656
20260710	1.0	mid_tier	0.005	20raw	9956	100	81	98	199	0.0001	0.00013986540779429492	0.010159183673469388	0.014209183673469392	1.398654077942949
20260710	1.0	mid_tier	0.005	20raw+minmax	9956	100	85	96	199	0.0001	0.00014183406990759344	0.010370833333333334	0.014709375000000004	1.4183406990759344
20260710	1.0	mid_tier	0.005	20raw+stat	9956	100	90	96	199	0.0001	0.00014429489754921656	0.010370833333333334	0.014964583333333335	1.4429489754921656
20260710	1.0	frontier_gpt4	0.03	24full	9956	100	90	98	199	0.0001	0.0003702892728003214	0.010159183673469388	0.037618367346938776	3.7028927280032136
20260710	1.0	frontier_gpt4	0.03	20raw	9956	100	81	98	199	0.0001	0.00034326034552028926	0.010159183673469388	0.03487244897959184	3.4326034552028926
20260710	1.0	frontier_gpt4	0.03	20raw+minmax	9956	100	85	96	199	0.0001	0.00035527320208919247	0.010370833333333334	0.03684479166666667	3.5527320208919244
20260710	1.0	frontier_gpt4	0.03	20raw+stat	9956	100	90	96	199	0.0001	0.0003702892728003214	0.010370833333333334	0.03840208333333333	3.7028927280032136
20260710	0.5	cheap_heuristic	0.0001	24full	9906	50	83	50	198	0.0001	0.0001	0.019812	0.019812	1.0
20260710	0.5	cheap_heuristic	0.0001	20raw	9906	50	85	50	198	0.0001	0.0001	0.019812	0.019812	1.0
20260710	0.5	cheap_heuristic	0.0001	20raw+minmax	9906	50	72	48	198	0.0001	0.0001	0.0206375	0.0206375	1.0
20260710	0.5	cheap_heuristic	0.0001	20raw+stat	9906	50	94	50	198	0.0001	0.0001	0.019812	0.019812	1.0
20260710	0.5	small_open	0.0006	24full	9906	50	83	50	198	0.0001	0.00010418938017363215	0.019812	0.020642	1.0418938017363215
20260710	0.5	small_open	0.0006	20raw	9906	50	85	50	198	0.0001	0.00010429032909347871	0.019812	0.020662000000000003	1.042903290934787
20260710	0.5	small_open	0.0006	20raw+minmax	9906	50	72	48	198	0.0001	0.00010363416111447607	0.0206375	0.0213875	1.0363416111447605
20260710	0.5	small_open	0.0006	20raw+stat	9906	50	94	50	198	0.0001	0.00010474459923278821	0.019812	0.020752000000000003	1.047445992327882
20260710	0.5	iter120_default	0.001	24full	9906	50	83	50	198	0.0001	0.00010754088431253787	0.019812	0.021306000000000002	1.0754088431253788
20260710	0.5	iter120_default	0.001	20raw	9906	50	85	50	198	0.0001	0.00010772259236826166	0.019812	0.021342	1.0772259236826165
20260710	0.5	iter120_default	0.001	20raw+minmax	9906	50	72	48	198	0.0001	0.00010654149000605695	0.0206375	0.021987500000000004	1.0654149000605695
20260710	0.5	iter120_default	0.001	20raw+stat	9906	50	94	50	198	0.0001	0.00010854027861901877	0.019812	0.021504	1.0854027861901876
20260710	0.5	mid_tier	0.005	24full	9906	50	83	50	198	0.0001	0.00014105592570159498	0.019812	0.027945999999999995	1.4105592570159498
20260710	0.5	mid_tier	0.005	20raw	9906	50	85	50	198	0.0001	0.00014204522511609125	0.019812	0.028142	1.4204522511609126
20260710	0.5	mid_tier	0.005	20raw+minmax	9906	50	72	48	198	0.0001	0.00013561477892186553	0.0206375	0.0279875	1.3561477892186553
20260710	0.5	mid_tier	0.005	20raw+stat	9906	50	94	50	198	0.0001	0.00014649707248132445	0.019812	0.029024	1.4649707248132444
20260710	0.5	frontier_gpt4	0.03	24full	9906	50	83	50	198	0.0001	0.0003505249343832021	0.019812	0.06944600000000001	3.505249343832021
20260710	0.5	frontier_gpt4	0.03	20raw	9906	50	85	50	198	0.0001	0.0003565616797900263	0.019812	0.07064200000000001	3.5656167979002626
20260710	0.5	frontier_gpt4	0.03	20raw+minmax	9906	50	72	48	198	0.0001	0.0003173228346456693	0.0206375	0.0654875	3.1732283464566926
20260710	0.5	frontier_gpt4	0.03	20raw+stat	9906	50	94	50	198	0.0001	0.00038372703412073493	0.019812	0.07602400000000001	3.8372703412073492
20260710	0.1	cheap_heuristic	0.0001	24full	9866	10	87	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260710	0.1	cheap_heuristic	0.0001	20raw	9866	10	96	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260710	0.1	cheap_heuristic	0.0001	20raw+minmax	9866	10	85	9	197	0.0001	0.0001	0.10962222222222223	0.10962222222222223	1.0
20260710	0.1	cheap_heuristic	0.0001	20raw+stat	9866	10	95	10	197	0.0001	0.0001	0.09866	0.09866	1.0
20260710	0.1	small_open	0.0006	24full	9866	10	87	10	197	0.0001	0.0001044090816947091	0.09866	0.10301	1.044090816947091
20260710	0.1	small_open	0.0006	20raw	9866	10	96	10	197	0.0001	0.00010486519359416176	0.09866	0.10346	1.0486519359416175
20260710	0.1	small_open	0.0006	20raw+minmax	9866	10	85	9	197	0.0001	0.00010430772349483074	0.10962222222222223	0.11434444444444446	1.0430772349483073
20260710	0.1	small_open	0.0006	20raw+stat	9866	10	95	10	197	0.0001	0.00010481451449422258	0.09866	0.10341	1.0481451449422257
20260710	0.1	iter120_default	0.001	24full	9866	10	87	10	197	0.0001	0.00010793634705047637	0.09866	0.10649	1.0793634705047637
20260710	0.1	iter120_default	0.001	20raw	9866	10	96	10	197	0.0001	0.00010875734846949118	0.09866	0.10729999999999999	1.0875734846949117
20260710	0.1	iter120_default	0.001	20raw+minmax	9866	10	85	9	197	0.0001	0.00010775390229069531	0.10962222222222223	0.11812222222222221	1.077539022906953
20260710	0.1	iter120_default	0.001	20raw+stat	9866	10	95	10	197	0.0001	0.00010866612608960065	0.09866	0.10721	1.0866612608960065
20260710	0.1	mid_tier	0.005	24full	9866	10	87	10	197	0.0001	0.0001432090006081492	0.09866	0.14129	1.432090006081492
20260710	0.1	mid_tier	0.005	20raw	9866	10	96	10	197	0.0001	0.00014767889722278534	0.09866	0.14570000000000002	1.4767889722278533
20260710	0.1	mid_tier	0.005	20raw+minmax	9866	10	85	9	197	0.0001	0.00014221569024934117	0.10962222222222223	0.1559	1.4221569024934115
20260710	0.1	mid_tier	0.005	20raw+stat	9866	10	95	10	197	0.0001	0.0001471822420433813	0.09866	0.14521	1.471822420433813
20260710	0.1	frontier_gpt4	0.03	24full	9866	10	87	10	197	0.0001	0.0003636630853436043	0.09866	0.35879000000000005	3.636630853436043
20260710	0.1	frontier_gpt4	0.03	20raw	9866	10	96	10	197	0.0001	0.00039093857693087375	0.09866	0.38570000000000004	3.9093857693087375
20260710	0.1	frontier_gpt4	0.03	20raw+minmax	9866	10	85	9	197	0.0001	0.0003576018649908778	0.10962222222222223	0.39201111111111114	3.576018649908778
20260710	0.1	frontier_gpt4	0.03	20raw+stat	9866	10	95	10	197	0.0001	0.0003879079667545105	0.09866	0.38271000000000005	3.8790796675451045
20260710	0.05	cheap_heuristic	0.0001	24full	9861	5	90	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260710	0.05	cheap_heuristic	0.0001	20raw	9861	5	98	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260710	0.05	cheap_heuristic	0.0001	20raw+minmax	9861	5	88	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260710	0.05	cheap_heuristic	0.0001	20raw+stat	9861	5	97	5	197	0.0001	0.0001	0.19722	0.19722	1.0
20260710	0.05	small_open	0.0006	24full	9861	5	90	5	197	0.0001	0.0001045634317006389	0.19722	0.20622000000000001	1.0456343170063889
20260710	0.05	small_open	0.0006	20raw	9861	5	98	5	197	0.0001	0.00010496907007402902	0.19722	0.20702000000000004	1.0496907007402903
20260710	0.05	small_open	0.0006	20raw+minmax	9861	5	88	5	197	0.0001	0.00010446202210729136	0.19722	0.20602	1.0446202210729134
20260710	0.05	small_open	0.0006	20raw+stat	9861	5	97	5	197	0.0001	0.00010491836527735525	0.19722	0.20692000000000005	1.0491836527735525
20260710	0.05	iter120_default	0.001	24full	9861	5	90	5	197	0.0001	0.00010821417706115001	0.19722	0.21342000000000003	1.0821417706115
20260710	0.05	iter120_default	0.001	20raw	9861	5	98	5	197	0.0001	0.0001089443261332522	0.19722	0.21486	1.089443261332522
20260710	0.05	iter120_default	0.001	20raw+minmax	9861	5	88	5	197	0.0001	0.00010803163979312444	0.19722	0.21306000000000003	1.0803163979312445
20260710	0.05	iter120_default	0.001	20raw+stat	9861	5	97	5	197	0.0001	0.00010885305749923944	0.19722	0.21468000000000004	1.0885305749923944
20260710	0.05	mid_tier	0.005	24full	9861	5	90	5	197	0.0001	0.00014472163066626102	0.19722	0.28542	1.4472163066626103
20260710	0.05	mid_tier	0.005	20raw	9861	5	98	5	197	0.0001	0.00014869688672548422	0.19722	0.29325999999999997	1.486968867254842
20260710	0.05	mid_tier	0.005	20raw+minmax	9861	5	88	5	197	0.0001	0.00014372781665145522	0.19722	0.28345999999999993	1.437278166514552
20260710	0.05	mid_tier	0.005	20raw+stat	9861	5	97	5	197	0.0001	0.00014819997971808133	0.19722	0.29228	1.4819997971808132
20260710	0.05	frontier_gpt4	0.03	24full	9861	5	90	5	197	0.0001	0.000372893215698205	0.19722	0.73542	3.72893215698205
20260710	0.05	frontier_gpt4	0.03	20raw	9861	5	98	5	197	0.0001	0.0003971503904269344	0.19722	0.7832600000000001	3.971503904269344
20260710	0.05	frontier_gpt4	0.03	20raw+minmax	9861	5	88	5	197	0.0001	0.0003668289220160227	0.19722	0.72346	3.6682892201602266
20260710	0.05	frontier_gpt4	0.03	20raw+stat	9861	5	97	5	197	0.0001	0.0003941182435858432	0.19722	0.77728	3.941182435858432
