eps	n_stable	n_total	density	wilson_lo	wilson_hi	layer
0.025	0	2560	0.0	0.0	0.0007491882493832692	LOW
0.05	0	2560	0.0	0.0	0.0007491882493832692	LOW
0.1	0	2560	0.0	0.0	0.0007491882493832692	LOW
