item	observed_H_bits	null_mean	null_ci_lo	null_ci_hi
K_variance_residual	4.742006725818537	4.556366611607496	4.401591741688766	4.693487465592379
K_unique_count	2.872727576859245	2.618095672681507	2.52989986464937	2.702955610188717
max_K_share	3.5836083230361715	3.706357070898865	3.5465503902678854	3.829924297397575
prompt_p_hat_var	4.660374072757311	4.403840958537625	4.230623501870771	4.563335552304997
