task	spearman_sever_vs_dR_GR	spearman_p_param	p_perm_two_sided	null_mean	null_std	null_q025	null_q500	null_q975	n_points	B_perm	mean_sever	mean_dR_GR
arithmetic_easy	0.29420625333867095	0.2079927783521459	0.20618969051547423	-0.0034210318187133863	0.22941194565775633	-0.44921005944548986	-0.00338600547320721	0.44394293982050087	20	20000	-0.11009807210718374	0.24703124999999995
gsm8k_cot	0.013986013986013986	0.9655902689187796	0.9748012599370032	0.0006283216783216784	0.30031530018227653	-0.5734265734265735	0.0	0.5804195804195805	12	20000	0.15422812134614705	0.06852213541666666
