abs_error	actual_lambda	actual_lambda_capped	arch	model	params_B	predicted_lambda	signed_error
7.105427357601002e-15	9.999999994107732	9.99	dense	Llama-3.1-8B-Instruct	8.0	9.989999999999993	-7.105427357601002e-15
8.495539480758591	1.4944605192414029	1.4944605192414029	moe	gpt-oss-20B	20.0	9.989999999999993	8.495539480758591
9.492425114851192	0.4975748851488003	0.4975748851488003	moe	Qwen3-30B-MoE	30.0	9.989999999999993	9.492425114851192
8.99975794415886	0.9902420558411336	0.9902420558411336	dense	Nemotron-120B	120.0	9.989999999999993	8.99975794415886
7.105427357601002e-15	9.999999999993051	9.99	moe	DeepSeek-V3.1	685.0	9.989999999999993	-7.105427357601002e-15
7.105427357601002e-15	9.99999999886369	9.99	moe	Kimi-K2-Thinking	1000.0	9.989999999999993	-7.105427357601002e-15
