task	spearman_sever_vs_drop_bwd	spearman_p_param	p_perm_two_sided	null_mean	null_std	null_q025	null_q500	null_q975	n_points	B_perm	mean_sever	mean_drop_bwd
arithmetic_easy	1.0	0.0	1.999960000799984e-05	-0.0005548872180451125	0.22882945566162008	-0.4451127819548871	0.0	0.4451127819548871	20	50000	-0.11009807210718374	-0.11009807210718374
gsm8k_cot	1.0	0.0	1.999960000799984e-05	-0.000986713286713287	0.2999232815323361	-0.5804195804195805	0.0	0.5734265734265735	12	50000	0.15422812134614705	0.15422812134614705
