task	algo	share_bwd_q0	share_bwd_q4	share_fwd_q0	share_fwd_q4	log2_bwd_q4_q0
arithmetic_easy	grpo	0.17364882807386053	0.2197543038931281	0.18629653666246504	0.22760253110773074	0.3397101162153967
arithmetic_easy	dr_grpo	0.17194556449048354	0.23542971888342512	0.21840575602197884	0.19308128151466064	0.45333233713541754
gsm8k_cot	grpo	0.15268956457377378	0.1897284241102796	0.16148287080328827	0.2496641915463404	0.3133185864129696
gsm8k_cot	dr_grpo	0.22288922716423842	0.19636939492124666	0.235574084568177	0.13085502758714168	-0.1827509996222945
