task	hypothesis	obs_rho	abs_obs	p_perm	null_mean	null_std	null_q025	null_q500	null_q975	n	B	spearman_p_param	point_rho
arithmetic_easy	H1_sever_vs_baseline_ZVF	-0.43573464905456366	0.43573464905456366	0.05639887202255955	-0.0015983018319144333	0.230350023248954	-0.44706148833145765	-0.0022615985245046555	0.44402717697774735	20	50000	0.05480402566287093	-0.43573464905456366
gsm8k_cot	H1_sever_vs_baseline_ZVF	-0.1335695190804731	0.1335695190804731	0.6749465010699786	-0.0006709407842652817	0.2998007675032328	-0.5799729117967911	0.0	0.5764579244525682	12	50000	0.6789884575548799	-0.1335695190804731
arithmetic_easy	H2_sever_vs_neg_delta_ZVF	0.1628350937643352	0.1628350937643352	0.4908101837963241	-0.0007832217236829556	0.22888541084200037	-0.4455349093274172	-0.0007538661748348852	0.4432733108029125	20	50000	0.4927565204109715	0.1628350937643352
gsm8k_cot	H2_sever_vs_neg_delta_ZVF	-0.2081209670087158	0.2081209670087158	0.5104897902041959	-0.0021187419936290687	0.3006647636437242	-0.5820332128209849	-0.0035274740170968774	0.5749782647867911	12	50000	0.516277034050055	-0.2081209670087158
