task	spearman_sever_vs_dL_GR	spearman_p_param	p_perm_two_sided	null_mean	null_std	null_q025	null_q500	null_q975	n_points	B_perm	mean_sever	mean_dL_GR
arithmetic_easy	0.10676691729323308	0.6541415450094845	0.6593170341482926	0.004297819548872179	0.23028886829093606	-0.4466165413533834	0.004511278195488721	0.4451127819548871	20	20000	-0.11009807210718374	1.1266015624999999
gsm8k_cot	-0.18881118881118883	0.5567370561768314	0.5572721363931803	-0.0019094405594405593	0.29996103009458935	-0.5804195804195805	0.0	0.5734265734265735	12	20000	0.15422812134614705	45.84065755208332
