# Per-prompt Iso-G sizing on tinker_gsm8k (Qwen3-8B).
# Restricts to prompts with p_x in (0.05, 0.95) for finite G sizing.
# For each (problem, seed, Y_target): smallest G s.t. yield(p_x, G) >= target,
# under both the iid baseline and the empirical anti-herding-corrected base.
# G_iid=-1 or G_emp=-1 means unreachable within G_MAX=32.
# Source: scripts/zvf_iter46_isog.py
source	seed	problem_id	p_x	delta_div	Y_target	G_iid	G_emp	dG
tinker_gsm8k	42	185	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	185	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	186	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	186	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	186	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	186	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	186	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	187	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	187	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	187	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	187	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	187	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	188	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	188	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	188	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	188	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	188	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	189	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	189	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	189	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	189	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	189	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	190	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	190	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	190	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	190	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	190	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	192	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	192	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	192	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	192	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	192	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	193	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	42	193	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	42	193	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	42	193	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	42	193	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	42	194	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	194	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	194	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	194	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	194	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	195	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	42	195	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	42	195	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	42	195	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	42	195	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	42	196	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	196	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	196	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	196	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	196	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	197	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	197	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	197	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	197	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	197	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	42	198	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	42	198	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	42	198	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	42	198	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	42	198	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	42	199	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	42	199	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	42	199	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	42	199	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	42	199	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	0	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	0	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	0	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	0	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	0	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	1	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	1	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	1	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	1	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	1	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	2	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	2	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	2	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	2	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	2	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	3	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	3	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	3	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	3	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	3	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	4	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	4	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	4	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	4	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	4	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	5	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	5	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	5	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	5	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	5	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	6	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	123	6	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	123	6	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	123	6	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	123	6	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	123	7	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	123	7	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	123	7	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	123	7	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	123	7	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	123	8	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	123	8	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	123	8	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	123	8	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	123	8	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	123	12	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	12	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	12	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	12	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	12	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	13	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	13	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	13	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	13	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	13	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	14	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	14	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	14	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	14	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	14	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	15	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	15	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	15	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	15	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	15	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	16	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	16	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	16	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	16	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	16	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	17	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	17	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	17	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	17	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	17	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	18	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	18	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	18	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	18	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	18	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	19	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	19	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	19	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	19	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	19	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	21	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	21	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	21	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	21	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	21	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	23	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	23	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	23	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	23	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	23	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	24	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	24	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	24	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	24	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	24	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	25	0.3750	0.0237	0.50	3	3	0
tinker_gsm8k	123	25	0.3750	0.0237	0.70	3	3	0
tinker_gsm8k	123	25	0.3750	0.0237	0.80	4	4	0
tinker_gsm8k	123	25	0.3750	0.0237	0.90	6	5	1
tinker_gsm8k	123	25	0.3750	0.0237	0.95	7	6	1
tinker_gsm8k	123	26	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	26	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	26	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	26	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	26	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	28	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	28	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	28	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	28	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	28	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	31	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	31	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	31	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	31	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	31	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	34	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	34	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	34	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	34	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	34	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	36	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	36	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	36	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	36	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	36	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	37	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	37	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	37	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	37	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	37	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	38	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	38	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	38	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	38	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	38	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	39	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	39	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	39	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	39	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	39	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	40	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	40	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	40	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	40	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	40	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	42	0.2500	0.1001	0.50	3	3	0
tinker_gsm8k	123	42	0.2500	0.1001	0.70	5	4	1
tinker_gsm8k	123	42	0.2500	0.1001	0.80	6	5	1
tinker_gsm8k	123	42	0.2500	0.1001	0.90	9	6	3
tinker_gsm8k	123	42	0.2500	0.1001	0.95	11	7	4
tinker_gsm8k	123	43	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	43	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	43	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	43	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	43	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	44	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	44	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	44	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	44	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	44	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	46	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	46	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	46	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	46	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	46	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	47	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	47	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	47	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	47	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	47	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	48	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	48	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	48	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	48	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	48	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	49	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	49	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	49	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	49	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	49	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	50	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	123	50	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	123	50	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	123	50	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	123	50	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	123	51	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	51	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	51	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	51	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	51	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	52	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	52	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	52	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	52	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	52	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	53	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	53	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	53	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	53	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	53	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	54	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	54	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	54	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	54	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	54	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	55	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	55	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	55	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	55	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	55	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	56	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	56	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	56	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	56	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	56	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	57	0.3750	0.0237	0.50	3	3	0
tinker_gsm8k	123	57	0.3750	0.0237	0.70	3	3	0
tinker_gsm8k	123	57	0.3750	0.0237	0.80	4	4	0
tinker_gsm8k	123	57	0.3750	0.0237	0.90	6	5	1
tinker_gsm8k	123	57	0.3750	0.0237	0.95	7	6	1
tinker_gsm8k	123	58	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	58	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	58	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	58	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	58	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	59	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	59	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	59	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	59	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	59	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	60	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	123	60	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	123	60	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	123	60	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	123	60	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	123	61	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	61	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	61	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	61	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	61	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	62	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	62	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	62	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	62	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	62	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	64	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	64	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	64	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	64	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	64	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	65	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	123	65	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	123	65	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	123	65	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	123	65	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	123	66	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	66	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	66	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	66	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	66	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	67	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	67	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	67	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	67	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	67	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	68	0.3750	0.0237	0.50	3	3	0
tinker_gsm8k	123	68	0.3750	0.0237	0.70	3	3	0
tinker_gsm8k	123	68	0.3750	0.0237	0.80	4	4	0
tinker_gsm8k	123	68	0.3750	0.0237	0.90	6	5	1
tinker_gsm8k	123	68	0.3750	0.0237	0.95	7	6	1
tinker_gsm8k	123	70	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	70	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	70	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	70	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	70	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	71	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	71	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	71	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	71	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	71	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	72	0.1250	0.3436	0.50	6	2	4
tinker_gsm8k	123	72	0.1250	0.3436	0.70	10	4	6
tinker_gsm8k	123	72	0.1250	0.3436	0.80	13	5	8
tinker_gsm8k	123	72	0.1250	0.3436	0.90	18	7	11
tinker_gsm8k	123	72	0.1250	0.3436	0.95	23	7	16
tinker_gsm8k	123	73	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	73	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	73	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	73	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	73	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	76	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	76	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	76	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	76	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	76	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	77	0.8750	0.3436	0.50	6	2	4
tinker_gsm8k	123	77	0.8750	0.3436	0.70	10	4	6
tinker_gsm8k	123	77	0.8750	0.3436	0.80	13	5	8
tinker_gsm8k	123	77	0.8750	0.3436	0.90	18	7	11
tinker_gsm8k	123	77	0.8750	0.3436	0.95	23	7	16
tinker_gsm8k	123	78	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	78	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	78	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	78	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	78	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	79	0.6250	0.0237	0.50	3	3	0
tinker_gsm8k	123	79	0.6250	0.0237	0.70	3	3	0
tinker_gsm8k	123	79	0.6250	0.0237	0.80	4	4	0
tinker_gsm8k	123	79	0.6250	0.0237	0.90	6	5	1
tinker_gsm8k	123	79	0.6250	0.0237	0.95	7	6	1
tinker_gsm8k	123	80	0.5000	0.0078	0.50	2	2	0
tinker_gsm8k	123	80	0.5000	0.0078	0.70	3	3	0
tinker_gsm8k	123	80	0.5000	0.0078	0.80	4	4	0
tinker_gsm8k	123	80	0.5000	0.0078	0.90	5	5	0
tinker_gsm8k	123	80	0.5000	0.0078	0.95	6	6	0
tinker_gsm8k	123	81	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	81	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	81	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	81	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	81	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	82	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	82	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	82	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	82	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	82	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	84	0.7500	0.1001	0.50	3	3	0
tinker_gsm8k	123	84	0.7500	0.1001	0.70	5	4	1
tinker_gsm8k	123	84	0.7500	0.1001	0.80	6	5	1
tinker_gsm8k	123	84	0.7500	0.1001	0.90	9	6	3
tinker_gsm8k	123	84	0.7500	0.1001	0.95	11	7	4
tinker_gsm8k	123	85	0.2500	0.1001	0.50	3	3	0
tinker_gsm8k	123	85	0.2500	0.1001	0.70	5	4	1
tinker_gsm8k	123	85	0.2500	0.1001	0.80	6	5	1
