task	spearman_sever_vs_fwd_GR	spearman_p_param	p_perm_two_sided	null_mean	null_std	null_q025	null_q500	null_q975	n_points	B_perm	mean_sever	mean_fwd_GR
arithmetic_easy	0.0	1.0	1.0	0.000966766917293233	0.22858419799901833	-0.4421052631578947	0.0015037593984962405	0.44360902255639095	20	50000	-0.11009807210718374	0.8044041738034476
gsm8k_cot	-0.37762237762237766	0.22620604493502647	0.23423531529369412	-0.00018601398601398586	0.30406499337091164	-0.5804195804195805	0.0	0.5874125874125874	12	50000	0.15422812134614705	0.9003170352828002
