task	key	n_pairs	median_diff	ci95_low	ci95_high	p_perm
arithmetic_easy	phi_LL	5	0.14447657028805122	-0.14310111188824273	0.37820477471294595	0.247
arithmetic_easy	phi_LR	5	0.7521667620897924	-0.04578641027808672	1.6234420219686263	0.2485
arithmetic_easy	phi_RL	5	-0.004349806293193377	-0.08065732071191342	0.03222444933742838	1.0
arithmetic_easy	phi_RR	5	0.012594658439348594	-0.21020099031843636	0.18078580303618913	0.6305
arithmetic_easy	rho	5	0.01648134085610309	-0.0003785282447921201	0.0872823352444918	0.25
arithmetic_easy	cumul_impulse_L_to_R	5	-0.07369012131627614	-0.23261214224556268	0.10651477168343279	0.6265
arithmetic_easy	cumul_impulse_R_to_L	5	1.9599417854385641	-1.5860472975167834	3.363297057791165	0.2405
arithmetic_easy	cumul_diag_self_L	5	0.562413740615531	-0.46119622718380104	0.603127680818724	0.269
arithmetic_easy	cumul_diag_self_R	5	0.026314322256538514	-0.5822744796241777	0.8549770259547174	1.0
arithmetic_easy	fevd_R_from_L_h1	5	-0.00604710148190829	-0.02832510080720467	0.13656831711331335	1.0
arithmetic_easy	fevd_R_from_L_h4	5	0.0062513312625209205	-0.057056087606370265	0.15613493667280387	1.0
arithmetic_easy	fevd_R_from_L_h8	5	0.013676151181881091	-0.05989006817472971	0.16089974570527346	0.646
arithmetic_easy	fevd_L_from_R_h1	5	-0.043767181634307	-0.17957730250694717	-0.015179072558695772	0.2525
arithmetic_easy	fevd_L_from_R_h4	5	-0.07686076985305137	-0.22289930635734714	-0.014378152641788988	0.2445
arithmetic_easy	fevd_L_from_R_h8	5	-0.07838507235525391	-0.2286352777495857	-0.012201667452626665	0.2595
arithmetic_easy	cumul_fevd_R_from_L	5	0.013676151181881091	-0.05989006817472971	0.16089974570527346	0.634
arithmetic_easy	cumul_fevd_L_from_R	5	-0.07838507235525391	-0.2286352777495857	-0.012201667452626665	0.242
arithmetic_easy	Sigma_LL	5	0.00819282238417822	-0.004800849566019821	0.026168354924474738	0.2435
arithmetic_easy	Sigma_RR	5	0.00019574209084415473	-0.0006651898416374382	0.0011170533169703365	1.0
arithmetic_easy	Sigma_LR	5	3.467053347340032e-05	-0.0021757838209978094	0.0023112001648037625	1.0
gsm8k_cot	phi_LL	3	-0.18360678611026826	-0.4498478652230302	-0.1097760070598679	0.5015
gsm8k_cot	phi_LR	3	-12.730552989975266	-18.386163469918177	12.062990256575421	0.4895
gsm8k_cot	phi_RL	3	-0.004811255336255593	-0.0059236516809104195	0.005495351063650988	1.0
gsm8k_cot	phi_RR	3	0.0178201601002594	-0.11928008655705288	0.17561896790359566	1.0
gsm8k_cot	rho	3	-0.30678079422889204	-0.3264019175450365	0.029560744450419785	0.51
gsm8k_cot	cumul_impulse_L_to_R	3	-0.008179196717801644	-0.011764281475108364	0.0033798008717467846	0.488
gsm8k_cot	cumul_impulse_R_to_L	3	-19.570637496553843	-77.73214874964691	-9.268541177486618	0.483
gsm8k_cot	cumul_diag_self_L	3	-1.4581320553342996	-2.0726671573176834	-0.42435830563853094	0.5015
gsm8k_cot	cumul_diag_self_R	3	-0.14801785476255724	-0.2676390311167828	0.10182520199546508	0.5105
gsm8k_cot	fevd_R_from_L_h1	3	0.07451452035731204	-0.06772014176324992	0.3004282502038845	0.511
gsm8k_cot	fevd_R_from_L_h4	3	0.08026349073989691	-0.06501407462284625	0.2950729487008976	0.499
gsm8k_cot	fevd_R_from_L_h8	3	0.08009095437046146	-0.06501192925956745	0.2941135262560226	0.5155
gsm8k_cot	fevd_L_from_R_h1	3	-0.014626692084557153	-0.0381920937572376	0.12625577187777517	1.0
gsm8k_cot	fevd_L_from_R_h4	3	-0.014581879661436417	-0.066650789769167	0.13807376833715096	1.0
gsm8k_cot	fevd_L_from_R_h8	3	-0.014581868216958917	-0.07159163534024529	0.1344610864764049	1.0
gsm8k_cot	cumul_fevd_R_from_L	3	0.08009095437046146	-0.06501192925956745	0.2941135262560226	0.481
gsm8k_cot	cumul_fevd_L_from_R	3	-0.014581868216958917	-0.07159163534024529	0.1344610864764049	1.0
gsm8k_cot	Sigma_LL	3	-3.364897478646906	-32.79042718090369	-2.6239940275566767	0.4905
gsm8k_cot	Sigma_RR	3	-0.0009712094541258383	-0.0026497040464643767	0.0003755085828279596	0.509
gsm8k_cot	Sigma_LR	3	0.06805908332525556	-0.12440028424305975	0.13177605431432532	1.0
