training_run_id,base_model,is_lora,lora_rank,corrupted,last_request_time,checkpoint_count,last_checkpoint_path,match_confidence,match_method,matched_wandb_runs,wandb_project,wandb_run_id,wandb_name,wandb_state,wandb_url,time_delta_minutes,algorithm,dataset,group_size,learning_rate,steps,seed,final_metric,all_wandb_urls,wandb_model_labels,wandb_model_consistent,hf_repos,hf_model_label,hf_model_consistent,resolution
31230f76-1d80-5b41-9877-6a5ac09de003:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:23:33.065242Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
8d4cd45e-e08a-5ccb-ace3-a3e8b3372e2b:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:23:39.047168Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
b377ff68-ce4a-5def-8f31-5b67184c2cea:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:23:19.775709Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
84ac2a16-b454-554c-b69c-4de085872b90:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:23:13.409629Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
303702af-fed2-5879-a02d-9c94fb782d2d:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:23:15.139184Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
beec502f-44d3-5f99-9a78-0b80618991da:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:23:01.624395Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
781b623a-f0b4-5b27-a41f-b3a5fd425acc:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:22:51.263124Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
6ab1a164-fc57-578e-851f-a9edb849dafc:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:23:06.490093Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
a1bcc681-03cd-51b4-9afc-ae4414ec9b2e:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:22:27.154700Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
1010b327-a554-5bbe-a019-b37cce912cc0:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:22:12.200255Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
5bdb615e-1fec-57b7-8dfc-909ca38e8502:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:22:29.144311Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
6fb042c9-29a3-59e9-a6d9-c07db28e29c5:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:22:07.476839Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
5fa2e260-2494-55ef-bb85-7ac1e91ce46d:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:21:45.400028Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
f09c287e-efcd-5bd1-9952-8bf2e128c8f5:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:21:44.292019Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d8aeb4b7-f102-55da-ba39-a36eb188c0aa:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:21:54.707036Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3517b851-c2cc-5769-9179-77c4d27eed40:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:21:46.821472Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
71b6eeaf-05c7-5599-b815-3c5540d0ac8a:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:21:12.698659Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
c30373e2-65f1-5c70-8107-31a67fdf6032:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:21:17.141606Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
2eaeb1f5-75dc-5f09-911d-ffe0409969ad:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:21:03.896258Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
e3d049cf-e7b2-55d5-a92b-db05a862e98f:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:20:48.266691Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
083b388f-e3dc-55da-997e-f921028b7581:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:20:55.391123Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
f1ef86f9-4a06-5f6d-a674-1b20a496439b:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:20:36.695588Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
072ffe25-615e-5245-8d14-42012986ed27:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:20:34.921331Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
1124a2b9-d98a-58e8-88c9-67aa734859dc:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:20:41.953471Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3270e165-610d-5564-9a79-668e87095c11:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:20:07.741240Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
b4679f68-f116-5d9d-9ebf-ef16a5e50b00:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:19:54.779087Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
34a85821-a6f4-5781-b5f6-c6262afcb022:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:20:04.719341Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d50af5a7-55a0-513a-8d62-c4a5a0a4e9f8:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:19:30.960781Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
59aa53f3-e502-5c89-8490-63eebdc3538a:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:19:38.246682Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
2a6e1066-037d-5f7d-8957-bca7544e527c:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:19:21.725368Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
92993f9c-1e1e-561c-9368-a9ff6784d3f7:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:19:29.530675Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
4f06458f-d590-56c7-867b-486165156a8b:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:19:32.532568Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
13d93b75-bcc7-5c32-922f-5dc4322cf1f8:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:19:03.259515Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
7ce63cd9-aadd-5ea6-8690-094163ba511a:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:18:48.894842Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
eb74d7ed-9527-5846-bdb4-098f266153bd:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:18:41.208724Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
895ffd06-2fc5-5a95-ad39-ad931feb100d:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:18:37.951282Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
24232a1c-fdf4-51f3-b20c-936b11997ef5:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:18:24.099465Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3b0be8d0-921c-5241-a285-66bf7b4842ba:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:18:17.752282Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
4c43fe4c-09ee-57e3-a562-a9e5c8baa951:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:18:23.681743Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
c63c50fc-9bd4-5f35-a031-e9d7acf435bd:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:18:18.088092Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
2ce02995-6fca-52c4-843a-f2022bd6baba:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:17:56.666495Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
0fce1537-84a6-5cb8-97ec-11ac74b6e81a:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:18:01.260383Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
634d1495-f248-504f-bdb7-c17fff090f90:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:17:33.142038Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
538b0753-b713-52f5-83c3-b2955a41ef9a:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:17:27.380035Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
b68b1d3f-f69e-5402-844a-fe39d72a5a44:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:17:28.997098Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
a29a676f-d6bd-5c46-b049-3d7f18162364:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:17:14.043863Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
fc88fe2b-19d9-5cab-beaa-cd33b0ad1ada:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:17:05.793911Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
91771597-5666-51d5-941c-49b10d3c1124:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:17:04.555218Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
628e9ed8-2ce7-5971-b564-789e0fdc9820:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:16:41.698807Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
236e315d-40c2-5655-8a42-0f936461d2aa:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:16:43.663907Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
093cd713-130d-5556-94cd-8214e28d96dd:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:16:33.797404Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d6b2aa6f-6746-51bb-b905-eb9bf9e3d59f:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:16:10.664629Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
374c3927-b688-5b84-a87c-41463e1a25d2:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:16:08.052898Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
7f67aa28-fdfa-5508-bb10-627cb50f0ecc:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:16:14.924545Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
fe8d45eb-c157-5f8a-b52b-0914a5a0fc62:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:15:45.709138Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
ac33bd37-a095-5c5c-89bf-ac5013fb2978:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:16:02.452379Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
08f0c2de-0a22-5f99-bff6-d5cc1667183a:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:15:40.839876Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
2efc8bd0-da82-55f8-88d0-f20d1208c4d9:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:15:36.369394Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
de4fd671-08bb-552e-8e9e-5fe0bda9496b:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:15:25.405659Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
572e5ec5-37e5-5a74-ba35-7d845e9b2481:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:15:16.559816Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3e9770ee-907d-5159-9e27-ba2bb42f3fe9:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:14:49.918023Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
b27f94ed-fe9d-5f32-bfd8-c4ffe36ee586:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:14:59.053295Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
5c139f97-2be5-520c-a1c7-de84bffb92d8:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:15:16.296310Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
4b41e44e-9034-5f68-aa5b-800a8baa7325:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:14:47.490705Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
530d7889-4ea1-5ff2-a07e-f34ef5bad5f0:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:14:28.250277Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
b4470901-02f7-5033-9c7e-515789708cba:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:14:34.530826Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
b78b0890-a625-51b0-ab84-89213e189a22:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:14:18.396885Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
662e6128-46a0-53b6-8b63-0429d54a9b21:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:13:54.866489Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
315e7a32-26eb-5152-b65c-c0098799abb5:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:13:54.489921Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
ec84f986-8097-5583-9388-6c5cb65b2446:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:14:03.596215Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
dce2fd8a-8805-5f5f-b3e6-420c8d8af43e:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:13:39.772224Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
c1a3825d-f4c4-5786-8451-e1f1c1464039:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:13:54.739433Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
0fc2be40-75dc-56ca-a56c-92ccba8d59ea:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:13:21.698528Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
47fda7e3-e254-5638-ad6a-e094c1fc6c52:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:13:19.515899Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
bd22b318-76e7-597e-8fa2-d2e213f3d13c:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:12:54.326704Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
4b72237e-be08-53fe-b59d-8bf2668de1c5:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:12:50.217534Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
94dadf65-6b77-5a49-883a-051c3599da2f:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:12:44.354668Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
98746ee3-0f3c-5ecb-b7a8-141da3e80a98:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:12:56.673644Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
72997284-0889-52d4-ad06-1851d79da96f:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:12:44.031477Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
ec694b39-528d-5143-8d9c-76aca794375c:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:12:31.391685Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
22cb2214-3eb0-584a-96a5-4802bd7a1976:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:12:27.482472Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3ffce24b-b4a9-5b06-9d75-e17c50758075:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:12:12.767590Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
75c04dc8-cab0-546a-87d0-476a984b451d:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:11:35.359227Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
b836df1c-7f47-5f90-85c9-1daf23ee5d51:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:11:34.312435Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
82f5741b-eb9e-5793-8e95-3ec07bbf4233:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:11:38.460189Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
91983a30-0889-5ef7-a054-40ba094bb093:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:11:23.154428Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
9cd077af-9c3e-52fe-8ba9-d619226f3450:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:11:47.720507Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
1aa95e40-6a2f-566d-b8e5-c4e350464c1a:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:11:20.897106Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
e76a81f6-d343-587c-9dc7-15d8829c4907:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:11:25.779117Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
7479f4fd-f892-5117-9093-721337ffaae2:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:11:06.585665Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
715b8e20-0a9c-5ea5-b45a-c75240b77954:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:10:25.803649Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
92c4691c-b49a-5d12-865d-14a349ddb3bb:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:10:32.184029Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
f85afb48-f52c-5a03-8bf1-d2c06e0a7aa3:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:10:28.175767Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d4b917f9-1cbd-5733-9f2e-29cfe0e38154:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:10:19.563979Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
f9c03ce5-263f-595b-b921-de1b9a4fa60b:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:10:15.225615Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
8a81650c-3897-5bf1-b268-1215cab9d85c:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:10:32.661091Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
5e2570bd-930a-5039-b1cf-32b1d31a6858:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:10:17.635479Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
c54d3dd3-6073-5aea-baf8-9d239d24b218:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:10:05.916143Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
a1d3bdc5-bb44-5491-9e4b-fff65bdb0724:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:09:21.746892Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
b87a051d-342b-586b-b92e-80afb6bf435f:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:09:10.384538Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
40ee9dc5-5989-56ec-a321-615b015de355:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:09:29.039231Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
a244f9cd-e5f0-5d0c-84c2-61da99904465:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:09:20.154827Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
28a646b7-c727-5b45-85b4-9932a55465a0:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:09:00.474658Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
86927875-7528-5da2-af30-c2b53a38ccaa:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:09:09.620341Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
affe1d21-5714-5420-be04-4873967d8382:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:09:20.683806Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
75e30c44-21ee-5da5-92d9-76cbe6b93096:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:09:03.057379Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
4da9ba2c-0d1d-59fc-a458-cd46dc9a8692:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:08:11.920369Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
f32c8865-ca5e-5b0f-84a9-b1fd0096b4b0:train:0,Qwen/Qwen3-4B-Instruct-2507,True,16,False,2026-06-07T06:08:10.775763Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
60840645-8e8d-5284-9990-bc1ea02d1476:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:08:01.657236Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
9aa3c884-5df1-54ed-9f75-80bf673dca45:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:08:07.567412Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
e2e50ba3-d5a4-57e7-81fb-ab759793dd5a:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:07:59.341155Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
d5702626-3548-5332-8b5f-4bbe60c66391:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:07:52.613330Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
3b8b0caf-29b3-572d-9d56-658052ae6d25:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:07:58.129651Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
067f9de5-d8bb-548f-90d9-9d5dfd0c396b:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:08:09.451790Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
48fba909-24f2-5b95-b7d4-34fcbc63314c:train:0,meta-llama/Llama-3.2-3B,True,16,False,2026-06-07T06:06:53.227012Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
70f85927-a45a-50e7-971a-140ed1ec9270:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:06:56.278844Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
fa234d32-831d-547f-a525-2db1cd849ddf:train:0,meta-llama/Llama-3.2-1B,True,8,False,2026-06-07T06:06:51.442094Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
a829ad45-aef7-541a-bb63-1f6bf9f0ef85:train:0,meta-llama/Llama-3.2-1B,True,16,False,2026-06-07T06:06:50.350732Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
6c50a2f8-13c7-5c49-805e-9ccbca1191aa:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:07:00.489230Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
09b1ba7b-b084-5843-bb44-576151fdbd0f:train:0,Qwen/Qwen3-4B-Instruct-2507,True,8,False,2026-06-07T06:07:18.242316Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
229529a5-67a0-55f1-9705-46f21710844a:train:0,meta-llama/Llama-3.2-3B,True,8,False,2026-06-07T06:07:08.170246Z,0,,unmatched,unmatched,0,,,,,,,,,,,,,,[],,,,,,unmatched
