task	hypothesis	obs_rho	abs_obs	p_perm	null_mean	null_std	null_q025	null_q500	null_q975	n	B	spearman_p_param	point_rho
arithmetic_easy	H1_sever_vs_dL_GR	0.10676691729323308	0.10676691729323308	0.6593170341482926	0.004297819548872179	0.23028886829093606	-0.4466165413533834	0.004511278195488721	0.4451127819548871	20	20000	0.6541415450094845	0.10676691729323308
gsm8k_cot	H1_sever_vs_dL_GR	-0.18881118881118883	0.18881118881118883	0.5572721363931803	-0.0019094405594405593	0.29996103009458935	-0.5804195804195805	0.0	0.5734265734265735	12	20000	0.5567370561768314	-0.18881118881118883
arithmetic_easy	H2_sever_vs_dR_GR	0.29420625333867095	0.29420625333867095	0.20618969051547423	-0.0034210318187133863	0.22941194565775633	-0.44921005944548986	-0.00338600547320721	0.44394293982050087	20	20000	0.2079927783521459	0.29420625333867095
gsm8k_cot	H2_sever_vs_dR_GR	0.013986013986013986	0.013986013986013986	0.9748012599370032	0.0006283216783216784	0.30031530018227653	-0.5734265734265735	0.0	0.5804195804195805	12	20000	0.9655902689187796	0.013986013986013986
