T_tokens	G4_acc	G32_acc	empirical_retention	d_eff_ratio_G4_over_G32	alpha_calibrated_at_T1M	pred_retention_de_only	abs_error_de_only	is_calibration_row
1000000	0.41	0.42	0.9761904761904762	0.029562500000000005	0.006843467823300884	0.9761904761904762	0.0	yes
4000000	0.55	0.66	0.8333333333333334	0.029562500000000005		0.9761904761904762	0.1428571428571428	no
16000000	0.63	0.84	0.75	0.029562500000000005		0.9761904761904762	0.22619047619047616	no
64000000	0.64	0.88	0.7272727272727273	0.029562500000000005		0.9761904761904762	0.24891774891774887	no
