task	window	n_seeds	mean_sever	mean_bwd_GR	mean_fwd_GR	rho_sever_vs_bwd_GR	p_sever_vs_bwd_GR	rho_sever_vs_fwd_GR	p_sever_vs_fwd_GR
arithmetic_easy	0	5	0.05492858050540779	0.87351592154819	0.8180922071564805	0.8999999999999998	0.03738607346849874	0.3	0.623837664781073
arithmetic_easy	1	5	-0.02812078706769503	0.8154458587844833	0.8614114094853613	-0.09999999999999999	0.8728885715695384	-0.6	0.28475697986529386
arithmetic_easy	2	5	-0.2891997856905983	0.6383097895663103	0.74435756517697	0.7	0.1881204043741873	-0.3	0.623837664781073
arithmetic_easy	3	5	-0.17800029617584948	0.6835119395603353	0.7937555133949787	0.19999999999999998	0.7470600781046621	-0.09999999999999999	0.8728885715695384
gsm8k_cot	0	3	-0.029423530138404336	1.0694950620645702	0.7860480837996521	-0.5	0.6666666666666666	-1.0	0.0
gsm8k_cot	1	3	0.21240789433172527	0.8087100303793108	0.9918078112883434	1.0	0.0	-1.0	0.0
gsm8k_cot	2	3	-0.009852415685410842	0.7603641614367586	1.0935844279876323	1.0	0.0	-0.5	0.6666666666666666
gsm8k_cot	3	3	0.4437805368766781	1.2221510972480873	0.7298278180555734	1.0	0.0	-0.5	0.6666666666666666
