training_run_id	base_model	is_lora	lora_rank	corrupted	last_request_time	checkpoint_id	checkpoint_type	checkpoint_time	tinker_path	size_bytes	public	expires_at	is_latest_sampler_checkpoint
8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0	Qwen/Qwen3.5-4B	True	32	False	2026-07-04 09:34:22.839659+00:00	sampler_weights/qp7A_s0	sampler	2026-07-04 09:29:14.674950+00:00	tinker://8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0/sampler_weights/qp7A_s0	291856262	False		False
8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0	Qwen/Qwen3.5-4B	True	32	False	2026-07-04 09:34:22.839659+00:00	sampler_weights/qp7A_s1	sampler	2026-07-04 09:29:36.342818+00:00	tinker://8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0/sampler_weights/qp7A_s1	291856262	False		False
8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0	Qwen/Qwen3.5-4B	True	32	False	2026-07-04 09:34:22.839659+00:00	sampler_weights/qp7A_s2	sampler	2026-07-04 09:29:56.055294+00:00	tinker://8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0/sampler_weights/qp7A_s2	291856262	False		False
8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0	Qwen/Qwen3.5-4B	True	32	False	2026-07-04 09:34:22.839659+00:00	sampler_weights/qp7A_s3	sampler	2026-07-04 09:30:19.508267+00:00	tinker://8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0/sampler_weights/qp7A_s3	291856262	False		False
8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0	Qwen/Qwen3.5-4B	True	32	False	2026-07-04 09:34:22.839659+00:00	sampler_weights/qp7A_s4	sampler	2026-07-04 09:30:36.063556+00:00	tinker://8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0/sampler_weights/qp7A_s4	291856262	False		False
8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0	Qwen/Qwen3.5-4B	True	32	False	2026-07-04 09:34:22.839659+00:00	sampler_weights/qp7A_s5	sampler	2026-07-04 09:30:55.113100+00:00	tinker://8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0/sampler_weights/qp7A_s5	291856262	False		False
8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0	Qwen/Qwen3.5-4B	True	32	False	2026-07-04 09:34:22.839659+00:00	sampler_weights/qp7A_s6	sampler	2026-07-04 09:31:18.880774+00:00	tinker://8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0/sampler_weights/qp7A_s6	291856262	False		False
8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0	Qwen/Qwen3.5-4B	True	32	False	2026-07-04 09:34:22.839659+00:00	sampler_weights/qp7A_s7	sampler	2026-07-04 09:31:36.679930+00:00	tinker://8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0/sampler_weights/qp7A_s7	291856262	False		False
8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0	Qwen/Qwen3.5-4B	True	32	False	2026-07-04 09:34:22.839659+00:00	sampler_weights/qp7A_s8	sampler	2026-07-04 09:32:00.353973+00:00	tinker://8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0/sampler_weights/qp7A_s8	291856262	False		False
8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0	Qwen/Qwen3.5-4B	True	32	False	2026-07-04 09:34:22.839659+00:00	sampler_weights/qp7A_s9	sampler	2026-07-04 09:32:20.858191+00:00	tinker://8c0018a3-b25b-5252-bf6a-e07b28203cd4:train:0/sampler_weights/qp7A_s9	291856262	False		False
