metric_kind	metric_key	headline
ceiling_table	ceiling_a_G	"{""G=4"": 0.6455, ""G=8"": 0.8066, ""G=16"": 0.8578, ""G=32"": 0.8929, ""G=64"": 0.8833}"
wu_boundary_at_inf_compute	asymptotic_pairs	Asymptotic R_inf=ceil(gs)/ceil(gl) for 10 pairs; 1 pairs predict Wu equivalence at infinite compute.
wu_boundary_at_inf_compute	pairs_with_R_inf_ge_0.976	Pairs where R_inf>=0.976: (32,64)=1.011
wu_boundary_at_T	T=1e+06	T=1e+06: max G_small/G_large ratio with R>=0.976 is 0.500 (G_small=8, G_large=16, R=1.021)
wu_boundary_at_T	T=4e+06	T=4e+06: max G_small/G_large ratio with R>=0.976 is 0.500 (G_small=16, G_large=32, R=1.045)
wu_boundary_at_T	T=2e+07	T=2e+07: max G_small/G_large ratio with R>=0.976 is 0.500 (G_small=16, G_large=32, R=0.976)
wu_boundary_at_T	T=6e+07	T=6e+07: max G_small/G_large ratio with R>=0.976 is 0.500 (G_small=32, G_large=64, R=1.011)
_extras	_store	"[{""G_small"": 4, ""G_large"": 8, ""rollouts_frac"": 0.5, ""R_inf"": 0.8002727498140342, ""WU_PREDICTS_HOLD"": false}, {""G_small"": 4, ""G_large"": 16, ""rollouts_frac"": 0.25, ""R_inf"": 0.7525064117509909, ""WU_PREDICTS_HOLD"": false}, {""G_small"": 4, ""G_large"": 32, ""rollouts_frac"": 0.125, ""R_inf"": 0.7229252995856198, ""WU_PREDICTS_HOLD"": false}, {""G_small"": 4, ""G_large"": 64, ""rollouts_frac"": 0.0625, ""R_inf"": 0.7307822936714593, ""WU_PREDICTS_HOLD"": false}, {""G_small"": 8, ""G_large"": 16, ""rollouts_frac"": 0.5, ""R_inf"": 0.9403124271391933, ""WU_PREDICTS_HOLD"": false}, {""G_small"": 8, ""G_large"": 32, ""rollouts_frac"": 0.25, ""R_inf"": 0.9033486392653152, ""WU_PREDICTS_HOLD"": false}, {""G_small"": 8, ""G_large"": 64, ""rollouts_frac"": 0.125, ""R_inf"": 0.9131665345862108, ""WU_PREDICTS_HOLD"": false}, {""G_small"": 16, ""G_large"": 32, ""rollouts_frac"": 0.5, ""R_inf"": 0.9606898868854294, ""WU_PREDICTS_HOLD"": false}, {""G_small"": 16, ""G_large"": 64, ""rollouts_frac"": 0.25, ""R_inf"": 0.9711309860749463, ""WU_PREDICTS_HOLD"": false}, {""G_small"": 32, ""G_large"": 64, ""rollouts_frac"": 0.5, ""R_inf"": 1.010868334654138, ""WU_PREDICTS_HOLD"": true}]"
