task	n_seeds	mean_sever	std_sever	mean_bwd_GR	std_bwd_GR	mean_fwd_GR	std_fwd_GR
arithmetic_easy	5	-0.11009807210718374	0.11627885296543565	0.7526958773648296	0.07532629537810231	0.8044041738034478	0.09610997482129391
gsm8k_cot	3	0.15422812134614705	0.24510277210728862	0.9651800877821817	0.15742431108371294	0.9003170352828004	0.09043337355387474
