Y_target	G_static_4_savings_pct	G_static_8_savings_pct	G_static_16_savings_pct	G_static_32_savings_pct	G_static_64_savings_pct
0.5	-248.75	-74.37	12.81	56.41	78.2
0.6	-583.54	-241.77	-70.89	14.56	57.28
0.7	-583.54	-241.77	-70.89	14.56	57.28
0.8	-1252.29	-576.15	-238.07	-69.04	15.48
0.9	-2593.75	-1246.88	-573.44	-236.72	-68.36
