G	T_tokens	acc_pred	is_measured
4	999999.9999999995	0.41	True
4	1088581.1651497448	0.4185714285714286	True
4	1185008.953118777	0.4271428571428572	False
4	1289978.4268989158	0.4357142857142856	False
4	1404246.2189716576	0.44428571428571423	False
4	1528635.9852052915	0.45285714285714285	False
4	1664044.3418646054	0.46142857142857147	False
4	1811447.3285278135	0.4700000000000001	False
4	1971907.4434961975	0.4785714285714285	False
4	2146581.3024085467	0.4871428571428571	False
4	2336727.975264554	0.4957142857142857	False
4	2543718.0619514934	0.5042857142857143	False
4	2769043.571691609	0.5128571428571429	False
4	3014328.6776224594	0.5214285714285714	False
4	3281341.424030548	0.53	False
4	3572006.470625299	0.5385714285714286	False
4	3888418.965715718	0.5471428571428572	True
4	4232859.648289185	0.5532653061224491	True
4	4607811.287849982	0.5581632653061225	False
4	5015976.5805178825	0.563061224489796	False
4	5460297.630383983	0.5679591836734694	False
4	5943977.15654779	0.5728571428571428	False
4	6470501.578698265	0.5777551020408164	False
4	7043666.147642625	0.5826530612244898	False
4	7667602.301926628	0.5875510204081633	False
4	8346807.447736144	0.5924489795918367	False
4	9086177.376737168	0.5973469387755102	False
4	9891041.555525823	0.6022448979591837	False
4	10767201.54105883	0.6071428571428571	False
4	11720972.798967978	0.6120408163265306	False
4	12759230.226189012	0.616938775510204	False
4	13889457.70603871	0.6218367346938776	False
4	15119802.052937701	0.626734693877551	True
4	16459131.735620407	0.6302040816326531	True
4	17917100.802114848	0.6308163265306123	False
4	19504218.467271585	0.6314285714285715	False
4	21231924.86443772	0.6320408163265306	False
4	23112673.507301427	0.6326530612244898	False
4	25160021.056303885	0.633265306122449	False
4	27388725.036663365	0.6338775510204082	False
4	29814850.212376956	0.6344897959183673	False
4	32455884.3829545	0.6351020408163266	False
4	35330864.437561974	0.6357142857142857	False
4	38460513.57518885	0.6363265306122449	False
4	41867390.67993676	0.6369387755102041	False
4	45576052.92814507	0.6375510204081632	False
4	49613232.79944672	0.6381632653061224	False
4	54008030.76766718	0.6387755102040816	False
4	58792125.060510546	0.6393877551020408	True
4	64000000.0	0.64	True
8	999999.9999999995	0.48	True
8	1088581.1651497448	0.4916326530612245	True
8	1185008.953118777	0.503265306122449	False
8	1289978.4268989158	0.5148979591836733	False
8	1404246.2189716576	0.5265306122448978	False
8	1528635.9852052915	0.5381632653061225	False
8	1664044.3418646054	0.549795918367347	False
8	1811447.3285278135	0.5614285714285715	False
8	1971907.4434961975	0.5730612244897958	False
8	2146581.3024085467	0.5846938775510203	False
8	2336727.975264554	0.5963265306122448	False
8	2543718.0619514934	0.6079591836734695	False
8	2769043.571691609	0.619591836734694	False
8	3014328.6776224594	0.6312244897959183	False
8	3281341.424030548	0.6428571428571428	False
8	3572006.470625299	0.6544897959183673	False
8	3888418.965715718	0.6661224489795918	True
8	4232859.648289185	0.6744897959183674	True
8	4607811.287849982	0.6812244897959184	False
8	5015976.5805178825	0.6879591836734695	False
8	5460297.630383983	0.6946938775510204	False
8	5943977.15654779	0.7014285714285714	False
8	6470501.578698265	0.7081632653061225	False
8	7043666.147642625	0.7148979591836735	False
8	7667602.301926628	0.7216326530612246	False
8	8346807.447736144	0.7283673469387755	False
8	9086177.376737168	0.7351020408163264	False
8	9891041.555525823	0.7418367346938776	False
8	10767201.54105883	0.7485714285714284	False
8	11720972.798967978	0.7553061224489797	False
8	12759230.226189012	0.7620408163265305	False
8	13889457.70603871	0.7687755102040817	False
8	15119802.052937701	0.7755102040816326	True
8	16459131.735620407	0.7804081632653062	True
8	17917100.802114848	0.7816326530612245	False
8	19504218.467271585	0.7828571428571429	False
8	21231924.86443772	0.7840816326530613	False
8	23112673.507301427	0.7853061224489796	False
8	25160021.056303885	0.7865306122448981	False
8	27388725.036663365	0.7877551020408163	False
8	29814850.212376956	0.7889795918367347	False
8	32455884.3829545	0.7902040816326531	False
8	35330864.437561974	0.7914285714285715	False
8	38460513.57518885	0.7926530612244898	False
8	41867390.67993676	0.7938775510204082	False
8	45576052.92814507	0.7951020408163265	False
8	49613232.79944672	0.7963265306122449	False
8	54008030.76766718	0.7975510204081633	False
8	58792125.060510546	0.7987755102040817	True
8	64000000.0	0.8	True
16	999999.9999999995	0.47	True
16	1088581.1651497448	0.48346938775510206	True
16	1185008.953118777	0.49693877551020416	False
16	1289978.4268989158	0.5104081632653059	False
16	1404246.2189716576	0.523877551020408	False
16	1528635.9852052915	0.5373469387755101	False
16	1664044.3418646054	0.5508163265306123	False
16	1811447.3285278135	0.5642857142857143	False
16	1971907.4434961975	0.5777551020408161	False
16	2146581.3024085467	0.5912244897959182	False
16	2336727.975264554	0.6046938775510203	False
16	2543718.0619514934	0.6181632653061224	False
16	2769043.571691609	0.6316326530612245	False
16	3014328.6776224594	0.6451020408163263	False
16	3281341.424030548	0.6585714285714284	False
16	3572006.470625299	0.6720408163265305	False
16	3888418.965715718	0.6855102040816325	True
16	4232859.648289185	0.6953061224489796	True
16	4607811.287849982	0.703265306122449	False
16	5015976.5805178825	0.7112244897959183	False
16	5460297.630383983	0.7191836734693876	False
16	5943977.15654779	0.7271428571428571	False
16	6470501.578698265	0.7351020408163265	False
16	7043666.147642625	0.743061224489796	False
16	7667602.301926628	0.7510204081632653	False
16	8346807.447736144	0.7589795918367346	False
16	9086177.376737168	0.7669387755102038	False
16	9891041.555525823	0.7748979591836734	False
16	10767201.54105883	0.7828571428571427	False
16	11720972.798967978	0.7908163265306123	False
16	12759230.226189012	0.7987755102040814	False
16	13889457.70603871	0.806734693877551	False
16	15119802.052937701	0.8146938775510203	True
16	16459131.735620407	0.8206122448979591	True
16	17917100.802114848	0.8224489795918367	False
16	19504218.467271585	0.8242857142857142	False
16	21231924.86443772	0.8261224489795919	False
16	23112673.507301427	0.8279591836734693	False
16	25160021.056303885	0.8297959183673469	False
16	27388725.036663365	0.8316326530612245	False
16	29814850.212376956	0.8334693877551019	False
16	32455884.3829545	0.8353061224489796	False
16	35330864.437561974	0.8371428571428571	False
16	38460513.57518885	0.8389795918367347	False
16	41867390.67993676	0.8408163265306122	False
16	45576052.92814507	0.8426530612244897	False
16	49613232.79944672	0.8444897959183674	False
16	54008030.76766718	0.8463265306122448	False
16	58792125.060510546	0.8481632653061224	True
16	64000000.0	0.85	True
32	999999.9999999995	0.42	True
32	1088581.1651497448	0.43469387755102046	True
32	1185008.953118777	0.44938775510204093	False
32	1289978.4268989158	0.46408163265306107	False
32	1404246.2189716576	0.47877551020408154	False
32	1528635.9852052915	0.493469387755102	False
32	1664044.3418646054	0.5081632653061225	False
32	1811447.3285278135	0.5228571428571429	False
32	1971907.4434961975	0.5375510204081632	False
32	2146581.3024085467	0.5522448979591836	False
32	2336727.975264554	0.566938775510204	False
32	2543718.0619514934	0.5816326530612246	False
32	2769043.571691609	0.5963265306122449	False
32	3014328.6776224594	0.6110204081632651	False
32	3281341.424030548	0.6257142857142857	False
32	3572006.470625299	0.640408163265306	False
32	3888418.965715718	0.6551020408163266	True
32	4232859.648289185	0.6673469387755102	True
32	4607811.287849982	0.6783673469387757	False
32	5015976.5805178825	0.689387755102041	False
32	5460297.630383983	0.7004081632653061	False
32	5943977.15654779	0.7114285714285714	False
32	6470501.578698265	0.7224489795918367	False
32	7043666.147642625	0.7334693877551021	False
32	7667602.301926628	0.7444897959183674	False
32	8346807.447736144	0.7555102040816326	False
32	9086177.376737168	0.7665306122448976	False
32	9891041.555525823	0.7775510204081633	False
32	10767201.54105883	0.7885714285714284	False
32	11720972.798967978	0.7995918367346939	False
32	12759230.226189012	0.810612244897959	False
32	13889457.70603871	0.8216326530612246	False
32	15119802.052937701	0.8326530612244898	True
32	16459131.735620407	0.8408163265306121	True
32	17917100.802114848	0.843265306122449	False
32	19504218.467271585	0.8457142857142856	False
32	21231924.86443772	0.8481632653061224	False
32	23112673.507301427	0.8506122448979592	False
32	25160021.056303885	0.8530612244897959	False
32	27388725.036663365	0.8555102040816327	False
32	29814850.212376956	0.8579591836734693	False
32	32455884.3829545	0.8604081632653061	False
32	35330864.437561974	0.8628571428571429	False
32	38460513.57518885	0.8653061224489795	False
32	41867390.67993676	0.8677551020408163	False
32	45576052.92814507	0.8702040816326531	False
32	49613232.79944672	0.8726530612244898	False
32	54008030.76766718	0.8751020408163265	False
32	58792125.060510546	0.8775510204081634	True
32	64000000.0	0.88	True
64	999999.9999999995	0.35	True
64	1088581.1651497448	0.36408163265306126	True
64	1185008.953118777	0.37816326530612254	False
