feature	base_acc	perm_mean_acc	perm_std_acc	delta_acc	p_shuffled_beats
zvf_direction	0.6666666666666666	0.5533333333333332	0.07819136070493266	0.1133333333333334	0.195
zvf_slope	0.6666666666666666	0.6079166666666667	0.07302848569032648	0.05874999999999997	0.435
zvf_instability	0.6666666666666666	0.60875	0.07509137951707756	0.057916666666666616	0.42
zvf_discriminator	0.6666666666666666	0.6120833333333333	0.09339190870258038	0.05458333333333332	0.375
zvf_level	0.6666666666666666	0.6529166666666666	0.09781555062690413	0.01375000000000004	0.6
