task	algo	seed	n	phi_L	phi_R	c_L	c_R	e_L_std	e_R_std	q0_size	q0_fwd	q0_bwd	q0_fwd_signed	q0_bwd_signed	q1_size	q1_fwd	q1_bwd	q1_fwd_signed	q1_bwd_signed	q2_size	q2_fwd	q2_bwd	q2_fwd_signed	q2_bwd_signed	q3_size	q3_fwd	q3_bwd	q3_fwd_signed	q3_bwd_signed	q4_size	q4_fwd	q4_bwd	q4_fwd_signed	q4_bwd_signed
arithmetic_easy	grpo	42	40	0.5899577891931955	0.6884443535759533	1.8621594499225145	0.3078775762464207	0.1774636138913217	0.033876756470398	7	0.6214233478857596	1.0696805466311343	0.6214233478857596	0.13098154958142577	9	0.7848211307060018	1.3573021794336357	0.36672963216072807	-0.9799070381717161	7	0.27477630747924575	0.9805747545678023	0.0780254466996839	-0.3917523062397947	0	0.0	0.0	0.0	0.0	16	0.33638539396892936	0.6319818118856322	-0.333049841651005	0.12427105863462481
arithmetic_easy	grpo	123	40	0.5586084893291307	0.6721239907225997	2.0129890666826484	0.31867377208333375	0.2118972998418673	0.051978587617812655	7	1.0225111059767897	0.7915888019938524	0.11887696187228941	0.08069262023170015	9	0.3831982046105581	0.8403778832526798	-0.026281868645421688	0.3110571712125539	3	0.0	0.0	0.0	0.0	11	0.36964857405534846	0.8032118064879579	-0.28533061380081437	-0.3307825229199023	9	0.9670105953434562	0.8252929005076279	0.4457166405878064	0.38804984601026127
arithmetic_easy	grpo	456	40	0.6076268033771576	0.7186828060205799	1.7649353734969628	0.27763097426470645	0.24705920886829405	0.03464297908618493	8	0.7062686690651632	0.6281025202199392	0.7062686690651632	0.2640053760527743	8	0.9903899003096586	0.3469860385421313	-0.9903899003096586	0.3469860385421313	2	0.0	0.0	0.0	0.0	6	0.12517089742134432	1.0341571630233029	0.0914144918460726	-0.7657102672501656	15	0.40336867033810975	0.5547219311612921	-0.3359789728663235	0.5547219311612921
arithmetic_easy	grpo	789	40	0.6519788517523363	0.7473144458762123	1.577319310087098	0.25007297499717945	0.1758870366966238	0.033496316383318694	6	0.9906804312843569	1.1136059819261575	0.28162542469188256	-0.4670184461874953	10	0.40604843637580046	0.6533184730445042	-0.40604843637580046	-0.5216149837163829	3	0.0	0.0	0.0	0.0	5	0.11630341052403492	0.3580692137031922	-0.11630341052403492	0.25035075448534405	15	1.1032935724356352	0.474545282200346	-1.1032935724356352	-0.31967888386284127
arithmetic_easy	grpo	1024	40	0.6936986714583168	0.6916015070233059	1.394405426285428	0.30390446218507844	0.20082753367978765	0.034564916954860234	6	0.8013499382359051	1.3460223129905082	0.42149839465044936	-0.34751906378801867	8	0.46762123062967625	1.5483745763190955	0.42405440526348515	-1.3392743173306616	4	0.4379240053011441	0.7628219259636405	-0.4379240053011441	0.7628219259636405	7	1.0795679290198184	0.979849584714436	0.7203216450170411	-0.36928962217868483	14	0.35739076497785327	0.5183663138179194	-0.04228056008652279	-0.47273942973400823
arithmetic_easy	dr_grpo	42	40	0.6097735794855029	0.7501704479517235	1.7629090498188884	0.2447889750849823	0.17196791901751005	0.04154923469497268	8	0.8914054856097902	1.419056346320838	0.5959375503102866	-0.8258105499879794	7	0.19111809919341854	0.4507025762608106	-0.10896923150700843	-0.07374849609367091	7	0.8651615022229598	0.38688631366726933	0.48208022159778274	0.22169236128823394	6	0.37175694039300544	0.841536593775563	-0.24775788968068743	0.841536593775563	11	0.3916278068532664	1.0992126546815557	-0.11976414882859518	0.309181533293218
arithmetic_easy	dr_grpo	123	40	0.7092592557864345	0.7105626723715742	1.3028208258593779	0.2817127854602175	0.22855113373901903	0.04357992361959078	8	0.5736126241736984	0.9777764412762335	0.43185048155122796	0.15884760847100615	6	0.49959528722781144	0.4682458372943379	-0.26128000869732426	-0.0036451364340760184	9	0.8923081567661122	0.32369103605443766	-0.06065669775226851	-0.12046986815115142	8	0.575256508964811	1.3258259702279298	0.575256508964811	-0.28712495013167993	8	0.3950585224815125	0.49785569769470894	-0.18778839095430405	-0.06621042983779105
arithmetic_easy	dr_grpo	456	40	0.5964667675566496	0.7356602993711434	1.8259418323452707	0.2562928556139469	0.264129023243221	0.0478539476375488	8	0.6720672668465928	0.4227915740711069	0.6720672668465928	-0.08107885072244678	8	0.6496438045579003	0.7495982252922171	0.4327188902030206	-0.6706257343007881	7	1.0532080644013948	1.196560673090066	1.0532080644013948	-0.5518211903597596	4	0.07095360309234282	0.03984219517584417	0.07095360309234282	0.03984219517584417	12	0.2397426408767373	1.0969944948574546	0.2397426408767373	0.6759487308801635
arithmetic_easy	dr_grpo	789	40	0.6231322641129696	0.7562601364752436	1.7173067356363811	0.2382733259752347	0.21820589238821825	0.04599745931742306	8	1.0241051366266158	0.9783931112176494	-0.2529804439628819	-0.4648586995698205	7	0.6877709926952357	0.811761496678081	-0.49694379347854	0.27832732841243774	7	0.8431414422543497	0.7985818925482645	0.6829628794737066	-0.05886023404370133	4	0.1931950901118322	0.8077540506204899	-0.1931950901118322	-0.8077540506204899	13	0.6735921592773655	0.6848351736716256	-0.28304901793536713	-0.29402353382638224
arithmetic_easy	dr_grpo	1024	40	0.59134586707555	0.7269362047947995	1.855424841282381	0.27159863664838096	0.19098426130207385	0.027579937090465946	8	0.8389816214561745	0.5984928423991329	0.4671429347353062	-0.07852969931635959	8	0.9307845021036187	1.0676781669415618	-0.742436102107437	-0.15665637060413273	5	0.025445079809874937	0.7465837918966578	0.025445079809874937	-0.3728921622847938	18	0.1774855493146526	0.6103259389923101	0.050768800754771415	0.21691345230369907	0	0.0	0.0	0.0	0.0
