task	algo	seed	n	phi_L	phi_R	c_L	c_R	e_L_std	e_R_std	ccf_k=-3	ccf_k=-2	ccf_k=-1	ccf_k=+0	ccf_k=+1	ccf_k=+2	ccf_k=+3	fwd	bwd	fwd_signed	bwd_signed	ai	fb_ratio	F_lr	p_lr	r2_lr
arithmetic_easy	grpo	42	40	0.5899577891931955	0.6884443535759533	1.8621594499225145	0.3078775762464207	0.1774636138913217	0.033876756470398	0.18355869021016238	0.001549283662312525	-0.024131150600581693	-0.042406459175510565	0.10054454393650857	0.22646791398388413	-0.17044882240291453	0.4974612803233072	0.2092391244730566	0.15656363551747815	0.16097682327189322	-0.00589126594170517	2.37747735551897	0.14351116074081313	0.9338652162861221	0.13670839244951472
arithmetic_easy	grpo	123	40	0.5586084893291307	0.6721239907225997	2.0129890666826484	0.31867377208333375	0.2118972998418673	0.051978587617812655	-0.10799195625430978	0.17431437569224484	0.017743312557253442	-0.3075780591351598	0.08255794778323401	0.23489167327240104	0.038365461663169356	0.3558150827188044	0.30004964450380806	0.3558150827188044	0.08406573199518849	0.2820607041451265	1.1858540386115626	0.1607326555134041	0.922784668509294	0.15064223835584634
arithmetic_easy	grpo	456	40	0.6076268033771576	0.7186828060205799	1.7649353734969628	0.27763097426470645	0.24705920886829405	0.03464297908618493	-0.43111270438304344	0.3075959450018056	-0.20493293141083302	-0.07675000050625617	0.044063806089011365	0.05407144243482246	0.03470891218225927	0.1328441607060931	0.9436415807956821	0.1328441607060931	-0.32844969079207087	0.3999996138646832	0.14077819736819822	0.06613079167141842	0.9778484052839016	0.06800915056924017
arithmetic_easy	grpo	789	40	0.6519788517523363	0.7473144458762123	1.577319310087098	0.25007297499717945	0.1758870366966238	0.033496316383318694	0.04046950284069054	0.06549363158758031	-0.37766510265357106	-0.029980807980594888	0.22000589673246135	0.11862175479182568	-0.0920033975637128	0.4306310490879998	0.4836282370818419	0.24662425396057425	-0.27170196822530024	0.5489347734722378	0.890417506815522	0.08743159631111139	0.9669564710948669	0.08798753709003726
arithmetic_easy	grpo	1024	40	0.6936986714583168	0.6916015070233059	1.394405426285428	0.30390446218507844	0.20082753367978765	0.034564916954860234	-0.2124143354216102	0.23219076652850526	-0.3540333628023385	-0.042105265836544795	-0.18645493234341903	0.21443537583059533	0.10449541267501342	0.5053857208490278	0.798638464752454	0.1324758561621897	-0.33425693169544346	0.3467220684898006	0.6328091409993346	0.32957692855177306	0.8039787478397611	0.2666853431798851
arithmetic_easy	dr_grpo	42	40	0.6097735794855029	0.7501704479517235	1.7629090498188884	0.2447889750849823	0.17196791901751005	0.04154923469497268	-0.17199797073112694	-0.1350690968872456	0.07466810240707178	0.2716781842408734	-0.1745653937268816	0.34465341351350715	-0.11543683975939699	0.6346556469997857	0.3817351700254443	0.05465118002722856	-0.23239896521130077	0.222853080818166	1.6625548202893727	0.28015003379883496	0.8397694184465635	0.236134546373704
arithmetic_easy	dr_grpo	123	40	0.7092592557864345	0.7105626723715742	1.3028208258593779	0.2817127854602175	0.22855113373901903	0.04357992361959078	-0.1290805940820291	0.07899849675438902	0.2674324192269702	-0.3914045158033104	-0.05933917661707273	0.1985852527616468	0.10330105248326313	0.36122548186198267	0.4755115100633883	0.2425471286278372	0.21735032189933012	0.02051620808346908	0.7596566522939251	0.050328821567577585	0.9850844557786476	0.05261335546306789
arithmetic_easy	dr_grpo	456	40	0.5964667675566496	0.7356602993711434	1.8259418323452707	0.2562928556139469	0.264129023243221	0.0478539476375488	-0.33878440956381195	0.24261925325092712	-0.010857910070257543	-0.23301197064075974	0.009878572825557706	0.0754734563563223	0.08006713784798139	0.1654191670298614	0.5922615728849966	0.1654191670298614	-0.10702306638314238	0.2750017543383437	0.2793008606384496	0.0227311482817001	0.995359494746031	0.024468901574316138
arithmetic_easy	dr_grpo	789	40	0.6231322641129696	0.7562601364752436	1.7173067356363811	0.2382733259752347	0.21820589238821825	0.04599745931742306	-0.2936872241032643	0.1591399500384115	-0.26541441734059446	0.3488721970664305	-0.3817995619936317	0.21583131903128372	-0.1743580497242825	0.7719889307491978	0.7182415914822703	-0.3403262926866305	-0.39996169140544724	0.03242635557712803	1.074831839181029	0.14887935892249116	0.9304482620291634	0.14110057469591053
arithmetic_easy	dr_grpo	1024	40	0.59134586707555	0.7269362047947995	1.855424841282381	0.27159863664838096	0.19098426130207385	0.027579937090465946	0.14794028264030223	-0.1357664763724884	0.007248891670840568	-0.16273492710300175	0.28014189388282223	0.0970035008271542	-0.3109945055390567	0.6881399002490332	0.2909556506836312	0.06615088917091971	0.019422697938654403	0.0409239305931416	2.3651023743040405	0.24546220754605777	0.8646138832889376	0.21312807656095067
