task	algo	n_seeds	L_slope_mean	L_slope_lo	L_slope_hi	R_slope_mean	R_slope_lo	R_slope_hi	rho_L_ZVF_mean	rho_L_ZVF_lo	rho_L_ZVF_hi	rho_L_R_mean	rho_L_R_lo	rho_L_R_hi	rho_Lres_ZVF_mean	rho_Lres_ZVF_lo	rho_Lres_ZVF_hi
gsm8k_cot	grpo	3	-0.48066138301816835	-0.8815976084538376	-0.1310171023359288	0.0008191972562106046	-0.0007056451612903225	0.0023428809788654066	0.2862169266160653	0.2306649959967875	0.34837178956054843	-0.5013447899951505	-0.756324176088382	-0.24068552222349435	0.21591973953147992	0.1055405762764521	0.3197699447979298
gsm8k_cot	dr_grpo	3	-0.2163515016685206	-0.31806868743047834	-0.054157397107897666	0.0005063496477567666	-0.00012166295884315916	0.0013382925472747496	0.18746942919667797	0.14804361939030605	0.22512077505916347	-0.6180869425327321	-0.7410498869221173	-0.5053568780922695	0.20331626754274754	0.10610556621936795	0.27456638550246504
arithmetic_easy	grpo	5	-0.029672109521575986	-0.032909240150093805	-0.02700765126641651	0.008657363977485929	0.008491733114446528	0.00884893878986867	-0.4494010050186591	-0.5844690119054967	-0.32440208053951347	-0.41912601523897414	-0.544385521662513	-0.3014197669779656	0.06356585692329234	-0.04857580666340975	0.16960918122567095
arithmetic_easy	dr_grpo	5	-0.02644670497185741	-0.028401255423311445	-0.024488010084427768	0.009771341463414634	0.009507358114446529	0.009934333958724204	-0.2913476258811324	-0.4435504892459308	-0.13914476251633387	-0.2928236232910937	-0.43794080732588475	-0.1477064392563026	0.13809276471353737	0.0865090506402185	0.18868981366854934
