task	hypothesis	obs_rho	abs_obs	p_perm	null_mean	null_std	null_q025	null_q500	null_q975	n	B	spearman_p_param	point_rho
arithmetic_easy	H1_sever_vs_bwd_GR	0.4992481203007519	0.4992481203007519	0.02621947561048779	-0.0009637894736842105	0.22858384424903558	-0.4451127819548871	-0.0015037593984962405	0.4421052631578947	20	50000	0.02502186460901794	0.4992481203007519
gsm8k_cot	H1_sever_vs_bwd_GR	0.5594405594405596	0.5594405594405596	0.0622787544249115	0.0006671328671328672	0.3007336245526495	-0.5804195804195805	0.0	0.5804195804195805	12	50000	0.05858947538856764	0.5594405594405596
arithmetic_easy	H2_sever_vs_fwd_GR	0.0	0.0	1.0	0.000966766917293233	0.22858419799901833	-0.4421052631578947	0.0015037593984962405	0.44360902255639095	20	50000	1.0	0.0
gsm8k_cot	H2_sever_vs_fwd_GR	-0.37762237762237766	0.37762237762237766	0.23423531529369412	-0.00018601398601398586	0.30406499337091164	-0.5804195804195805	0.0	0.5874125874125874	12	50000	0.22620604493502647	-0.37762237762237766
