task	side	vals_gr_q0	vals_gr_q_last	vals_dr_q0	vals_dr_q_last	delta_q0	delta_q_last	spearman_rho_delta_vs_window	spearman_p_delta_vs_window	spearman_rho_grpo	spearman_p_grpo	spearman_rho_drgrpo	spearman_p_drgrpo
arithmetic_easy	bwd	0.87351592154819	0.6835119395603353	0.8185873410427821	0.8615122357361849	-0.05492858050540794	0.17800029617584956	0.7999999999999999	0.2000000000000001	-0.7999999999999999	0.2000000000000001	0.7999999999999999	0.2000000000000001
arithmetic_easy	fwd	0.8180922071564805	0.7937555133949787	0.7505492172214272	0.5739170288684605	-0.06754298993505325	-0.21983848452651822	0.0	1.0	-0.6000000000000001	0.4	-0.7999999999999999	0.2000000000000001
arithmetic_easy	bwd_signed	-0.025330888451026445	-0.14378808691157313	-0.09993377570328701	0.12322900014088445	-0.07460288725226057	0.2670170870524576	0.7999999999999999	0.2000000000000001	-0.7999999999999999	0.2000000000000001	0.39999999999999997	0.6
arithmetic_easy	fwd_signed	0.3346611430230646	0.42919070030551437	0.17016666475860737	-0.043447428295074524	-0.16449447826445723	-0.4726381286005889	-0.7999999999999999	0.2000000000000001	0.19999999999999998	0.8	-0.7999999999999999	0.2000000000000001
gsm8k_cot	bwd	1.0694950620645702	1.2221510972480873	1.0989185922029747	0.7783705603714092	0.029423530138404486	-0.4437805368766782	-0.7999999999999999	0.2000000000000001	0.19999999999999998	0.8	-0.19999999999999998	0.8
gsm8k_cot	fwd	0.7860480837996521	0.7298278180555734	0.7562860432136623	0.8312047704333224	-0.029762040585989746	0.10137695237774902	0.7999999999999999	0.2000000000000001	-0.19999999999999998	0.8	0.39999999999999997	0.6
gsm8k_cot	bwd_signed	0.05165328321033787	0.6181785382752819	0.09035882841283804	0.5159261513263528	0.03870554520250017	-0.10225238694892913	0.0	1.0	0.0	1.0	0.7999999999999999	0.2000000000000001
gsm8k_cot	fwd_signed	0.0520336145883539	0.19809650357317823	-0.19884236153298915	0.09059958967668082	-0.25087597612134305	-0.10749691389649742	0.0	1.0	0.6000000000000001	0.4	0.7999999999999999	0.2000000000000001
