task	algo	n_seeds	ai_mean	ai_std	fb_mean	fwd_mean	bwd_mean	F_lr_mean	p_lt_05
arithmetic_easy	grpo	5	0.31436517880602854	0.18276262692644116	1.0454672478627176	0.3844274587370465	0.5470394103213685	0.15747662655770403	0
arithmetic_easy	dr_grpo	5	0.11834426588204967	0.10808310285038937	1.2282893093413634	0.5242858253779722	0.49174109902794616	0.1495103140233323	0
gsm8k_cot	grpo	3	-0.025827844385465804	0.14408111490843373	0.6165003152763517	0.2576299903312199	0.5071284325864885	0.06099315181996536	0
gsm8k_cot	dr_grpo	3	-0.11855192709124666	0.4034273383407099	1.0348460875682715	0.39462151513528787	0.38811659620001865	0.323554428061958	0
