task	algo	seed	n	q0_size	q0_bwd	q0_fwd	q0_bwd_signed	q0_fwd_signed	q1_size	q1_bwd	q1_fwd	q1_bwd_signed	q1_fwd_signed	q2_size	q2_bwd	q2_fwd	q2_bwd_signed	q2_fwd_signed	q3_size	q3_bwd	q3_fwd	q3_bwd_signed	q3_fwd_signed	q4_size	q4_bwd	q4_fwd	q4_bwd_signed	q4_fwd_signed
arithmetic_easy	grpo	42	40	8	0.5123594666834514	0.8700524509536504	0.5123594666834514	-0.23685937046921646	6	1.2481693040148483	1.382249177591933	-0.3168934141130314	0.3125884629496176	8	1.1514912762946117	0.6447550500296381	-0.28998269890820394	-0.20701853459080302	8	0.4333457603956601	0.45365244250864073	-0.11786569459358595	-0.06488277017559631	9	1.028781069512312	0.8057882886712386	0.10831047551887618	0.2924467723300357
arithmetic_easy	grpo	123	40	7	0.8204904634099861	0.5262977808271404	0.6238535403093777	-0.3308856503691781	8	1.0589091080464594	0.45753497066450655	0.3322768175426169	-0.05565010383864297	8	0.862479515136511	1.1217086483194145	0.7341616686981771	-1.1217086483194145	8	0.47967937789137305	0.823347578320959	0.09636283246113755	0.5613950429307715	8	0.4929502457749399	1.9241709628223862	0.0723292517920095	0.6278725720411822
arithmetic_easy	grpo	456	40	8	0.7136293027273676	1.0719128094581256	0.37520022739166936	0.43370639480978174	5	0.5533488448821228	0.5589784109139431	-0.5533488448821228	-0.027493515824316084	8	0.6679339312271888	0.715133458611783	-0.11549025459446155	0.06414030746810462	10	1.2174421001717017	0.4030499517412144	-0.2595792806538623	-0.1670801443680464	8	0.8071716487453506	0.3765732451322683	0.8071716487453506	0.15528146250053365
arithmetic_easy	grpo	789	40	6	0.7205491215610594	0.9662607210007286	-0.21940091819988383	-0.2490654829837453	6	1.307798093295098	1.0972035026334195	0.9565362972790701	0.1350441697103291	11	0.9219959567391502	0.6677229084241699	-0.28873503000140904	0.45626433282370493	8	0.6822770035818755	0.6081442254616969	0.25405785638648604	0.3457148993651694	8	0.9888294866618159	0.8028036630405353	0.2510905412900561	0.08489554018166273
arithmetic_easy	grpo	1024	40	8	0.7400699929395719	0.46092520047585317	-0.015700202305770405	-0.46092520047585317	8	0.408287953818135	1.3504576707229572	-0.408287953818135	0.6871638332991381	7	0.6680596355602273	0.7277471984227489	-0.06260567126875016	0.5597003966228188	8	0.5899150545329217	1.243648744759187	-0.3327985844440592	1.0047192569508885	8	1.1205350835532046	0.8498185707374586	-0.36138918240668144	0.3138157308315912
arithmetic_easy	dr_grpo	42	40	8	0.5726560149791913	1.020599511235925	-0.09213673411014325	-0.8586607376736424	7	0.6924829662387526	0.6491893262573591	-0.6924829662387526	-0.021373540044995643	8	1.433497864669259	0.37052011431871396	-0.5502828189856388	0.21456693286171763	8	0.19612043077930402	0.8156705665963135	0.19612043077930402	-0.8156705665963135	8	1.0798397970229938	0.8932790872771176	0.9670099993623362	-0.7222641729677233
arithmetic_easy	dr_grpo	123	40	7	0.8929503345911504	1.4650997760452276	0.0022788565604063837	-0.02350895147019512	9	1.067964880475422	0.7061582831281712	0.3443030186895321	-0.3651625982489753	7	1.363319284198349	0.6305637368477159	-1.363319284198349	0.6305637368477159	6	0.32049313625019815	0.5260924644090734	0.08674172817546422	0.3187940371282278	10	0.30988781159511763	0.7474908038572164	0.03836916051634441	-0.7474908038572164
arithmetic_easy	dr_grpo	456	40	8	1.2511761056377821	0.6997156127652714	-0.0275260595224589	0.4102407084797252	8	0.6618798173533391	0.5600659928129916	-0.37747346999999537	-0.0027001645185612544	6	0.8715937935070336	0.3747137589730444	0.06510652409749455	-0.23527446712440955	9	0.8475106427063002	0.55264497058467	-0.3251772397263734	-0.07424112422648396	8	0.9431594327353735	0.11904734209049316	0.9431594327353735	0.022126966671796852
arithmetic_easy	dr_grpo	789	40	6	0.040081899129068996	0.133066161927493	-0.01304646740388626	-0.0996677218597228	10	0.30380279034253715	0.6751210283443242	-0.06668841857923886	-0.43615565881640916	7	0.5862962218211898	1.6979211401033845	0.2515435356738131	-0.1821037564068958	7	0.6625798785608719	0.7000524332070737	0.32180563127038625	-0.28370254501518455	9	1.116018454527318	0.6024516838848476	-0.5785685185216126	0.030372130470881067
arithmetic_easy	dr_grpo	1024	40	8	0.4293895177843755	0.460121888952284	0.3844614114066175	-0.4232487719720254	8	0.7793287455751937	0.6775906079266809	0.7793287455751937	0.17008510034925955	7	0.8176501517006523	0.13927531021627096	0.2505576475644182	-0.13927531021627096	8	0.3771688837719386	1.106188627720654	0.15695463548455024	0.1175151541258298	8	0.9137476241787297	0.9781993626113492	0.19904127906093194	0.3279208987016092
