method	step	k_p	p_hat	is_boundary	tau_fired	static_G_N	restored_static	eff_static	optimal_G_N	restored_optimal	eff_optimal	savings_rollouts	savings_frac	prompt_idx
grpo	35	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
grpo	36	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
grpo	36	5	0.625	0	0.7	16	0.023131876420841024	0.023131876420841024	12	0.02011368327657692	0.04022736655315384	4	0.25	3
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
grpo	36	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	11
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
grpo	36	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	13
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
grpo	36	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
grpo	37	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
grpo	37	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
grpo	37	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
grpo	37	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
grpo	37	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
grpo	37	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
grpo	37	6	0.75	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	6
grpo	37	4	0.5	0	0.7	16	0.007781982421875	0.007781982421875	12	0.00732421875	0.0146484375	4	0.25	7
grpo	37	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
grpo	37	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
grpo	37	2	0.25	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	10
grpo	37	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
grpo	37	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
grpo	37	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
grpo	37	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
grpo	37	1	0.125	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	15
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
grpo	39	3	0.375	0	0.7	16	0.023131876420841024	0.023131876420841024	12	0.02011368327657692	0.04022736655315384	4	0.25	2
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
grpo	39	1	0.125	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	4
grpo	39	6	0.75	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	5
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
grpo	39	5	0.625	0	0.7	16	0.023131876420841024	0.023131876420841024	12	0.02011368327657692	0.04022736655315384	4	0.25	8
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
grpo	39	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
grpo	39	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	2	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	4
aero	2	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	5
aero	2	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	2	1	0.125	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	9
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
aero	2	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	4	6	0.75	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	1
aero	4	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	4	4	0.5	0	0.7	16	0.007781982421875	0.007781982421875	12	0.00732421875	0.0146484375	4	0.25	3
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	4	4	0.5	0	0.7	16	0.007781982421875	0.007781982421875	12	0.00732421875	0.0146484375	4	0.25	13
aero	4	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
aero	4	4	0.5	0	0.7	16	0.007781982421875	0.007781982421875	12	0.00732421875	0.0146484375	4	0.25	15
aero	6	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	6	5	0.625	0	0.7	16	0.023131876420841024	0.023131876420841024	12	0.02011368327657692	0.04022736655315384	4	0.25	1
aero	6	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	6	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	6	2	0.25	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	4
aero	6	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	6	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	6	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
aero	6	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	6	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	6	6	0.75	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	10
aero	6	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	6	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	6	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	6	2	0.25	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	14
aero	6	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	10	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	2
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	10	6	0.75	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	6
aero	10	2	0.25	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	7
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	10	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	10	6	0.75	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	14
aero	10	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	14	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	7
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	14	4	0.5	0	0.7	16	0.007781982421875	0.007781982421875	12	0.00732421875	0.0146484375	4	0.25	9
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	14	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	11
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	14	4	0.5	0	0.7	16	0.007781982421875	0.007781982421875	12	0.00732421875	0.0146484375	4	0.25	14
aero	14	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	15	3	0.375	0	0.7	16	0.023131876420841024	0.023131876420841024	12	0.02011368327657692	0.04022736655315384	4	0.25	1
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	15	1	0.125	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	4
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	15	5	0.625	0	0.7	16	0.023131876420841024	0.023131876420841024	12	0.02011368327657692	0.04022736655315384	4	0.25	6
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
aero	15	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	21	1	0.125	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	7
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	21	4	0.5	0	0.7	16	0.007781982421875	0.007781982421875	12	0.00732421875	0.0146484375	4	0.25	11
aero	21	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	12
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
aero	21	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	23	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	0
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	23	6	0.75	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	3
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	23	2	0.25	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	6
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	23	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
aero	23	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	24	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	0
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	24	1	0.125	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	4
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	24	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	9
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
aero	24	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	26	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	26	6	0.75	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	4
aero	26	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	26	3	0.375	0	0.7	16	0.023131876420841024	0.023131876420841024	12	0.02011368327657692	0.04022736655315384	4	0.25	7
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
aero	26	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	27	5	0.625	0	0.7	16	0.023131876420841024	0.023131876420841024	12	0.02011368327657692	0.04022736655315384	4	0.25	14
aero	27	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	28	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	12
aero	28	1	0.125	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	13
aero	28	4	0.5	0	0.7	16	0.007781982421875	0.007781982421875	12	0.00732421875	0.0146484375	4	0.25	14
aero	28	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	29	2	0.25	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	4
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	29	6	0.75	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	9
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
aero	29	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	15
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	6
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	7
aero	30	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	8
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	30	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	10
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	11
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	12
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	13
aero	30	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	14
aero	30	2	0.25	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	15
aero	31	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	0
aero	31	0	0.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	1
aero	31	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	2
aero	31	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	3
aero	31	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	4
aero	31	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	5
aero	31	7	0.875	0	0.7	16	0.22554188838920908	0.22554188838920908	12	0.1421917373954784	0.2843834747909568	4	0.25	6
aero	31	6	0.75	0	0.7	16	0.09010557783767581	0.09010557783767581	12	0.06845176219940186	0.1369035243988037	4	0.25	7
aero	31	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	8
aero	31	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	9
aero	31	8	1.0	1	0.7	16	0.0	0.0	8	0.0	0.0	8	0.5	10
