controller	tau	seed	total_G	savings	fire_rate	headroom_bad	mean_zvf_at_fire
zvf_triage	0.5	179	232	-0.9333333333333333	0.9333333333333333	0	0.625
zvf_triage	0.5	316	224	-0.8666666666666667	0.8666666666666667	0	0.625
zvf_triage	0.5	42	200	-0.6666666666666666	0.6666666666666666	0	0.6
zvf_triage	0.5	453	232	-0.9333333333333333	0.9333333333333333	0	0.6517857142857143
zvf_triage	0.5	590	216	-0.8	0.8	0	0.6770833333333334
zvf_triage	0.55	179	200	-0.6666666666666666	0.6666666666666666	0	0.675
zvf_triage	0.55	316	192	-0.6	0.6	0	0.6805555555555556
zvf_triage	0.55	42	168	-0.4	0.4	0	0.6666666666666666
zvf_triage	0.55	453	200	-0.6666666666666666	0.6666666666666666	0	0.7125
zvf_triage	0.55	590	200	-0.6666666666666666	0.6666666666666666	0	0.7125
zvf_triage	0.6	179	200	-0.6666666666666666	0.6666666666666666	0	0.675
zvf_triage	0.6	316	192	-0.6	0.6	0	0.6805555555555556
zvf_triage	0.6	42	168	-0.4	0.4	0	0.6666666666666666
zvf_triage	0.6	453	200	-0.6666666666666666	0.6666666666666666	0	0.7125
zvf_triage	0.6	590	200	-0.6666666666666666	0.6666666666666666	0	0.7125
zvf_triage	0.65	179	152	-0.26666666666666666	0.26666666666666666	0	0.75
zvf_triage	0.65	316	152	-0.26666666666666666	0.26666666666666666	0	0.75
zvf_triage	0.65	42	136	-0.13333333333333333	0.13333333333333333	0	0.75
zvf_triage	0.65	453	168	-0.4	0.4	0	0.7708333333333334
zvf_triage	0.65	590	160	-0.3333333333333333	0.3333333333333333	0	0.8
zvf_triage	0.7	179	152	-0.26666666666666666	0.26666666666666666	0	0.75
zvf_triage	0.7	316	152	-0.26666666666666666	0.26666666666666666	0	0.75
zvf_triage	0.7	42	136	-0.13333333333333333	0.13333333333333333	0	0.75
zvf_triage	0.7	453	168	-0.4	0.4	0	0.7708333333333334
zvf_triage	0.7	590	160	-0.3333333333333333	0.3333333333333333	0	0.8
zvf_triage	0.75	179	152	-0.26666666666666666	0.26666666666666666	0	0.75
zvf_triage	0.75	316	152	-0.26666666666666666	0.26666666666666666	0	0.75
zvf_triage	0.75	42	136	-0.13333333333333333	0.13333333333333333	0	0.75
zvf_triage	0.75	453	168	-0.4	0.4	0	0.7708333333333334
zvf_triage	0.75	590	160	-0.3333333333333333	0.3333333333333333	0	0.8
zvf_triage	0.8	179	120	0.0	0.0	0	0.0
zvf_triage	0.8	316	120	0.0	0.0	0	0.0
zvf_triage	0.8	42	120	0.0	0.0	0	0.0
zvf_triage	0.8	453	128	-0.06666666666666667	0.06666666666666667	0	0.875
zvf_triage	0.8	590	136	-0.13333333333333333	0.13333333333333333	0	0.875
zvf_triage	0.85	179	120	0.0	0.0	0	0.0
zvf_triage	0.85	316	120	0.0	0.0	0	0.0
zvf_triage	0.85	42	120	0.0	0.0	0	0.0
zvf_triage	0.85	453	128	-0.06666666666666667	0.06666666666666667	0	0.875
zvf_triage	0.85	590	136	-0.13333333333333333	0.13333333333333333	0	0.875
zvf_triage	0.9	179	120	0.0	0.0	0	0.0
zvf_triage	0.9	316	120	0.0	0.0	0	0.0
zvf_triage	0.9	42	120	0.0	0.0	0	0.0
zvf_triage	0.9	453	120	0.0	0.0	0	0.0
zvf_triage	0.9	590	120	0.0	0.0	0	0.0
zvf_triage	0.95	179	120	0.0	0.0	0	0.0
zvf_triage	0.95	316	120	0.0	0.0	0	0.0
zvf_triage	0.95	42	120	0.0	0.0	0	0.0
zvf_triage	0.95	453	120	0.0	0.0	0	0.0
zvf_triage	0.95	590	120	0.0	0.0	0	0.0
dualformer_auto	0.5	179	64	0.4666666666666667	0.9333333333333333	0	0.625
dualformer_auto	0.5	316	68	0.43333333333333335	0.8666666666666667	0	0.625
dualformer_auto	0.5	42	80	0.3333333333333333	0.6666666666666666	0	0.6
dualformer_auto	0.5	453	64	0.4666666666666667	0.9333333333333333	0	0.6517857142857143
dualformer_auto	0.5	590	72	0.4	0.8	0	0.6770833333333334
dualformer_auto	0.55	179	80	0.3333333333333333	0.6666666666666666	0	0.675
dualformer_auto	0.55	316	84	0.3	0.6	0	0.6805555555555556
dualformer_auto	0.55	42	96	0.2	0.4	0	0.6666666666666666
dualformer_auto	0.55	453	80	0.3333333333333333	0.6666666666666666	0	0.7125
dualformer_auto	0.55	590	80	0.3333333333333333	0.6666666666666666	0	0.7125
dualformer_auto	0.6	179	80	0.3333333333333333	0.6666666666666666	0	0.675
dualformer_auto	0.6	316	84	0.3	0.6	0	0.6805555555555556
dualformer_auto	0.6	42	96	0.2	0.4	0	0.6666666666666666
dualformer_auto	0.6	453	80	0.3333333333333333	0.6666666666666666	0	0.7125
dualformer_auto	0.6	590	80	0.3333333333333333	0.6666666666666666	0	0.7125
dualformer_auto	0.65	179	104	0.13333333333333333	0.26666666666666666	0	0.75
dualformer_auto	0.65	316	104	0.13333333333333333	0.26666666666666666	0	0.75
dualformer_auto	0.65	42	112	0.06666666666666667	0.13333333333333333	0	0.75
dualformer_auto	0.65	453	96	0.2	0.4	0	0.7708333333333334
dualformer_auto	0.65	590	100	0.16666666666666666	0.3333333333333333	0	0.8
dualformer_auto	0.7	179	104	0.13333333333333333	0.26666666666666666	0	0.75
dualformer_auto	0.7	316	104	0.13333333333333333	0.26666666666666666	0	0.75
dualformer_auto	0.7	42	112	0.06666666666666667	0.13333333333333333	0	0.75
dualformer_auto	0.7	453	96	0.2	0.4	0	0.7708333333333334
dualformer_auto	0.7	590	100	0.16666666666666666	0.3333333333333333	0	0.8
dualformer_auto	0.75	179	104	0.13333333333333333	0.26666666666666666	0	0.75
dualformer_auto	0.75	316	104	0.13333333333333333	0.26666666666666666	0	0.75
dualformer_auto	0.75	42	112	0.06666666666666667	0.13333333333333333	0	0.75
dualformer_auto	0.75	453	96	0.2	0.4	0	0.7708333333333334
dualformer_auto	0.75	590	100	0.16666666666666666	0.3333333333333333	0	0.8
dualformer_auto	0.8	179	120	0.0	0.0	0	0.0
dualformer_auto	0.8	316	120	0.0	0.0	0	0.0
dualformer_auto	0.8	42	120	0.0	0.0	0	0.0
dualformer_auto	0.8	453	116	0.03333333333333333	0.06666666666666667	0	0.875
dualformer_auto	0.8	590	112	0.06666666666666667	0.13333333333333333	0	0.875
dualformer_auto	0.85	179	120	0.0	0.0	0	0.0
dualformer_auto	0.85	316	120	0.0	0.0	0	0.0
dualformer_auto	0.85	42	120	0.0	0.0	0	0.0
dualformer_auto	0.85	453	116	0.03333333333333333	0.06666666666666667	0	0.875
dualformer_auto	0.85	590	112	0.06666666666666667	0.13333333333333333	0	0.875
dualformer_auto	0.9	179	120	0.0	0.0	0	0.0
dualformer_auto	0.9	316	120	0.0	0.0	0	0.0
dualformer_auto	0.9	42	120	0.0	0.0	0	0.0
dualformer_auto	0.9	453	120	0.0	0.0	0	0.0
dualformer_auto	0.9	590	120	0.0	0.0	0	0.0
dualformer_auto	0.95	179	120	0.0	0.0	0	0.0
dualformer_auto	0.95	316	120	0.0	0.0	0	0.0
dualformer_auto	0.95	42	120	0.0	0.0	0	0.0
dualformer_auto	0.95	453	120	0.0	0.0	0	0.0
dualformer_auto	0.95	590	120	0.0	0.0	0	0.0
hybrid	0.5	179	112	0.06666666666666667	0.9333333333333333	0	0.625
hybrid	0.5	316	116	0.03333333333333333	0.8666666666666667	0	0.625
hybrid	0.5	42	128	-0.06666666666666667	0.6666666666666666	0	0.6
hybrid	0.5	453	112	0.06666666666666667	0.9333333333333333	0	0.6517857142857143
hybrid	0.5	590	96	0.2	0.8	0	0.6770833333333334
hybrid	0.55	179	152	-0.26666666666666666	0.6666666666666666	0	0.675
hybrid	0.55	316	144	-0.2	0.6	0	0.6805555555555556
hybrid	0.55	42	144	-0.2	0.4	0	0.6666666666666666
hybrid	0.55	453	128	-0.06666666666666667	0.6666666666666666	0	0.7125
hybrid	0.55	590	140	-0.16666666666666666	0.6666666666666666	0	0.7125
hybrid	0.6	179	152	-0.26666666666666666	0.6666666666666666	0	0.675
hybrid	0.6	316	144	-0.2	0.6	0	0.6805555555555556
hybrid	0.6	42	144	-0.2	0.4	0	0.6666666666666666
hybrid	0.6	453	128	-0.06666666666666667	0.6666666666666666	0	0.7125
hybrid	0.6	590	140	-0.16666666666666666	0.6666666666666666	0	0.7125
hybrid	0.65	179	104	0.13333333333333333	0.26666666666666666	0	0.75
hybrid	0.65	316	104	0.13333333333333333	0.26666666666666666	0	0.75
hybrid	0.65	42	112	0.06666666666666667	0.13333333333333333	0	0.75
hybrid	0.65	453	96	0.2	0.4	0	0.7708333333333334
hybrid	0.65	590	100	0.16666666666666666	0.3333333333333333	0	0.8
hybrid	0.7	179	152	-0.26666666666666666	0.26666666666666666	0	0.75
hybrid	0.7	316	152	-0.26666666666666666	0.26666666666666666	0	0.75
hybrid	0.7	42	136	-0.13333333333333333	0.13333333333333333	0	0.75
hybrid	0.7	453	156	-0.3	0.4	0	0.7708333333333334
hybrid	0.7	590	136	-0.13333333333333333	0.3333333333333333	0	0.8
hybrid	0.75	179	152	-0.26666666666666666	0.26666666666666666	0	0.75
hybrid	0.75	316	152	-0.26666666666666666	0.26666666666666666	0	0.75
hybrid	0.75	42	136	-0.13333333333333333	0.13333333333333333	0	0.75
hybrid	0.75	453	156	-0.3	0.4	0	0.7708333333333334
hybrid	0.75	590	136	-0.13333333333333333	0.3333333333333333	0	0.8
hybrid	0.8	179	120	0.0	0.0	0	0.0
hybrid	0.8	316	120	0.0	0.0	0	0.0
hybrid	0.8	42	120	0.0	0.0	0	0.0
hybrid	0.8	453	128	-0.06666666666666667	0.06666666666666667	0	0.875
hybrid	0.8	590	136	-0.13333333333333333	0.13333333333333333	0	0.875
hybrid	0.85	179	120	0.0	0.0	0	0.0
hybrid	0.85	316	120	0.0	0.0	0	0.0
hybrid	0.85	42	120	0.0	0.0	0	0.0
hybrid	0.85	453	128	-0.06666666666666667	0.06666666666666667	0	0.875
hybrid	0.85	590	136	-0.13333333333333333	0.13333333333333333	0	0.875
hybrid	0.9	179	120	0.0	0.0	0	0.0
hybrid	0.9	316	120	0.0	0.0	0	0.0
hybrid	0.9	42	120	0.0	0.0	0	0.0
hybrid	0.9	453	120	0.0	0.0	0	0.0
hybrid	0.9	590	120	0.0	0.0	0	0.0
hybrid	0.95	179	120	0.0	0.0	0	0.0
hybrid	0.95	316	120	0.0	0.0	0	0.0
hybrid	0.95	42	120	0.0	0.0	0	0.0
hybrid	0.95	453	120	0.0	0.0	0	0.0
hybrid	0.95	590	120	0.0	0.0	0	0.0
