cell_id	mutation_id	mutation_name	n_checks_failed	flipped_check_ids	caught
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	M8	per_step_zvf_path_break	1	C10	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	M1	cell_id_swap_hash	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	M2	model_family_swap	0		0
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	M3	task_slice_swap	1	C03	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	M4	G_swap	1	C04	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	M5	temperature_swap	1	C05	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	M6	seed_swap	1	C06	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	M7	heldout_split_swap	1	C07	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	M8	per_step_zvf_path_break	1	C10	1
