method	step	prompt_idx	k	p_hat	controller	G_prime	yield_base	yield_ctrl	delta_yield
grpo	27	12	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	12	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	13	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	13	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	13	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	13	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	13	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	13	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	13	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	13	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	13	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	14	4	0.5	C0_fixed	8	0.9922	0.9922	0.0
grpo	27	14	4	0.5	C1_zvf_triage	16	0.9922	1.0	0.0078
grpo	27	14	4	0.5	C2_dualformer	16	0.9922	1.0	0.0078
grpo	27	14	4	0.5	C3_hybrid	4	0.9922	0.875	-0.1172
grpo	27	14	4	0.5	C4_bayesian	16	0.9922	1.0	0.0078
grpo	27	14	4	0.5	C5_iso_g_0.50	2	0.9922	0.5	-0.4922
grpo	27	14	4	0.5	C5_iso_g_0.70	4	0.9922	0.875	-0.1172
grpo	27	14	4	0.5	C5_iso_g_0.90	6	0.9922	0.9688	-0.0234
grpo	27	14	4	0.5	C5_iso_g_0.95	6	0.9922	0.9688	-0.0234
grpo	27	15	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	15	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	15	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	15	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	15	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	15	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	15	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	15	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	15	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	0	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
grpo	28	0	7	0.875	C1_zvf_triage	16	0.6564	0.8819	0.2255
grpo	28	0	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
grpo	28	0	7	0.875	C3_hybrid	16	0.6564	0.8819	0.2255
grpo	28	0	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
grpo	28	0	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
grpo	28	0	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
grpo	28	0	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
grpo	28	0	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
grpo	28	1	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	1	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	1	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	1	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	1	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	1	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	1	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	1	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	1	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	2	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	2	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	2	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	2	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	2	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	2	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	2	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	2	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	2	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	3	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	3	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	3	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	3	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	3	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	3	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	3	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	3	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	3	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	4	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	4	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	4	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	4	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	4	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	4	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	4	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	4	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	4	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	5	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	5	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	5	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	5	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	5	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	5	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	5	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	5	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	5	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	6	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	6	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	6	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	6	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	6	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	6	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	6	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	6	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	6	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	7	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	7	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	7	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	7	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	7	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	7	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	7	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	7	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	7	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	8	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	8	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	8	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	8	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	8	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	8	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	8	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	8	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	8	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	9	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	9	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	9	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	9	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	9	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	9	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	9	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	9	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	9	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	10	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	10	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	10	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	10	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	10	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	10	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	10	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	10	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	10	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	11	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	11	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	11	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	11	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	11	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	11	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	11	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	11	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	11	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	12	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
grpo	28	12	7	0.875	C1_zvf_triage	16	0.6564	0.8819	0.2255
grpo	28	12	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
grpo	28	12	7	0.875	C3_hybrid	16	0.6564	0.8819	0.2255
grpo	28	12	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
grpo	28	12	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
grpo	28	12	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
grpo	28	12	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
grpo	28	12	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
grpo	28	13	0	0.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	13	0	0.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	13	0	0.0	C2_dualformer	16	0.0	0.0	0.0
grpo	28	13	0	0.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	13	0	0.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	13	0	0.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	13	0	0.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	13	0	0.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	13	0	0.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	28	14	5	0.625	C0_fixed	8	0.9763	0.9763	0.0
grpo	28	14	5	0.625	C1_zvf_triage	16	0.9763	0.9995	0.0231
grpo	28	14	5	0.625	C2_dualformer	16	0.9763	0.9995	0.0231
grpo	28	14	5	0.625	C3_hybrid	16	0.9763	0.9995	0.0231
grpo	28	14	5	0.625	C4_bayesian	16	0.9763	0.9995	0.0231
grpo	28	14	5	0.625	C5_iso_g_0.50	4	0.9763	0.8276	-0.1487
grpo	28	14	5	0.625	C5_iso_g_0.70	4	0.9763	0.8276	-0.1487
grpo	28	14	5	0.625	C5_iso_g_0.90	6	0.9763	0.9376	-0.0387
grpo	28	14	5	0.625	C5_iso_g_0.95	8	0.9763	0.9763	0.0
grpo	28	15	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	28	15	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	28	15	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	28	15	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	28	15	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	28	15	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	28	15	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	28	15	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	28	15	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	0	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	0	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	0	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	0	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	0	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	0	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	0	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	0	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	0	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	1	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	1	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	1	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	1	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	1	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	1	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	1	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	1	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	1	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	2	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	2	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	2	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	2	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	2	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	2	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	2	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	2	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	2	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	3	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	3	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	3	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	3	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	3	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	3	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	3	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	3	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	3	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	4	4	0.5	C0_fixed	8	0.9922	0.9922	0.0
grpo	29	4	4	0.5	C1_zvf_triage	16	0.9922	1.0	0.0078
grpo	29	4	4	0.5	C2_dualformer	16	0.9922	1.0	0.0078
grpo	29	4	4	0.5	C3_hybrid	16	0.9922	1.0	0.0078
grpo	29	4	4	0.5	C4_bayesian	16	0.9922	1.0	0.0078
grpo	29	4	4	0.5	C5_iso_g_0.50	2	0.9922	0.5	-0.4922
grpo	29	4	4	0.5	C5_iso_g_0.70	4	0.9922	0.875	-0.1172
grpo	29	4	4	0.5	C5_iso_g_0.90	6	0.9922	0.9688	-0.0234
grpo	29	4	4	0.5	C5_iso_g_0.95	6	0.9922	0.9688	-0.0234
grpo	29	5	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	5	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	5	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	5	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	5	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	5	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	5	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	5	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	5	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	6	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	6	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	6	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	6	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	6	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	6	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	6	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	6	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	6	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	7	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	7	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	7	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	7	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	7	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	7	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	7	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	7	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	7	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	8	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	8	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	8	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	8	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	8	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	8	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	8	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	8	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	8	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	9	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
grpo	29	9	7	0.875	C1_zvf_triage	16	0.6564	0.8819	0.2255
grpo	29	9	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
grpo	29	9	7	0.875	C3_hybrid	16	0.6564	0.8819	0.2255
grpo	29	9	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
grpo	29	9	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
grpo	29	9	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
grpo	29	9	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
grpo	29	9	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
grpo	29	10	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	10	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	10	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	10	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	10	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	10	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	10	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	10	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	10	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	11	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	11	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	11	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	11	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	11	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	11	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	11	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	11	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	11	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	12	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	12	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	12	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	12	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	12	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	12	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	12	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	12	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	12	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	13	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
grpo	29	13	7	0.875	C1_zvf_triage	16	0.6564	0.8819	0.2255
grpo	29	13	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
grpo	29	13	7	0.875	C3_hybrid	16	0.6564	0.8819	0.2255
grpo	29	13	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
grpo	29	13	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
grpo	29	13	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
grpo	29	13	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
grpo	29	13	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
grpo	29	14	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	14	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	14	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	14	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	14	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	14	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	14	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	14	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	14	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	29	15	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	29	15	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	29	15	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	29	15	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	29	15	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	29	15	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	29	15	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	29	15	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	29	15	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	30	0	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	30	0	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	30	0	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	30	0	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	30	0	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	30	0	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	30	0	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	30	0	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	30	0	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	30	1	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	30	1	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	30	1	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	30	1	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	30	1	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	30	1	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	30	1	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	30	1	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	30	1	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	30	2	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	30	2	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	30	2	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	30	2	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	30	2	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	30	2	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	30	2	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	30	2	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	30	2	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	30	3	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	30	3	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	30	3	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	30	3	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	30	3	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	30	3	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	30	3	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	30	3	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	30	3	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	30	4	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	30	4	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	30	4	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	30	4	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	30	4	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	30	4	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	30	4	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	30	4	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	30	4	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	30	5	8	1.0	C0_fixed	8	0.0	0.0	0.0
