method	step	prompt_idx	k	p_hat	controller	G_prime	yield_base	yield_ctrl	delta_yield
grpo	25	4	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	25	4	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	25	4	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	25	4	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	25	5	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	25	5	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
grpo	25	5	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	25	5	8	1.0	C3_hybrid	8	0.0	0.0	0.0
grpo	25	5	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	25	5	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	25	5	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	25	5	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	25	5	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	25	6	2	0.25	C0_fixed	8	0.8999	0.8999	0.0
grpo	25	6	2	0.25	C1_zvf_triage	8	0.8999	0.8999	0.0
grpo	25	6	2	0.25	C2_dualformer	16	0.8999	0.99	0.0901
grpo	25	6	2	0.25	C3_hybrid	8	0.8999	0.8999	0.0
grpo	25	6	2	0.25	C4_bayesian	16	0.8999	0.99	0.0901
grpo	25	6	2	0.25	C5_iso_g_0.50	4	0.8999	0.6797	-0.2202
grpo	25	6	2	0.25	C5_iso_g_0.70	6	0.8999	0.8218	-0.0781
grpo	25	6	2	0.25	C5_iso_g_0.90	10	0.8999	0.9437	0.0438
grpo	25	6	2	0.25	C5_iso_g_0.95	12	0.8999	0.9683	0.0685
grpo	25	7	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	25	7	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
grpo	25	7	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	25	7	8	1.0	C3_hybrid	8	0.0	0.0	0.0
grpo	25	7	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	25	7	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	25	7	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	25	7	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	25	7	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	25	8	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	25	8	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
grpo	25	8	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	25	8	8	1.0	C3_hybrid	8	0.0	0.0	0.0
grpo	25	8	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	25	8	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	25	8	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	25	8	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	25	8	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	25	9	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	25	9	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
grpo	25	9	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	25	9	8	1.0	C3_hybrid	8	0.0	0.0	0.0
grpo	25	9	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	25	9	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	25	9	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	25	9	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	25	9	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	25	10	5	0.625	C0_fixed	8	0.9763	0.9763	0.0
grpo	25	10	5	0.625	C1_zvf_triage	8	0.9763	0.9763	0.0
grpo	25	10	5	0.625	C2_dualformer	16	0.9763	0.9995	0.0231
grpo	25	10	5	0.625	C3_hybrid	8	0.9763	0.9763	0.0
grpo	25	10	5	0.625	C4_bayesian	16	0.9763	0.9995	0.0231
grpo	25	10	5	0.625	C5_iso_g_0.50	4	0.9763	0.8276	-0.1487
grpo	25	10	5	0.625	C5_iso_g_0.70	4	0.9763	0.8276	-0.1487
grpo	25	10	5	0.625	C5_iso_g_0.90	6	0.9763	0.9376	-0.0387
grpo	25	10	5	0.625	C5_iso_g_0.95	8	0.9763	0.9763	0.0
grpo	25	11	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	25	11	8	1.0	C1_zvf_triage	8	0.0	0.0	0.0
grpo	25	11	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	25	11	8	1.0	C3_hybrid	8	0.0	0.0	0.0
grpo	25	11	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	25	11	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	25	11	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	25	11	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	25	11	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	25	12	1	0.125	C0_fixed	8	0.6564	0.6564	0.0
grpo	25	12	1	0.125	C1_zvf_triage	8	0.6564	0.6564	0.0
grpo	25	12	1	0.125	C2_dualformer	16	0.6564	0.8819	0.2255
grpo	25	12	1	0.125	C3_hybrid	8	0.6564	0.6564	0.0
grpo	25	12	1	0.125	C4_bayesian	16	0.6564	0.8819	0.2255
grpo	25	12	1	0.125	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
grpo	25	12	1	0.125	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
grpo	25	12	1	0.125	C5_iso_g_0.90	24	0.6564	0.9594	0.303
grpo	25	12	1	0.125	C5_iso_g_0.95	24	0.6564	0.9594	0.303
grpo	25	13	3	0.375	C0_fixed	8	0.9763	0.9763	0.0
grpo	25	13	3	0.375	C1_zvf_triage	8	0.9763	0.9763	0.0
grpo	25	13	3	0.375	C2_dualformer	16	0.9763	0.9995	0.0231
grpo	25	13	3	0.375	C3_hybrid	8	0.9763	0.9763	0.0
grpo	25	13	3	0.375	C4_bayesian	16	0.9763	0.9995	0.0231
grpo	25	13	3	0.375	C5_iso_g_0.50	4	0.9763	0.8276	-0.1487
grpo	25	13	3	0.375	C5_iso_g_0.70	4	0.9763	0.8276	-0.1487
grpo	25	13	3	0.375	C5_iso_g_0.90	6	0.9763	0.9376	-0.0387
grpo	25	13	3	0.375	C5_iso_g_0.95	8	0.9763	0.9763	0.0
grpo	25	14	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
grpo	25	14	7	0.875	C1_zvf_triage	8	0.6564	0.6564	0.0
grpo	25	14	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
grpo	25	14	7	0.875	C3_hybrid	8	0.6564	0.6564	0.0
grpo	25	14	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
grpo	25	14	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
grpo	25	14	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
grpo	25	14	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
grpo	25	14	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
grpo	25	15	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
grpo	25	15	7	0.875	C1_zvf_triage	8	0.6564	0.6564	0.0
grpo	25	15	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
grpo	25	15	7	0.875	C3_hybrid	8	0.6564	0.6564	0.0
grpo	25	15	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
grpo	25	15	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
grpo	25	15	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
grpo	25	15	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
grpo	25	15	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
grpo	26	0	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	0	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	0	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	0	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	0	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	0	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	0	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	0	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	0	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	1	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	1	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	1	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	1	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	1	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	1	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	1	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	1	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	1	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	2	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	2	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	2	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	2	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	2	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	2	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	2	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	2	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	2	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	3	0	0.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	3	0	0.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	3	0	0.0	C2_dualformer	16	0.0	0.0	0.0
grpo	26	3	0	0.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	3	0	0.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	3	0	0.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	3	0	0.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	3	0	0.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	3	0	0.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	4	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
grpo	26	4	7	0.875	C1_zvf_triage	16	0.6564	0.8819	0.2255
grpo	26	4	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
grpo	26	4	7	0.875	C3_hybrid	16	0.6564	0.8819	0.2255
grpo	26	4	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
grpo	26	4	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
grpo	26	4	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
grpo	26	4	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
grpo	26	4	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
grpo	26	5	2	0.25	C0_fixed	8	0.8999	0.8999	0.0
grpo	26	5	2	0.25	C1_zvf_triage	16	0.8999	0.99	0.0901
grpo	26	5	2	0.25	C2_dualformer	16	0.8999	0.99	0.0901
grpo	26	5	2	0.25	C3_hybrid	16	0.8999	0.99	0.0901
grpo	26	5	2	0.25	C4_bayesian	16	0.8999	0.99	0.0901
grpo	26	5	2	0.25	C5_iso_g_0.50	4	0.8999	0.6797	-0.2202
grpo	26	5	2	0.25	C5_iso_g_0.70	6	0.8999	0.8218	-0.0781
grpo	26	5	2	0.25	C5_iso_g_0.90	10	0.8999	0.9437	0.0438
grpo	26	5	2	0.25	C5_iso_g_0.95	12	0.8999	0.9683	0.0685
grpo	26	6	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	6	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	6	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	6	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	6	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	6	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	6	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	6	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	6	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	7	7	0.875	C0_fixed	8	0.6564	0.6564	0.0
grpo	26	7	7	0.875	C1_zvf_triage	16	0.6564	0.8819	0.2255
grpo	26	7	7	0.875	C2_dualformer	4	0.6564	0.4136	-0.2428
grpo	26	7	7	0.875	C3_hybrid	16	0.6564	0.8819	0.2255
grpo	26	7	7	0.875	C4_bayesian	16	0.6564	0.8819	0.2255
grpo	26	7	7	0.875	C5_iso_g_0.50	6	0.6564	0.5512	-0.1052
grpo	26	7	7	0.875	C5_iso_g_0.70	10	0.6564	0.7369	0.0805
grpo	26	7	7	0.875	C5_iso_g_0.90	24	0.6564	0.9594	0.303
grpo	26	7	7	0.875	C5_iso_g_0.95	24	0.6564	0.9594	0.303
grpo	26	8	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	8	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	8	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	8	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	8	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	8	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	8	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	8	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	8	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	9	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	9	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	9	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	9	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	9	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	9	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	9	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	9	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	9	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	10	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	10	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	10	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	10	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	10	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	10	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	10	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	10	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	10	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	11	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	11	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	11	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	11	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	11	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	11	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	11	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	11	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	11	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	12	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	12	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	12	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	12	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	12	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	12	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	12	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	12	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	12	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	13	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	13	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	13	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	13	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	13	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	13	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	13	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	13	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	13	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	14	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	14	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	14	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	14	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	14	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	14	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	14	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	14	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	14	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	26	15	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	26	15	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	26	15	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	26	15	8	1.0	C3_hybrid	16	0.0	0.0	0.0
grpo	26	15	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	26	15	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	26	15	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	26	15	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	26	15	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	0	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	0	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	0	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	0	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	0	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	0	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	0	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	0	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	0	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	1	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	1	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	1	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	1	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	1	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	1	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	1	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	1	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	1	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	2	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	2	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	2	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	2	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	2	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	2	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	2	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	2	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	2	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	3	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	3	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	3	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	3	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	3	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	3	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	3	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	3	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	3	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	4	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	4	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	4	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	4	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	4	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	4	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	4	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	4	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	4	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	5	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	5	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	5	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	5	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	5	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	5	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	5	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	5	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	5	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	6	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	6	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	6	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	6	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	6	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	6	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	6	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	6	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	6	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	7	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	7	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	7	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	7	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	7	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	7	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	7	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	7	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	7	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	8	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	8	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	8	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	8	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	8	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	8	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	8	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	8	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	8	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	9	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	9	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	9	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	9	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	9	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	9	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	9	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	9	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	9	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	10	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	10	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	10	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	10	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	10	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	10	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	10	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	10	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	10	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	11	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	11	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	11	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	11	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	11	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	11	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	11	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
grpo	27	11	8	1.0	C5_iso_g_0.90	8	0.0	0.0	0.0
grpo	27	11	8	1.0	C5_iso_g_0.95	8	0.0	0.0	0.0
grpo	27	12	8	1.0	C0_fixed	8	0.0	0.0	0.0
grpo	27	12	8	1.0	C1_zvf_triage	16	0.0	0.0	0.0
grpo	27	12	8	1.0	C2_dualformer	2	0.0	0.0	0.0
grpo	27	12	8	1.0	C3_hybrid	4	0.0	0.0	0.0
grpo	27	12	8	1.0	C4_bayesian	16	0.0	0.0	0.0
grpo	27	12	8	1.0	C5_iso_g_0.50	8	0.0	0.0	0.0
grpo	27	12	8	1.0	C5_iso_g_0.70	8	0.0	0.0	0.0
