seed	rate_pct	fset	tau_vmean	value_rate	esc_prec	n_lift	n_waste	pareto_ok
20260706	0.05	20raw+stat	1.0	0.0	0.0	0	296	False
20260706	0.05	20raw+stat	1.5	0.0	0.0	0	24	False
20260706	0.05	20raw+stat	2.0	0.0	0.0	0	0	False
20260706	0.05	20raw+stat	2.5	0.0	0.0	0	0	False
20260706	0.05	20raw+stat	3.0	0.0	0.0	0	0	False
20260708	1.44	24full	0.0	0.5684210526315789	0.010804321728691477	54	4944	False
20260708	1.44	24full	0.5	0.14736842105263157	0.00857843137254902	14	1618	False
20260708	1.44	24full	1.0	0.031578947368421054	0.01	3	297	False
20260708	1.44	24full	1.5	0.0	0.0	0	24	False
20260708	1.44	24full	2.0	0.0	0.0	0	0	False
20260708	1.44	24full	2.5	0.0	0.0	0	0	False
20260708	1.44	24full	3.0	0.0	0.0	0	0	False
20260708	1.44	20raw	0.0	0.5463917525773195	0.010585180746954264	53	4954	False
20260708	1.44	20raw	0.5	0.14432989690721648	0.008604794099569761	14	1613	False
20260708	1.44	20raw	1.0	0.030927835051546393	0.010033444816053512	3	296	False
20260708	1.44	20raw	1.5	0.0	0.0	0	24	False
20260708	1.44	20raw	2.0	0.0	0.0	0	0	False
20260708	1.44	20raw	2.5	0.0	0.0	0	0	False
20260708	1.44	20raw	3.0	0.0	0.0	0	0	False
20260708	1.44	20raw+minmax	0.0	0.550561797752809	0.0098	49	4951	False
20260708	1.44	20raw+minmax	0.5	0.15730337078651685	0.008615384615384615	14	1611	False
20260708	1.44	20raw+minmax	1.0	0.033707865168539325	0.010067114093959731	3	295	False
20260708	1.44	20raw+minmax	1.5	0.0	0.0	0	24	False
20260708	1.44	20raw+minmax	2.0	0.0	0.0	0	0	False
20260708	1.44	20raw+minmax	2.5	0.0	0.0	0	0	False
20260708	1.44	20raw+minmax	3.0	0.0	0.0	0	0	False
20260708	1.44	20raw+stat	0.0	0.5604395604395604	0.01020408163265306	51	4947	False
20260708	1.44	20raw+stat	0.5	0.15384615384615385	0.0085995085995086	14	1614	False
20260708	1.44	20raw+stat	1.0	0.03296703296703297	0.01	3	297	False
20260708	1.44	20raw+stat	1.5	0.0	0.0	0	24	False
20260708	1.44	20raw+stat	2.0	0.0	0.0	0	0	False
20260708	1.44	20raw+stat	2.5	0.0	0.0	0	0	False
20260708	1.44	20raw+stat	3.0	0.0	0.0	0	0	False
20260708	1.0	24full	0.0	0.5074626865671642	0.006841046277665996	34	4936	False
20260708	1.0	24full	0.5	0.14925373134328357	0.006146281499692686	10	1617	False
20260708	1.0	24full	1.0	0.029850746268656716	0.006688963210702341	2	297	False
20260708	1.0	24full	1.5	0.0	0.0	0	24	False
20260708	1.0	24full	2.0	0.0	0.0	0	0	False
20260708	1.0	24full	2.5	0.0	0.0	0	0	False
20260708	1.0	24full	3.0	0.0	0.0	0	0	False
20260708	1.0	20raw	0.0	0.5217391304347826	0.007228915662650603	36	4944	False
20260708	1.0	20raw	0.5	0.14492753623188406	0.006165228113440197	10	1612	False
20260708	1.0	20raw	1.0	0.028985507246376812	0.006711409395973154	2	296	False
20260708	1.0	20raw	1.5	0.0	0.0	0	24	False
20260708	1.0	20raw	2.0	0.0	0.0	0	0	False
20260708	1.0	20raw	2.5	0.0	0.0	0	0	False
20260708	1.0	20raw	3.0	0.0	0.0	0	0	False
20260708	1.0	20raw+minmax	0.0	0.4918032786885246	0.006033789219629927	30	4942	False
20260708	1.0	20raw+minmax	0.5	0.16393442622950818	0.006172839506172839	10	1610	False
20260708	1.0	20raw+minmax	1.0	0.03278688524590164	0.006734006734006734	2	295	False
20260708	1.0	20raw+minmax	1.5	0.0	0.0	0	24	False
20260708	1.0	20raw+minmax	2.0	0.0	0.0	0	0	False
20260708	1.0	20raw+minmax	2.5	0.0	0.0	0	0	False
20260708	1.0	20raw+minmax	3.0	0.0	0.0	0	0	False
20260708	1.0	20raw+stat	0.0	0.515625	0.006638503319251659	33	4938	False
20260708	1.0	20raw+stat	0.5	0.15625	0.006157635467980296	10	1614	False
20260708	1.0	20raw+stat	1.0	0.03125	0.006688963210702341	2	297	False
20260708	1.0	20raw+stat	1.5	0.0	0.0	0	24	False
20260708	1.0	20raw+stat	2.0	0.0	0.0	0	0	False
20260708	1.0	20raw+stat	2.5	0.0	0.0	0	0	False
20260708	1.0	20raw+stat	3.0	0.0	0.0	0	0	False
20260708	0.5	24full	0.0	0.47058823529411764	0.003236245954692557	16	4928	False
20260708	0.5	24full	0.5	0.14705882352941177	0.0030826140567200987	5	1617	False
20260708	0.5	24full	1.0	0.0	0.0	0	297	False
20260708	0.5	24full	1.5	0.0	0.0	0	24	False
20260708	0.5	24full	2.0	0.0	0.0	0	0	False
20260708	0.5	24full	2.5	0.0	0.0	0	0	False
20260708	0.5	24full	3.0	0.0	0.0	0	0	False
20260708	0.5	20raw	0.0	0.45714285714285713	0.0032323232323232323	16	4934	False
20260708	0.5	20raw	0.5	0.14285714285714285	0.0030959752321981426	5	1610	False
20260708	0.5	20raw	1.0	0.0	0.0	0	296	False
20260708	0.5	20raw	1.5	0.0	0.0	0	24	False
20260708	0.5	20raw	2.0	0.0	0.0	0	0	False
20260708	0.5	20raw	2.5	0.0	0.0	0	0	False
20260708	0.5	20raw	3.0	0.0	0.0	0	0	False
20260708	0.5	20raw+minmax	0.0	0.45454545454545453	0.003035208417644678	15	4927	False
20260708	0.5	20raw+minmax	0.5	0.15151515151515152	0.003101736972704715	5	1607	False
20260708	0.5	20raw+minmax	1.0	0.0	0.0	0	295	False
20260708	0.5	20raw+minmax	1.5	0.0	0.0	0	24	False
20260708	0.5	20raw+minmax	2.0	0.0	0.0	0	0	False
20260708	0.5	20raw+minmax	2.5	0.0	0.0	0	0	False
20260708	0.5	20raw+minmax	3.0	0.0	0.0	0	0	False
20260708	0.5	20raw+stat	0.0	0.48484848484848486	0.0032369006676107627	16	4927	False
20260708	0.5	20raw+stat	0.5	0.15151515151515152	0.0030921459492888066	5	1612	False
20260708	0.5	20raw+stat	1.0	0.0	0.0	0	297	False
20260708	0.5	20raw+stat	1.5	0.0	0.0	0	24	False
20260708	0.5	20raw+stat	2.0	0.0	0.0	0	0	False
20260708	0.5	20raw+stat	2.5	0.0	0.0	0	0	False
20260708	0.5	20raw+stat	3.0	0.0	0.0	0	0	False
20260708	0.1	24full	0.0	0.5714285714285714	0.0008121827411167512	4	4921	False
20260708	0.1	24full	0.5	0.14285714285714285	0.0006180469715698393	1	1617	False
20260708	0.1	24full	1.0	0.0	0.0	0	297	False
20260708	0.1	24full	1.5	0.0	0.0	0	24	False
20260708	0.1	24full	2.0	0.0	0.0	0	0	False
20260708	0.1	24full	2.5	0.0	0.0	0	0	False
20260708	0.1	24full	3.0	0.0	0.0	0	0	False
20260708	0.1	20raw	0.0	0.5	0.0006085192697768763	3	4927	False
20260708	0.1	20raw	0.5	0.16666666666666666	0.0006215040397762585	1	1608	False
20260708	0.1	20raw	1.0	0.0	0.0	0	296	False
20260708	0.1	20raw	1.5	0.0	0.0	0	24	False
20260708	0.1	20raw	2.0	0.0	0.0	0	0	False
20260708	0.1	20raw	2.5	0.0	0.0	0	0	False
20260708	0.1	20raw	3.0	0.0	0.0	0	0	False
20260708	0.1	20raw+minmax	0.0	0.5	0.0006093845216331506	3	4920	False
20260708	0.1	20raw+minmax	0.5	0.16666666666666666	0.0006226650062266501	1	1605	False
20260708	0.1	20raw+minmax	1.0	0.0	0.0	0	295	False
20260708	0.1	20raw+minmax	1.5	0.0	0.0	0	24	False
20260708	0.1	20raw+minmax	2.0	0.0	0.0	0	0	False
20260708	0.1	20raw+minmax	2.5	0.0	0.0	0	0	False
20260708	0.1	20raw+minmax	3.0	0.0	0.0	0	0	False
20260708	0.1	20raw+stat	0.0	0.625	0.0010158472165786266	5	4917	False
20260708	0.1	20raw+stat	0.5	0.125	0.0006199628022318661	1	1612	False
20260708	0.1	20raw+stat	1.0	0.0	0.0	0	297	False
20260708	0.1	20raw+stat	1.5	0.0	0.0	0	24	False
20260708	0.1	20raw+stat	2.0	0.0	0.0	0	0	False
20260708	0.1	20raw+stat	2.5	0.0	0.0	0	0	False
20260708	0.1	20raw+stat	3.0	0.0	0.0	0	0	False
20260708	0.05	24full	0.0	0.0	0.0	0	4922	False
20260708	0.05	24full	0.5	0.0	0.0	0	1617	False
20260708	0.05	24full	1.0	0.0	0.0	0	297	False
20260708	0.05	24full	1.5	0.0	0.0	0	24	False
20260708	0.05	24full	2.0	0.0	0.0	0	0	False
20260708	0.05	24full	2.5	0.0	0.0	0	0	False
20260708	0.05	24full	3.0	0.0	0.0	0	0	False
20260708	0.05	20raw	0.0	0.0	0.0	0	4927	False
20260708	0.05	20raw	0.5	0.0	0.0	0	1608	False
20260708	0.05	20raw	1.0	0.0	0.0	0	296	False
20260708	0.05	20raw	1.5	0.0	0.0	0	24	False
20260708	0.05	20raw	2.0	0.0	0.0	0	0	False
20260708	0.05	20raw	2.5	0.0	0.0	0	0	False
20260708	0.05	20raw	3.0	0.0	0.0	0	0	False
20260708	0.05	20raw+minmax	0.0	0.0	0.0	0	4920	False
20260708	0.05	20raw+minmax	0.5	0.0	0.0	0	1605	False
20260708	0.05	20raw+minmax	1.0	0.0	0.0	0	295	False
20260708	0.05	20raw+minmax	1.5	0.0	0.0	0	24	False
20260708	0.05	20raw+minmax	2.0	0.0	0.0	0	0	False
20260708	0.05	20raw+minmax	2.5	0.0	0.0	0	0	False
20260708	0.05	20raw+minmax	3.0	0.0	0.0	0	0	False
20260708	0.05	20raw+stat	0.0	0.0	0.0	0	4918	False
20260708	0.05	20raw+stat	0.5	0.0	0.0	0	1612	False
20260708	0.05	20raw+stat	1.0	0.0	0.0	0	297	False
20260708	0.05	20raw+stat	1.5	0.0	0.0	0	24	False
20260708	0.05	20raw+stat	2.0	0.0	0.0	0	0	False
20260708	0.05	20raw+stat	2.5	0.0	0.0	0	0	False
20260708	0.05	20raw+stat	3.0	0.0	0.0	0	0	False
20260710	1.44	24full	0.0	0.5638297872340425	0.010593643813711773	53	4950	False
20260710	1.44	24full	0.5	0.14893617021276595	0.008573178199632579	14	1619	False
20260710	1.44	24full	1.0	0.031914893617021274	0.01	3	297	False
20260710	1.44	24full	1.5	0.0	0.0	0	24	False
20260710	1.44	24full	2.0	0.0	0.0	0	0	False
20260710	1.44	24full	2.5	0.0	0.0	0	0	False
20260710	1.44	24full	3.0	0.0	0.0	0	0	False
20260710	1.44	20raw	0.0	0.5684210526315789	0.01078490113840623	54	4953	False
20260710	1.44	20raw	0.5	0.14736842105263157	0.00865265760197775	14	1604	False
20260710	1.44	20raw	1.0	0.031578947368421054	0.010067114093959731	3	295	False
20260710	1.44	20raw	1.5	0.0	0.0	0	24	False
20260710	1.44	20raw	2.0	0.0	0.0	0	0	False
20260710	1.44	20raw	2.5	0.0	0.0	0	0	False
20260710	1.44	20raw	3.0	0.0	0.0	0	0	False
20260710	1.44	20raw+minmax	0.0	0.5531914893617021	0.010387534958050339	52	4954	False
20260710	1.44	20raw+minmax	0.5	0.13829787234042554	0.00798035604665439	13	1616	False
20260710	1.44	20raw+minmax	1.0	0.031914893617021274	0.010033444816053512	3	296	False
20260710	1.44	20raw+minmax	1.5	0.0	0.0	0	24	False
20260710	1.44	20raw+minmax	2.0	0.0	0.0	0	0	False
20260710	1.44	20raw+minmax	2.5	0.0	0.0	0	0	False
20260710	1.44	20raw+minmax	3.0	0.0	0.0	0	0	False
20260710	1.44	20raw+stat	0.0	0.5531914893617021	0.010402080416083216	52	4947	False
20260710	1.44	20raw+stat	0.5	0.1595744680851064	0.009185548071034905	15	1618	False
20260710	1.44	20raw+stat	1.0	0.031914893617021274	0.01	3	297	False
20260710	1.44	20raw+stat	1.5	0.0	0.0	0	24	False
20260710	1.44	20raw+stat	2.0	0.0	0.0	0	0	False
20260710	1.44	20raw+stat	2.5	0.0	0.0	0	0	False
20260710	1.44	20raw+stat	3.0	0.0	0.0	0	0	False
20260710	1.0	24full	0.0	0.5873015873015873	0.007429718875502008	37	4943	False
20260710	1.0	24full	0.5	0.14285714285714285	0.005535055350553505	9	1617	False
20260710	1.0	24full	1.0	0.031746031746031744	0.006688963210702341	2	297	False
20260710	1.0	24full	1.5	0.0	0.0	0	24	False
20260710	1.0	24full	2.0	0.0	0.0	0	0	False
20260710	1.0	24full	2.5	0.0	0.0	0	0	False
20260710	1.0	24full	3.0	0.0	0.0	0	0	False
20260710	1.0	20raw	0.0	0.5737704918032787	0.0070238811960666265	35	4948	False
20260710	1.0	20raw	0.5	0.14754098360655737	0.005583126550868486	9	1603	False
20260710	1.0	20raw	1.0	0.03278688524590164	0.006734006734006734	2	295	False
20260710	1.0	20raw	1.5	0.0	0.0	0	24	False
20260710	1.0	20raw	2.0	0.0	0.0	0	0	False
20260710	1.0	20raw	2.5	0.0	0.0	0	0	False
20260710	1.0	20raw	3.0	0.0	0.0	0	0	False
20260710	1.0	20raw+minmax	0.0	0.5714285714285714	0.007221664994984955	36	4949	False
20260710	1.0	20raw+minmax	0.5	0.12698412698412698	0.004929143561306223	8	1615	False
20260710	1.0	20raw+minmax	1.0	0.031746031746031744	0.006711409395973154	2	296	False
20260710	1.0	20raw+minmax	1.5	0.0	0.0	0	24	False
20260710	1.0	20raw+minmax	2.0	0.0	0.0	0	0	False
20260710	1.0	20raw+minmax	2.5	0.0	0.0	0	0	False
20260710	1.0	20raw+minmax	3.0	0.0	0.0	0	0	False
20260710	1.0	20raw+stat	0.0	0.5737704918032787	0.007032348804500703	35	4942	False
20260710	1.0	20raw+stat	0.5	0.16393442622950818	0.006146281499692686	10	1617	False
20260710	1.0	20raw+stat	1.0	0.03278688524590164	0.006688963210702341	2	297	False
20260710	1.0	20raw+stat	1.5	0.0	0.0	0	24	False
20260710	1.0	20raw+stat	2.0	0.0	0.0	0	0	False
20260710	1.0	20raw+stat	2.5	0.0	0.0	0	0	False
20260710	1.0	20raw+stat	3.0	0.0	0.0	0	0	False
20260710	0.5	24full	0.0	0.6	0.0036385688295936932	18	4929	False
20260710	0.5	24full	0.5	0.13333333333333333	0.0024676125848241827	4	1617	False
20260710	0.5	24full	1.0	0.03333333333333333	0.003355704697986577	1	297	False
20260710	0.5	24full	1.5	0.0	0.0	0	24	False
20260710	0.5	24full	2.0	0.0	0.0	0	0	False
20260710	0.5	24full	2.5	0.0	0.0	0	0	False
20260710	0.5	24full	3.0	0.0	0.0	0	0	False
20260710	0.5	20raw	0.0	0.6206896551724138	0.0036334275333064193	18	4936	False
20260710	0.5	20raw	0.5	0.13793103448275862	0.0024937655860349127	4	1600	False
20260710	0.5	20raw	1.0	0.034482758620689655	0.0033783783783783786	1	295	False
20260710	0.5	20raw	1.5	0.0	0.0	0	24	False
20260710	0.5	20raw	2.0	0.0	0.0	0	0	False
20260710	0.5	20raw	2.5	0.0	0.0	0	0	False
20260710	0.5	20raw	3.0	0.0	0.0	0	0	False
20260710	0.5	20raw+minmax	0.0	0.6206896551724138	0.003630496167809601	18	4940	False
20260710	0.5	20raw+minmax	0.5	0.13793103448275862	0.0024706609017912293	4	1615	False
20260710	0.5	20raw+minmax	1.0	0.034482758620689655	0.003367003367003367	1	296	False
20260710	0.5	20raw+minmax	1.5	0.0	0.0	0	24	False
20260710	0.5	20raw+minmax	2.0	0.0	0.0	0	0	False
20260710	0.5	20raw+minmax	2.5	0.0	0.0	0	0	False
20260710	0.5	20raw+minmax	3.0	0.0	0.0	0	0	False
20260710	0.5	20raw+stat	0.0	0.5555555555555556	0.0030321406913280777	15	4932	False
20260710	0.5	20raw+stat	0.5	0.14814814814814814	0.0024706609017912293	4	1615	False
20260710	0.5	20raw+stat	1.0	0.037037037037037035	0.003355704697986577	1	297	False
20260710	0.5	20raw+stat	1.5	0.0	0.0	0	24	False
20260710	0.5	20raw+stat	2.0	0.0	0.0	0	0	False
20260710	0.5	20raw+stat	2.5	0.0	0.0	0	0	False
20260710	0.5	20raw+stat	3.0	0.0	0.0	0	0	False
20260710	0.1	24full	0.0	0.5555555555555556	0.0010148163182463973	5	4922	False
20260710	0.1	24full	0.5	0.1111111111111111	0.0006180469715698393	1	1617	False
20260710	0.1	24full	1.0	0.0	0.0	0	297	False
20260710	0.1	24full	1.5	0.0	0.0	0	24	False
20260710	0.1	24full	2.0	0.0	0.0	0	0	False
20260710	0.1	24full	2.5	0.0	0.0	0	0	False
20260710	0.1	24full	3.0	0.0	0.0	0	0	False
20260710	0.1	20raw	0.0	0.5555555555555556	0.0010152284263959391	5	4920	False
20260710	0.1	20raw	0.5	0.1111111111111111	0.0006257822277847309	1	1597	False
20260710	0.1	20raw	1.0	0.0	0.0	0	295	False
20260710	0.1	20raw	1.5	0.0	0.0	0	24	False
20260710	0.1	20raw	2.0	0.0	0.0	0	0	False
20260710	0.1	20raw	2.5	0.0	0.0	0	0	False
20260710	0.1	20raw	3.0	0.0	0.0	0	0	False
20260710	0.1	20raw+minmax	0.0	0.5555555555555556	0.0010131712259371835	5	4930	False
20260710	0.1	20raw+minmax	0.5	0.1111111111111111	0.0006203473945409429	1	1611	False
20260710	0.1	20raw+minmax	1.0	0.0	0.0	0	296	False
20260710	0.1	20raw+minmax	1.5	0.0	0.0	0	24	False
20260710	0.1	20raw+minmax	2.0	0.0	0.0	0	0	False
20260710	0.1	20raw+minmax	2.5	0.0	0.0	0	0	False
20260710	0.1	20raw+minmax	3.0	0.0	0.0	0	0	False
20260710	0.1	20raw+stat	0.0	0.5555555555555556	0.0010156408693885843	5	4918	False
20260710	0.1	20raw+stat	0.5	0.1111111111111111	0.0006191950464396285	1	1614	False
20260710	0.1	20raw+stat	1.0	0.0	0.0	0	297	False
20260710	0.1	20raw+stat	1.5	0.0	0.0	0	24	False
20260710	0.1	20raw+stat	2.0	0.0	0.0	0	0	False
20260710	0.1	20raw+stat	2.5	0.0	0.0	0	0	False
20260710	0.1	20raw+stat	3.0	0.0	0.0	0	0	False
20260710	0.05	24full	0.0	0.5	0.0002030456852791878	1	4924	False
20260710	0.05	24full	0.5	0.5	0.0006180469715698393	1	1617	False
20260710	0.05	24full	1.0	0.0	0.0	0	297	False
20260710	0.05	24full	1.5	0.0	0.0	0	24	False
20260710	0.05	24full	2.0	0.0	0.0	0	0	False
