rate_pct	tier	n	acd_mean	acd_std	acd_min	acd_max	acd_cv
0.05	cheap_heuristic	12	1.0	0.0	1.0	1.0	0.0
0.05	frontier_gpt4	12	3.8173697731805425	0.11966953962168055	3.6682892201602266	3.971503904269344	0.0313486894726404
0.05	iter120_default	12	1.0848037724368726	0.0036020931658699374	1.0803163979312445	1.089443261332522	0.003320502064422487
0.05	mid_tier	12	1.4617094277118614	0.01961139612529211	1.437278166514552	1.486968867254842	0.01341675421495468
0.05	small_open	12	1.0471132069093736	0.002001162869927813	1.0446202210729134	1.0496907007402903	0.0019111237034574154
0.1	cheap_heuristic	12	1.0	0.0	1.0	1.0	0.0
0.1	frontier_gpt4	12	3.7452277180890596	0.1340899933030958	3.545712548145145	3.93969187107237	0.03580289461584808
0.1	iter120_default	12	1.082632272450841	0.004036153644574796	1.0766267991080478	1.088485708493817	0.003728092859672318
0.1	mid_tier	12	1.4498868166768022	0.021974614287129407	1.4171903506993715	1.4817555240218931	0.01515608945082768
0.1	small_open	12	1.045906818028245	0.0022423075803193132	1.0425704439489154	1.0491587269410094	0.002143888481907534
0.5	cheap_heuristic	12	1.0	0.0	1.0	1.0	0.0
0.5	frontier_gpt4	12	3.5077646544181977	0.20339828526444131	3.1732283464566926	3.8372703412073492	0.05798515730188781
0.5	iter120_default	12	1.0754845548152632	0.006122356412641995	1.0654149000605695	1.0854027861901876	0.005692649313493523
0.5	mid_tier	12	1.4109714651053231	0.0333328293577178	1.3561477892186553	1.4649707248132444	0.023624027970848897
0.5	small_open	12	1.0419358637862572	0.0034013091181345255	1.0363416111447605	1.047445992327882	0.0032644131336209293
1.0	cheap_heuristic	12	1.0	0.0	1.0	1.0	0.0
1.0	frontier_gpt4	12	3.582764162314182	0.09653982782700171	3.4326034552028926	3.7028927280032136	0.026945627301531515
1.0	iter120_default	12	1.0777420650863803	0.0029058811051605464	1.073222177581358	1.0813579750903977	0.0026962676871368496
1.0	mid_tier	12	1.4232623543591805	0.01582090823920772	1.398654077942949	1.4429489754921656	0.011115946537018494
1.0	small_open	12	1.0431900361590998	0.0016143783917558316	1.040678987545199	1.0451988750502208	0.0015475400797536167
1.44	cheap_heuristic	12	1.0	0.0	1.0	1.0	0.0
1.44	frontier_gpt4	12	3.9825250000000003	0.17094721955913766	3.7209	4.1993	0.04292433055891367
1.44	iter120_default	12	1.0897749999999997	0.005145568481713157	1.0819	1.0963	0.004721679687745781
1.44	mid_tier	12	1.4887749999999997	0.028014761733771702	1.4459	1.5243	0.01881732413143135
1.44	small_open	12	1.0498750000000001	0.002858649156507314	1.0455	1.0535	0.0027228471546682357
