decile	fset	cost_ratio	seed	n_decile	pos_decile	min_cost	opt_threshold
7	20raw	100	911	1000	20	0.006000	0.6500
7	20raw	1000	42	1000	20	0.005000	0.6100
7	20raw	1000	179	1000	20	0.004000	0.6500
7	20raw	1000	316	1000	20	0.011000	0.6200
7	20raw	1000	7	1000	20	0.008000	0.6500
7	20raw	1000	911	1000	20	0.006000	0.6500
7	20raw	10000	42	1000	20	0.005000	0.6100
7	20raw	10000	179	1000	20	0.004000	0.6500
7	20raw	10000	316	1000	20	0.011000	0.6200
7	20raw	10000	7	1000	20	0.008000	0.6500
7	20raw	10000	911	1000	20	0.006000	0.6500
7	24full	1	42	1000	20	0.003000	0.7500
7	24full	1	179	1000	20	0.002000	0.7300
7	24full	1	316	1000	20	0.002000	0.7500
7	24full	1	7	1000	20	0.002000	0.7100
7	24full	1	911	1000	20	0.003000	0.6400
7	24full	10	42	1000	20	0.004000	0.6700
7	24full	10	179	1000	20	0.007000	0.6600
7	24full	10	316	1000	20	0.004000	0.6900
7	24full	10	7	1000	20	0.002000	0.7100
7	24full	10	911	1000	20	0.003000	0.6400
7	24full	100	42	1000	20	0.004000	0.6700
7	24full	100	179	1000	20	0.007000	0.6600
7	24full	100	316	1000	20	0.004000	0.6900
7	24full	100	7	1000	20	0.002000	0.7100
7	24full	100	911	1000	20	0.003000	0.6400
7	24full	1000	42	1000	20	0.004000	0.6700
7	24full	1000	179	1000	20	0.007000	0.6600
7	24full	1000	316	1000	20	0.004000	0.6900
7	24full	1000	7	1000	20	0.002000	0.7100
7	24full	1000	911	1000	20	0.003000	0.6400
7	24full	10000	42	1000	20	0.004000	0.6700
7	24full	10000	179	1000	20	0.007000	0.6600
7	24full	10000	316	1000	20	0.004000	0.6900
7	24full	10000	7	1000	20	0.002000	0.7100
7	24full	10000	911	1000	20	0.003000	0.6400
7	4sensor	1	42	1000	20	0.019000	0.8300
7	4sensor	1	179	1000	20	0.019000	0.8400
7	4sensor	1	316	1000	20	0.019000	0.8200
7	4sensor	1	7	1000	20	0.019000	0.7900
7	4sensor	1	911	1000	20	0.019000	0.7900
7	4sensor	10	42	1000	20	0.109000	0.6300
7	4sensor	10	179	1000	20	0.158000	0.6500
7	4sensor	10	316	1000	20	0.144000	0.6500
7	4sensor	10	7	1000	20	0.127000	0.6400
7	4sensor	10	911	1000	20	0.108000	0.6700
7	4sensor	100	42	1000	20	0.228000	0.6000
7	4sensor	100	179	1000	20	0.245000	0.5400
7	4sensor	100	316	1000	20	0.295000	0.5400
7	4sensor	100	7	1000	20	0.259000	0.5800
7	4sensor	100	911	1000	20	0.206000	0.6200
7	4sensor	1000	42	1000	20	0.262000	0.5300
7	4sensor	1000	179	1000	20	0.245000	0.5400
7	4sensor	1000	316	1000	20	0.295000	0.5400
7	4sensor	1000	7	1000	20	0.351000	0.4900
7	4sensor	1000	911	1000	20	0.282000	0.5300
7	4sensor	10000	42	1000	20	0.262000	0.5300
7	4sensor	10000	179	1000	20	0.245000	0.5400
7	4sensor	10000	316	1000	20	0.295000	0.5400
7	4sensor	10000	7	1000	20	0.351000	0.4900
7	4sensor	10000	911	1000	20	0.282000	0.5300
8	20raw	1	42	1000	12	0.002000	0.8100
8	20raw	1	179	1000	12	0.002000	0.8300
8	20raw	1	316	1000	12	0.003000	0.8400
8	20raw	1	7	1000	12	0.002000	0.8400
8	20raw	1	911	1000	12	0.004000	0.8500
8	20raw	10	42	1000	12	0.013000	0.7400
8	20raw	10	179	1000	12	0.018000	0.5600
8	20raw	10	316	1000	12	0.014000	0.6500
8	20raw	10	7	1000	12	0.008000	0.7000
8	20raw	10	911	1000	12	0.010000	0.6500
8	20raw	100	42	1000	12	0.019000	0.5600
8	20raw	100	179	1000	12	0.018000	0.5600
8	20raw	100	316	1000	12	0.014000	0.6500
8	20raw	100	7	1000	12	0.008000	0.7000
8	20raw	100	911	1000	12	0.010000	0.6500
8	20raw	1000	42	1000	12	0.019000	0.5600
8	20raw	1000	179	1000	12	0.018000	0.5600
8	20raw	1000	316	1000	12	0.014000	0.6500
8	20raw	1000	7	1000	12	0.008000	0.7000
8	20raw	1000	911	1000	12	0.010000	0.6500
8	20raw	10000	42	1000	12	0.019000	0.5600
8	20raw	10000	179	1000	12	0.018000	0.5600
8	20raw	10000	316	1000	12	0.014000	0.6500
8	20raw	10000	7	1000	12	0.008000	0.7000
8	20raw	10000	911	1000	12	0.010000	0.6500
8	24full	1	42	1000	12	0.001000	0.8100
8	24full	1	179	1000	12	0.001000	0.8000
8	24full	1	316	1000	12	0.002000	0.7200
8	24full	1	7	1000	12	0.003000	0.8100
8	24full	1	911	1000	12	0.002000	0.7600
8	24full	10	42	1000	12	0.007000	0.6600
8	24full	10	179	1000	12	0.010000	0.6100
8	24full	10	316	1000	12	0.006000	0.6400
8	24full	10	7	1000	12	0.012000	0.5900
8	24full	10	911	1000	12	0.006000	0.6500
8	24full	100	42	1000	12	0.007000	0.6600
8	24full	100	179	1000	12	0.010000	0.6100
8	24full	100	316	1000	12	0.006000	0.6400
8	24full	100	7	1000	12	0.012000	0.5900
8	24full	100	911	1000	12	0.006000	0.6500
8	24full	1000	42	1000	12	0.007000	0.6600
8	24full	1000	179	1000	12	0.010000	0.6100
8	24full	1000	316	1000	12	0.006000	0.6400
8	24full	1000	7	1000	12	0.012000	0.5900
8	24full	1000	911	1000	12	0.006000	0.6500
8	24full	10000	42	1000	12	0.007000	0.6600
8	24full	10000	179	1000	12	0.010000	0.6100
8	24full	10000	316	1000	12	0.006000	0.6400
8	24full	10000	7	1000	12	0.012000	0.5900
8	24full	10000	911	1000	12	0.006000	0.6500
8	4sensor	1	42	1000	12	0.012000	0.8700
8	4sensor	1	179	1000	12	0.012000	0.8600
8	4sensor	1	316	1000	12	0.012000	0.7400
8	4sensor	1	7	1000	12	0.011000	0.7700
8	4sensor	1	911	1000	12	0.012000	0.7300
8	4sensor	10	42	1000	12	0.068000	0.6200
8	4sensor	10	179	1000	12	0.072000	0.6400
8	4sensor	10	316	1000	12	0.071000	0.6100
8	4sensor	10	7	1000	12	0.084000	0.5800
8	4sensor	10	911	1000	12	0.061000	0.6000
8	4sensor	100	42	1000	12	0.092000	0.5700
8	4sensor	100	179	1000	12	0.107000	0.5400
8	4sensor	100	316	1000	12	0.119000	0.5400
8	4sensor	100	7	1000	12	0.140000	0.5200
8	4sensor	100	911	1000	12	0.072000	0.5500
8	4sensor	1000	42	1000	12	0.092000	0.5700
8	4sensor	1000	179	1000	12	0.107000	0.5400
8	4sensor	1000	316	1000	12	0.119000	0.5400
8	4sensor	1000	7	1000	12	0.140000	0.5200
8	4sensor	1000	911	1000	12	0.072000	0.5500
8	4sensor	10000	42	1000	12	0.092000	0.5700
8	4sensor	10000	179	1000	12	0.107000	0.5400
8	4sensor	10000	316	1000	12	0.119000	0.5400
8	4sensor	10000	7	1000	12	0.140000	0.5200
8	4sensor	10000	911	1000	12	0.072000	0.5500
9	20raw	1	42	1000	9	0.002000	0.7000
9	20raw	1	179	1000	9	0.003000	0.6100
9	20raw	1	316	1000	9	0.004000	0.5900
9	20raw	1	7	1000	9	0.005000	0.6200
9	20raw	1	911	1000	9	0.004000	0.6300
9	20raw	10	42	1000	9	0.003000	0.5900
9	20raw	10	179	1000	9	0.004000	0.5700
9	20raw	10	316	1000	9	0.004000	0.5900
9	20raw	10	7	1000	9	0.007000	0.5700
9	20raw	10	911	1000	9	0.005000	0.5300
9	20raw	100	42	1000	9	0.003000	0.5900
9	20raw	100	179	1000	9	0.004000	0.5700
9	20raw	100	316	1000	9	0.004000	0.5900
9	20raw	100	7	1000	9	0.007000	0.5700
9	20raw	100	911	1000	9	0.005000	0.5300
9	20raw	1000	42	1000	9	0.003000	0.5900
9	20raw	1000	179	1000	9	0.004000	0.5700
9	20raw	1000	316	1000	9	0.004000	0.5900
9	20raw	1000	7	1000	9	0.007000	0.5700
9	20raw	1000	911	1000	9	0.005000	0.5300
9	20raw	10000	42	1000	9	0.003000	0.5900
9	20raw	10000	179	1000	9	0.004000	0.5700
9	20raw	10000	316	1000	9	0.004000	0.5900
9	20raw	10000	7	1000	9	0.007000	0.5700
9	20raw	10000	911	1000	9	0.005000	0.5300
9	24full	1	42	1000	9	0.000000	0.6000
9	24full	1	179	1000	9	0.000000	0.6700
9	24full	1	316	1000	9	0.000000	0.6500
9	24full	1	7	1000	9	0.000000	0.6200
9	24full	1	911	1000	9	0.000000	0.6700
9	24full	10	42	1000	9	0.000000	0.6000
9	24full	10	179	1000	9	0.000000	0.6700
9	24full	10	316	1000	9	0.000000	0.6500
9	24full	10	7	1000	9	0.000000	0.6200
9	24full	10	911	1000	9	0.000000	0.6700
9	24full	100	42	1000	9	0.000000	0.6000
9	24full	100	179	1000	9	0.000000	0.6700
9	24full	100	316	1000	9	0.000000	0.6500
9	24full	100	7	1000	9	0.000000	0.6200
9	24full	100	911	1000	9	0.000000	0.6700
9	24full	1000	42	1000	9	0.000000	0.6000
9	24full	1000	179	1000	9	0.000000	0.6700
9	24full	1000	316	1000	9	0.000000	0.6500
9	24full	1000	7	1000	9	0.000000	0.6200
9	24full	1000	911	1000	9	0.000000	0.6700
9	24full	10000	42	1000	9	0.000000	0.6000
9	24full	10000	179	1000	9	0.000000	0.6700
9	24full	10000	316	1000	9	0.000000	0.6500
9	24full	10000	7	1000	9	0.000000	0.6200
9	24full	10000	911	1000	9	0.000000	0.6700
9	4sensor	1	42	1000	9	0.003000	0.5700
9	4sensor	1	179	1000	9	0.002000	0.5900
9	4sensor	1	316	1000	9	0.001000	0.6100
9	4sensor	1	7	1000	9	0.002000	0.5300
9	4sensor	1	911	1000	9	0.002000	0.5900
9	4sensor	10	42	1000	9	0.009000	0.4700
9	4sensor	10	179	1000	9	0.007000	0.4900
9	4sensor	10	316	1000	9	0.010000	0.6100
9	4sensor	10	7	1000	9	0.002000	0.5300
9	4sensor	10	911	1000	9	0.011000	0.5900
9	4sensor	100	42	1000	9	0.009000	0.4700
9	4sensor	100	179	1000	9	0.007000	0.4900
9	4sensor	100	316	1000	9	0.027000	0.4000
9	4sensor	100	7	1000	9	0.002000	0.5300
9	4sensor	100	911	1000	9	0.013000	0.4700
9	4sensor	1000	42	1000	9	0.009000	0.4700
9	4sensor	1000	179	1000	9	0.007000	0.4900
9	4sensor	1000	316	1000	9	0.027000	0.4000
9	4sensor	1000	7	1000	9	0.002000	0.5300
9	4sensor	1000	911	1000	9	0.013000	0.4700
9	4sensor	10000	42	1000	9	0.009000	0.4700
9	4sensor	10000	179	1000	9	0.007000	0.4900
9	4sensor	10000	316	1000	9	0.027000	0.4000
9	4sensor	10000	7	1000	9	0.002000	0.5300
9	4sensor	10000	911	1000	9	0.013000	0.4700
