epsilon	n_train_pos	n_train_neg	raw_auc	full_auc	raw_cost_per_dec	full_cost_per_dec	raw_caught_K2pct	full_caught_K2pct	delta_auc_24full_minus_20raw	delta_cost_24full_minus_20raw	delta_caught_24full_minus_20raw
0.0	719	49281	0.9999267225829725	0.9999506786616162	0.01095	0.011	1.0	1.0	2.3956078643694312e-05	4.99999999999997e-05	0.0
0.005	719	49281	0.9988797010281385	0.9990030043740982	0.0131	0.0136	1.0	0.9930555555555556	0.00012330334595966885	0.0004999999999999987	-0.00694444444444442
0.01	719	49281	0.9968695041937229	0.9971048374368687	0.0171	0.0178	0.8472222222222222	0.8611111111111112	0.00023533324314584103	0.0006999999999999992	0.01388888888888895
0.02	719	49281	0.9886575013528138	0.9854255445075758	0.054	0.04295	0.7083333333333334	0.7291666666666666	-0.0032319568452380265	-0.011049999999999997	0.02083333333333326
0.05	719	49281	0.9787065690386003	0.9799367841360029	0.09175	0.09695	0.5347222222222222	0.5694444444444444	0.0012302150974026205	0.005199999999999996	0.03472222222222221
