seed	rate_pct	fset	tau	clf	value_rate	esc_prec	n_lift	n_waste	pareto_ok
20260706	1.44	20raw	0.1	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw	0.15	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw	0.15	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw	0.2	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw	0.2	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw	0.3	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw	0.3	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw	0.4	joint_vstat	1.0	0.00960065366152589	94	9697	False
20260706	1.44	20raw	0.4	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw	0.5	joint_vstat	0.6276595744680851	0.011792924245452729	59	4944	False
20260706	1.44	20raw	0.5	vmean_only	0.5319148936170213	0.010651896037494673	50	4644	False
20260706	1.44	20raw	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	1.44	20raw	0.6	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	1.44	20raw	0.7	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	1.44	20raw	0.8	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	1.44	20raw	0.9	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw+minmax	0.05	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.05	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.1	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.1	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.15	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.15	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.2	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.2	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.3	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.3	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.4	joint_vstat	1.0	0.00960065366152589	94	9697	False
20260706	1.44	20raw+minmax	0.4	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+minmax	0.5	joint_vstat	0.6276595744680851	0.011774096986629415	59	4952	False
20260706	1.44	20raw+minmax	0.5	vmean_only	0.5319148936170213	0.010645092612305727	50	4647	False
20260706	1.44	20raw+minmax	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	1.44	20raw+minmax	0.6	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw+minmax	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	1.44	20raw+minmax	0.7	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw+minmax	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	1.44	20raw+minmax	0.8	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw+minmax	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	1.44	20raw+minmax	0.9	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw+stat	0.05	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.05	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.1	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.1	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.15	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.15	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.2	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.2	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.3	joint_vstat	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.3	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.4	joint_vstat	1.0	0.00960065366152589	94	9697	False
20260706	1.44	20raw+stat	0.4	vmean_only	1.0	0.009591836734693878	94	9706	False
20260706	1.44	20raw+stat	0.5	joint_vstat	0.6170212765957447	0.011616262767875024	58	4935	False
20260706	1.44	20raw+stat	0.5	vmean_only	0.5425531914893617	0.010888129803586678	51	4633	False
20260706	1.44	20raw+stat	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	1.44	20raw+stat	0.6	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw+stat	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	1.44	20raw+stat	0.7	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw+stat	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	1.44	20raw+stat	0.8	vmean_only	0.0	0.0	0	0	False
20260706	1.44	20raw+stat	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	1.44	20raw+stat	0.9	vmean_only	0.0	0.0	0	0	False
20260706	1.0	24full	0.05	joint_vstat	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.05	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.1	joint_vstat	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.1	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.15	joint_vstat	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.15	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.2	joint_vstat	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.2	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.3	joint_vstat	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.3	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.4	joint_vstat	1.0	0.006770619614279852	66	9682	False
20260706	1.0	24full	0.4	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	24full	0.5	joint_vstat	0.6363636363636364	0.008438818565400843	42	4935	False
20260706	1.0	24full	0.5	vmean_only	0.5606060606060606	0.007936507936507936	37	4625	False
20260706	1.0	24full	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	1.0	24full	0.6	vmean_only	0.0	0.0	0	0	False
20260706	1.0	24full	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	24full	0.7	vmean_only	0.0	0.0	0	0	False
20260706	1.0	24full	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	24full	0.8	vmean_only	0.0	0.0	0	0	False
20260706	1.0	24full	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	24full	0.9	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw	0.05	joint_vstat	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.05	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.1	joint_vstat	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.1	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.15	joint_vstat	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.15	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.2	joint_vstat	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.2	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.3	joint_vstat	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.3	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.4	joint_vstat	1.0	0.006462864177267132	63	9685	False
20260706	1.0	20raw	0.4	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw	0.5	joint_vstat	0.6666666666666666	0.008433734939759036	42	4938	False
20260706	1.0	20raw	0.5	vmean_only	0.6031746031746031	0.008133561643835616	38	4634	False
20260706	1.0	20raw	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	1.0	20raw	0.6	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	20raw	0.7	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	20raw	0.8	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	20raw	0.9	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw+minmax	0.05	joint_vstat	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.05	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.1	joint_vstat	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.1	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.15	joint_vstat	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.15	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.2	joint_vstat	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.2	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.3	joint_vstat	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.3	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.4	joint_vstat	1.0	0.006770619614279852	66	9682	False
20260706	1.0	20raw+minmax	0.4	vmean_only	1.0	0.006764374295377677	66	9691	False
20260706	1.0	20raw+minmax	0.5	joint_vstat	0.6666666666666666	0.008822939643071986	44	4943	False
20260706	1.0	20raw+minmax	0.5	vmean_only	0.6060606060606061	0.008545182653279214	40	4641	False
20260706	1.0	20raw+minmax	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	1.0	20raw+minmax	0.6	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw+minmax	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	20raw+minmax	0.7	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw+minmax	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	20raw+minmax	0.8	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw+minmax	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	20raw+minmax	0.9	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw+stat	0.05	joint_vstat	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.05	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.1	joint_vstat	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.1	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.15	joint_vstat	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.15	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.2	joint_vstat	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.2	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.3	joint_vstat	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.3	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.4	joint_vstat	1.0	0.006462864177267132	63	9685	False
20260706	1.0	20raw+stat	0.4	vmean_only	1.0	0.006456902736496874	63	9694	False
20260706	1.0	20raw+stat	0.5	joint_vstat	0.6507936507936508	0.008251157174481787	41	4928	False
20260706	1.0	20raw+stat	0.5	vmean_only	0.6031746031746031	0.008147512864493996	38	4626	False
20260706	1.0	20raw+stat	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	1.0	20raw+stat	0.6	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw+stat	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	20raw+stat	0.7	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw+stat	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	20raw+stat	0.8	vmean_only	0.0	0.0	0	0	False
20260706	1.0	20raw+stat	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	1.0	20raw+stat	0.9	vmean_only	0.0	0.0	0	0	False
20260706	0.5	24full	0.05	joint_vstat	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.05	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.1	joint_vstat	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.1	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.15	joint_vstat	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.15	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.2	joint_vstat	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.2	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.3	joint_vstat	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.3	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.4	joint_vstat	1.0	0.0028868955562429115	28	9671	False
20260706	0.5	24full	0.4	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	24full	0.5	joint_vstat	0.4642857142857143	0.002631578947368421	13	4927	False
20260706	0.5	24full	0.5	vmean_only	0.35714285714285715	0.00216076058772688	10	4618	False
20260706	0.5	24full	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	0.5	24full	0.6	vmean_only	0.0	0.0	0	0	False
20260706	0.5	24full	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	24full	0.7	vmean_only	0.0	0.0	0	0	False
20260706	0.5	24full	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	24full	0.8	vmean_only	0.0	0.0	0	0	False
20260706	0.5	24full	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	24full	0.9	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw	0.05	joint_vstat	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.05	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.1	joint_vstat	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.1	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.15	joint_vstat	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.15	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.2	joint_vstat	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.2	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.3	joint_vstat	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.3	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.4	joint_vstat	1.0	0.0028868955562429115	28	9671	False
20260706	0.5	20raw	0.4	vmean_only	1.0	0.00288421920065925	28	9680	False
20260706	0.5	20raw	0.5	joint_vstat	0.5357142857142857	0.00303275374039628	15	4931	False
20260706	0.5	20raw	0.5	vmean_only	0.42857142857142855	0.0025884383088869713	12	4624	False
20260706	0.5	20raw	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	0.5	20raw	0.6	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	20raw	0.7	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	20raw	0.8	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	20raw	0.9	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw+minmax	0.05	joint_vstat	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.05	vmean_only	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.1	joint_vstat	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.1	vmean_only	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.15	joint_vstat	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.15	vmean_only	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.2	joint_vstat	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.2	vmean_only	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.3	joint_vstat	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.3	vmean_only	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.4	joint_vstat	1.0	0.0029899989689658726	29	9670	False
20260706	0.5	20raw+minmax	0.4	vmean_only	1.0	0.0029872270292542235	29	9679	False
20260706	0.5	20raw+minmax	0.5	joint_vstat	0.5172413793103449	0.0030272452068617556	15	4940	False
20260706	0.5	20raw+minmax	0.5	vmean_only	0.41379310344827586	0.0025834230355220667	12	4633	False
20260706	0.5	20raw+minmax	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	0.5	20raw+minmax	0.6	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw+minmax	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	20raw+minmax	0.7	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw+minmax	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	20raw+minmax	0.8	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw+minmax	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	20raw+minmax	0.9	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw+stat	0.05	joint_vstat	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.05	vmean_only	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.1	joint_vstat	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.1	vmean_only	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.15	joint_vstat	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.15	vmean_only	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.2	joint_vstat	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.2	vmean_only	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.3	joint_vstat	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.3	vmean_only	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.4	joint_vstat	1.0	0.0026806887307969894	26	9673	False
20260706	0.5	20raw+stat	0.4	vmean_only	1.0	0.0026782035434693035	26	9682	False
20260706	0.5	20raw+stat	0.5	joint_vstat	0.46153846153846156	0.002432596797080884	12	4921	False
20260706	0.5	20raw+stat	0.5	vmean_only	0.38461538461538464	0.002160293799956794	10	4619	False
20260706	0.5	20raw+stat	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	0.5	20raw+stat	0.6	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw+stat	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	20raw+stat	0.7	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw+stat	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	20raw+stat	0.8	vmean_only	0.0	0.0	0	0	False
20260706	0.5	20raw+stat	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	0.5	20raw+stat	0.9	vmean_only	0.0	0.0	0	0	False
20260706	0.1	24full	0.05	joint_vstat	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.05	vmean_only	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.1	joint_vstat	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.1	vmean_only	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.15	joint_vstat	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.15	vmean_only	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.2	joint_vstat	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.2	vmean_only	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.3	joint_vstat	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.3	vmean_only	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.4	joint_vstat	1.0	0.0009316770186335404	9	9651	False
20260706	0.1	24full	0.4	vmean_only	1.0	0.000930809804529941	9	9660	False
20260706	0.1	24full	0.5	joint_vstat	0.6666666666666666	0.001218026796589525	6	4920	False
20260706	0.1	24full	0.5	vmean_only	0.6666666666666666	0.0012998266897746968	6	4610	False
20260706	0.1	24full	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	0.1	24full	0.6	vmean_only	0.0	0.0	0	0	False
20260706	0.1	24full	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	0.1	24full	0.7	vmean_only	0.0	0.0	0	0	False
20260706	0.1	24full	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	0.1	24full	0.8	vmean_only	0.0	0.0	0	0	False
20260706	0.1	24full	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	0.1	24full	0.9	vmean_only	0.0	0.0	0	0	False
20260706	0.1	20raw	0.05	joint_vstat	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.05	vmean_only	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.1	joint_vstat	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.1	vmean_only	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.15	joint_vstat	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.15	vmean_only	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.2	joint_vstat	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.2	vmean_only	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.3	joint_vstat	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.3	vmean_only	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.4	joint_vstat	1.0	0.0007246376811594203	7	9653	False
20260706	0.1	20raw	0.4	vmean_only	1.0	0.0007239631813010653	7	9662	False
20260706	0.1	20raw	0.5	joint_vstat	0.7142857142857143	0.0010144045445323595	5	4924	False
20260706	0.1	20raw	0.5	vmean_only	0.8571428571428571	0.0012987012987012987	6	4614	False
20260706	0.1	20raw	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	0.1	20raw	0.6	vmean_only	0.0	0.0	0	0	False
20260706	0.1	20raw	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	0.1	20raw	0.7	vmean_only	0.0	0.0	0	0	False
20260706	0.1	20raw	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	0.1	20raw	0.8	vmean_only	0.0	0.0	0	0	False
20260706	0.1	20raw	0.9	joint_vstat	0.0	0.0	0	0	False
20260706	0.1	20raw	0.9	vmean_only	0.0	0.0	0	0	False
20260706	0.1	20raw+minmax	0.05	joint_vstat	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.05	vmean_only	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.1	joint_vstat	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.1	vmean_only	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.15	joint_vstat	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.15	vmean_only	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.2	joint_vstat	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.2	vmean_only	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.3	joint_vstat	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.3	vmean_only	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.4	joint_vstat	1.0	0.0008281573498964803	8	9652	False
20260706	0.1	20raw+minmax	0.4	vmean_only	1.0	0.0008273864929155032	8	9661	False
20260706	0.1	20raw+minmax	0.5	joint_vstat	0.625	0.001012965964343598	5	4931	False
20260706	0.1	20raw+minmax	0.5	vmean_only	0.75	0.0012950571983595942	6	4627	False
20260706	0.1	20raw+minmax	0.6	joint_vstat	0.0	0.0	0	2	False
20260706	0.1	20raw+minmax	0.6	vmean_only	0.0	0.0	0	0	False
20260706	0.1	20raw+minmax	0.7	joint_vstat	0.0	0.0	0	0	False
20260706	0.1	20raw+minmax	0.7	vmean_only	0.0	0.0	0	0	False
20260706	0.1	20raw+minmax	0.8	joint_vstat	0.0	0.0	0	0	False
20260706	0.1	20raw+minmax	0.8	vmean_only	0.0	0.0	0	0	False
