method	tau_best	savings_frac	magnitude_retention	sav_x_ret
grpo	0.9	0.332421875	0.9589118046498242	0.31876326006132827
aero	0.9	0.3171875	0.9724539166067689	0.3084502266737095
gift	0.9	0.33359375	0.9735773135156042	0.3247793069305961
areal	0.9	0.320703125	0.931788519244377	0.29882748996079433
