rate_pct	tier	cost_llm_per_call	cppr_xgb_mean_across_fsets	cppr_grad_mean_across_fsets	acd_mean	acd_boot_lo	acd_boot_hi	grad_cheaper
1.44	cheap_heuristic	0.0001	0.020208333333333335	0.020208333333333335	1.0	1.0	1.0	True
1.44	small_open	0.0006	0.020208333333333335	0.021065833333333332	1.042375	1.033496875	1.051625	False
1.44	iter120_default	0.001	0.020208333333333335	0.02175183333333333	1.076275	1.060294375	1.092925	False
1.44	mid_tier	0.005	0.020208333333333335	0.02861183333333333	1.415275	1.328269375	1.5059249999999997	False
1.44	frontier_gpt4	0.03	0.020208333333333335	0.07148683333333333	3.5340249999999997	3.0031131249999996	4.087174999999999	False
1.0	cheap_heuristic	0.0001	0.02809523052464229	0.02809523052464229	1.0	1.0	1.0	True
1.0	small_open	0.0006	0.02809523052464229	0.02930001987281399	1.0428133788670146	1.0341502611490558	1.0516051878264363	False
1.0	iter120_default	0.001	0.02809523052464229	0.030263851351351352	1.0770640819606268	1.0614704700683006	1.0928893380875855	False
1.0	mid_tier	0.005	0.02809523052464229	0.039902166136724954	1.4195711128967456	1.3346725592607471	1.5057308406990757	False
1.0	frontier_gpt4	0.03	0.02809523052464229	0.10014163354531003	3.5602400562474887	3.0421856167135393	4.085990232020891	False
0.5	cheap_heuristic	0.0001	0.04462524350649351	0.04462524350649351	1.0	1.0	1.0	True
0.5	small_open	0.0006	0.04462524350649351	0.046548606601731594	1.0430294770845951	1.0341964465980213	1.051865662224914	False
0.5	iter120_default	0.001	0.04462524350649351	0.04808729707792208	1.0774530587522713	1.0615536038764384	1.0933581920048456	False
0.5	mid_tier	0.005	0.04462524350649351	0.06347420183982684	1.4216888754290329	1.3351251766606096	1.508283489804159	False
0.5	frontier_gpt4	0.03	0.04462524350649351	0.15964235660173162	3.5731627296587924	3.0449475065616793	4.101566601049868	False
0.1	cheap_heuristic	0.0001	0.5755166666666667	0.5755166666666667	1.0	1.0	1.0	True
0.1	small_open	0.0006	0.5755166666666667	0.6032458333333334	1.0461179809446586	1.0368658777620108	1.0552433863774577	False
0.1	iter120_default	0.001	0.5755166666666667	0.6254291666666667	1.0830123657003852	1.0663585799716198	1.0994380954794245	False
0.1	mid_tier	0.005	0.5755166666666667	0.8472624999999999	1.4519562132576525	1.3612856020677073	1.5413851864990877	False
0.1	frontier_gpt4	0.03	0.5755166666666667	2.2337208333333334	3.7578552604905733	3.2045794901682543	4.3035545053719835	False
0.05	cheap_heuristic	0.0001	0.26706875	0.26706875	1.0	1.0	1.0	True
0.05	small_open	0.0006	0.26706875	0.2792354166666667	1.0456343170063889	1.0363806916134268	1.0551446354325118	False
0.05	iter120_default	0.001	0.26706875	0.28896875	1.0821417706115	1.0654852449041678	1.0992603437785213	False
0.05	mid_tier	0.005	0.26706875	0.3863020833333333	1.44721630666261	1.356530777811581	1.5404174272386169	False
0.05	frontier_gpt4	0.03	0.26706875	0.9946354166666667	3.72893215698205	3.175565358482912	4.297649198864212	False
