tau	k_up	k_dn	flip_ratio_median	flip_ratio_lo	flip_ratio_hi	flip_ratio_excludes_1	yield_retention_median	yield_retention_lo	yield_retention_hi	yield_retention_excludes_1
0.4	2	2	0.4022222222222222	0.17444444444444446	0.7	True	1.0087545787545786	0.9694957097696826	1.0487179487179488	False
0.4	3	3	0.4022222222222222	0.17444444444444446	0.7222222222222222	True	0.8868809272918863	0.8161116965226555	0.9430769230769233	True
0.5	2	2	0.4	0.17444444444444446	0.74	True	1.0091068292438155	0.9698479602589194	1.0487179487179488	False
0.5	3	3	0.4	0.17444444444444446	0.7222222222222222	True	0.8906849315068494	0.8161116965226555	0.9430769230769233	True
0.6	2	2	0.15666666666666668	0.11111111111111112	0.21222222222222223	True	0.8137188208616781	0.5189939133548156	1.0140112185224968	False
0.6	3	3	0.09166666666666666	0.04444444444444444	0.11944444444444444	True	0.618188327962764	0.26666666666666666	0.9556749015395631	True
0.7	2	2	0.15714285714285714	0.0	0.3571428571428571	True	0.3626126126126126	0.0	0.7959459459459459	True
0.7	3	3	0.1	0.0	0.3	True	0.20833333333333334	0.0	0.625	True
