seed	rate_pct	fset	tau_vmean	tier	cost_llm_per_call	n_test	n_pos	n_xgb_pos	n_lift	n_waste	n_llm_only	value_rate	esc_prec	esc_cost_per_lift	esc_value	breakeven
20260708	1.0	20raw+minmax	0.0	frontier_gpt4	0.03	9956	100	39	30	4942	4972	0.4918032786885246	0.006033789219629927	4.9719999999999995	1500.0	True
20260708	1.0	20raw+minmax	0.5	cheap_heuristic	0.0001	9956	100	39	10	1610	1620	0.16393442622950818	0.006172839506172839	0.0162	500.0	True
20260708	1.0	20raw+minmax	0.5	small_open	0.0006	9956	100	39	10	1610	1620	0.16393442622950818	0.006172839506172839	0.09719999999999998	500.0	True
20260708	1.0	20raw+minmax	0.5	iter120_default	0.001	9956	100	39	10	1610	1620	0.16393442622950818	0.006172839506172839	0.162	500.0	True
20260708	1.0	20raw+minmax	0.5	mid_tier	0.005	9956	100	39	10	1610	1620	0.16393442622950818	0.006172839506172839	0.8099999999999999	500.0	True
20260708	1.0	20raw+minmax	0.5	frontier_gpt4	0.03	9956	100	39	10	1610	1620	0.16393442622950818	0.006172839506172839	4.86	500.0	True
20260708	1.0	20raw+minmax	1.0	cheap_heuristic	0.0001	9956	100	39	2	295	297	0.03278688524590164	0.006734006734006734	0.01485	100.0	True
20260708	1.0	20raw+minmax	1.0	small_open	0.0006	9956	100	39	2	295	297	0.03278688524590164	0.006734006734006734	0.0891	100.0	True
20260708	1.0	20raw+minmax	1.0	iter120_default	0.001	9956	100	39	2	295	297	0.03278688524590164	0.006734006734006734	0.1485	100.0	True
20260708	1.0	20raw+minmax	1.0	mid_tier	0.005	9956	100	39	2	295	297	0.03278688524590164	0.006734006734006734	0.7425	100.0	True
20260708	1.0	20raw+minmax	1.0	frontier_gpt4	0.03	9956	100	39	2	295	297	0.03278688524590164	0.006734006734006734	4.455	100.0	True
20260708	1.0	20raw+minmax	1.5	cheap_heuristic	0.0001	9956	100	39	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260708	1.0	20raw+minmax	1.5	small_open	0.0006	9956	100	39	0	24	24	0.0	0.0	0.0144	0.0	True
20260708	1.0	20raw+minmax	1.5	iter120_default	0.001	9956	100	39	0	24	24	0.0	0.0	0.024	0.0	True
20260708	1.0	20raw+minmax	1.5	mid_tier	0.005	9956	100	39	0	24	24	0.0	0.0	0.12	0.0	True
20260708	1.0	20raw+minmax	1.5	frontier_gpt4	0.03	9956	100	39	0	24	24	0.0	0.0	0.72	0.0	True
20260708	1.0	20raw+minmax	2.0	cheap_heuristic	0.0001	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	2.0	small_open	0.0006	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	2.0	iter120_default	0.001	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	2.0	mid_tier	0.005	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	2.0	frontier_gpt4	0.03	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	2.5	cheap_heuristic	0.0001	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	2.5	small_open	0.0006	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	2.5	iter120_default	0.001	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	2.5	mid_tier	0.005	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	2.5	frontier_gpt4	0.03	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	3.0	cheap_heuristic	0.0001	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	3.0	small_open	0.0006	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	3.0	iter120_default	0.001	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	3.0	mid_tier	0.005	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+minmax	3.0	frontier_gpt4	0.03	9956	100	39	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	0.0	cheap_heuristic	0.0001	9956	100	36	33	4938	4971	0.515625	0.006638503319251659	0.015063636363636364	1650.0	True
20260708	1.0	20raw+stat	0.0	small_open	0.0006	9956	100	36	33	4938	4971	0.515625	0.006638503319251659	0.09038181818181817	1650.0	True
20260708	1.0	20raw+stat	0.0	iter120_default	0.001	9956	100	36	33	4938	4971	0.515625	0.006638503319251659	0.15063636363636365	1650.0	True
20260708	1.0	20raw+stat	0.0	mid_tier	0.005	9956	100	36	33	4938	4971	0.515625	0.006638503319251659	0.7531818181818182	1650.0	True
20260708	1.0	20raw+stat	0.0	frontier_gpt4	0.03	9956	100	36	33	4938	4971	0.515625	0.006638503319251659	4.519090909090909	1650.0	True
20260708	1.0	20raw+stat	0.5	cheap_heuristic	0.0001	9956	100	36	10	1614	1624	0.15625	0.006157635467980296	0.01624	500.0	True
20260708	1.0	20raw+stat	0.5	small_open	0.0006	9956	100	36	10	1614	1624	0.15625	0.006157635467980296	0.09744	500.0	True
20260708	1.0	20raw+stat	0.5	iter120_default	0.001	9956	100	36	10	1614	1624	0.15625	0.006157635467980296	0.16240000000000002	500.0	True
20260708	1.0	20raw+stat	0.5	mid_tier	0.005	9956	100	36	10	1614	1624	0.15625	0.006157635467980296	0.812	500.0	True
20260708	1.0	20raw+stat	0.5	frontier_gpt4	0.03	9956	100	36	10	1614	1624	0.15625	0.006157635467980296	4.872	500.0	True
20260708	1.0	20raw+stat	1.0	cheap_heuristic	0.0001	9956	100	36	2	297	299	0.03125	0.006688963210702341	0.014950000000000001	100.0	True
20260708	1.0	20raw+stat	1.0	small_open	0.0006	9956	100	36	2	297	299	0.03125	0.006688963210702341	0.08969999999999999	100.0	True
20260708	1.0	20raw+stat	1.0	iter120_default	0.001	9956	100	36	2	297	299	0.03125	0.006688963210702341	0.1495	100.0	True
20260708	1.0	20raw+stat	1.0	mid_tier	0.005	9956	100	36	2	297	299	0.03125	0.006688963210702341	0.7475	100.0	True
20260708	1.0	20raw+stat	1.0	frontier_gpt4	0.03	9956	100	36	2	297	299	0.03125	0.006688963210702341	4.484999999999999	100.0	True
20260708	1.0	20raw+stat	1.5	cheap_heuristic	0.0001	9956	100	36	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260708	1.0	20raw+stat	1.5	small_open	0.0006	9956	100	36	0	24	24	0.0	0.0	0.0144	0.0	True
20260708	1.0	20raw+stat	1.5	iter120_default	0.001	9956	100	36	0	24	24	0.0	0.0	0.024	0.0	True
20260708	1.0	20raw+stat	1.5	mid_tier	0.005	9956	100	36	0	24	24	0.0	0.0	0.12	0.0	True
20260708	1.0	20raw+stat	1.5	frontier_gpt4	0.03	9956	100	36	0	24	24	0.0	0.0	0.72	0.0	True
20260708	1.0	20raw+stat	2.0	cheap_heuristic	0.0001	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	2.0	small_open	0.0006	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	2.0	iter120_default	0.001	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	2.0	mid_tier	0.005	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	2.0	frontier_gpt4	0.03	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	2.5	cheap_heuristic	0.0001	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	2.5	small_open	0.0006	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	2.5	iter120_default	0.001	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	2.5	mid_tier	0.005	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	2.5	frontier_gpt4	0.03	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	3.0	cheap_heuristic	0.0001	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	3.0	small_open	0.0006	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	3.0	iter120_default	0.001	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	3.0	mid_tier	0.005	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	1.0	20raw+stat	3.0	frontier_gpt4	0.03	9956	100	36	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	0.0	cheap_heuristic	0.0001	9906	50	16	16	4928	4944	0.47058823529411764	0.003236245954692557	0.0309	800.0	True
20260708	0.5	24full	0.0	small_open	0.0006	9906	50	16	16	4928	4944	0.47058823529411764	0.003236245954692557	0.18539999999999998	800.0	True
20260708	0.5	24full	0.0	iter120_default	0.001	9906	50	16	16	4928	4944	0.47058823529411764	0.003236245954692557	0.309	800.0	True
20260708	0.5	24full	0.0	mid_tier	0.005	9906	50	16	16	4928	4944	0.47058823529411764	0.003236245954692557	1.545	800.0	True
20260708	0.5	24full	0.0	frontier_gpt4	0.03	9906	50	16	16	4928	4944	0.47058823529411764	0.003236245954692557	9.27	800.0	True
20260708	0.5	24full	0.5	cheap_heuristic	0.0001	9906	50	16	5	1617	1622	0.14705882352941177	0.0030826140567200987	0.032440000000000004	250.0	True
20260708	0.5	24full	0.5	small_open	0.0006	9906	50	16	5	1617	1622	0.14705882352941177	0.0030826140567200987	0.19463999999999998	250.0	True
20260708	0.5	24full	0.5	iter120_default	0.001	9906	50	16	5	1617	1622	0.14705882352941177	0.0030826140567200987	0.3244	250.0	True
20260708	0.5	24full	0.5	mid_tier	0.005	9906	50	16	5	1617	1622	0.14705882352941177	0.0030826140567200987	1.6219999999999999	250.0	True
20260708	0.5	24full	0.5	frontier_gpt4	0.03	9906	50	16	5	1617	1622	0.14705882352941177	0.0030826140567200987	9.732	250.0	True
20260708	0.5	24full	1.0	cheap_heuristic	0.0001	9906	50	16	0	297	297	0.0	0.0	0.0297	0.0	True
20260708	0.5	24full	1.0	small_open	0.0006	9906	50	16	0	297	297	0.0	0.0	0.1782	0.0	True
20260708	0.5	24full	1.0	iter120_default	0.001	9906	50	16	0	297	297	0.0	0.0	0.297	0.0	True
20260708	0.5	24full	1.0	mid_tier	0.005	9906	50	16	0	297	297	0.0	0.0	1.485	0.0	True
20260708	0.5	24full	1.0	frontier_gpt4	0.03	9906	50	16	0	297	297	0.0	0.0	8.91	0.0	True
20260708	0.5	24full	1.5	cheap_heuristic	0.0001	9906	50	16	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260708	0.5	24full	1.5	small_open	0.0006	9906	50	16	0	24	24	0.0	0.0	0.0144	0.0	True
20260708	0.5	24full	1.5	iter120_default	0.001	9906	50	16	0	24	24	0.0	0.0	0.024	0.0	True
20260708	0.5	24full	1.5	mid_tier	0.005	9906	50	16	0	24	24	0.0	0.0	0.12	0.0	True
20260708	0.5	24full	1.5	frontier_gpt4	0.03	9906	50	16	0	24	24	0.0	0.0	0.72	0.0	True
20260708	0.5	24full	2.0	cheap_heuristic	0.0001	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	2.0	small_open	0.0006	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	2.0	iter120_default	0.001	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	2.0	mid_tier	0.005	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	2.0	frontier_gpt4	0.03	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	2.5	cheap_heuristic	0.0001	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	2.5	small_open	0.0006	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	2.5	iter120_default	0.001	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	2.5	mid_tier	0.005	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	2.5	frontier_gpt4	0.03	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	3.0	cheap_heuristic	0.0001	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	3.0	small_open	0.0006	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	3.0	iter120_default	0.001	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	3.0	mid_tier	0.005	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	24full	3.0	frontier_gpt4	0.03	9906	50	16	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	0.0	cheap_heuristic	0.0001	9906	50	15	16	4934	4950	0.45714285714285713	0.0032323232323232323	0.030937500000000003	800.0	True
20260708	0.5	20raw	0.0	small_open	0.0006	9906	50	15	16	4934	4950	0.45714285714285713	0.0032323232323232323	0.18562499999999998	800.0	True
20260708	0.5	20raw	0.0	iter120_default	0.001	9906	50	15	16	4934	4950	0.45714285714285713	0.0032323232323232323	0.309375	800.0	True
20260708	0.5	20raw	0.0	mid_tier	0.005	9906	50	15	16	4934	4950	0.45714285714285713	0.0032323232323232323	1.546875	800.0	True
20260708	0.5	20raw	0.0	frontier_gpt4	0.03	9906	50	15	16	4934	4950	0.45714285714285713	0.0032323232323232323	9.28125	800.0	True
20260708	0.5	20raw	0.5	cheap_heuristic	0.0001	9906	50	15	5	1610	1615	0.14285714285714285	0.0030959752321981426	0.0323	250.0	True
20260708	0.5	20raw	0.5	small_open	0.0006	9906	50	15	5	1610	1615	0.14285714285714285	0.0030959752321981426	0.19379999999999997	250.0	True
20260708	0.5	20raw	0.5	iter120_default	0.001	9906	50	15	5	1610	1615	0.14285714285714285	0.0030959752321981426	0.323	250.0	True
20260708	0.5	20raw	0.5	mid_tier	0.005	9906	50	15	5	1610	1615	0.14285714285714285	0.0030959752321981426	1.6149999999999998	250.0	True
20260708	0.5	20raw	0.5	frontier_gpt4	0.03	9906	50	15	5	1610	1615	0.14285714285714285	0.0030959752321981426	9.69	250.0	True
20260708	0.5	20raw	1.0	cheap_heuristic	0.0001	9906	50	15	0	296	296	0.0	0.0	0.0296	0.0	True
20260708	0.5	20raw	1.0	small_open	0.0006	9906	50	15	0	296	296	0.0	0.0	0.17759999999999998	0.0	True
20260708	0.5	20raw	1.0	iter120_default	0.001	9906	50	15	0	296	296	0.0	0.0	0.296	0.0	True
20260708	0.5	20raw	1.0	mid_tier	0.005	9906	50	15	0	296	296	0.0	0.0	1.48	0.0	True
20260708	0.5	20raw	1.0	frontier_gpt4	0.03	9906	50	15	0	296	296	0.0	0.0	8.879999999999999	0.0	True
20260708	0.5	20raw	1.5	cheap_heuristic	0.0001	9906	50	15	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260708	0.5	20raw	1.5	small_open	0.0006	9906	50	15	0	24	24	0.0	0.0	0.0144	0.0	True
20260708	0.5	20raw	1.5	iter120_default	0.001	9906	50	15	0	24	24	0.0	0.0	0.024	0.0	True
20260708	0.5	20raw	1.5	mid_tier	0.005	9906	50	15	0	24	24	0.0	0.0	0.12	0.0	True
20260708	0.5	20raw	1.5	frontier_gpt4	0.03	9906	50	15	0	24	24	0.0	0.0	0.72	0.0	True
20260708	0.5	20raw	2.0	cheap_heuristic	0.0001	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	2.0	small_open	0.0006	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	2.0	iter120_default	0.001	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	2.0	mid_tier	0.005	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	2.0	frontier_gpt4	0.03	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	2.5	cheap_heuristic	0.0001	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	2.5	small_open	0.0006	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	2.5	iter120_default	0.001	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	2.5	mid_tier	0.005	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	2.5	frontier_gpt4	0.03	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	3.0	cheap_heuristic	0.0001	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	3.0	small_open	0.0006	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	3.0	iter120_default	0.001	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	3.0	mid_tier	0.005	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw	3.0	frontier_gpt4	0.03	9906	50	15	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	0.0	cheap_heuristic	0.0001	9906	50	17	15	4927	4942	0.45454545454545453	0.003035208417644678	0.032946666666666666	750.0	True
20260708	0.5	20raw+minmax	0.0	small_open	0.0006	9906	50	17	15	4927	4942	0.45454545454545453	0.003035208417644678	0.19768	750.0	True
20260708	0.5	20raw+minmax	0.0	iter120_default	0.001	9906	50	17	15	4927	4942	0.45454545454545453	0.003035208417644678	0.3294666666666667	750.0	True
20260708	0.5	20raw+minmax	0.0	mid_tier	0.005	9906	50	17	15	4927	4942	0.45454545454545453	0.003035208417644678	1.6473333333333333	750.0	True
20260708	0.5	20raw+minmax	0.0	frontier_gpt4	0.03	9906	50	17	15	4927	4942	0.45454545454545453	0.003035208417644678	9.883999999999999	750.0	True
20260708	0.5	20raw+minmax	0.5	cheap_heuristic	0.0001	9906	50	17	5	1607	1612	0.15151515151515152	0.003101736972704715	0.032240000000000005	250.0	True
20260708	0.5	20raw+minmax	0.5	small_open	0.0006	9906	50	17	5	1607	1612	0.15151515151515152	0.003101736972704715	0.19344	250.0	True
20260708	0.5	20raw+minmax	0.5	iter120_default	0.001	9906	50	17	5	1607	1612	0.15151515151515152	0.003101736972704715	0.3224	250.0	True
20260708	0.5	20raw+minmax	0.5	mid_tier	0.005	9906	50	17	5	1607	1612	0.15151515151515152	0.003101736972704715	1.612	250.0	True
20260708	0.5	20raw+minmax	0.5	frontier_gpt4	0.03	9906	50	17	5	1607	1612	0.15151515151515152	0.003101736972704715	9.672	250.0	True
20260708	0.5	20raw+minmax	1.0	cheap_heuristic	0.0001	9906	50	17	0	295	295	0.0	0.0	0.029500000000000002	0.0	True
20260708	0.5	20raw+minmax	1.0	small_open	0.0006	9906	50	17	0	295	295	0.0	0.0	0.177	0.0	True
20260708	0.5	20raw+minmax	1.0	iter120_default	0.001	9906	50	17	0	295	295	0.0	0.0	0.295	0.0	True
20260708	0.5	20raw+minmax	1.0	mid_tier	0.005	9906	50	17	0	295	295	0.0	0.0	1.475	0.0	True
20260708	0.5	20raw+minmax	1.0	frontier_gpt4	0.03	9906	50	17	0	295	295	0.0	0.0	8.85	0.0	True
20260708	0.5	20raw+minmax	1.5	cheap_heuristic	0.0001	9906	50	17	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260708	0.5	20raw+minmax	1.5	small_open	0.0006	9906	50	17	0	24	24	0.0	0.0	0.0144	0.0	True
20260708	0.5	20raw+minmax	1.5	iter120_default	0.001	9906	50	17	0	24	24	0.0	0.0	0.024	0.0	True
20260708	0.5	20raw+minmax	1.5	mid_tier	0.005	9906	50	17	0	24	24	0.0	0.0	0.12	0.0	True
20260708	0.5	20raw+minmax	1.5	frontier_gpt4	0.03	9906	50	17	0	24	24	0.0	0.0	0.72	0.0	True
20260708	0.5	20raw+minmax	2.0	cheap_heuristic	0.0001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	2.0	small_open	0.0006	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	2.0	iter120_default	0.001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	2.0	mid_tier	0.005	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	2.0	frontier_gpt4	0.03	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	2.5	cheap_heuristic	0.0001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	2.5	small_open	0.0006	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	2.5	iter120_default	0.001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	2.5	mid_tier	0.005	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	2.5	frontier_gpt4	0.03	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	3.0	cheap_heuristic	0.0001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	3.0	small_open	0.0006	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	3.0	iter120_default	0.001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	3.0	mid_tier	0.005	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+minmax	3.0	frontier_gpt4	0.03	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	0.0	cheap_heuristic	0.0001	9906	50	17	16	4927	4943	0.48484848484848486	0.0032369006676107627	0.03089375	800.0	True
20260708	0.5	20raw+stat	0.0	small_open	0.0006	9906	50	17	16	4927	4943	0.48484848484848486	0.0032369006676107627	0.18536249999999999	800.0	True
20260708	0.5	20raw+stat	0.0	iter120_default	0.001	9906	50	17	16	4927	4943	0.48484848484848486	0.0032369006676107627	0.30893750000000003	800.0	True
20260708	0.5	20raw+stat	0.0	mid_tier	0.005	9906	50	17	16	4927	4943	0.48484848484848486	0.0032369006676107627	1.5446875	800.0	True
20260708	0.5	20raw+stat	0.0	frontier_gpt4	0.03	9906	50	17	16	4927	4943	0.48484848484848486	0.0032369006676107627	9.268125	800.0	True
20260708	0.5	20raw+stat	0.5	cheap_heuristic	0.0001	9906	50	17	5	1612	1617	0.15151515151515152	0.0030921459492888066	0.03234	250.0	True
20260708	0.5	20raw+stat	0.5	small_open	0.0006	9906	50	17	5	1612	1617	0.15151515151515152	0.0030921459492888066	0.19404	250.0	True
20260708	0.5	20raw+stat	0.5	iter120_default	0.001	9906	50	17	5	1612	1617	0.15151515151515152	0.0030921459492888066	0.3234	250.0	True
20260708	0.5	20raw+stat	0.5	mid_tier	0.005	9906	50	17	5	1612	1617	0.15151515151515152	0.0030921459492888066	1.6170000000000002	250.0	True
20260708	0.5	20raw+stat	0.5	frontier_gpt4	0.03	9906	50	17	5	1612	1617	0.15151515151515152	0.0030921459492888066	9.702	250.0	True
20260708	0.5	20raw+stat	1.0	cheap_heuristic	0.0001	9906	50	17	0	297	297	0.0	0.0	0.0297	0.0	True
20260708	0.5	20raw+stat	1.0	small_open	0.0006	9906	50	17	0	297	297	0.0	0.0	0.1782	0.0	True
20260708	0.5	20raw+stat	1.0	iter120_default	0.001	9906	50	17	0	297	297	0.0	0.0	0.297	0.0	True
20260708	0.5	20raw+stat	1.0	mid_tier	0.005	9906	50	17	0	297	297	0.0	0.0	1.485	0.0	True
20260708	0.5	20raw+stat	1.0	frontier_gpt4	0.03	9906	50	17	0	297	297	0.0	0.0	8.91	0.0	True
20260708	0.5	20raw+stat	1.5	cheap_heuristic	0.0001	9906	50	17	0	24	24	0.0	0.0	0.0024000000000000002	0.0	True
20260708	0.5	20raw+stat	1.5	small_open	0.0006	9906	50	17	0	24	24	0.0	0.0	0.0144	0.0	True
20260708	0.5	20raw+stat	1.5	iter120_default	0.001	9906	50	17	0	24	24	0.0	0.0	0.024	0.0	True
20260708	0.5	20raw+stat	1.5	mid_tier	0.005	9906	50	17	0	24	24	0.0	0.0	0.12	0.0	True
20260708	0.5	20raw+stat	1.5	frontier_gpt4	0.03	9906	50	17	0	24	24	0.0	0.0	0.72	0.0	True
20260708	0.5	20raw+stat	2.0	cheap_heuristic	0.0001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	2.0	small_open	0.0006	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	2.0	iter120_default	0.001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	2.0	mid_tier	0.005	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	2.0	frontier_gpt4	0.03	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	2.5	cheap_heuristic	0.0001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	2.5	small_open	0.0006	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	2.5	iter120_default	0.001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	2.5	mid_tier	0.005	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	2.5	frontier_gpt4	0.03	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	3.0	cheap_heuristic	0.0001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	3.0	small_open	0.0006	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	3.0	iter120_default	0.001	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	3.0	mid_tier	0.005	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.5	20raw+stat	3.0	frontier_gpt4	0.03	9906	50	17	0	0	0	0.0	0.0	0.0	0.0	True
20260708	0.1	24full	0.0	cheap_heuristic	0.0001	9866	10	3	4	4921	4925	0.5714285714285714	0.0008121827411167512	0.12312500000000001	200.0	True
20260708	0.1	24full	0.0	small_open	0.0006	9866	10	3	4	4921	4925	0.5714285714285714	0.0008121827411167512	0.7387499999999999	200.0	True
20260708	0.1	24full	0.0	iter120_default	0.001	9866	10	3	4	4921	4925	0.5714285714285714	0.0008121827411167512	1.23125	200.0	True
20260708	0.1	24full	0.0	mid_tier	0.005	9866	10	3	4	4921	4925	0.5714285714285714	0.0008121827411167512	6.15625	200.0	True
20260708	0.1	24full	0.0	frontier_gpt4	0.03	9866	10	3	4	4921	4925	0.5714285714285714	0.0008121827411167512	36.9375	200.0	True
20260708	0.1	24full	0.5	cheap_heuristic	0.0001	9866	10	3	1	1617	1618	0.14285714285714285	0.0006180469715698393	0.1618	50.0	True
