method	step	prompt	k	p_hat	regime	zvf_step	is_sat_band	g_baseline	g_zvf70	g_dual	g_hybrid	zvf_baseline	zvf_zvf70	zvf_dual	zvf_hybrid
aero	30	11	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	12	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	13	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	14	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	30	15	2	0.25	mid	0.8125	False	8	16	16	16	0.1001	0.01	0.01	0.01
aero	31	0	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	1	0	0.0	saturated	0.8125	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	31	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	3	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	4	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	6	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	31	7	6	0.75	mid	0.8125	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	31	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	9	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	11	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	12	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	31	13	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	14	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	31	15	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	1	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	32	2	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	7	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	9	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
aero	32	10	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	11	3	0.375	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
aero	32	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	13	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	32	14	2	0.25	mid	0.75	False	8	16	16	16	0.1001	0.01	0.01	0.01
aero	32	15	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	33	0	6	0.75	mid	0.625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
aero	33	1	5	0.625	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	33	2	5	0.625	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	33	3	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	33	4	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	33	5	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	33	6	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	33	7	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	33	8	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	33	9	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	33	10	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	33	11	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	33	12	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	33	13	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	33	14	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	33	15	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	34	0	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	1	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	2	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	3	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	4	7	0.875	boundary	0.875	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	34	5	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	6	0	0.0	saturated	0.875	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	34	7	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	8	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	9	3	0.375	mid	0.875	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
aero	34	10	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	11	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	12	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	13	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	14	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	34	15	8	1.0	saturated	0.875	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	0	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	35	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	2	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	3	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	4	0	0.0	saturated	0.8125	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	35	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	6	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	7	6	0.75	mid	0.8125	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	35	8	0	0.0	saturated	0.8125	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	35	9	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	11	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	12	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	13	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	35	14	4	0.5	mid	0.8125	False	8	16	16	16	0.0078	0.0	0.0	0.0
aero	35	15	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	0	6	0.75	mid	0.8125	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	36	1	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	2	0	0.0	saturated	0.8125	False	8	16	16	16	1.0	1.0	1.0	1.0
aero	36	3	6	0.75	mid	0.8125	False	8	16	8	16	0.1001	0.01	0.1001	0.01
aero	36	4	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	5	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	6	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	7	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	8	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	9	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	10	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	11	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	12	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	13	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	14	8	1.0	saturated	0.8125	False	8	16	2	16	1.0	1.0	1.0	1.0
aero	36	15	7	0.875	boundary	0.8125	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
aero	37	0	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	37	1	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	37	2	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	37	3	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	37	4	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	37	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	37	6	1	0.125	boundary	0.6875	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	37	7	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	37	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	37	9	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	37	10	4	0.5	mid	0.6875	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	37	11	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	37	12	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	37	13	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	37	14	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	37	15	1	0.125	boundary	0.6875	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	38	0	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	38	1	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	38	2	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	38	3	1	0.125	boundary	0.6875	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	38	4	4	0.5	mid	0.6875	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	38	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	38	6	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	38	7	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	38	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	38	9	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	38	10	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	38	11	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	38	12	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	38	13	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	38	14	4	0.5	mid	0.6875	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
aero	38	15	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	39	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	39	1	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	39	2	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
aero	39	3	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	39	4	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
aero	39	5	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	39	6	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	39	7	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	39	8	3	0.375	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
aero	39	9	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	39	10	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	39	11	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	39	12	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	39	13	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
aero	39	14	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
aero	39	15	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	0	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	0	1	4	0.5	mid	0.75	False	8	16	16	16	0.0078	0.0	0.0	0.0
gift	0	2	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	0	3	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	0	4	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	0	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	0	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	0	7	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	0	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	0	9	2	0.25	mid	0.75	False	8	16	16	16	0.1001	0.01	0.01	0.01
gift	0	10	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
gift	0	11	5	0.625	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	0	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	0	13	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	0	14	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
gift	0	15	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	1	0	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	1	1	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
gift	1	2	2	0.25	mid	0.5625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
gift	1	3	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	1	4	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	1	5	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	1	6	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	1	7	7	0.875	boundary	0.5625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	1	8	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	1	9	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	1	10	7	0.875	boundary	0.5625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	1	11	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	1	12	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	1	13	4	0.5	mid	0.5625	False	8	8	16	8	0.0078	0.0078	0.0	0.0078
gift	1	14	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	1	15	1	0.125	boundary	0.5625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	2	0	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	2	1	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	2	2	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	2	3	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	2	4	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	2	5	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	2	6	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	2	7	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	2	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	2	9	1	0.125	boundary	0.6875	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	2	10	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	2	11	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	2	12	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	2	13	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	2	14	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	2	15	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	3	0	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	3	1	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	3	2	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	3	3	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	3	4	0	0.0	saturated	0.5625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	3	5	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	3	6	7	0.875	boundary	0.5625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	3	7	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	3	8	0	0.0	saturated	0.5625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	3	9	7	0.875	boundary	0.5625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	3	10	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	3	11	7	0.875	boundary	0.5625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	3	12	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	3	13	6	0.75	mid	0.5625	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	3	14	2	0.25	mid	0.5625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
gift	3	15	8	1.0	saturated	0.5625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	0	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	4	1	6	0.75	mid	0.6875	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	4	2	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	4	3	5	0.625	mid	0.6875	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
gift	4	4	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	5	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	6	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	7	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	8	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	9	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	10	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	11	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	12	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	13	6	0.75	mid	0.6875	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	4	14	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	4	15	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	5	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	5	1	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	5	2	5	0.625	mid	0.625	False	8	8	16	8	0.0237	0.0237	0.0005	0.0237
gift	5	3	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	5	4	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	5	5	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	5	6	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	5	7	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	5	8	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	5	9	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	5	10	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	5	11	1	0.125	boundary	0.625	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	5	12	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	5	13	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	5	14	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	5	15	0	0.0	saturated	0.625	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	6	0	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	6	1	6	0.75	mid	0.75	False	8	16	8	16	0.1001	0.01	0.1001	0.01
gift	6	2	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	6	3	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
gift	6	4	5	0.625	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	6	5	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	6	6	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	6	7	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	6	8	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	6	9	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	6	10	7	0.875	boundary	0.75	False	8	16	4	16	0.3436	0.1181	0.5864	0.1181
gift	6	11	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	6	12	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	6	13	0	0.0	saturated	0.75	False	8	16	16	16	1.0	1.0	1.0	1.0
gift	6	14	3	0.375	mid	0.75	False	8	16	16	16	0.0237	0.0005	0.0005	0.0005
gift	6	15	8	1.0	saturated	0.75	False	8	16	2	16	1.0	1.0	1.0	1.0
gift	7	0	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	7	1	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	7	2	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	7	3	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	7	4	1	0.125	boundary	0.6875	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	7	5	6	0.75	mid	0.6875	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	7	6	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	7	7	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	7	8	0	0.0	saturated	0.6875	False	8	8	16	8	1.0	1.0	1.0	1.0
gift	7	9	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	7	10	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	7	11	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	7	12	7	0.875	boundary	0.6875	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	7	13	6	0.75	mid	0.6875	False	8	8	8	8	0.1001	0.1001	0.1001	0.1001
gift	7	14	8	1.0	saturated	0.6875	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	7	15	1	0.125	boundary	0.6875	False	8	8	16	8	0.3436	0.3436	0.1181	0.3436
gift	8	0	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	8	1	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	8	2	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	8	3	2	0.25	mid	0.625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
gift	8	4	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	8	5	7	0.875	boundary	0.625	False	8	8	4	8	0.3436	0.3436	0.5864	0.3436
gift	8	6	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
gift	8	7	2	0.25	mid	0.625	False	8	8	16	8	0.1001	0.1001	0.01	0.1001
gift	8	8	8	1.0	saturated	0.625	False	8	8	2	8	1.0	1.0	1.0	1.0
