method	step	prompt_idx	k_actual	zvf_actual	is_boundary	is_contrast	g_actual	g_per_prompt	g_oracle	restore_at_g_esc	restore_at_g_des
areal	26	1	8	1.0	1	0	8	4	8	0.0	0.0
areal	26	2	8	1.0	1	0	8	4	8	0.0	0.0
areal	26	3	0	1.0	1	0	8	4	8	0.0	0.0
areal	26	4	5	0.0	0	1	8	16	2	1.0	0.867
areal	26	5	0	1.0	1	0	8	4	8	0.0	0.0
areal	26	6	8	1.0	1	0	8	4	8	0.0	0.0
areal	26	7	6	0.0	0	1	8	16	2	1.0	0.648
areal	26	8	8	1.0	1	0	8	4	8	0.0	0.0
areal	26	9	8	1.0	1	0	8	4	8	0.0	0.0
areal	26	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	26	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	26	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	26	13	8	1.0	1	0	8	4	8	0.0	0.0
areal	26	14	8	1.0	1	0	8	4	8	0.0	0.0
areal	26	15	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	0	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	1	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	2	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	4	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	6	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	8	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	9	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	13	8	1.0	1	0	8	4	8	0.0	0.0
areal	27	14	2	0.0	0	1	8	16	2	0.984	0.719
areal	27	15	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	0	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	1	7	0.0	0	1	8	16	2	0.922	0.445
areal	28	2	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	4	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	6	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	8	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	9	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	28	13	0	1.0	1	0	8	4	8	0.0	0.0
areal	28	14	5	0.0	0	1	8	16	2	0.992	0.781
areal	28	15	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	0	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	1	7	0.0	0	1	8	16	2	0.867	0.406
areal	29	2	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	4	4	0.0	0	1	8	16	2	1.0	0.859
areal	29	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	6	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	8	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	9	7	0.0	0	1	8	16	2	0.922	0.352
areal	29	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	13	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	14	8	1.0	1	0	8	4	8	0.0	0.0
areal	29	15	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	0	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	1	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	2	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	4	5	0.0	0	1	8	16	2	1.0	0.82
areal	30	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	6	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	8	7	0.0	0	1	8	16	2	0.82	0.375
areal	30	9	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	12	7	0.0	0	1	8	16	2	0.883	0.391
areal	30	13	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	14	8	1.0	1	0	8	4	8	0.0	0.0
areal	30	15	2	0.0	0	1	8	16	2	0.992	0.742
areal	31	0	8	1.0	1	0	8	4	8	0.0	0.0
areal	31	1	0	1.0	1	0	8	4	8	0.0	0.0
areal	31	2	7	0.0	0	1	8	16	2	0.875	0.438
areal	31	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	31	4	8	1.0	1	0	8	4	8	0.0	0.0
areal	31	5	7	0.0	0	1	8	16	2	0.867	0.414
areal	31	6	7	0.0	0	1	8	16	2	0.93	0.508
areal	31	7	7	0.0	0	1	8	16	2	0.898	0.383
areal	31	8	8	1.0	1	0	8	4	8	0.0	0.0
areal	31	9	7	0.0	0	1	8	16	2	0.914	0.445
areal	31	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	31	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	31	12	6	0.0	0	1	8	16	2	1.0	0.711
areal	31	13	7	0.0	0	1	8	16	2	0.859	0.453
areal	31	14	8	1.0	1	0	8	4	8	0.0	0.0
areal	31	15	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	0	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	1	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	2	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	4	7	0.0	0	1	8	16	2	0.875	0.383
areal	32	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	6	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	8	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	9	5	0.0	0	1	8	16	2	1.0	0.875
areal	32	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	11	5	0.0	0	1	8	16	2	1.0	0.82
areal	32	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	13	8	1.0	1	0	8	4	8	0.0	0.0
areal	32	14	2	0.0	0	1	8	16	2	1.0	0.672
areal	32	15	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	0	7	0.0	0	1	8	16	2	0.906	0.383
areal	33	1	5	0.0	0	1	8	16	2	1.0	0.766
areal	33	2	4	0.0	0	1	8	16	2	1.0	0.883
areal	33	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	4	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	6	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	8	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	9	7	0.0	0	1	8	16	2	0.906	0.43
areal	33	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	13	7	0.0	0	1	8	16	2	0.891	0.461
areal	33	14	8	1.0	1	0	8	4	8	0.0	0.0
areal	33	15	2	0.0	0	1	8	16	2	0.984	0.656
areal	34	0	7	0.0	0	1	8	16	2	0.891	0.398
areal	34	1	8	1.0	1	0	8	4	8	0.0	0.0
areal	34	2	8	1.0	1	0	8	4	8	0.0	0.0
areal	34	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	34	4	7	0.0	0	1	8	16	2	0.867	0.414
areal	34	5	7	0.0	0	1	8	16	2	0.93	0.383
areal	34	6	0	1.0	1	0	8	4	8	0.0	0.0
areal	34	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	34	8	8	1.0	1	0	8	4	8	0.0	0.0
areal	34	9	2	0.0	0	1	8	16	2	0.992	0.703
areal	34	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	34	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	34	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	34	13	8	1.0	1	0	8	4	8	0.0	0.0
areal	34	14	7	0.0	0	1	8	16	2	0.852	0.391
areal	34	15	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	0	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	1	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	2	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	4	0	1.0	1	0	8	4	8	0.0	0.0
areal	35	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	6	7	0.0	0	1	8	16	2	0.875	0.406
areal	35	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	8	0	1.0	1	0	8	4	8	0.0	0.0
areal	35	9	7	0.0	0	1	8	16	2	0.914	0.484
areal	35	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	13	8	1.0	1	0	8	4	8	0.0	0.0
areal	35	14	6	0.0	0	1	8	16	2	1.0	0.656
areal	35	15	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	0	5	0.0	0	1	8	16	2	1.0	0.844
areal	36	1	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	2	1	0.0	0	1	8	16	2	0.844	0.375
areal	36	3	6	0.0	0	1	8	16	2	1.0	0.773
areal	36	4	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	6	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	8	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	9	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	13	7	0.0	0	1	8	16	2	0.883	0.438
areal	36	14	8	1.0	1	0	8	4	8	0.0	0.0
areal	36	15	8	1.0	1	0	8	4	8	0.0	0.0
areal	37	0	8	1.0	1	0	8	4	8	0.0	0.0
areal	37	1	0	1.0	1	0	8	4	8	0.0	0.0
areal	37	2	6	0.0	0	1	8	16	2	0.992	0.656
areal	37	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	37	4	8	1.0	1	0	8	4	8	0.0	0.0
areal	37	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	37	6	1	0.0	0	1	8	16	2	0.867	0.484
areal	37	7	4	0.0	0	1	8	16	2	1.0	0.875
areal	37	8	7	0.0	0	1	8	16	2	0.875	0.445
areal	37	9	8	1.0	1	0	8	4	8	0.0	0.0
areal	37	10	4	0.0	0	1	8	16	2	1.0	0.852
areal	37	11	0	1.0	1	0	8	4	8	0.0	0.0
areal	37	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	37	13	8	1.0	1	0	8	4	8	0.0	0.0
areal	37	14	8	1.0	1	0	8	4	8	0.0	0.0
areal	37	15	0	1.0	1	0	8	4	8	0.0	0.0
areal	38	0	8	1.0	1	0	8	4	8	0.0	0.0
areal	38	1	8	1.0	1	0	8	4	8	0.0	0.0
areal	38	2	8	1.0	1	0	8	4	8	0.0	0.0
areal	38	3	0	1.0	1	0	8	4	8	0.0	0.0
areal	38	4	3	0.0	0	1	8	16	2	1.0	0.859
areal	38	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	38	6	8	1.0	1	0	8	4	8	0.0	0.0
areal	38	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	38	8	8	1.0	1	0	8	4	8	0.0	0.0
areal	38	9	8	1.0	1	0	8	4	8	0.0	0.0
areal	38	10	7	0.0	0	1	8	16	2	0.852	0.398
areal	38	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	38	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	38	13	0	1.0	1	0	8	4	8	0.0	0.0
areal	38	14	2	0.0	0	1	8	16	2	1.0	0.695
areal	38	15	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	0	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	1	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	2	2	0.0	0	1	8	16	2	0.992	0.695
areal	39	3	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	4	1	0.0	0	1	8	16	2	0.828	0.359
areal	39	5	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	6	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	7	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	8	5	0.0	0	1	8	16	2	0.992	0.852
areal	39	9	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	10	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	11	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	12	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	13	6	0.0	0	1	8	16	2	0.992	0.648
areal	39	14	8	1.0	1	0	8	4	8	0.0	0.0
areal	39	15	0	1.0	1	0	8	4	8	0.0	0.0
gift	0	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	0	1	4	0.0	0	1	8	16	2	1.0	0.883
gift	0	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	0	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	0	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	0	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	0	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	0	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	0	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	0	9	2	0.0	0	1	8	16	2	1.0	0.695
gift	0	10	6	0.0	0	1	8	16	2	0.984	0.648
gift	0	11	5	0.0	0	1	8	16	2	1.0	0.82
gift	0	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	0	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	0	14	0	1.0	1	0	8	4	8	0.0	0.0
gift	0	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	1	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	1	1	4	0.0	0	1	8	16	2	1.0	0.867
gift	1	2	2	0.0	0	1	8	16	2	1.0	0.648
gift	1	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	1	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	1	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	1	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	1	7	7	0.0	0	1	8	16	2	0.93	0.398
gift	1	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	1	9	6	0.0	0	1	8	16	2	0.992	0.633
gift	1	10	7	0.0	0	1	8	16	2	0.945	0.422
gift	1	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	1	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	1	13	4	0.0	0	1	8	16	2	1.0	0.812
gift	1	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	1	15	1	0.0	0	1	8	16	2	0.891	0.383
gift	2	0	7	0.0	0	1	8	16	2	0.898	0.367
gift	2	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	2	2	7	0.0	0	1	8	16	2	0.883	0.5
gift	2	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	2	4	7	0.0	0	1	8	16	2	0.875	0.43
gift	2	5	7	0.0	0	1	8	16	2	0.922	0.43
gift	2	6	0	1.0	1	0	8	4	8	0.0	0.0
gift	2	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	2	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	2	9	1	0.0	0	1	8	16	2	0.891	0.352
gift	2	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	2	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	2	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	2	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	2	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	2	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	3	0	6	0.0	0	1	8	16	2	0.992	0.586
gift	3	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	3	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	3	3	6	0.0	0	1	8	16	2	0.992	0.688
gift	3	4	0	1.0	1	0	8	4	8	0.0	0.0
gift	3	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	3	6	7	0.0	0	1	8	16	2	0.898	0.43
gift	3	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	3	8	0	1.0	1	0	8	4	8	0.0	0.0
gift	3	9	7	0.0	0	1	8	16	2	0.836	0.375
gift	3	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	3	11	7	0.0	0	1	8	16	2	0.945	0.383
gift	3	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	3	13	6	0.0	0	1	8	16	2	0.984	0.641
gift	3	14	2	0.0	0	1	8	16	2	0.984	0.672
gift	3	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	0	7	0.0	0	1	8	16	2	0.883	0.469
gift	4	1	6	0.0	0	1	8	16	2	0.961	0.648
gift	4	2	0	1.0	1	0	8	4	8	0.0	0.0
gift	4	3	5	0.0	0	1	8	16	2	1.0	0.852
gift	4	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	13	6	0.0	0	1	8	16	2	0.977	0.703
gift	4	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	4	15	7	0.0	0	1	8	16	2	0.844	0.438
gift	5	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	5	1	0	1.0	1	0	8	4	8	0.0	0.0
gift	5	2	5	0.0	0	1	8	16	2	1.0	0.898
gift	5	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	5	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	5	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	5	6	1	0.0	0	1	8	16	2	0.875	0.523
gift	5	7	1	0.0	0	1	8	16	2	0.891	0.375
gift	5	8	7	0.0	0	1	8	16	2	0.852	0.438
gift	5	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	5	10	1	0.0	0	1	8	16	2	0.859	0.43
gift	5	11	1	0.0	0	1	8	16	2	0.867	0.414
gift	5	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	5	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	5	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	5	15	0	1.0	1	0	8	4	8	0.0	0.0
gift	6	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	6	1	6	0.0	0	1	8	16	2	0.992	0.758
gift	6	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	6	3	0	1.0	1	0	8	4	8	0.0	0.0
gift	6	4	5	0.0	0	1	8	16	2	1.0	0.805
gift	6	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	6	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	6	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	6	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	6	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	6	10	7	0.0	0	1	8	16	2	0.898	0.414
gift	6	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	6	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	6	13	0	1.0	1	0	8	4	8	0.0	0.0
gift	6	14	3	0.0	0	1	8	16	2	1.0	0.852
gift	6	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	7	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	7	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	7	2	0	1.0	1	0	8	4	8	0.0	0.0
gift	7	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	7	4	1	0.0	0	1	8	16	2	0.938	0.383
gift	7	5	6	0.0	0	1	8	16	2	0.984	0.664
gift	7	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	7	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	7	8	0	1.0	1	0	8	4	8	0.0	0.0
gift	7	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	7	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	7	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	7	12	7	0.0	0	1	8	16	2	0.836	0.43
gift	7	13	6	0.0	0	1	8	16	2	0.992	0.656
gift	7	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	7	15	1	0.0	0	1	8	16	2	0.867	0.391
gift	8	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	8	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	8	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	8	3	2	0.0	0	1	8	16	2	0.992	0.727
gift	8	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	8	5	7	0.0	0	1	8	16	2	0.891	0.406
gift	8	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	8	7	2	0.0	0	1	8	16	2	0.984	0.648
gift	8	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	8	9	4	0.0	0	1	8	16	2	1.0	0.867
gift	8	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	8	11	7	0.0	0	1	8	16	2	0.906	0.336
gift	8	12	0	1.0	1	0	8	4	8	0.0	0.0
gift	8	13	0	1.0	1	0	8	4	8	0.0	0.0
gift	8	14	5	0.0	0	1	8	16	2	1.0	0.805
gift	8	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	9	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	9	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	9	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	9	3	7	0.0	0	1	8	16	2	0.875	0.383
gift	9	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	9	5	6	0.0	0	1	8	16	2	0.992	0.695
gift	9	6	7	0.0	0	1	8	16	2	0.867	0.453
gift	9	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	9	8	1	0.0	0	1	8	16	2	0.875	0.391
gift	9	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	9	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	9	11	5	0.0	0	1	8	16	2	1.0	0.82
gift	9	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	9	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	9	14	7	0.0	0	1	8	16	2	0.891	0.398
gift	9	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	4	7	0.0	0	1	8	16	2	0.836	0.438
gift	10	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	6	7	0.0	0	1	8	16	2	0.891	0.398
gift	10	7	4	0.0	0	1	8	16	2	1.0	0.914
gift	10	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	9	0	1.0	1	0	8	4	8	0.0	0.0
gift	10	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	10	14	7	0.0	0	1	8	16	2	0.898	0.328
gift	10	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	11	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	11	1	1	0.0	0	1	8	16	2	0.852	0.461
gift	11	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	11	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	11	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	11	5	6	0.0	0	1	8	16	2	0.977	0.609
gift	11	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	11	7	4	0.0	0	1	8	16	2	1.0	0.875
gift	11	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	11	9	6	0.0	0	1	8	16	2	0.992	0.648
gift	11	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	11	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	11	12	2	0.0	0	1	8	16	2	0.969	0.695
gift	11	13	0	1.0	1	0	8	4	8	0.0	0.0
gift	11	14	6	0.0	0	1	8	16	2	0.969	0.656
gift	11	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	2	6	0.0	0	1	8	16	2	1.0	0.719
gift	12	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	9	7	0.0	0	1	8	16	2	0.914	0.438
gift	12	10	6	0.0	0	1	8	16	2	1.0	0.648
gift	12	11	5	0.0	0	1	8	16	2	1.0	0.812
gift	12	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	12	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	13	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	13	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	13	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	13	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	13	4	5	0.0	0	1	8	16	2	1.0	0.836
gift	13	5	7	0.0	0	1	8	16	2	0.906	0.398
gift	13	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	13	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	13	8	3	0.0	0	1	8	16	2	1.0	0.836
gift	13	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	13	10	4	0.0	0	1	8	16	2	1.0	0.883
gift	13	11	4	0.0	0	1	8	16	2	1.0	0.883
gift	13	12	2	0.0	0	1	8	16	2	0.992	0.648
gift	13	13	2	0.0	0	1	8	16	2	0.992	0.586
gift	13	14	0	1.0	1	0	8	4	8	0.0	0.0
gift	13	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	1	8	1.0	1	0	8	4	8	0.0	0.0
