method	step	prompt_idx	k_actual	zvf_actual	is_boundary	is_contrast	g_actual	g_per_prompt	g_oracle	restore_at_g_esc	restore_at_g_des
gift	14	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	9	5	0.0	0	1	8	16	2	1.0	0.82
gift	14	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	11	7	0.0	0	1	8	16	2	0.906	0.531
gift	14	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	14	14	4	0.0	0	1	8	16	2	1.0	0.898
gift	14	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	15	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	15	1	1	0.0	0	1	8	16	2	0.898	0.461
gift	15	2	7	0.0	0	1	8	16	2	0.867	0.422
gift	15	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	15	4	3	0.0	0	1	8	16	2	1.0	0.812
gift	15	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	15	6	4	0.0	0	1	8	16	2	1.0	0.914
gift	15	7	7	0.0	0	1	8	16	2	0.875	0.43
gift	15	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	15	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	15	10	6	0.0	0	1	8	16	2	0.992	0.594
gift	15	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	15	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	15	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	15	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	15	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	16	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	16	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	16	2	0	1.0	1	0	8	4	8	0.0	0.0
gift	16	3	0	1.0	1	0	8	4	8	0.0	0.0
gift	16	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	16	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	16	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	16	7	6	0.0	0	1	8	16	2	0.992	0.641
gift	16	8	2	0.0	0	1	8	16	2	1.0	0.672
gift	16	9	7	0.0	0	1	8	16	2	0.883	0.398
gift	16	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	16	11	6	0.0	0	1	8	16	2	0.984	0.719
gift	16	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	16	13	7	0.0	0	1	8	16	2	0.898	0.383
gift	16	14	3	0.0	0	1	8	16	2	1.0	0.852
gift	16	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	7	4	0.0	0	1	8	16	2	1.0	0.883
gift	17	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	9	0	1.0	1	0	8	4	8	0.0	0.0
gift	17	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	17	13	4	0.0	0	1	8	16	2	1.0	0.914
gift	17	14	4	0.0	0	1	8	16	2	1.0	0.906
gift	17	15	4	0.0	0	1	8	16	2	1.0	0.938
gift	18	0	6	0.0	0	1	8	16	2	0.984	0.656
gift	18	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	18	2	7	0.0	0	1	8	16	2	0.852	0.438
gift	18	3	5	0.0	0	1	8	16	2	1.0	0.836
gift	18	4	7	0.0	0	1	8	16	2	0.914	0.414
gift	18	5	0	1.0	1	0	8	4	8	0.0	0.0
gift	18	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	18	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	18	8	0	1.0	1	0	8	4	8	0.0	0.0
gift	18	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	18	10	5	0.0	0	1	8	16	2	1.0	0.812
gift	18	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	18	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	18	13	4	0.0	0	1	8	16	2	1.0	0.859
gift	18	14	0	1.0	1	0	8	4	8	0.0	0.0
gift	18	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	5	7	0.0	0	1	8	16	2	0.875	0.352
gift	19	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	7	0	1.0	1	0	8	4	8	0.0	0.0
gift	19	8	7	0.0	0	1	8	16	2	0.875	0.414
gift	19	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	19	13	4	0.0	0	1	8	16	2	1.0	0.867
gift	19	14	2	0.0	0	1	8	16	2	1.0	0.719
gift	19	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	10	2	0.0	0	1	8	16	2	0.992	0.602
gift	20	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	20	12	1	0.0	0	1	8	16	2	0.836	0.375
gift	20	13	7	0.0	0	1	8	16	2	0.812	0.344
gift	20	14	4	0.0	0	1	8	16	2	1.0	0.891
gift	20	15	4	0.0	0	1	8	16	2	1.0	0.883
gift	21	0	6	0.0	0	1	8	16	2	0.992	0.734
gift	21	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	7	5	0.0	0	1	8	16	2	1.0	0.758
gift	21	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	11	1	0.0	0	1	8	16	2	0.867	0.352
gift	21	12	3	0.0	0	1	8	16	2	0.992	0.758
gift	21	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	21	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	4	3	0.0	0	1	8	16	2	1.0	0.82
gift	22	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	8	0	1.0	1	0	8	4	8	0.0	0.0
gift	22	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	12	7	0.0	0	1	8	16	2	0.898	0.438
gift	22	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	22	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	3	7	0.0	0	1	8	16	2	0.852	0.352
gift	23	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	6	3	0.0	0	1	8	16	2	1.0	0.797
gift	23	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	23	15	0	1.0	1	0	8	4	8	0.0	0.0
gift	24	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	4	1	0.0	0	1	8	16	2	0.906	0.414
gift	24	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	8	7	0.0	0	1	8	16	2	0.914	0.469
gift	24	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	24	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	2	4	0.0	0	1	8	16	2	1.0	0.867
gift	25	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	6	0	1.0	1	0	8	4	8	0.0	0.0
gift	25	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	12	6	0.0	0	1	8	16	2	0.992	0.688
gift	25	13	5	0.0	0	1	8	16	2	0.992	0.844
gift	25	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	25	15	6	0.0	0	1	8	16	2	1.0	0.672
gift	26	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	3	1	0.0	0	1	8	16	2	0.875	0.438
gift	26	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	5	3	0.0	0	1	8	16	2	1.0	0.828
gift	26	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	7	7	0.0	0	1	8	16	2	0.867	0.359
gift	26	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	26	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	27	14	2	0.0	0	1	8	16	2	0.992	0.758
gift	27	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	12	6	0.0	0	1	8	16	2	0.992	0.703
gift	28	13	1	0.0	0	1	8	16	2	0.891	0.32
gift	28	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	28	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	4	3	0.0	0	1	8	16	2	1.0	0.828
gift	29	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	29	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	4	4	0.0	0	1	8	16	2	1.0	0.898
gift	30	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	30	15	2	0.0	0	1	8	16	2	0.984	0.656
gift	31	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	1	0	1.0	1	0	8	4	8	0.0	0.0
gift	31	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	12	7	0.0	0	1	8	16	2	0.875	0.414
gift	31	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	31	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	1	5	0.0	0	1	8	16	2	0.992	0.82
gift	32	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	9	5	0.0	0	1	8	16	2	1.0	0.883
gift	32	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	11	1	0.0	0	1	8	16	2	0.938	0.391
gift	32	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	32	14	1	0.0	0	1	8	16	2	0.922	0.406
gift	32	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	7	7	0.0	0	1	8	16	2	0.883	0.367
gift	33	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	33	15	0	1.0	1	0	8	4	8	0.0	0.0
gift	34	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	6	0	1.0	1	0	8	4	8	0.0	0.0
gift	34	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	34	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	4	0	1.0	1	0	8	4	8	0.0	0.0
gift	35	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	8	0	1.0	1	0	8	4	8	0.0	0.0
gift	35	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	35	14	1	0.0	0	1	8	16	2	0.852	0.375
gift	35	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	0	4	0.0	0	1	8	16	2	1.0	0.844
gift	36	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	2	0	1.0	1	0	8	4	8	0.0	0.0
gift	36	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	36	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	1	0	1.0	1	0	8	4	8	0.0	0.0
gift	37	2	5	0.0	0	1	8	16	2	1.0	0.875
gift	37	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	4	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	7	7	0.0	0	1	8	16	2	0.883	0.461
gift	37	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	11	0	1.0	1	0	8	4	8	0.0	0.0
gift	37	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	37	15	0	1.0	1	0	8	4	8	0.0	0.0
gift	38	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	2	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	3	0	1.0	1	0	8	4	8	0.0	0.0
gift	38	4	3	0.0	0	1	8	16	2	1.0	0.867
gift	38	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	8	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	13	0	1.0	1	0	8	4	8	0.0	0.0
gift	38	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	38	15	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	0	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	1	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	2	4	0.0	0	1	8	16	2	1.0	0.914
gift	39	3	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	4	6	0.0	0	1	8	16	2	0.992	0.641
gift	39	5	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	6	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	7	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	8	5	0.0	0	1	8	16	2	0.984	0.828
gift	39	9	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	10	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	11	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	12	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	13	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	14	8	1.0	1	0	8	4	8	0.0	0.0
gift	39	15	0	1.0	1	0	8	4	8	0.0	0.0
grpo	0	0	8	1.0	1	0	8	4	8	0.0	0.0
grpo	0	1	6	0.0	0	1	8	16	2	0.992	0.758
grpo	0	2	8	1.0	1	0	8	4	8	0.0	0.0
grpo	0	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	0	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	0	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	0	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	0	7	8	1.0	1	0	8	4	8	0.0	0.0
grpo	0	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	0	9	1	0.0	0	1	8	16	2	0.883	0.359
grpo	0	10	7	0.0	0	1	8	16	2	0.906	0.406
grpo	0	11	1	0.0	0	1	8	16	2	0.891	0.398
grpo	0	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	0	13	8	1.0	1	0	8	4	8	0.0	0.0
grpo	0	14	1	0.0	0	1	8	16	2	0.867	0.469
grpo	0	15	8	1.0	1	0	8	4	8	0.0	0.0
grpo	1	0	7	0.0	0	1	8	16	2	0.891	0.461
grpo	1	1	2	0.0	0	1	8	16	2	0.984	0.633
grpo	1	2	4	0.0	0	1	8	16	2	1.0	0.828
grpo	1	3	8	1.0	1	0	8	4	8	0.0	0.0
grpo	1	4	8	1.0	1	0	8	4	8	0.0	0.0
grpo	1	5	8	1.0	1	0	8	4	8	0.0	0.0
grpo	1	6	8	1.0	1	0	8	4	8	0.0	0.0
grpo	1	7	7	0.0	0	1	8	16	2	0.867	0.43
grpo	1	8	8	1.0	1	0	8	4	8	0.0	0.0
grpo	1	9	7	0.0	0	1	8	16	2	0.859	0.422
grpo	1	10	6	0.0	0	1	8	16	2	1.0	0.68
grpo	1	11	8	1.0	1	0	8	4	8	0.0	0.0
grpo	1	12	8	1.0	1	0	8	4	8	0.0	0.0
grpo	1	13	4	0.0	0	1	8	16	2	1.0	0.844
grpo	1	14	8	1.0	1	0	8	4	8	0.0	0.0
grpo	1	15	4	0.0	0	1	8	16	2	1.0	0.914
grpo	2	0	6	0.0	0	1	8	16	2	1.0	0.664
grpo	2	1	8	1.0	1	0	8	4	8	0.0	0.0
