delta_id	component	stack_id	framework	openness	label_claimed	status
delta_gspo	sequence_level_ratio	zvf130_mcgrpo	worktree-zvf130-batch	open	mcgrpo	not_applicable
delta_gspo	sequence_level_ratio	zvf130_ngrpo	worktree-zvf130-batch	open	ngrpo	not_applicable
delta_gspo	sequence_level_ratio	zvf130_scafgrpo	worktree-zvf130-batch	open	scafgrpo	not_applicable
delta_gspo	sequence_level_clip	colab-open_dapo_e3	colab-open-trainer	open	dapo	not_applicable
delta_gspo	sequence_level_clip	colab-open_drgrpo_e3	colab-open-trainer	open	drgrpo	not_applicable
delta_gspo	sequence_level_clip	colab-open_grpo-adaptiveg_e3	colab-open-trainer	open	grpo	not_applicable
delta_gspo	sequence_level_clip	colab-open_grpo_e3	colab-open-trainer	open	grpo	not_applicable
delta_gspo	sequence_level_clip	openrlhf_grpo_qwen3-8b_gsm8k	openrlhf	open	grpo	not_applicable
delta_gspo	sequence_level_clip	tinker_aero_qwen3.5-4b_gsm8k	tinker	managed	aero	not_applicable
delta_gspo	sequence_level_clip	tinker_areal_qwen3.5-4b_gsm8k	tinker	managed	areal	not_applicable
delta_gspo	sequence_level_clip	tinker_dapo_qwen3.5-4b_gsm8k	tinker	managed	dapo	not_applicable
delta_gspo	sequence_level_clip	tinker_drgrpo_qwen3.5-4b_gsm8k	tinker	managed	drgrpo	not_applicable
delta_gspo	sequence_level_clip	tinker_gift_qwen3.5-4b_gsm8k	tinker	managed	gift	not_applicable
delta_gspo	sequence_level_clip	tinker_grpo_qwen3-8b_gsm8k	tinker	managed	grpo	not_applicable
delta_gspo	sequence_level_clip	tinker_grpo_qwen3.5-4b_gsm8k	tinker	managed	grpo	not_applicable
delta_gspo	sequence_level_clip	tinker_gspo_qwen3.5-4b_gsm8k	tinker	managed	gspo	unknown
delta_gspo	sequence_level_clip	trl_grpo_qwen3-8b_gsm8k	trl	open	grpo	not_applicable
delta_gspo	sequence_level_clip	verl_grpo_qwen3-8b_gsm8k	verl	open	grpo	not_applicable
delta_gspo	sequence_level_clip	zvf130_cppo	worktree-zvf130-batch	open	cppo	not_applicable
delta_gspo	sequence_level_clip	zvf130_es	worktree-zvf130-batch	open	es	not_applicable
delta_gspo	sequence_level_clip	zvf130_mcgrpo	worktree-zvf130-batch	open	mcgrpo	not_applicable
delta_gspo	sequence_level_clip	zvf130_ngrpo	worktree-zvf130-batch	open	ngrpo	not_applicable
delta_gspo	sequence_level_clip	zvf130_scafgrpo	worktree-zvf130-batch	open	scafgrpo	not_applicable
delta_mcgrpo	mcts_rollout	colab-open_dapo_e3	colab-open-trainer	open	dapo	not_applicable
delta_mcgrpo	mcts_rollout	colab-open_drgrpo_e3	colab-open-trainer	open	drgrpo	not_applicable
delta_mcgrpo	mcts_rollout	colab-open_grpo-adaptiveg_e3	colab-open-trainer	open	grpo	not_applicable
delta_mcgrpo	mcts_rollout	colab-open_grpo_e3	colab-open-trainer	open	grpo	not_applicable
delta_mcgrpo	mcts_rollout	openrlhf_grpo_qwen3-8b_gsm8k	openrlhf	open	grpo	not_applicable
delta_mcgrpo	mcts_rollout	tinker_aero_qwen3.5-4b_gsm8k	tinker	managed	aero	not_applicable
delta_mcgrpo	mcts_rollout	tinker_areal_qwen3.5-4b_gsm8k	tinker	managed	areal	not_applicable
delta_mcgrpo	mcts_rollout	tinker_dapo_qwen3.5-4b_gsm8k	tinker	managed	dapo	not_applicable
delta_mcgrpo	mcts_rollout	tinker_drgrpo_qwen3.5-4b_gsm8k	tinker	managed	drgrpo	not_applicable
delta_mcgrpo	mcts_rollout	tinker_gift_qwen3.5-4b_gsm8k	tinker	managed	gift	not_applicable
delta_mcgrpo	mcts_rollout	tinker_grpo_qwen3-8b_gsm8k	tinker	managed	grpo	not_applicable
delta_mcgrpo	mcts_rollout	tinker_grpo_qwen3.5-4b_gsm8k	tinker	managed	grpo	not_applicable
delta_mcgrpo	mcts_rollout	tinker_gspo_qwen3.5-4b_gsm8k	tinker	managed	gspo	not_applicable
delta_mcgrpo	mcts_rollout	trl_grpo_qwen3-8b_gsm8k	trl	open	grpo	not_applicable
delta_mcgrpo	mcts_rollout	verl_grpo_qwen3-8b_gsm8k	verl	open	grpo	not_applicable
delta_mcgrpo	mcts_rollout	zvf130_cppo	worktree-zvf130-batch	open	cppo	not_applicable
delta_mcgrpo	mcts_rollout	zvf130_es	worktree-zvf130-batch	open	es	not_applicable
delta_mcgrpo	mcts_rollout	zvf130_mcgrpo	worktree-zvf130-batch	open	mcgrpo	unknown
delta_mcgrpo	mcts_rollout	zvf130_ngrpo	worktree-zvf130-batch	open	ngrpo	not_applicable
delta_mcgrpo	mcts_rollout	zvf130_scafgrpo	worktree-zvf130-batch	open	scafgrpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	colab-open_dapo_e3	colab-open-trainer	open	dapo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	colab-open_drgrpo_e3	colab-open-trainer	open	drgrpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	colab-open_grpo-adaptiveg_e3	colab-open-trainer	open	grpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	colab-open_grpo_e3	colab-open-trainer	open	grpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	openrlhf_grpo_qwen3-8b_gsm8k	openrlhf	open	grpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	tinker_aero_qwen3.5-4b_gsm8k	tinker	managed	aero	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	tinker_areal_qwen3.5-4b_gsm8k	tinker	managed	areal	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	tinker_dapo_qwen3.5-4b_gsm8k	tinker	managed	dapo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	tinker_drgrpo_qwen3.5-4b_gsm8k	tinker	managed	drgrpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	tinker_gift_qwen3.5-4b_gsm8k	tinker	managed	gift	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	tinker_grpo_qwen3-8b_gsm8k	tinker	managed	grpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	tinker_grpo_qwen3.5-4b_gsm8k	tinker	managed	grpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	tinker_gspo_qwen3.5-4b_gsm8k	tinker	managed	gspo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	trl_grpo_qwen3-8b_gsm8k	trl	open	grpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	verl_grpo_qwen3-8b_gsm8k	verl	open	grpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	zvf130_cppo	worktree-zvf130-batch	open	cppo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	zvf130_es	worktree-zvf130-batch	open	es	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	zvf130_mcgrpo	worktree-zvf130-batch	open	mcgrpo	unknown
delta_mcgrpo	per_prompt_diversity_bonus	zvf130_ngrpo	worktree-zvf130-batch	open	ngrpo	not_applicable
delta_mcgrpo	per_prompt_diversity_bonus	zvf130_scafgrpo	worktree-zvf130-batch	open	scafgrpo	not_applicable
delta_ngrpo	per_prompt_normalization	colab-open_dapo_e3	colab-open-trainer	open	dapo	not_applicable
delta_ngrpo	per_prompt_normalization	colab-open_drgrpo_e3	colab-open-trainer	open	drgrpo	not_applicable
delta_ngrpo	per_prompt_normalization	colab-open_grpo-adaptiveg_e3	colab-open-trainer	open	grpo	not_applicable
delta_ngrpo	per_prompt_normalization	colab-open_grpo_e3	colab-open-trainer	open	grpo	not_applicable
delta_ngrpo	per_prompt_normalization	openrlhf_grpo_qwen3-8b_gsm8k	openrlhf	open	grpo	not_applicable
delta_ngrpo	per_prompt_normalization	tinker_aero_qwen3.5-4b_gsm8k	tinker	managed	aero	not_applicable
delta_ngrpo	per_prompt_normalization	tinker_areal_qwen3.5-4b_gsm8k	tinker	managed	areal	not_applicable
delta_ngrpo	per_prompt_normalization	tinker_dapo_qwen3.5-4b_gsm8k	tinker	managed	dapo	not_applicable
delta_ngrpo	per_prompt_normalization	tinker_drgrpo_qwen3.5-4b_gsm8k	tinker	managed	drgrpo	not_applicable
delta_ngrpo	per_prompt_normalization	tinker_gift_qwen3.5-4b_gsm8k	tinker	managed	gift	not_applicable
delta_ngrpo	per_prompt_normalization	tinker_grpo_qwen3-8b_gsm8k	tinker	managed	grpo	not_applicable
delta_ngrpo	per_prompt_normalization	tinker_grpo_qwen3.5-4b_gsm8k	tinker	managed	grpo	not_applicable
delta_ngrpo	per_prompt_normalization	tinker_gspo_qwen3.5-4b_gsm8k	tinker	managed	gspo	not_applicable
delta_ngrpo	per_prompt_normalization	trl_grpo_qwen3-8b_gsm8k	trl	open	grpo	not_applicable
delta_ngrpo	per_prompt_normalization	verl_grpo_qwen3-8b_gsm8k	verl	open	grpo	not_applicable
delta_ngrpo	per_prompt_normalization	zvf130_cppo	worktree-zvf130-batch	open	cppo	not_applicable
delta_ngrpo	per_prompt_normalization	zvf130_es	worktree-zvf130-batch	open	es	not_applicable
delta_ngrpo	per_prompt_normalization	zvf130_mcgrpo	worktree-zvf130-batch	open	mcgrpo	not_applicable
delta_ngrpo	per_prompt_normalization	zvf130_ngrpo	worktree-zvf130-batch	open	ngrpo	unknown
delta_ngrpo	per_prompt_normalization	zvf130_scafgrpo	worktree-zvf130-batch	open	scafgrpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	colab-open_dapo_e3	colab-open-trainer	open	dapo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	colab-open_drgrpo_e3	colab-open-trainer	open	drgrpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	colab-open_grpo-adaptiveg_e3	colab-open-trainer	open	grpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	colab-open_grpo_e3	colab-open-trainer	open	grpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	openrlhf_grpo_qwen3-8b_gsm8k	openrlhf	open	grpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	tinker_aero_qwen3.5-4b_gsm8k	tinker	managed	aero	not_applicable
delta_scafgrpo	scaffold_aware_advantage	tinker_areal_qwen3.5-4b_gsm8k	tinker	managed	areal	not_applicable
delta_scafgrpo	scaffold_aware_advantage	tinker_dapo_qwen3.5-4b_gsm8k	tinker	managed	dapo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	tinker_drgrpo_qwen3.5-4b_gsm8k	tinker	managed	drgrpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	tinker_gift_qwen3.5-4b_gsm8k	tinker	managed	gift	not_applicable
delta_scafgrpo	scaffold_aware_advantage	tinker_grpo_qwen3-8b_gsm8k	tinker	managed	grpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	tinker_grpo_qwen3.5-4b_gsm8k	tinker	managed	grpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	tinker_gspo_qwen3.5-4b_gsm8k	tinker	managed	gspo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	trl_grpo_qwen3-8b_gsm8k	trl	open	grpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	verl_grpo_qwen3-8b_gsm8k	verl	open	grpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	zvf130_cppo	worktree-zvf130-batch	open	cppo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	zvf130_es	worktree-zvf130-batch	open	es	not_applicable
delta_scafgrpo	scaffold_aware_advantage	zvf130_mcgrpo	worktree-zvf130-batch	open	mcgrpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	zvf130_ngrpo	worktree-zvf130-batch	open	ngrpo	not_applicable
delta_scafgrpo	scaffold_aware_advantage	zvf130_scafgrpo	worktree-zvf130-batch	open	scafgrpo	unknown
