seed	rate_pct	fset	tau	clf	n_test	n_pos	n_xgb_missed_pos	n_lift	n_waste	n_llm_only	value_rate	esc_prec
20260706	0.1	24full	0.15	vmean_only	9866	10	9	9	9660	9669	1.0	0.000930809804529941
20260706	0.1	24full	0.2	vmean_only	9866	10	9	9	9660	9669	1.0	0.000930809804529941
20260706	0.1	24full	0.3	vmean_only	9866	10	9	9	9660	9669	1.0	0.000930809804529941
20260706	0.1	24full	0.4	vmean_only	9866	10	9	9	9660	9669	1.0	0.000930809804529941
20260706	0.1	24full	0.5	vmean_only	9866	10	9	6	4610	4616	0.6666666666666666	0.0012998266897746968
20260706	0.1	24full	0.6	vmean_only	9866	10	9	0	0	0	0.0	0.0
20260706	0.1	24full	0.7	vmean_only	9866	10	9	0	0	0	0.0	0.0
20260706	0.1	24full	0.8	vmean_only	9866	10	9	0	0	0	0.0	0.0
20260706	0.1	24full	0.9	vmean_only	9866	10	9	0	0	0	0.0	0.0
20260706	0.1	20raw	0.05	joint_vstat	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.1	joint_vstat	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.15	joint_vstat	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.2	joint_vstat	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.3	joint_vstat	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.4	joint_vstat	9866	10	7	7	9653	9660	1.0	0.0007246376811594203
20260706	0.1	20raw	0.5	joint_vstat	9866	10	7	5	4924	4929	0.7142857142857143	0.0010144045445323595
20260706	0.1	20raw	0.6	joint_vstat	9866	10	7	0	2	2	0.0	0.0
20260706	0.1	20raw	0.7	joint_vstat	9866	10	7	0	0	0	0.0	0.0
20260706	0.1	20raw	0.8	joint_vstat	9866	10	7	0	0	0	0.0	0.0
20260706	0.1	20raw	0.9	joint_vstat	9866	10	7	0	0	0	0.0	0.0
20260706	0.1	20raw	0.05	vmean_only	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.1	vmean_only	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.15	vmean_only	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.2	vmean_only	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.3	vmean_only	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.4	vmean_only	9866	10	7	7	9662	9669	1.0	0.0007239631813010653
20260706	0.1	20raw	0.5	vmean_only	9866	10	7	6	4614	4620	0.8571428571428571	0.0012987012987012987
20260706	0.1	20raw	0.6	vmean_only	9866	10	7	0	0	0	0.0	0.0
20260706	0.1	20raw	0.7	vmean_only	9866	10	7	0	0	0	0.0	0.0
20260706	0.1	20raw	0.8	vmean_only	9866	10	7	0	0	0	0.0	0.0
20260706	0.1	20raw	0.9	vmean_only	9866	10	7	0	0	0	0.0	0.0
20260706	0.1	20raw+minmax	0.05	joint_vstat	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.1	joint_vstat	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.15	joint_vstat	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.2	joint_vstat	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.3	joint_vstat	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.4	joint_vstat	9866	10	8	8	9652	9660	1.0	0.0008281573498964803
20260706	0.1	20raw+minmax	0.5	joint_vstat	9866	10	8	5	4931	4936	0.625	0.001012965964343598
20260706	0.1	20raw+minmax	0.6	joint_vstat	9866	10	8	0	2	2	0.0	0.0
20260706	0.1	20raw+minmax	0.7	joint_vstat	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+minmax	0.8	joint_vstat	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+minmax	0.9	joint_vstat	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+minmax	0.05	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.1	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.15	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.2	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.3	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.4	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+minmax	0.5	vmean_only	9866	10	8	6	4627	4633	0.75	0.0012950571983595942
20260706	0.1	20raw+minmax	0.6	vmean_only	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+minmax	0.7	vmean_only	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+minmax	0.8	vmean_only	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+minmax	0.9	vmean_only	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+stat	0.05	joint_vstat	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.1	joint_vstat	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.15	joint_vstat	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.2	joint_vstat	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.3	joint_vstat	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.4	joint_vstat	9866	10	8	8	9652	9660	1.0	0.0008281573498964803
20260706	0.1	20raw+stat	0.5	joint_vstat	9866	10	8	5	4908	4913	0.625	0.0010177081213108082
20260706	0.1	20raw+stat	0.6	joint_vstat	9866	10	8	0	2	2	0.0	0.0
20260706	0.1	20raw+stat	0.7	joint_vstat	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+stat	0.8	joint_vstat	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+stat	0.9	joint_vstat	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+stat	0.05	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.1	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.15	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.2	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.3	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.4	vmean_only	9866	10	8	8	9661	9669	1.0	0.0008273864929155032
20260706	0.1	20raw+stat	0.5	vmean_only	9866	10	8	6	4608	4614	0.75	0.0013003901170351106
20260706	0.1	20raw+stat	0.6	vmean_only	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+stat	0.7	vmean_only	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+stat	0.8	vmean_only	9866	10	8	0	0	0	0.0	0.0
20260706	0.1	20raw+stat	0.9	vmean_only	9866	10	8	0	0	0	0.0	0.0
20260706	0.05	24full	0.05	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.1	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.15	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.2	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.3	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.4	joint_vstat	9861	5	1	1	9654	9655	1.0	0.00010357327809425168
20260706	0.05	24full	0.5	joint_vstat	9861	5	1	0	4921	4921	0.0	0.0
20260706	0.05	24full	0.6	joint_vstat	9861	5	1	0	2	2	0.0	0.0
20260706	0.05	24full	0.7	joint_vstat	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	24full	0.8	joint_vstat	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	24full	0.9	joint_vstat	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	24full	0.05	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.1	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.15	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.2	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.3	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.4	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	24full	0.5	vmean_only	9861	5	1	0	4611	4611	0.0	0.0
20260706	0.05	24full	0.6	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	24full	0.7	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	24full	0.8	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	24full	0.9	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw	0.05	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.1	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.15	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.2	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.3	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.4	joint_vstat	9861	5	1	1	9654	9655	1.0	0.00010357327809425168
20260706	0.05	20raw	0.5	joint_vstat	9861	5	1	0	4924	4924	0.0	0.0
20260706	0.05	20raw	0.6	joint_vstat	9861	5	1	0	2	2	0.0	0.0
20260706	0.05	20raw	0.7	joint_vstat	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw	0.8	joint_vstat	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw	0.9	joint_vstat	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw	0.05	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.1	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.15	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.2	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.3	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.4	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw	0.5	vmean_only	9861	5	1	0	4614	4614	0.0	0.0
20260706	0.05	20raw	0.6	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw	0.7	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw	0.8	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw	0.9	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw+minmax	0.05	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.1	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.15	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.2	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.3	joint_vstat	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.4	joint_vstat	9861	5	1	1	9654	9655	1.0	0.00010357327809425168
20260706	0.05	20raw+minmax	0.5	joint_vstat	9861	5	1	0	4932	4932	0.0	0.0
20260706	0.05	20raw+minmax	0.6	joint_vstat	9861	5	1	0	2	2	0.0	0.0
20260706	0.05	20raw+minmax	0.7	joint_vstat	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw+minmax	0.8	joint_vstat	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw+minmax	0.9	joint_vstat	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw+minmax	0.05	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.1	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.15	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.2	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.3	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.4	vmean_only	9861	5	1	1	9663	9664	1.0	0.00010347682119205298
20260706	0.05	20raw+minmax	0.5	vmean_only	9861	5	1	0	4628	4628	0.0	0.0
20260706	0.05	20raw+minmax	0.6	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw+minmax	0.7	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw+minmax	0.8	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw+minmax	0.9	vmean_only	9861	5	1	0	0	0	0.0	0.0
20260706	0.05	20raw+stat	0.05	joint_vstat	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.1	joint_vstat	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.15	joint_vstat	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.2	joint_vstat	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.3	joint_vstat	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.4	joint_vstat	9861	5	2	2	9653	9655	1.0	0.00020714655618850336
20260706	0.05	20raw+stat	0.5	joint_vstat	9861	5	2	1	4909	4910	0.5	0.00020366598778004074
20260706	0.05	20raw+stat	0.6	joint_vstat	9861	5	2	0	2	2	0.0	0.0
20260706	0.05	20raw+stat	0.7	joint_vstat	9861	5	2	0	0	0	0.0	0.0
20260706	0.05	20raw+stat	0.8	joint_vstat	9861	5	2	0	0	0	0.0	0.0
20260706	0.05	20raw+stat	0.9	joint_vstat	9861	5	2	0	0	0	0.0	0.0
20260706	0.05	20raw+stat	0.05	vmean_only	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.1	vmean_only	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.15	vmean_only	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.2	vmean_only	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.3	vmean_only	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.4	vmean_only	9861	5	2	2	9662	9664	1.0	0.00020695364238410596
20260706	0.05	20raw+stat	0.5	vmean_only	9861	5	2	1	4608	4609	0.5	0.00021696680407897592
20260706	0.05	20raw+stat	0.6	vmean_only	9861	5	2	0	0	0	0.0	0.0
20260706	0.05	20raw+stat	0.7	vmean_only	9861	5	2	0	0	0	0.0	0.0
20260706	0.05	20raw+stat	0.8	vmean_only	9861	5	2	0	0	0	0.0	0.0
20260706	0.05	20raw+stat	0.9	vmean_only	9861	5	2	0	0	0	0.0	0.0
20260708	1.44	24full	0.05	joint_vstat	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.1	joint_vstat	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.15	joint_vstat	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.2	joint_vstat	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.3	joint_vstat	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.4	joint_vstat	10000	144	95	95	9696	9791	1.0	0.009702788274946379
20260708	1.44	24full	0.5	joint_vstat	10000	144	95	59	4948	5007	0.6210526315789474	0.011783503095666068
20260708	1.44	24full	0.6	joint_vstat	10000	144	95	0	2	2	0.0	0.0
20260708	1.44	24full	0.7	joint_vstat	10000	144	95	0	0	0	0.0	0.0
20260708	1.44	24full	0.8	joint_vstat	10000	144	95	0	0	0	0.0	0.0
20260708	1.44	24full	0.9	joint_vstat	10000	144	95	0	0	0	0.0	0.0
20260708	1.44	24full	0.05	vmean_only	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.1	vmean_only	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.15	vmean_only	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.2	vmean_only	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.3	vmean_only	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.4	vmean_only	10000	144	95	95	9705	9800	1.0	0.009693877551020408
20260708	1.44	24full	0.5	vmean_only	10000	144	95	52	4637	4689	0.5473684210526316	0.01108978460226061
20260708	1.44	24full	0.6	vmean_only	10000	144	95	0	0	0	0.0	0.0
20260708	1.44	24full	0.7	vmean_only	10000	144	95	0	0	0	0.0	0.0
20260708	1.44	24full	0.8	vmean_only	10000	144	95	0	0	0	0.0	0.0
20260708	1.44	24full	0.9	vmean_only	10000	144	95	0	0	0	0.0	0.0
20260708	1.44	20raw	0.05	joint_vstat	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.1	joint_vstat	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.15	joint_vstat	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.2	joint_vstat	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.3	joint_vstat	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.4	joint_vstat	10000	144	97	97	9694	9791	1.0	0.009907057501787355
20260708	1.44	20raw	0.5	joint_vstat	10000	144	97	61	4946	5007	0.6288659793814433	0.012182943878570001
20260708	1.44	20raw	0.6	joint_vstat	10000	144	97	0	2	2	0.0	0.0
20260708	1.44	20raw	0.7	joint_vstat	10000	144	97	0	0	0	0.0	0.0
20260708	1.44	20raw	0.8	joint_vstat	10000	144	97	0	0	0	0.0	0.0
20260708	1.44	20raw	0.9	joint_vstat	10000	144	97	0	0	0	0.0	0.0
20260708	1.44	20raw	0.05	vmean_only	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.1	vmean_only	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.15	vmean_only	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.2	vmean_only	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.3	vmean_only	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.4	vmean_only	10000	144	97	97	9703	9800	1.0	0.00989795918367347
20260708	1.44	20raw	0.5	vmean_only	10000	144	97	51	4642	4693	0.5257731958762887	0.010867249094395908
20260708	1.44	20raw	0.6	vmean_only	10000	144	97	0	0	0	0.0	0.0
20260708	1.44	20raw	0.7	vmean_only	10000	144	97	0	0	0	0.0	0.0
20260708	1.44	20raw	0.8	vmean_only	10000	144	97	0	0	0	0.0	0.0
20260708	1.44	20raw	0.9	vmean_only	10000	144	97	0	0	0	0.0	0.0
20260708	1.44	20raw+minmax	0.05	joint_vstat	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.1	joint_vstat	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.15	joint_vstat	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.2	joint_vstat	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.3	joint_vstat	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.4	joint_vstat	10000	144	89	89	9702	9791	1.0	0.00908998059442345
20260708	1.44	20raw+minmax	0.5	joint_vstat	10000	144	89	55	4949	5004	0.6179775280898876	0.010991207034372502
20260708	1.44	20raw+minmax	0.6	joint_vstat	10000	144	89	0	2	2	0.0	0.0
20260708	1.44	20raw+minmax	0.7	joint_vstat	10000	144	89	0	0	0	0.0	0.0
20260708	1.44	20raw+minmax	0.8	joint_vstat	10000	144	89	0	0	0	0.0	0.0
20260708	1.44	20raw+minmax	0.9	joint_vstat	10000	144	89	0	0	0	0.0	0.0
20260708	1.44	20raw+minmax	0.05	vmean_only	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.1	vmean_only	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.15	vmean_only	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.2	vmean_only	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.3	vmean_only	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.4	vmean_only	10000	144	89	89	9711	9800	1.0	0.009081632653061224
20260708	1.44	20raw+minmax	0.5	vmean_only	10000	144	89	47	4644	4691	0.5280898876404494	0.010019185674696228
20260708	1.44	20raw+minmax	0.6	vmean_only	10000	144	89	0	0	0	0.0	0.0
20260708	1.44	20raw+minmax	0.7	vmean_only	10000	144	89	0	0	0	0.0	0.0
20260708	1.44	20raw+minmax	0.8	vmean_only	10000	144	89	0	0	0	0.0	0.0
20260708	1.44	20raw+minmax	0.9	vmean_only	10000	144	89	0	0	0	0.0	0.0
20260708	1.44	20raw+stat	0.05	joint_vstat	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.1	joint_vstat	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.15	joint_vstat	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.2	joint_vstat	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.3	joint_vstat	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.4	joint_vstat	10000	144	91	91	9700	9791	1.0	0.009294249821264427
20260708	1.44	20raw+stat	0.5	joint_vstat	10000	144	91	55	4944	4999	0.6043956043956044	0.011002200440088018
20260708	1.44	20raw+stat	0.6	joint_vstat	10000	144	91	0	2	2	0.0	0.0
20260708	1.44	20raw+stat	0.7	joint_vstat	10000	144	91	0	0	0	0.0	0.0
20260708	1.44	20raw+stat	0.8	joint_vstat	10000	144	91	0	0	0	0.0	0.0
20260708	1.44	20raw+stat	0.9	joint_vstat	10000	144	91	0	0	0	0.0	0.0
20260708	1.44	20raw+stat	0.05	vmean_only	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.1	vmean_only	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.15	vmean_only	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.2	vmean_only	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.3	vmean_only	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.4	vmean_only	10000	144	91	91	9709	9800	1.0	0.009285714285714286
20260708	1.44	20raw+stat	0.5	vmean_only	10000	144	91	49	4639	4688	0.5384615384615384	0.010452218430034129
20260708	1.44	20raw+stat	0.6	vmean_only	10000	144	91	0	0	0	0.0	0.0
20260708	1.44	20raw+stat	0.7	vmean_only	10000	144	91	0	0	0	0.0	0.0
20260708	1.44	20raw+stat	0.8	vmean_only	10000	144	91	0	0	0	0.0	0.0
20260708	1.44	20raw+stat	0.9	vmean_only	10000	144	91	0	0	0	0.0	0.0
20260708	1.0	24full	0.05	joint_vstat	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.1	joint_vstat	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.15	joint_vstat	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.2	joint_vstat	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.3	joint_vstat	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.4	joint_vstat	9956	100	67	67	9681	9748	1.0	0.006873204759950759
20260708	1.0	24full	0.5	joint_vstat	9956	100	67	40	4938	4978	0.5970149253731343	0.008035355564483728
20260708	1.0	24full	0.6	joint_vstat	9956	100	67	0	2	2	0.0	0.0
20260708	1.0	24full	0.7	joint_vstat	9956	100	67	0	0	0	0.0	0.0
20260708	1.0	24full	0.8	joint_vstat	9956	100	67	0	0	0	0.0	0.0
20260708	1.0	24full	0.9	joint_vstat	9956	100	67	0	0	0	0.0	0.0
20260708	1.0	24full	0.05	vmean_only	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.1	vmean_only	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.15	vmean_only	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.2	vmean_only	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.3	vmean_only	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.4	vmean_only	9956	100	67	67	9690	9757	1.0	0.006866864815004612
20260708	1.0	24full	0.5	vmean_only	9956	100	67	32	4632	4664	0.47761194029850745	0.00686106346483705
20260708	1.0	24full	0.6	vmean_only	9956	100	67	0	0	0	0.0	0.0
20260708	1.0	24full	0.7	vmean_only	9956	100	67	0	0	0	0.0	0.0
20260708	1.0	24full	0.8	vmean_only	9956	100	67	0	0	0	0.0	0.0
20260708	1.0	24full	0.9	vmean_only	9956	100	67	0	0	0	0.0	0.0
20260708	1.0	20raw	0.05	joint_vstat	9956	100	69	69	9688	9757	1.0	0.007071845854258481
20260708	1.0	20raw	0.1	joint_vstat	9956	100	69	69	9688	9757	1.0	0.007071845854258481
20260708	1.0	20raw	0.15	joint_vstat	9956	100	69	69	9688	9757	1.0	0.007071845854258481
20260708	1.0	20raw	0.2	joint_vstat	9956	100	69	69	9688	9757	1.0	0.007071845854258481
20260708	1.0	20raw	0.3	joint_vstat	9956	100	69	69	9688	9757	1.0	0.007071845854258481
20260708	1.0	20raw	0.4	joint_vstat	9956	100	69	69	9679	9748	1.0	0.007078375051292573
