rate_pct	tier	best_fset	vr_24full	vr_20raw	vr_20raw+minmax	vr_20raw+stat
1.44	cheap_heuristic	20raw	0.5500494587532662	0.557730452724565	0.5488059469057827	0.5530283992911189
1.44	small_open	20raw	0.5500494587532662	0.557730452724565	0.5488059469057827	0.5530283992911189
1.44	iter120_default	20raw	0.5500494587532662	0.557730452724565	0.5488059469057827	0.5530283992911189
1.44	mid_tier	20raw	0.5500494587532662	0.557730452724565	0.5488059469057827	0.5530283992911189
1.44	frontier_gpt4	20raw	0.5500494587532662	0.557730452724565	0.5488059469057827	0.5530283992911189
1.0	cheap_heuristic	20raw	0.5603952031491752	0.5784868450825329	0.5642732377793193	0.5685140189955764
1.0	small_open	20raw	0.5603952031491752	0.5784868450825329	0.5642732377793193	0.5685140189955764
1.0	iter120_default	20raw	0.5603952031491752	0.5784868450825329	0.5642732377793193	0.5685140189955764
1.0	mid_tier	20raw	0.5603952031491752	0.5784868450825329	0.5642732377793193	0.5685140189955764
1.0	frontier_gpt4	20raw	0.5603952031491752	0.5784868450825329	0.5642732377793193	0.5685140189955764
0.5	cheap_heuristic	20raw	0.5382734912146676	0.5633497536945813	0.5548171368861023	0.5340822260177098
0.5	small_open	20raw	0.5382734912146676	0.5633497536945813	0.5548171368861023	0.5340822260177098
0.5	iter120_default	20raw	0.5382734912146676	0.5633497536945813	0.5548171368861023	0.5340822260177098
0.5	mid_tier	20raw	0.5382734912146676	0.5633497536945813	0.5548171368861023	0.5340822260177098
0.5	frontier_gpt4	20raw	0.5382734912146676	0.5633497536945813	0.5548171368861023	0.5340822260177098
0.1	cheap_heuristic	20raw+stat	0.5587301587301587	0.5825396825396826	0.5777777777777777	0.6261111111111111
0.1	small_open	20raw+stat	0.5587301587301587	0.5825396825396826	0.5777777777777777	0.6261111111111111
0.1	iter120_default	20raw+stat	0.5587301587301587	0.5825396825396826	0.5777777777777777	0.6261111111111111
0.1	mid_tier	20raw+stat	0.5587301587301587	0.5825396825396826	0.5777777777777777	0.6261111111111111
0.1	frontier_gpt4	20raw+stat	0.5587301587301587	0.5825396825396826	0.5777777777777777	0.6261111111111111
0.05	cheap_heuristic	20raw+stat	0.41	0.41	0.41	0.5
0.05	small_open	20raw+stat	0.41	0.41	0.41	0.5
0.05	iter120_default	20raw+stat	0.41	0.41	0.41	0.5
0.05	mid_tier	20raw+stat	0.41	0.41	0.41	0.5
0.05	frontier_gpt4	20raw+stat	0.41	0.41	0.41	0.5
