domain_id	domain	n	k	density	wilson_lo	wilson_hi	source
D1	P8 grad-band firing (per-row)	840	7	0.008333333333333333	0.004042369434519871	0.01710093518568373	iter-120 table
D2	P7 step rejection (per-step)	160	80	0.5	0.42343787383759396	0.576562126162406	iter-124
D3	P5 cells (per-cell)	98	36	0.3673469387755102	0.27858728951874556	0.46611428626168216	iter-124 cells.tsv
D4	P7 per-prompt boundary	2560	1867	0.729296875	0.7117506294635029	0.7461559744390157	iter-131
D5	P8 iso ECE>0.10 (cohort cell)	60	60	1.0	0.9398260695220669	0.9999999999999999	iter-136
D6	P8 sensor-firing flip (per cell)	148767	789	0.00530359555546593	0.00494706269073689	0.005685676782856301	iter-140 firing_agreement.tsv
D7	N2 algorithm-axis spread > 0.500	640	10	0.015625	0.008508840208386109	0.028521385859640563	iter-141
D8	P7 UNIFIED_C4 per-cell FIRE (cost>1.0)	2560	234	0.09140625	0.0808463373797422	0.10319061716534356	iter-147 per_cell (4 methods x 40 steps x 16 prompts = 2560 cells)
D9	P7 UNIFIED_C4 per-cell contrast recovery (cm_c4>cm_base)	2560	234	0.09140625	0.0808463373797422	0.10319061716534356	iter-147 per_cell (4 methods x 40 steps x 16 prompts = 2560 cells)
