method	controller	step	zvf	pcd	step_rollouts	fired	saved	wasted	contrast_intent	contrast_magnitude
areal	C0	3	0.6875	0.0595703125	128	0	5	11	5	4.4087865040537695
areal	C0	4	0.5	0.068359375	128	0	8	8	8	5.830405537709105
areal	C0	5	0.75	0.04296875	128	0	4	12	4	3.265433884299558
areal	C0	6	0.6875	0.0498046875	128	0	5	11	5	3.9218249008890966
areal	C0	7	0.875	0.013671875	128	0	2	14	2	1.312782161179074
areal	C0	8	0.625	0.0703125	128	0	6	10	6	5.157493194471433
areal	C0	9	0.6875	0.0625	128	0	5	11	5	4.485240547442136
areal	C0	10	0.6875	0.0419921875	128	0	5	11	5	3.6018900559183935
areal	C0	11	0.5	0.080078125	128	0	8	8	8	6.377959553822386
areal	C0	12	0.8125	0.0439453125	128	0	3	13	3	2.928977712680722
areal	C0	13	0.5625	0.09375	128	0	7	9	7	6.60491902875659
areal	C0	14	0.6875	0.052734375	128	0	5	11	5	4.104713289522825
areal	C0	15	0.6875	0.0419921875	128	0	5	11	5	3.6018900559183935
areal	C0	16	0.625	0.05859375	128	0	6	10	6	4.745242675672605
areal	C0	17	0.5	0.0927734375	128	0	8	8	8	6.806071703060972
areal	C0	18	0.5625	0.0771484375	128	0	7	9	7	5.813884211060972
areal	C0	19	0.75	0.0546875	128	0	4	12	4	3.7841187483437473
areal	C0	20	0.6875	0.0703125	128	0	5	11	5	4.7763062403437475
areal	C0	21	0.6875	0.04296875	128	0	5	11	5	3.617751686358152
areal	C0	22	0.8125	0.029296875	128	0	3	13	3	2.304969653179074
areal	C0	23	0.8125	0.033203125	128	0	3	13	3	2.5325888243216523
areal	C0	24	0.875	0.0185546875	128	0	2	14	2	1.5562629627614104
areal	C0	25	0.625	0.08203125	128	0	6	10	6	5.7050472105847145
areal	C0	26	0.875	0.0263671875	128	0	2	14	2	1.8761978077321135
areal	C0	27	0.9375	0.01171875	128	0	1	15	1	0.8998719461718716
areal	C0	28	0.875	0.021484375	128	0	2	14	2	1.632717006149777
areal	C0	29	0.8125	0.029296875	128	0	3	13	3	2.304969653179074
areal	C0	30	0.75	0.0400390625	128	0	4	12	4	3.188979840911191
areal	C0	31	0.5625	0.052734375	128	0	7	9	7	4.838218045709104
areal	C0	32	0.75	0.0478515625	128	0	4	12	4	3.5089146858818943
areal	C0	33	0.625	0.0625	128	0	6	10	6	4.83755834950073
areal	C0	34	0.6875	0.0390625	128	0	5	11	5	3.525436012530027
areal	C0	35	0.8125	0.025390625	128	0	3	13	3	2.212653979350949
areal	C0	36	0.75	0.0400390625	128	0	4	12	4	3.188979840911191
areal	C0	37	0.6875	0.056640625	128	0	5	11	5	4.19702896335095
areal	C0	38	0.8125	0.033203125	128	0	3	13	3	2.5325888243216523
areal	C0	39	0.75	0.044921875	128	0	4	12	4	3.4324606424935276
areal	C1	0	0.6875	0.0546875	78	0	5	11	5	3.8160413554717163
areal	C1	1	0.5	0.0908203125	92	0	8	8	8	6.040374771859376
areal	C1	2	0.6875	0.04296875	82	0	5	11	5	2.654266407421874
areal	C1	3	0.6875	0.0595703125	114	0	5	11	5	4.680592107284663
areal	C1	4	0.5	0.068359375	84	0	8	8	8	4.939750909160175
areal	C1	5	0.75	0.04296875	120	0	4	12	4	2.826064009462163
areal	C1	6	0.6875	0.0498046875	92	0	5	11	5	3.7079968784409134
areal	C1	7	0.875	0.013671875	90	0	2	14	2	1.2955072017287454
areal	C1	8	0.625	0.0703125	110	0	6	10	6	5.194263966284663
areal	C1	9	0.6875	0.0625	90	0	5	11	5	4.401924882702799
areal	C1	10	0.6875	0.0419921875	66	0	5	11	5	3.1221133372098304
areal	C1	11	0.5	0.080078125	114	0	8	8	8	6.011420321372339
areal	C1	12	0.8125	0.0439453125	74	0	3	13	3	2.9983732639432485
areal	C1	13	0.5625	0.09375	136	0	7	9	7	6.877657650115307
areal	C1	14	0.6875	0.052734375	70	0	5	11	5	3.716967172103301
areal	C1	15	0.6875	0.0419921875	80	0	5	11	5	3.1221133512098307
areal	C1	16	0.625	0.05859375	100	0	6	10	6	4.130029680412507
areal	C1	17	0.5	0.0927734375	114	0	8	8	8	6.13944896922779
areal	C1	18	0.5625	0.0771484375	136	0	7	9	7	5.229585094643591
areal	C1	19	0.75	0.0546875	108	0	4	12	4	3.889788247025175
areal	C1	20	0.6875	0.0703125	94	0	5	11	5	4.88975769944705
areal	C1	21	0.6875	0.04296875	78	0	5	11	5	3.5909837678793703
areal	C1	22	0.8125	0.029296875	62	0	3	13	3	2.295476640150623
areal	C1	23	0.8125	0.033203125	68	0	3	13	3	2.3129038309029584
areal	C1	24	0.875	0.0185546875	52	0	2	14	2	1.7818047671506219
areal	C1	25	0.625	0.08203125	108	0	6	10	6	5.887680234105757
areal	C1	26	0.875	0.0263671875	80	0	2	14	2	1.899329628152956
areal	C1	27	0.9375	0.01171875	46	0	1	15	1	0.98997743400955
areal	C1	28	0.875	0.021484375	62	0	2	14	2	1.4130320067310815
areal	C1	29	0.8125	0.029296875	50	0	3	13	3	1.8271179459218743
areal	C1	30	0.75	0.0400390625	64	0	4	12	4	2.816583611490633
areal	C1	31	0.5625	0.052734375	64	0	7	9	7	3.381317170671875
areal	C1	32	0.75	0.0478515625	76	0	4	12	4	3.4024671387217165
areal	C1	33	0.625	0.0625	80	0	6	10	6	4.23012730866251
areal	C1	34	0.6875	0.0390625	68	0	5	11	5	2.6442743150095502
areal	C1	35	0.8125	0.025390625	70	0	3	13	3	1.7270203176718733
areal	C1	36	0.75	0.0400390625	68	0	4	12	4	3.1948367278817074
areal	C1	37	0.6875	0.056640625	124	0	5	11	5	4.195317986744372
areal	C1	38	0.8125	0.033203125	90	0	3	13	3	2.403009422740632
areal	C1	39	0.75	0.044921875	94	0	4	12	4	3.7712399271412558
areal	C2_zt@0.5	0	0.6875	0.0546875	256	1	5	11	5	4.752758897929206
areal	C2_zt@0.5	1	0.5	0.0908203125	256	1	8	8	8	7.625662122220966
areal	C2_zt@0.5	2	0.6875	0.04296875	256	1	5	11	5	4.527701310336861
areal	C2_zt@0.5	3	0.6875	0.0595703125	256	1	5	11	5	4.86080338896001
areal	C2_zt@0.5	4	0.5	0.068359375	256	1	8	8	8	7.281544492303908
areal	C2_zt@0.5	5	0.75	0.04296875	256	1	4	12	4	3.7627815099196544
areal	C2_zt@0.5	6	0.6875	0.0498046875	256	1	5	11	5	4.644714406898403
areal	C2_zt@0.5	7	0.875	0.013671875	256	1	2	14	2	1.7638660499574876
areal	C2_zt@0.5	8	0.625	0.0703125	256	1	6	10	6	5.752728364351082
areal	C2_zt@0.5	9	0.6875	0.0625	256	1	5	11	5	4.870283730931542
areal	C2_zt@0.5	10	0.6875	0.0419921875	256	1	5	11	5	4.527189573896068
areal	C2_zt@0.5	11	0.5	0.080078125	256	1	8	8	8	7.506602079896254
areal	C2_zt@0.5	12	0.8125	0.0439453125	256	1	3	13	3	2.9983734459432414
areal	C2_zt@0.5	13	0.5625	0.09375	256	1	7	9	7	6.967763339952979
areal	C2_zt@0.5	14	0.6875	0.052734375	256	1	5	11	5	4.743790292398466
areal	C2_zt@0.5	15	0.6875	0.0419921875	256	1	5	11	5	4.527189573896068
areal	C2_zt@0.5	16	0.625	0.05859375	256	1	6	10	6	5.625211452936422
areal	C2_zt@0.5	17	0.5	0.0927734375	256	1	8	8	8	7.634630727751706
areal	C2_zt@0.5	18	0.5625	0.0771484375	256	1	7	9	7	6.63466126132983
areal	C2_zt@0.5	19	0.75	0.0546875	256	1	4	12	4	3.9798939648628457
areal	C2_zt@0.5	20	0.6875	0.0703125	256	1	5	11	5	4.979863431284721
areal	C2_zt@0.5	21	0.6875	0.04296875	256	1	5	11	5	4.52770131033686
areal	C2_zt@0.5	22	0.8125	0.029296875	256	1	3	13	3	2.763835516379364
areal	C2_zt@0.5	23	0.8125	0.033203125	256	1	3	13	3	2.871368270969375
areal	C2_zt@0.5	24	0.875	0.0185546875	256	1	2	14	2	1.8719105409882917
areal	C2_zt@0.5	25	0.625	0.08203125	256	1	6	10	6	5.977785951943428
areal	C2_zt@0.5	26	0.875	0.0263671875	256	1	2	14	2	1.9894353739906263
areal	C2_zt@0.5	27	0.9375	0.01171875	256	1	1	15	1	0.9899776440095424
areal	C2_zt@0.5	28	0.875	0.021484375	256	1	2	14	2	1.8813908829598227
areal	C2_zt@0.5	29	0.8125	0.029296875	256	1	3	13	3	2.763835516379364
areal	C2_zt@0.5	30	0.75	0.0400390625	256	1	4	12	4	3.7533011679481225
areal	C2_zt@0.5	31	0.5625	0.052734375	256	1	7	9	7	6.281575025882033
areal	C2_zt@0.5	32	0.75	0.0478515625	256	1	4	12	4	3.8708260009504576
areal	C2_zt@0.5	33	0.625	0.0625	256	1	6	10	6	5.635203531348747
areal	C2_zt@0.5	34	0.6875	0.0390625	256	1	5	11	5	4.517709231924536
areal	C2_zt@0.5	35	0.8125	0.025390625	256	1	3	13	3	2.7538434379670393
areal	C2_zt@0.5	36	0.75	0.0400390625	256	1	4	12	4	3.7533011679481234
areal	C2_zt@0.5	37	0.6875	0.056640625	256	1	5	11	5	4.753782370810791
areal	C2_zt@0.5	38	0.8125	0.033203125	256	1	3	13	3	2.8713682709693744
areal	C2_zt@0.5	39	0.75	0.044921875	256	1	4	12	4	3.861345658978926
areal	C3_ucc@0.5	0	0.6875	0.0546875	108	1	5	11	5	4.301674989150792
areal	C3_ucc@0.5	1	0.5	0.0908203125	136	1	8	8	8	6.949036361053343
areal	C3_ucc@0.5	2	0.6875	0.04296875	116	1	5	11	5	3.6255336487800274
areal	C3_ucc@0.5	3	0.6875	0.0595703125	148	1	5	11	5	4.860803280960013
areal	C3_ucc@0.5	4	0.5	0.068359375	120	1	8	8	8	6.153834954357867
areal	C3_ucc@0.5	5	0.75	0.04296875	144	1	4	12	4	3.31169763714124
areal	C3_ucc@0.5	6	0.6875	0.0498046875	120	1	5	11	5	4.1936305101199896
areal	C3_ucc@0.5	7	0.875	0.013671875	116	1	2	14	2	1.5383240295682832
areal	C3_ucc@0.5	8	0.625	0.0703125	140	1	6	10	6	5.5271863679618765
areal	C3_ucc@0.5	9	0.6875	0.0625	116	1	5	11	5	4.644741710542336
areal	C3_ucc@0.5	10	0.6875	0.0419921875	100	1	5	11	5	3.850563776728445
areal	C3_ucc@0.5	11	0.5	0.080078125	148	1	8	8	8	6.8299763307286305
areal	C3_ucc@0.5	12	0.8125	0.0439453125	100	1	3	13	3	2.9983732899432467
areal	C3_ucc@0.5	13	0.5625	0.09375	160	1	7	9	7	6.967763243952982
areal	C3_ucc@0.5	14	0.6875	0.052734375	108	1	5	11	5	4.292706383620052
areal	C3_ucc@0.5	15	0.6875	0.0419921875	112	1	5	11	5	3.8505637887284445
areal	C3_ucc@0.5	16	0.625	0.05859375	136	1	6	10	6	4.948585691768798
areal	C3_ucc@0.5	17	0.5	0.0927734375	148	1	8	8	8	6.958004978584082
areal	C3_ucc@0.5	18	0.5625	0.0771484375	160	1	7	9	7	5.958035524162206
areal	C3_ucc@0.5	19	0.75	0.0546875	136	1	4	12	4	3.9798938448628496
areal	C3_ucc@0.5	20	0.6875	0.0703125	124	1	5	11	5	4.979863299284725
areal	C3_ucc@0.5	21	0.6875	0.04296875	108	1	5	11	5	4.0766174015584475
areal	C3_ucc@0.5	22	0.8125	0.029296875	92	1	3	13	3	2.5382934719901598
areal	C3_ucc@0.5	23	0.8125	0.033203125	104	1	3	13	3	2.6458262385801703
areal	C3_ucc@0.5	24	0.875	0.0185546875	88	1	2	14	2	1.8719103729882969
areal	C3_ucc@0.5	25	0.625	0.08203125	136	1	6	10	6	5.977785831943432
areal	C3_ucc@0.5	26	0.875	0.0263671875	112	1	2	14	2	1.989435229990631
areal	C3_ucc@0.5	27	0.9375	0.01171875	76	1	1	15	1	0.9899774640095491
areal	C3_ucc@0.5	28	0.875	0.021484375	92	1	2	14	2	1.6558488385706194
areal	C3_ucc@0.5	29	0.8125	0.029296875	84	1	3	13	3	2.3127515836009507
areal	C3_ucc@0.5	30	0.75	0.0400390625	96	1	4	12	4	3.3022172471697093
areal	C3_ucc@0.5	31	0.5625	0.052734375	112	1	7	9	7	4.928323599546781
areal	C3_ucc@0.5	32	0.75	0.0478515625	104	1	4	12	4	3.6452839685612535
areal	C3_ucc@0.5	33	0.625	0.0625	112	1	6	10	6	4.958577746181123
areal	C3_ucc@0.5	34	0.6875	0.0390625	104	1	5	11	5	3.6155415583677035
areal	C3_ucc@0.5	35	0.8125	0.025390625	108	1	3	13	3	2.302759529188626
areal	C3_ucc@0.5	36	0.75	0.0400390625	104	1	4	12	4	3.5277591355589184
areal	C3_ucc@0.5	37	0.6875	0.056640625	152	1	5	11	5	4.5282403864215865
areal	C3_ucc@0.5	38	0.8125	0.033203125	116	1	3	13	3	2.64582625058017
areal	C3_ucc@0.5	39	0.75	0.044921875	124	1	4	12	4	3.8613455269789303
areal	C4_ucg@0.5	0	0.6875	0.0546875	78	0	5	11	5	3.8160413554717163
areal	C4_ucg@0.5	1	0.5	0.0908203125	92	0	8	8	8	6.040374771859376
areal	C4_ucg@0.5	2	0.6875	0.04296875	82	0	5	11	5	2.654266407421874
areal	C4_ucg@0.5	3	0.6875	0.0595703125	114	0	5	11	5	4.680592107284663
areal	C4_ucg@0.5	4	0.5	0.068359375	84	0	8	8	8	4.939750909160175
areal	C4_ucg@0.5	5	0.75	0.04296875	120	0	4	12	4	2.826064009462163
areal	C4_ucg@0.5	6	0.6875	0.0498046875	92	0	5	11	5	3.7079968784409134
areal	C4_ucg@0.5	7	0.875	0.013671875	90	0	2	14	2	1.2955072017287454
areal	C4_ucg@0.5	8	0.625	0.0703125	110	0	6	10	6	5.194263966284663
areal	C4_ucg@0.5	9	0.6875	0.0625	90	0	5	11	5	4.401924882702799
areal	C4_ucg@0.5	10	0.6875	0.0419921875	66	0	5	11	5	3.1221133372098304
areal	C4_ucg@0.5	11	0.5	0.080078125	114	0	8	8	8	6.011420321372339
areal	C4_ucg@0.5	12	0.8125	0.0439453125	74	0	3	13	3	2.9983732639432485
areal	C4_ucg@0.5	13	0.5625	0.09375	136	0	7	9	7	6.877657650115307
areal	C4_ucg@0.5	14	0.6875	0.052734375	70	0	5	11	5	3.716967172103301
areal	C4_ucg@0.5	15	0.6875	0.0419921875	80	0	5	11	5	3.1221133512098307
areal	C4_ucg@0.5	16	0.625	0.05859375	100	0	6	10	6	4.130029680412507
areal	C4_ucg@0.5	17	0.5	0.0927734375	114	0	8	8	8	6.13944896922779
areal	C4_ucg@0.5	18	0.5625	0.0771484375	136	0	7	9	7	5.229585094643591
areal	C4_ucg@0.5	19	0.75	0.0546875	108	0	4	12	4	3.889788247025175
areal	C4_ucg@0.5	20	0.6875	0.0703125	94	0	5	11	5	4.88975769944705
areal	C4_ucg@0.5	21	0.6875	0.04296875	78	0	5	11	5	3.5909837678793703
areal	C4_ucg@0.5	22	0.8125	0.029296875	62	0	3	13	3	2.295476640150623
areal	C4_ucg@0.5	23	0.8125	0.033203125	68	0	3	13	3	2.3129038309029584
areal	C4_ucg@0.5	24	0.875	0.0185546875	52	0	2	14	2	1.7818047671506219
areal	C4_ucg@0.5	25	0.625	0.08203125	108	0	6	10	6	5.887680234105757
areal	C4_ucg@0.5	26	0.875	0.0263671875	80	0	2	14	2	1.899329628152956
areal	C4_ucg@0.5	27	0.9375	0.01171875	46	0	1	15	1	0.98997743400955
areal	C4_ucg@0.5	28	0.875	0.021484375	62	0	2	14	2	1.4130320067310815
areal	C4_ucg@0.5	29	0.8125	0.029296875	50	0	3	13	3	1.8271179459218743
areal	C4_ucg@0.5	30	0.75	0.0400390625	64	0	4	12	4	2.816583611490633
areal	C4_ucg@0.5	31	0.5625	0.052734375	64	0	7	9	7	3.381317170671875
areal	C4_ucg@0.5	32	0.75	0.0478515625	76	0	4	12	4	3.4024671387217165
areal	C4_ucg@0.5	33	0.625	0.0625	80	0	6	10	6	4.23012730866251
areal	C4_ucg@0.5	34	0.6875	0.0390625	68	0	5	11	5	2.6442743150095502
areal	C4_ucg@0.5	35	0.8125	0.025390625	70	0	3	13	3	1.7270203176718733
areal	C4_ucg@0.5	36	0.75	0.0400390625	68	0	4	12	4	3.1948367278817074
areal	C4_ucg@0.5	37	0.6875	0.056640625	124	0	5	11	5	4.195317986744372
areal	C4_ucg@0.5	38	0.8125	0.033203125	90	0	3	13	3	2.403009422740632
areal	C4_ucg@0.5	39	0.75	0.044921875	94	0	4	12	4	3.7712399271412558
areal	C2_zt@0.6	0	0.6875	0.0546875	256	1	5	11	5	4.752758897929206
areal	C2_zt@0.6	1	0.5	0.0908203125	128	0	8	8	8	6.745479290112364
areal	C2_zt@0.6	2	0.6875	0.04296875	256	1	5	11	5	4.527701310336861
areal	C2_zt@0.6	3	0.6875	0.0595703125	256	1	5	11	5	4.86080338896001
areal	C2_zt@0.6	4	0.5	0.068359375	128	0	8	8	8	5.830405537709105
areal	C2_zt@0.6	5	0.75	0.04296875	256	1	4	12	4	3.7627815099196544
areal	C2_zt@0.6	6	0.6875	0.0498046875	256	1	5	11	5	4.644714406898403
areal	C2_zt@0.6	7	0.875	0.013671875	256	1	2	14	2	1.7638660499574876
areal	C2_zt@0.6	8	0.625	0.0703125	256	1	6	10	6	5.752728364351082
areal	C2_zt@0.6	9	0.6875	0.0625	256	1	5	11	5	4.870283730931542
areal	C2_zt@0.6	10	0.6875	0.0419921875	256	1	5	11	5	4.527189573896068
areal	C2_zt@0.6	11	0.5	0.080078125	128	0	8	8	8	6.377959553822386
areal	C2_zt@0.6	12	0.8125	0.0439453125	256	1	3	13	3	2.9983734459432414
areal	C2_zt@0.6	13	0.5625	0.09375	128	0	7	9	7	6.60491902875659
areal	C2_zt@0.6	14	0.6875	0.052734375	256	1	5	11	5	4.743790292398466
areal	C2_zt@0.6	15	0.6875	0.0419921875	256	1	5	11	5	4.527189573896068
areal	C2_zt@0.6	16	0.625	0.05859375	256	1	6	10	6	5.625211452936422
areal	C2_zt@0.6	17	0.5	0.0927734375	128	0	8	8	8	6.806071703060972
areal	C2_zt@0.6	18	0.5625	0.0771484375	128	0	7	9	7	5.813884211060972
areal	C2_zt@0.6	19	0.75	0.0546875	256	1	4	12	4	3.9798939648628457
areal	C2_zt@0.6	20	0.6875	0.0703125	256	1	5	11	5	4.979863431284721
areal	C2_zt@0.6	21	0.6875	0.04296875	256	1	5	11	5	4.52770131033686
areal	C2_zt@0.6	22	0.8125	0.029296875	256	1	3	13	3	2.763835516379364
areal	C2_zt@0.6	23	0.8125	0.033203125	256	1	3	13	3	2.871368270969375
areal	C2_zt@0.6	24	0.875	0.0185546875	256	1	2	14	2	1.8719105409882917
areal	C2_zt@0.6	25	0.625	0.08203125	256	1	6	10	6	5.977785951943428
areal	C2_zt@0.6	26	0.875	0.0263671875	256	1	2	14	2	1.9894353739906263
areal	C2_zt@0.6	27	0.9375	0.01171875	256	1	1	15	1	0.9899776440095424
areal	C2_zt@0.6	28	0.875	0.021484375	256	1	2	14	2	1.8813908829598227
areal	C2_zt@0.6	29	0.8125	0.029296875	256	1	3	13	3	2.763835516379364
areal	C2_zt@0.6	30	0.75	0.0400390625	256	1	4	12	4	3.7533011679481225
areal	C2_zt@0.6	31	0.5625	0.052734375	128	0	7	9	7	4.838218045709104
areal	C2_zt@0.6	32	0.75	0.0478515625	256	1	4	12	4	3.8708260009504576
areal	C2_zt@0.6	33	0.625	0.0625	256	1	6	10	6	5.635203531348747
areal	C2_zt@0.6	34	0.6875	0.0390625	256	1	5	11	5	4.517709231924536
areal	C2_zt@0.6	35	0.8125	0.025390625	256	1	3	13	3	2.7538434379670393
areal	C2_zt@0.6	36	0.75	0.0400390625	256	1	4	12	4	3.7533011679481234
areal	C2_zt@0.6	37	0.6875	0.056640625	256	1	5	11	5	4.753782370810791
areal	C2_zt@0.6	38	0.8125	0.033203125	256	1	3	13	3	2.8713682709693744
areal	C2_zt@0.6	39	0.75	0.044921875	256	1	4	12	4	3.861345658978926
areal	C3_ucc@0.6	0	0.6875	0.0546875	108	1	5	11	5	4.301674989150792
areal	C3_ucc@0.6	1	0.5	0.0908203125	92	0	8	8	8	6.040374771859376
areal	C3_ucc@0.6	2	0.6875	0.04296875	116	1	5	11	5	3.6255336487800274
areal	C3_ucc@0.6	3	0.6875	0.0595703125	148	1	5	11	5	4.860803280960013
areal	C3_ucc@0.6	4	0.5	0.068359375	84	0	8	8	8	4.939750909160175
areal	C3_ucc@0.6	5	0.75	0.04296875	144	1	4	12	4	3.31169763714124
areal	C3_ucc@0.6	6	0.6875	0.0498046875	120	1	5	11	5	4.1936305101199896
areal	C3_ucc@0.6	7	0.875	0.013671875	116	1	2	14	2	1.5383240295682832
areal	C3_ucc@0.6	8	0.625	0.0703125	140	1	6	10	6	5.5271863679618765
areal	C3_ucc@0.6	9	0.6875	0.0625	116	1	5	11	5	4.644741710542336
areal	C3_ucc@0.6	10	0.6875	0.0419921875	100	1	5	11	5	3.850563776728445
areal	C3_ucc@0.6	11	0.5	0.080078125	114	0	8	8	8	6.011420321372339
areal	C3_ucc@0.6	12	0.8125	0.0439453125	100	1	3	13	3	2.9983732899432467
areal	C3_ucc@0.6	13	0.5625	0.09375	136	0	7	9	7	6.877657650115307
areal	C3_ucc@0.6	14	0.6875	0.052734375	108	1	5	11	5	4.292706383620052
areal	C3_ucc@0.6	15	0.6875	0.0419921875	112	1	5	11	5	3.8505637887284445
areal	C3_ucc@0.6	16	0.625	0.05859375	136	1	6	10	6	4.948585691768798
areal	C3_ucc@0.6	17	0.5	0.0927734375	114	0	8	8	8	6.13944896922779
areal	C3_ucc@0.6	18	0.5625	0.0771484375	136	0	7	9	7	5.229585094643591
areal	C3_ucc@0.6	19	0.75	0.0546875	136	1	4	12	4	3.9798938448628496
areal	C3_ucc@0.6	20	0.6875	0.0703125	124	1	5	11	5	4.979863299284725
areal	C3_ucc@0.6	21	0.6875	0.04296875	108	1	5	11	5	4.0766174015584475
areal	C3_ucc@0.6	22	0.8125	0.029296875	92	1	3	13	3	2.5382934719901598
areal	C3_ucc@0.6	23	0.8125	0.033203125	104	1	3	13	3	2.6458262385801703
areal	C3_ucc@0.6	24	0.875	0.0185546875	88	1	2	14	2	1.8719103729882969
areal	C3_ucc@0.6	25	0.625	0.08203125	136	1	6	10	6	5.977785831943432
areal	C3_ucc@0.6	26	0.875	0.0263671875	112	1	2	14	2	1.989435229990631
areal	C3_ucc@0.6	27	0.9375	0.01171875	76	1	1	15	1	0.9899774640095491
areal	C3_ucc@0.6	28	0.875	0.021484375	92	1	2	14	2	1.6558488385706194
areal	C3_ucc@0.6	29	0.8125	0.029296875	84	1	3	13	3	2.3127515836009507
areal	C3_ucc@0.6	30	0.75	0.0400390625	96	1	4	12	4	3.3022172471697093
areal	C3_ucc@0.6	31	0.5625	0.052734375	64	0	7	9	7	3.381317170671875
areal	C3_ucc@0.6	32	0.75	0.0478515625	104	1	4	12	4	3.6452839685612535
areal	C3_ucc@0.6	33	0.625	0.0625	112	1	6	10	6	4.958577746181123
areal	C3_ucc@0.6	34	0.6875	0.0390625	104	1	5	11	5	3.6155415583677035
areal	C3_ucc@0.6	35	0.8125	0.025390625	108	1	3	13	3	2.302759529188626
areal	C3_ucc@0.6	36	0.75	0.0400390625	104	1	4	12	4	3.5277591355589184
areal	C3_ucc@0.6	37	0.6875	0.056640625	152	1	5	11	5	4.5282403864215865
areal	C3_ucc@0.6	38	0.8125	0.033203125	116	1	3	13	3	2.64582625058017
areal	C3_ucc@0.6	39	0.75	0.044921875	124	1	4	12	4	3.8613455269789303
areal	C4_ucg@0.6	0	0.6875	0.0546875	78	0	5	11	5	3.8160413554717163
areal	C4_ucg@0.6	1	0.5	0.0908203125	92	0	8	8	8	6.040374771859376
areal	C4_ucg@0.6	2	0.6875	0.04296875	82	0	5	11	5	2.654266407421874
areal	C4_ucg@0.6	3	0.6875	0.0595703125	114	0	5	11	5	4.680592107284663
areal	C4_ucg@0.6	4	0.5	0.068359375	84	0	8	8	8	4.939750909160175
areal	C4_ucg@0.6	5	0.75	0.04296875	120	0	4	12	4	2.826064009462163
areal	C4_ucg@0.6	6	0.6875	0.0498046875	92	0	5	11	5	3.7079968784409134
areal	C4_ucg@0.6	7	0.875	0.013671875	90	0	2	14	2	1.2955072017287454
areal	C4_ucg@0.6	8	0.625	0.0703125	110	0	6	10	6	5.194263966284663
areal	C4_ucg@0.6	9	0.6875	0.0625	90	0	5	11	5	4.401924882702799
areal	C4_ucg@0.6	10	0.6875	0.0419921875	66	0	5	11	5	3.1221133372098304
areal	C4_ucg@0.6	11	0.5	0.080078125	114	0	8	8	8	6.011420321372339
areal	C4_ucg@0.6	12	0.8125	0.0439453125	74	0	3	13	3	2.9983732639432485
areal	C4_ucg@0.6	13	0.5625	0.09375	136	0	7	9	7	6.877657650115307
areal	C4_ucg@0.6	14	0.6875	0.052734375	70	0	5	11	5	3.716967172103301
areal	C4_ucg@0.6	15	0.6875	0.0419921875	80	0	5	11	5	3.1221133512098307
areal	C4_ucg@0.6	16	0.625	0.05859375	100	0	6	10	6	4.130029680412507
areal	C4_ucg@0.6	17	0.5	0.0927734375	114	0	8	8	8	6.13944896922779
areal	C4_ucg@0.6	18	0.5625	0.0771484375	136	0	7	9	7	5.229585094643591
areal	C4_ucg@0.6	19	0.75	0.0546875	108	0	4	12	4	3.889788247025175
areal	C4_ucg@0.6	20	0.6875	0.0703125	94	0	5	11	5	4.88975769944705
areal	C4_ucg@0.6	21	0.6875	0.04296875	78	0	5	11	5	3.5909837678793703
areal	C4_ucg@0.6	22	0.8125	0.029296875	62	0	3	13	3	2.295476640150623
areal	C4_ucg@0.6	23	0.8125	0.033203125	68	0	3	13	3	2.3129038309029584
areal	C4_ucg@0.6	24	0.875	0.0185546875	52	0	2	14	2	1.7818047671506219
areal	C4_ucg@0.6	25	0.625	0.08203125	108	0	6	10	6	5.887680234105757
areal	C4_ucg@0.6	26	0.875	0.0263671875	80	0	2	14	2	1.899329628152956
areal	C4_ucg@0.6	27	0.9375	0.01171875	46	0	1	15	1	0.98997743400955
areal	C4_ucg@0.6	28	0.875	0.021484375	62	0	2	14	2	1.4130320067310815
areal	C4_ucg@0.6	29	0.8125	0.029296875	50	0	3	13	3	1.8271179459218743
areal	C4_ucg@0.6	30	0.75	0.0400390625	64	0	4	12	4	2.816583611490633
areal	C4_ucg@0.6	31	0.5625	0.052734375	64	0	7	9	7	3.381317170671875
areal	C4_ucg@0.6	32	0.75	0.0478515625	76	0	4	12	4	3.4024671387217165
areal	C4_ucg@0.6	33	0.625	0.0625	80	0	6	10	6	4.23012730866251
areal	C4_ucg@0.6	34	0.6875	0.0390625	68	0	5	11	5	2.6442743150095502
areal	C4_ucg@0.6	35	0.8125	0.025390625	70	0	3	13	3	1.7270203176718733
areal	C4_ucg@0.6	36	0.75	0.0400390625	68	0	4	12	4	3.1948367278817074
areal	C4_ucg@0.6	37	0.6875	0.056640625	124	0	5	11	5	4.195317986744372
areal	C4_ucg@0.6	38	0.8125	0.033203125	90	0	3	13	3	2.403009422740632
areal	C4_ucg@0.6	39	0.75	0.044921875	94	0	4	12	4	3.7712399271412558
areal	C2_zt@0.7	0	0.6875	0.0546875	128	0	5	11	5	4.165305702471433
areal	C2_zt@0.7	1	0.5	0.0908203125	128	0	8	8	8	6.745479290112364
areal	C2_zt@0.7	2	0.6875	0.04296875	128	0	5	11	5	3.617751686358152
areal	C2_zt@0.7	3	0.6875	0.0595703125	128	0	5	11	5	4.4087865040537695
areal	C2_zt@0.7	4	0.5	0.068359375	128	0	8	8	8	5.830405537709105
areal	C2_zt@0.7	5	0.75	0.04296875	256	1	4	12	4	3.7627815099196544
areal	C2_zt@0.7	6	0.6875	0.0498046875	128	0	5	11	5	3.9218249008890966
