method	controller	step	zvf	pcd	step_rollouts	fired	saved	wasted	contrast_intent	contrast_magnitude
aero	C0	0	0.6875	0.0419921875	128	0	5	11	5	3.6018900559183935
aero	C0	1	0.6875	0.0712890625	128	0	5	11	5	4.821037022852598
aero	C0	2	0.8125	0.0205078125	128	0	3	13	3	1.9691731777686128
aero	C0	3	0.6875	0.0595703125	128	0	5	11	5	4.4087865040537695
aero	C0	4	0.75	0.05859375	128	0	4	12	4	3.8764344221718723
aero	C0	5	0.5625	0.0703125	128	0	7	9	7	5.64511449384448
aero	C0	6	0.75	0.0498046875	128	0	4	12	4	3.675941444075864
aero	C0	7	0.625	0.0654296875	128	0	6	10	6	4.914012392889097
aero	C0	8	0.6875	0.072265625	128	0	5	11	5	4.836898653292356
aero	C0	9	0.625	0.06640625	128	0	6	10	6	5.065177520643308
aero	C0	10	0.75	0.0419921875	128	0	4	12	4	3.356006599105161
aero	C0	11	0.5625	0.0849609375	128	0	7	9	7	6.2402534012770365
aero	C0	12	0.6875	0.0595703125	128	0	5	11	5	4.4087865040537695
aero	C0	13	0.5625	0.1005859375	128	0	7	9	7	6.74481959390399
aero	C0	14	0.75	0.044921875	128	0	4	12	4	3.2971571451790744
aero	C0	15	0.8125	0.0361328125	128	0	3	13	3	2.609042867710019
aero	C0	16	0.5625	0.083984375	128	0	7	9	7	6.089088273522825
aero	C0	17	0.5625	0.0859375	128	0	7	9	7	6.1496806864714335
aero	C0	18	0.625	0.068359375	128	0	6	10	6	5.096900781522825
aero	C0	19	0.625	0.072265625	128	0	6	10	6	5.324519952665403
aero	C0	20	0.625	0.06640625	128	0	6	10	6	4.929874023328855
aero	C0	21	0.8125	0.029296875	128	0	3	13	3	2.304969653179074
aero	C0	22	0.6875	0.0419921875	128	0	5	11	5	3.6018900559183935
aero	C0	23	0.8125	0.0302734375	128	0	3	13	3	2.4561347809332856
aero	C0	24	0.8125	0.0205078125	128	0	3	13	3	1.9691731777686128
aero	C0	25	0.6875	0.0517578125	128	0	5	11	5	4.088851659083066
aero	C0	26	0.875	0.0263671875	128	0	2	14	2	1.8761978077321135
aero	C0	27	0.9375	0.0146484375	128	0	1	15	1	0.9763259895602383
aero	C0	28	0.8125	0.029296875	128	0	3	13	3	2.304969653179074
aero	C0	29	0.875	0.0234375	128	0	2	14	2	1.7997437643437468
aero	C0	30	0.8125	0.025390625	128	0	3	13	3	2.212653979350949
aero	C0	31	0.8125	0.025390625	128	0	3	13	3	2.212653979350949
aero	C0	32	0.75	0.048828125	128	0	4	12	4	3.5247763163216526
aero	C0	33	0.625	0.0615234375	128	0	6	10	6	4.821696719060972
aero	C0	34	0.875	0.021484375	128	0	2	14	2	1.632717006149777
aero	C0	35	0.8125	0.0341796875	128	0	3	13	3	2.5484504547614106
aero	C0	36	0.8125	0.0302734375	128	0	3	13	3	2.4561347809332856
aero	C0	37	0.6875	0.05078125	128	0	5	11	5	3.937686531328855
aero	C0	38	0.6875	0.0517578125	128	0	5	11	5	3.9535481617686132
aero	C0	39	0.625	0.048828125	128	0	6	10	6	4.258281072507932
aero	C1	0	0.6875	0.0419921875	92	0	5	11	5	3.5904720454385775
aero	C1	1	0.6875	0.0712890625	108	0	5	11	5	4.898214582536999
aero	C1	2	0.8125	0.0205078125	64	0	3	13	3	1.7090813904787465
aero	C1	3	0.6875	0.0595703125	110	0	5	11	5	4.30233899089359
aero	C1	4	0.75	0.05859375	94	0	4	12	4	3.8997803114374987
aero	C1	5	0.5625	0.0703125	130	0	7	9	7	5.966618893041878
aero	C1	6	0.75	0.0498046875	108	0	4	12	4	3.8792844321720583
aero	C1	7	0.625	0.0654296875	120	0	6	10	6	4.707966372862787
aero	C1	8	0.6875	0.072265625	116	0	5	11	5	4.988831896815466
aero	C1	9	0.625	0.06640625	84	0	6	10	6	4.715913179643591
aero	C1	10	0.75	0.0419921875	74	0	4	12	4	3.2032953131033013
aero	C1	11	0.5625	0.0849609375	114	0	7	9	7	6.66157035618535
aero	C1	12	0.6875	0.0595703125	82	0	5	11	5	4.302338962893592
aero	C1	13	0.5625	0.1005859375	136	0	7	9	7	6.889184937850008
aero	C1	14	0.75	0.044921875	64	0	4	12	4	2.8270874263437493
aero	C1	15	0.8125	0.0361328125	74	0	3	13	3	2.8808484309409144
aero	C1	16	0.5625	0.083984375	124	0	7	9	7	6.185264841175798
aero	C1	17	0.5625	0.0859375	112	0	7	9	7	5.7258747524777895
aero	C1	18	0.625	0.068359375	118	0	6	10	6	4.6268311166875
aero	C1	19	0.625	0.072265625	106	0	6	10	6	5.58097565389733
aero	C1	20	0.625	0.06640625	92	0	6	10	6	4.70847808130358
aero	C1	21	0.8125	0.029296875	62	0	3	13	3	2.295476640150622
aero	C1	22	0.6875	0.0419921875	66	0	5	11	5	3.1221133372098313
aero	C1	23	0.8125	0.0302734375	68	0	3	13	3	2.3034234889314265
aero	C1	24	0.8125	0.0205078125	50	0	3	13	3	1.709081376478747
aero	C1	25	0.6875	0.0517578125	84	0	5	11	5	3.716455449662508
aero	C1	26	0.875	0.0263671875	80	0	2	14	2	1.899329628152956
aero	C1	27	0.9375	0.0146484375	46	0	1	15	1	0.9994577759810819
aero	C1	28	0.8125	0.029296875	62	0	3	13	3	2.295476640150622
aero	C1	29	0.875	0.0234375	52	0	2	14	2	1.889849258181425
aero	C1	30	0.8125	0.025390625	50	0	3	13	3	1.81712586750955
aero	C1	31	0.8125	0.025390625	56	0	3	13	3	1.7270203036718736
aero	C1	32	0.75	0.048828125	76	0	4	12	4	3.4029788751625087
aero	C1	33	0.625	0.0615234375	84	0	6	10	6	4.60786868861279
aero	C1	34	0.875	0.021484375	62	0	2	14	2	1.4130320067310813
aero	C1	35	0.8125	0.0341796875	82	0	3	13	3	2.3134155813437483
aero	C1	36	0.8125	0.0302734375	60	0	3	13	3	2.213317911093749
aero	C1	37	0.6875	0.05078125	118	0	5	11	5	4.176867323110453
aero	C1	38	0.6875	0.0517578125	92	0	5	11	5	3.709020351322498
aero	C1	39	0.625	0.048828125	94	0	6	10	6	4.004046262188577
aero	C2_zt@0.5	0	0.6875	0.0419921875	256	1	5	11	5	4.5271895738960675
aero	C2_zt@0.5	1	0.6875	0.0712890625	256	1	5	11	5	4.988320300374669
aero	C2_zt@0.5	2	0.8125	0.0205078125	256	1	3	13	3	2.6457989469362366
aero	C2_zt@0.5	3	0.6875	0.0595703125	256	1	5	11	5	4.86080338896001
aero	C2_zt@0.5	4	0.75	0.05859375	256	1	4	12	4	3.98988604327517
aero	C2_zt@0.5	5	0.5625	0.0703125	256	1	7	9	7	6.615188840945974
aero	C2_zt@0.5	6	0.75	0.0498046875	256	1	4	12	4	3.9693901500097293
aero	C2_zt@0.5	7	0.625	0.0654296875	256	1	6	10	6	5.644683873320279
aero	C2_zt@0.5	8	0.6875	0.072265625	256	1	5	11	5	4.98883203681546
aero	C2_zt@0.5	9	0.625	0.06640625	256	1	6	10	6	5.742736285938758
aero	C2_zt@0.5	10	0.75	0.0419921875	256	1	4	12	4	3.851865317007394
aero	C2_zt@0.5	11	0.5625	0.0849609375	256	1	7	9	7	6.841781637860697
aero	C2_zt@0.5	12	0.6875	0.0595703125	256	1	5	11	5	4.86080338896001
aero	C2_zt@0.5	13	0.5625	0.1005859375	256	1	7	9	7	6.97929062768768
aero	C2_zt@0.5	14	0.75	0.044921875	256	1	4	12	4	3.763804982801239
aero	C2_zt@0.5	15	0.8125	0.0361328125	256	1	3	13	3	2.8808486129409068
aero	C2_zt@0.5	16	0.5625	0.083984375	256	1	7	9	7	6.743729225242217
aero	C2_zt@0.5	17	0.5625	0.0859375	256	1	7	9	7	6.752697830772957
aero	C2_zt@0.5	18	0.625	0.068359375	256	1	6	10	6	5.743759758820342
aero	C2_zt@0.5	19	0.625	0.072265625	256	1	6	10	6	5.851292513410353
aero	C2_zt@0.5	20	0.625	0.06640625	256	1	6	10	6	5.64519560976107
aero	C2_zt@0.5	21	0.8125	0.029296875	256	1	3	13	3	2.7638355163793635
aero	C2_zt@0.5	22	0.6875	0.0419921875	256	1	5	11	5	4.527189573896068
aero	C2_zt@0.5	23	0.8125	0.0302734375	256	1	3	13	3	2.861887928997843
aero	C2_zt@0.5	24	0.8125	0.0205078125	256	1	3	13	3	2.6457989469362366
aero	C2_zt@0.5	25	0.6875	0.0517578125	256	1	5	11	5	4.743278555957674
aero	C2_zt@0.5	26	0.875	0.0263671875	256	1	2	14	2	1.9894353739906263
aero	C2_zt@0.5	27	0.9375	0.0146484375	256	1	1	15	1	0.9994579859810743
aero	C2_zt@0.5	28	0.8125	0.029296875	256	1	3	13	3	2.763835516379363
aero	C2_zt@0.5	29	0.875	0.0234375	256	1	2	14	2	1.9799550320190944
aero	C2_zt@0.5	30	0.8125	0.025390625	256	1	3	13	3	2.7538434379670393
aero	C2_zt@0.5	31	0.8125	0.025390625	256	1	3	13	3	2.7538434379670393
aero	C2_zt@0.5	32	0.75	0.048828125	256	1	4	12	4	3.87133773739125
aero	C2_zt@0.5	33	0.625	0.0615234375	256	1	6	10	6	5.634691794907955
aero	C2_zt@0.5	34	0.875	0.021484375	256	1	2	14	2	1.8813908829598232
aero	C2_zt@0.5	35	0.8125	0.0341796875	256	1	3	13	3	2.8718800074101667
aero	C2_zt@0.5	36	0.8125	0.0302734375	256	1	3	13	3	2.861887928997843
aero	C2_zt@0.5	37	0.6875	0.05078125	256	1	5	11	5	4.645226143339196
aero	C2_zt@0.5	38	0.6875	0.0517578125	256	1	5	11	5	4.645737879779988
aero	C2_zt@0.5	39	0.625	0.048828125	256	1	6	10	6	5.4091224708748165
aero	C3_ucc@0.5	0	0.6875	0.0419921875	120	1	5	11	5	4.0761056771176545
aero	C3_ucc@0.5	1	0.6875	0.0712890625	136	1	5	11	5	4.988320180374673
aero	C3_ucc@0.5	2	0.8125	0.0205078125	96	1	3	13	3	2.194715026157823
aero	C3_ucc@0.5	3	0.6875	0.0595703125	140	1	5	11	5	4.635261392570804
aero	C3_ucc@0.5	4	0.75	0.05859375	124	1	4	12	4	3.989885911275174
aero	C3_ucc@0.5	5	0.5625	0.0703125	164	1	7	9	7	6.389646868556769
aero	C3_ucc@0.5	6	0.75	0.0498046875	136	1	4	12	4	3.969390030009733
aero	C3_ucc@0.5	7	0.625	0.0654296875	144	1	6	10	6	5.193600000541863
aero	C3_ucc@0.5	8	0.6875	0.072265625	136	1	5	11	5	4.988831916815466
aero	C3_ucc@0.5	9	0.625	0.06640625	120	1	6	10	6	5.291652389160344
aero	C3_ucc@0.5	10	0.75	0.0419921875	116	1	4	12	4	3.6263232966181893
aero	C3_ucc@0.5	11	0.5625	0.0849609375	148	1	7	9	7	6.8417815298607
aero	C3_ucc@0.5	12	0.6875	0.0595703125	116	1	5	11	5	4.635261368570806
aero	C3_ucc@0.5	13	0.5625	0.1005859375	160	1	7	9	7	6.979290531687683
aero	C3_ucc@0.5	14	0.75	0.044921875	96	1	4	12	4	3.312721062022826
aero	C3_ucc@0.5	15	0.8125	0.0361328125	100	1	3	13	3	2.8808484569409116
aero	C3_ucc@0.5	16	0.5625	0.083984375	152	1	7	9	7	6.5181872408530115
aero	C3_ucc@0.5	17	0.5625	0.0859375	144	1	7	9	7	6.301613957994542
aero	C3_ucc@0.5	18	0.625	0.068359375	156	1	6	10	6	5.292675898041928
aero	C3_ucc@0.5	19	0.625	0.072265625	148	1	6	10	6	5.851292405410357
aero	C3_ucc@0.5	20	0.625	0.06640625	120	1	6	10	6	5.194111712982656
aero	C3_ucc@0.5	21	0.8125	0.029296875	92	1	3	13	3	2.5382934719901598
aero	C3_ucc@0.5	22	0.6875	0.0419921875	100	1	5	11	5	3.850563776728445
aero	C3_ucc@0.5	23	0.8125	0.0302734375	104	1	3	13	3	2.6363458966086384
aero	C3_ucc@0.5	24	0.8125	0.0205078125	84	1	3	13	3	2.1947150141578233
aero	C3_ucc@0.5	25	0.6875	0.0517578125	120	1	5	11	5	4.29219465917926
aero	C3_ucc@0.5	26	0.875	0.0263671875	112	1	2	14	2	1.989435229990631
aero	C3_ucc@0.5	27	0.9375	0.0146484375	76	1	1	15	1	0.999457805981081
aero	C3_ucc@0.5	28	0.8125	0.029296875	92	1	3	13	3	2.5382934719901598
aero	C3_ucc@0.5	29	0.875	0.0234375	88	1	2	14	2	1.9799548640191
aero	C3_ucc@0.5	30	0.8125	0.025390625	84	1	3	13	3	2.3027595051886265
aero	C3_ucc@0.5	31	0.8125	0.025390625	96	1	3	13	3	2.302759517188626
aero	C3_ucc@0.5	32	0.75	0.048828125	104	1	4	12	4	3.6457957050020458
aero	C3_ucc@0.5	33	0.625	0.0615234375	120	1	6	10	6	5.183607898129541
aero	C3_ucc@0.5	34	0.875	0.021484375	92	1	2	14	2	1.6558488385706194
aero	C3_ucc@0.5	35	0.8125	0.0341796875	116	1	3	13	3	2.6463379870209622
aero	C3_ucc@0.5	36	0.8125	0.0302734375	104	1	3	13	3	2.6363458966086384
aero	C3_ucc@0.5	37	0.6875	0.05078125	140	1	5	11	5	4.41968414694999
aero	C3_ucc@0.5	38	0.6875	0.0517578125	120	1	5	11	5	4.194653983001574
aero	C3_ucc@0.5	39	0.625	0.048828125	124	1	6	10	6	4.732496697707193
aero	C4_ucg@0.5	0	0.6875	0.0419921875	92	0	5	11	5	3.5904720454385775
aero	C4_ucg@0.5	1	0.6875	0.0712890625	108	0	5	11	5	4.898214582536999
aero	C4_ucg@0.5	2	0.8125	0.0205078125	64	0	3	13	3	1.7090813904787465
aero	C4_ucg@0.5	3	0.6875	0.0595703125	110	0	5	11	5	4.30233899089359
aero	C4_ucg@0.5	4	0.75	0.05859375	94	0	4	12	4	3.8997803114374987
aero	C4_ucg@0.5	5	0.5625	0.0703125	130	0	7	9	7	5.966618893041878
aero	C4_ucg@0.5	6	0.75	0.0498046875	108	0	4	12	4	3.8792844321720583
aero	C4_ucg@0.5	7	0.625	0.0654296875	120	0	6	10	6	4.707966372862787
aero	C4_ucg@0.5	8	0.6875	0.072265625	116	0	5	11	5	4.988831896815466
aero	C4_ucg@0.5	9	0.625	0.06640625	84	0	6	10	6	4.715913179643591
aero	C4_ucg@0.5	10	0.75	0.0419921875	74	0	4	12	4	3.2032953131033013
aero	C4_ucg@0.5	11	0.5625	0.0849609375	114	0	7	9	7	6.66157035618535
aero	C4_ucg@0.5	12	0.6875	0.0595703125	82	0	5	11	5	4.302338962893592
aero	C4_ucg@0.5	13	0.5625	0.1005859375	136	0	7	9	7	6.889184937850008
aero	C4_ucg@0.5	14	0.75	0.044921875	64	0	4	12	4	2.8270874263437493
aero	C4_ucg@0.5	15	0.8125	0.0361328125	74	0	3	13	3	2.8808484309409144
aero	C4_ucg@0.5	16	0.5625	0.083984375	124	0	7	9	7	6.185264841175798
aero	C4_ucg@0.5	17	0.5625	0.0859375	112	0	7	9	7	5.7258747524777895
aero	C4_ucg@0.5	18	0.625	0.068359375	118	0	6	10	6	4.6268311166875
aero	C4_ucg@0.5	19	0.625	0.072265625	106	0	6	10	6	5.58097565389733
aero	C4_ucg@0.5	20	0.625	0.06640625	92	0	6	10	6	4.70847808130358
aero	C4_ucg@0.5	21	0.8125	0.029296875	62	0	3	13	3	2.295476640150622
aero	C4_ucg@0.5	22	0.6875	0.0419921875	66	0	5	11	5	3.1221133372098313
aero	C4_ucg@0.5	23	0.8125	0.0302734375	68	0	3	13	3	2.3034234889314265
aero	C4_ucg@0.5	24	0.8125	0.0205078125	50	0	3	13	3	1.709081376478747
aero	C4_ucg@0.5	25	0.6875	0.0517578125	84	0	5	11	5	3.716455449662508
aero	C4_ucg@0.5	26	0.875	0.0263671875	80	0	2	14	2	1.899329628152956
aero	C4_ucg@0.5	27	0.9375	0.0146484375	46	0	1	15	1	0.9994577759810819
aero	C4_ucg@0.5	28	0.8125	0.029296875	62	0	3	13	3	2.295476640150622
aero	C4_ucg@0.5	29	0.875	0.0234375	52	0	2	14	2	1.889849258181425
aero	C4_ucg@0.5	30	0.8125	0.025390625	50	0	3	13	3	1.81712586750955
aero	C4_ucg@0.5	31	0.8125	0.025390625	56	0	3	13	3	1.7270203036718736
aero	C4_ucg@0.5	32	0.75	0.048828125	76	0	4	12	4	3.4029788751625087
aero	C4_ucg@0.5	33	0.625	0.0615234375	84	0	6	10	6	4.60786868861279
aero	C4_ucg@0.5	34	0.875	0.021484375	62	0	2	14	2	1.4130320067310813
aero	C4_ucg@0.5	35	0.8125	0.0341796875	82	0	3	13	3	2.3134155813437483
aero	C4_ucg@0.5	36	0.8125	0.0302734375	60	0	3	13	3	2.213317911093749
aero	C4_ucg@0.5	37	0.6875	0.05078125	118	0	5	11	5	4.176867323110453
aero	C4_ucg@0.5	38	0.6875	0.0517578125	92	0	5	11	5	3.709020351322498
aero	C4_ucg@0.5	39	0.625	0.048828125	94	0	6	10	6	4.004046262188577
aero	C2_zt@0.6	0	0.6875	0.0419921875	256	1	5	11	5	4.5271895738960675
aero	C2_zt@0.6	1	0.6875	0.0712890625	256	1	5	11	5	4.988320300374669
aero	C2_zt@0.6	2	0.8125	0.0205078125	256	1	3	13	3	2.6457989469362366
aero	C2_zt@0.6	3	0.6875	0.0595703125	256	1	5	11	5	4.86080338896001
aero	C2_zt@0.6	4	0.75	0.05859375	256	1	4	12	4	3.98988604327517
aero	C2_zt@0.6	5	0.5625	0.0703125	128	0	7	9	7	5.64511449384448
aero	C2_zt@0.6	6	0.75	0.0498046875	256	1	4	12	4	3.9693901500097293
aero	C2_zt@0.6	7	0.625	0.0654296875	256	1	6	10	6	5.644683873320279
aero	C2_zt@0.6	8	0.6875	0.072265625	256	1	5	11	5	4.98883203681546
aero	C2_zt@0.6	9	0.625	0.06640625	256	1	6	10	6	5.742736285938758
aero	C2_zt@0.6	10	0.75	0.0419921875	256	1	4	12	4	3.851865317007394
aero	C2_zt@0.6	11	0.5625	0.0849609375	128	0	7	9	7	6.2402534012770365
aero	C2_zt@0.6	12	0.6875	0.0595703125	256	1	5	11	5	4.86080338896001
aero	C2_zt@0.6	13	0.5625	0.1005859375	128	0	7	9	7	6.74481959390399
aero	C2_zt@0.6	14	0.75	0.044921875	256	1	4	12	4	3.763804982801239
aero	C2_zt@0.6	15	0.8125	0.0361328125	256	1	3	13	3	2.8808486129409068
aero	C2_zt@0.6	16	0.5625	0.083984375	128	0	7	9	7	6.089088273522825
aero	C2_zt@0.6	17	0.5625	0.0859375	128	0	7	9	7	6.1496806864714335
aero	C2_zt@0.6	18	0.625	0.068359375	256	1	6	10	6	5.743759758820342
aero	C2_zt@0.6	19	0.625	0.072265625	256	1	6	10	6	5.851292513410353
aero	C2_zt@0.6	20	0.625	0.06640625	256	1	6	10	6	5.64519560976107
aero	C2_zt@0.6	21	0.8125	0.029296875	256	1	3	13	3	2.7638355163793635
aero	C2_zt@0.6	22	0.6875	0.0419921875	256	1	5	11	5	4.527189573896068
aero	C2_zt@0.6	23	0.8125	0.0302734375	256	1	3	13	3	2.861887928997843
aero	C2_zt@0.6	24	0.8125	0.0205078125	256	1	3	13	3	2.6457989469362366
aero	C2_zt@0.6	25	0.6875	0.0517578125	256	1	5	11	5	4.743278555957674
aero	C2_zt@0.6	26	0.875	0.0263671875	256	1	2	14	2	1.9894353739906263
aero	C2_zt@0.6	27	0.9375	0.0146484375	256	1	1	15	1	0.9994579859810743
aero	C2_zt@0.6	28	0.8125	0.029296875	256	1	3	13	3	2.763835516379363
aero	C2_zt@0.6	29	0.875	0.0234375	256	1	2	14	2	1.9799550320190944
aero	C2_zt@0.6	30	0.8125	0.025390625	256	1	3	13	3	2.7538434379670393
aero	C2_zt@0.6	31	0.8125	0.025390625	256	1	3	13	3	2.7538434379670393
aero	C2_zt@0.6	32	0.75	0.048828125	256	1	4	12	4	3.87133773739125
aero	C2_zt@0.6	33	0.625	0.0615234375	256	1	6	10	6	5.634691794907955
aero	C2_zt@0.6	34	0.875	0.021484375	256	1	2	14	2	1.8813908829598232
aero	C2_zt@0.6	35	0.8125	0.0341796875	256	1	3	13	3	2.8718800074101667
aero	C2_zt@0.6	36	0.8125	0.0302734375	256	1	3	13	3	2.861887928997843
aero	C2_zt@0.6	37	0.6875	0.05078125	256	1	5	11	5	4.645226143339196
aero	C2_zt@0.6	38	0.6875	0.0517578125	256	1	5	11	5	4.645737879779988
aero	C2_zt@0.6	39	0.625	0.048828125	256	1	6	10	6	5.4091224708748165
aero	C3_ucc@0.6	0	0.6875	0.0419921875	120	1	5	11	5	4.0761056771176545
aero	C3_ucc@0.6	1	0.6875	0.0712890625	136	1	5	11	5	4.988320180374673
aero	C3_ucc@0.6	2	0.8125	0.0205078125	96	1	3	13	3	2.194715026157823
aero	C3_ucc@0.6	3	0.6875	0.0595703125	140	1	5	11	5	4.635261392570804
aero	C3_ucc@0.6	4	0.75	0.05859375	124	1	4	12	4	3.989885911275174
aero	C3_ucc@0.6	5	0.5625	0.0703125	130	0	7	9	7	5.966618893041878
aero	C3_ucc@0.6	6	0.75	0.0498046875	136	1	4	12	4	3.969390030009733
aero	C3_ucc@0.6	7	0.625	0.0654296875	144	1	6	10	6	5.193600000541863
aero	C3_ucc@0.6	8	0.6875	0.072265625	136	1	5	11	5	4.988831916815466
aero	C3_ucc@0.6	9	0.625	0.06640625	120	1	6	10	6	5.291652389160344
aero	C3_ucc@0.6	10	0.75	0.0419921875	116	1	4	12	4	3.6263232966181893
aero	C3_ucc@0.6	11	0.5625	0.0849609375	114	0	7	9	7	6.66157035618535
aero	C3_ucc@0.6	12	0.6875	0.0595703125	116	1	5	11	5	4.635261368570806
aero	C3_ucc@0.6	13	0.5625	0.1005859375	136	0	7	9	7	6.889184937850008
aero	C3_ucc@0.6	14	0.75	0.044921875	96	1	4	12	4	3.312721062022826
aero	C3_ucc@0.6	15	0.8125	0.0361328125	100	1	3	13	3	2.8808484569409116
aero	C3_ucc@0.6	16	0.5625	0.083984375	124	0	7	9	7	6.185264841175798
aero	C3_ucc@0.6	17	0.5625	0.0859375	112	0	7	9	7	5.7258747524777895
aero	C3_ucc@0.6	18	0.625	0.068359375	156	1	6	10	6	5.292675898041928
aero	C3_ucc@0.6	19	0.625	0.072265625	148	1	6	10	6	5.851292405410357
aero	C3_ucc@0.6	20	0.625	0.06640625	120	1	6	10	6	5.194111712982656
aero	C3_ucc@0.6	21	0.8125	0.029296875	92	1	3	13	3	2.5382934719901598
aero	C3_ucc@0.6	22	0.6875	0.0419921875	100	1	5	11	5	3.850563776728445
aero	C3_ucc@0.6	23	0.8125	0.0302734375	104	1	3	13	3	2.6363458966086384
aero	C3_ucc@0.6	24	0.8125	0.0205078125	84	1	3	13	3	2.1947150141578233
aero	C3_ucc@0.6	25	0.6875	0.0517578125	120	1	5	11	5	4.29219465917926
aero	C3_ucc@0.6	26	0.875	0.0263671875	112	1	2	14	2	1.989435229990631
aero	C3_ucc@0.6	27	0.9375	0.0146484375	76	1	1	15	1	0.999457805981081
aero	C3_ucc@0.6	28	0.8125	0.029296875	92	1	3	13	3	2.5382934719901598
aero	C3_ucc@0.6	29	0.875	0.0234375	88	1	2	14	2	1.9799548640191
aero	C3_ucc@0.6	30	0.8125	0.025390625	84	1	3	13	3	2.3027595051886265
aero	C3_ucc@0.6	31	0.8125	0.025390625	96	1	3	13	3	2.302759517188626
aero	C3_ucc@0.6	32	0.75	0.048828125	104	1	4	12	4	3.6457957050020458
aero	C3_ucc@0.6	33	0.625	0.0615234375	120	1	6	10	6	5.183607898129541
aero	C3_ucc@0.6	34	0.875	0.021484375	92	1	2	14	2	1.6558488385706194
aero	C3_ucc@0.6	35	0.8125	0.0341796875	116	1	3	13	3	2.6463379870209622
aero	C3_ucc@0.6	36	0.8125	0.0302734375	104	1	3	13	3	2.6363458966086384
aero	C3_ucc@0.6	37	0.6875	0.05078125	140	1	5	11	5	4.41968414694999
aero	C3_ucc@0.6	38	0.6875	0.0517578125	120	1	5	11	5	4.194653983001574
aero	C3_ucc@0.6	39	0.625	0.048828125	124	1	6	10	6	4.732496697707193
aero	C4_ucg@0.6	0	0.6875	0.0419921875	92	0	5	11	5	3.5904720454385775
aero	C4_ucg@0.6	1	0.6875	0.0712890625	108	0	5	11	5	4.898214582536999
aero	C4_ucg@0.6	2	0.8125	0.0205078125	64	0	3	13	3	1.7090813904787465
aero	C4_ucg@0.6	3	0.6875	0.0595703125	110	0	5	11	5	4.30233899089359
aero	C4_ucg@0.6	4	0.75	0.05859375	94	0	4	12	4	3.8997803114374987
aero	C4_ucg@0.6	5	0.5625	0.0703125	130	0	7	9	7	5.966618893041878
aero	C4_ucg@0.6	6	0.75	0.0498046875	108	0	4	12	4	3.8792844321720583
aero	C4_ucg@0.6	7	0.625	0.0654296875	120	0	6	10	6	4.707966372862787
aero	C4_ucg@0.6	8	0.6875	0.072265625	116	0	5	11	5	4.988831896815466
aero	C4_ucg@0.6	9	0.625	0.06640625	84	0	6	10	6	4.715913179643591
aero	C4_ucg@0.6	10	0.75	0.0419921875	74	0	4	12	4	3.2032953131033013
aero	C4_ucg@0.6	11	0.5625	0.0849609375	114	0	7	9	7	6.66157035618535
aero	C4_ucg@0.6	12	0.6875	0.0595703125	82	0	5	11	5	4.302338962893592
aero	C4_ucg@0.6	13	0.5625	0.1005859375	136	0	7	9	7	6.889184937850008
aero	C4_ucg@0.6	14	0.75	0.044921875	64	0	4	12	4	2.8270874263437493
aero	C4_ucg@0.6	15	0.8125	0.0361328125	74	0	3	13	3	2.8808484309409144
aero	C4_ucg@0.6	16	0.5625	0.083984375	124	0	7	9	7	6.185264841175798
aero	C4_ucg@0.6	17	0.5625	0.0859375	112	0	7	9	7	5.7258747524777895
aero	C4_ucg@0.6	18	0.625	0.068359375	118	0	6	10	6	4.6268311166875
aero	C4_ucg@0.6	19	0.625	0.072265625	106	0	6	10	6	5.58097565389733
aero	C4_ucg@0.6	20	0.625	0.06640625	92	0	6	10	6	4.70847808130358
aero	C4_ucg@0.6	21	0.8125	0.029296875	62	0	3	13	3	2.295476640150622
aero	C4_ucg@0.6	22	0.6875	0.0419921875	66	0	5	11	5	3.1221133372098313
aero	C4_ucg@0.6	23	0.8125	0.0302734375	68	0	3	13	3	2.3034234889314265
aero	C4_ucg@0.6	24	0.8125	0.0205078125	50	0	3	13	3	1.709081376478747
aero	C4_ucg@0.6	25	0.6875	0.0517578125	84	0	5	11	5	3.716455449662508
aero	C4_ucg@0.6	26	0.875	0.0263671875	80	0	2	14	2	1.899329628152956
aero	C4_ucg@0.6	27	0.9375	0.0146484375	46	0	1	15	1	0.9994577759810819
aero	C4_ucg@0.6	28	0.8125	0.029296875	62	0	3	13	3	2.295476640150622
aero	C4_ucg@0.6	29	0.875	0.0234375	52	0	2	14	2	1.889849258181425
aero	C4_ucg@0.6	30	0.8125	0.025390625	50	0	3	13	3	1.81712586750955
aero	C4_ucg@0.6	31	0.8125	0.025390625	56	0	3	13	3	1.7270203036718736
aero	C4_ucg@0.6	32	0.75	0.048828125	76	0	4	12	4	3.4029788751625087
aero	C4_ucg@0.6	33	0.625	0.0615234375	84	0	6	10	6	4.60786868861279
aero	C4_ucg@0.6	34	0.875	0.021484375	62	0	2	14	2	1.4130320067310813
aero	C4_ucg@0.6	35	0.8125	0.0341796875	82	0	3	13	3	2.3134155813437483
aero	C4_ucg@0.6	36	0.8125	0.0302734375	60	0	3	13	3	2.213317911093749
aero	C4_ucg@0.6	37	0.6875	0.05078125	118	0	5	11	5	4.176867323110453
aero	C4_ucg@0.6	38	0.6875	0.0517578125	92	0	5	11	5	3.709020351322498
aero	C4_ucg@0.6	39	0.625	0.048828125	94	0	6	10	6	4.004046262188577
aero	C2_zt@0.7	0	0.6875	0.0419921875	128	0	5	11	5	3.6018900559183935
aero	C2_zt@0.7	1	0.6875	0.0712890625	128	0	5	11	5	4.821037022852598
