field	n_total	n_valid	n_nan	n_unique	pct_constant	min	max	median	mean	std	iqr	pct_saturated_low	pct_saturated_high
mean_reward	98	98	0	48	0.0	0.0	0.9453125	0.03125	0.26449896364795916	0.3750281923594276	0.77734375	35.71	1.02
zvf	98	98	0	20	0.0	0.34375	1.0	0.875	0.8172831632653061	0.1957152183611127	0.34375	2.04	36.73
pcd	98	98	0	56	0.0	0.0	0.0808868408203125	0.015625	0.020240073301354234	0.02215398021176539	0.033318519592285156	36.73	1.02
mean_completion_len	98	98	0	98	0.0	275.328125	494.3359375	378.89697265625	385.6184929049745	58.27107034961658	105.421875	1.02	1.02
std_completion_len	98	98	0	98	0.0	80.24900061439628	200.51715303711396	138.14980960109517	139.32714218092906	36.08130399708421	73.40694788549538	1.02	1.02
